date,CHINA GALAXY INTERNATIONAL SECURITIES,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,25.819522521939614,7.23319142316475,11.585286212005427,9.919269637988732,13.340392218750177,13.026768562473404,6.878809577012646,0.0,12.196759846665248
2024-03-04,0.0,24.065660975532094,6.812048651047096,11.043217674608009,9.174136529644619,12.458908473213413,12.199927227730488,6.376167479895079,6.447046020722119,11.422886967607083
2024-03-05,0.0,24.071184300081832,6.776099549707857,11.009322768543214,9.173602183682705,12.530330808565553,12.23440930782722,6.350485226278795,6.456501476046911,11.398064379265913
2024-03-06,0.0,24.137643067835878,6.841166916983972,11.070344611086593,8.987113267521854,12.46157098426542,12.260609711449396,6.370280258557483,6.475508113462743,11.39576306883666
2024-03-07,0.0,23.988233289152607,7.054480333258434,10.928478758302644,8.98949872975476,12.387523764856038,12.56930141140944,6.362974524320044,6.444828325475009,11.274680863471026
2024-03-08,0.0,24.00965876969284,7.042042807975191,10.964035559119745,8.973084963086778,12.40041567275114,12.54108297677156,6.37376821369286,6.443649861239573,11.25226117567031
2024-03-11,0.0,23.827014960753015,7.03246169615405,10.974034130229713,9.163926331008042,12.368206219823383,12.537419823051238,6.367082627979473,6.436890975128557,11.292963235872529
2024-03-12,0.0,23.421395060434165,6.901669269075645,12.765527181535111,8.880891820968207,11.979073314953755,12.331367381079565,6.277990417651434,6.3314952029489735,11.11059035135314
2024-03-13,0.0,23.207536582410622,6.835844020325542,13.570123266001612,8.773601446016887,11.861837564307622,12.252073166707174,6.221563696942197,6.274048767728657,11.00337148955969
2024-03-14,0.0,23.128250190626567,6.673868905663795,14.285737282305803,8.72086913600312,11.792915489991291,12.141125476747044,6.225058925236581,6.250796513131414,10.781378080294388
2024-03-15,0.0,22.49074061797738,6.737517920057562,15.543698823107654,8.618513481696604,11.656815482504959,11.914296858467196,6.1982536307288605,6.187447631911228,10.652715553548553
2024-03-18,0.0,21.33607183625863,6.632396635879618,18.50263629290451,8.318453368217368,11.244971185255023,11.726082818448868,6.02629668604183,5.998872963169968,10.214218213824186
2024-03-19,0.0,22.23941418259416,7.033435344681441,14.161618685611362,8.664714174718108,11.774622432210288,12.57197290532611,6.334281086586153,6.276118379429215,10.94382280884316
2024-03-20,0.0,21.358157806775715,7.000507862338871,15.187820407808958,8.669387439683076,11.801466316870636,12.612047426244178,6.423688456757468,6.280270143596158,10.66665413992494
2024-03-21,0.0,21.219748025110004,7.175369207548861,14.978842921943631,8.575428347485602,11.824819099612077,12.600444458215248,6.45720815767228,6.276867105804622,10.891272676607676
2024-03-22,0.0,21.554371317399674,7.302876685223307,13.61414505721667,8.706574364028903,12.009991193836075,12.795237704504425,6.560365685996391,6.383852312631633,11.072585679162918
2024-03-25,0.0,21.981510861371927,7.582092401091313,12.084445515911966,8.5661488795802,12.24062013656488,13.043160493373279,6.703493156531222,6.47428440741879,11.324244148156422
2024-03-26,0.0,20.69572233314725,7.255827514739183,17.062810447421032,8.151007026420451,11.467742021617697,12.254896707595933,6.36537783405946,6.085302584192416,10.661313530806583
2024-03-27,0.0,20.61723085252705,7.855759717936735,16.996108306261828,8.43387814719551,11.590716852578383,11.614979408674992,6.403413669608213,6.069353818767168,10.41855922645012
2024-03-28,0.0,20.690399305238405,7.715851950865288,17.390358082259734,8.32766368283574,11.562478242063536,11.630955346513547,6.376798649506532,6.03782899126085,10.267665749456366
2024-04-02,0.0,20.81157560843249,7.6706045049143174,17.633208641094008,7.8176952554896095,11.797441642940775,11.644006140473886,6.384054132979323,6.019147429028764,10.222266644646826
2024-04-03,0.0,21.35131543279567,7.789190124915349,15.504975673110152,7.797013215097722,12.336126600713774,12.015658405247002,6.532395040936875,6.186635837989185,10.486689669194268
2024-04-05,0.0,21.53217210189714,7.645865320429131,15.471116894066467,7.872448150682887,12.332736385030596,11.867667816811206,6.4833074523359135,6.19148599561746,10.603199883129202
2024-04-08,0.0,21.34102546632385,7.60688041844345,16.512187772867463,7.800620649923144,12.167144170211387,11.653189981088738,6.4115753275339635,6.110680774782232,10.396695438825772
2024-04-09,0.0,21.236638290942185,7.572780522441219,16.86259708084828,7.765652261006409,12.146456805868885,11.582879430300382,6.374626401415158,6.0832879977881715,10.37508120938931
2024-04-10,0.0,21.272062175309262,7.629996443360065,16.56706127400983,7.88537446426046,12.166321960291555,11.564491025258434,6.385591245259148,6.090154843812729,10.438946568438517
2024-04-11,0.0,21.050555502454685,7.631211860689803,17.32402955040039,7.679194062355678,12.073802241100609,11.50867756841005,6.340398755066046,6.037723453815025,10.354407005707712
2024-04-12,0.0,20.962265236728726,7.367520531020507,17.80012219808979,7.697251484779997,11.83819833877512,11.809403348007438,6.2649990400997515,5.967051831074134,10.293187991424535
2024-04-15,0.0,21.467712604658136,7.555044374300221,17.597128990252013,7.726176276136902,11.842731458194137,11.312973220724706,6.281005226166357,5.977127973960732,10.240099875606795
2024-04-16,0.0,21.245166439151568,7.967568756476109,17.296915783090835,7.705245358137019,11.892633050932105,11.342001103776145,6.333707648644041,5.962944297644235,10.253817562147944
2024-04-17,0.0,21.287810782675525,8.082648019272385,17.228052681235724,7.708049341552203,11.922334950901245,11.346597482094095,6.354152789077232,5.951808061857288,10.118545891334305
2024-04-18,0.0,21.221989514069893,8.207016355702812,16.908156139524614,7.689561473106932,11.938654369391807,11.281552361009432,6.521861869977141,5.957432291647638,10.273775625569728
2024-04-19,0.0,21.106098384499635,8.229780419246644,17.097473453889993,7.636692942822941,11.879657852613757,11.292902176076183,6.5004298978727,5.931509101224121,10.325455771754022
2024-04-22,0.0,20.99401315339177,8.253289367487149,17.06876620812336,7.674208089527392,11.868705228303371,11.2602866782799,6.4850172236752215,5.922028177482254,10.473685873729584
2024-04-23,0.0,20.937829784202883,8.31963162151252,17.300595384589094,7.629801566117058,11.877528033860033,11.274849019094797,6.585627801480687,5.9199171970977815,10.15421959204515
2024-04-24,0.0,20.63339144010089,8.264883134471972,17.254640697162063,7.608261163786113,11.894467998640183,11.552179770597114,6.601551503626073,5.933377514683526,10.257246776932062
