date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CMB WING LUNG BANK LTD,FUTU SECURITIES INTERNATIONAL,KGI ASIA LTD,SHENG YUAN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-20,0.0,0.0,1.8653684261774,0.0,2.4092652772628154,0.0,0.0,0.0
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3723488979888727
2024-04-09,0.0,0.0,0.0,0.0,2.4093786597346227,0.0,0.0,0.0
2024-05-03,0.0,0.0,0.0,0.325897506365805,0.0,0.0,0.0,0.0
2024-05-06,0.0,0.0,0.0,0.3327004546742565,0.0,0.0,0.0,0.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3720087505734504
2024-05-09,0.0,0.0,0.0,0.0,2.4105124844526977,0.0,0.0,0.0
2024-05-10,0.0,0.0,1.8665022508954754,0.0,2.4093786597346227,0.0,0.0,0.0
2024-05-13,0.0,0.0,1.8687699003316256,0.0,2.4071110102984723,0.0,0.0,0.0
2024-05-14,0.0,0.0,1.8721713744858517,0.0,2.4048433608623214,0.0,0.0,0.0
2024-05-23,0.0,0.0,0.0,0.0,2.4071110102984723,0.0,0.0,0.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.370874925855375
2024-05-29,0.0,0.6893992165663502,0.0,0.34063722770078325,0.0,0.0,0.0,1.3720087505734504
2024-07-12,0.0,0.6871315671301997,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-26,0.0,0.0,0.0,0.3463063512911595,0.0,0.0,0.0,0.0
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375410224727676
2024-09-03,0.0,0.0,0.0,0.36104607262613775,0.0,0.0,0.0,1.3606705033926978
2024-10-07,1.1948970526896543,0.0,0.0,0.0,2.4082448350165473,0.5707588593936949,0.0,1.3572690292384721
2024-10-08,1.1937632279715793,0.0,0.0,0.0,2.4105124844526977,0.0,0.0,0.0
2024-10-09,0.0,0.6814624435398234,0.0,0.3633137220622883,2.425252205787676,0.5571529627767918,0.0,0.0
2024-10-10,0.0,0.0,0.0,0.36104607262613775,2.4241183810696008,0.0,0.0,0.0
2024-10-14,0.0,0.0,0.0,0.3655813714984388,2.4218507316334503,0.0,0.0,1.3566110707545729
2024-10-15,0.0,0.6837300929759739,0.0,0.371250495088815,2.4105124844526977,0.5560191380587167,0.0,0.0
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559307759237278
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3559421141709085
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3794576388237894
2024-11-22,1.1722205583281493,0.0,0.0,0.39052551529609425,2.4127801338888486,0.0,0.0,0.0
2024-11-26,0.0,0.0,0.0,0.40186376247684674,0.0,0.0,0.0,0.0
2024-12-06,0.0,0.0,0.0,0.4143358343756744,0.0,0.0,0.0,0.0
2024-12-16,0.0,0.0,0.0,0.0,2.412666751417041,0.0,0.0,0.0
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3788907264647516
2025-02-13,0.0,0.0,0.0,0.0,2.418335875007417,0.5514838391864156,0.0,1.381158375900902
2025-02-14,0.0,0.0,0.0,0.4177373085299002,2.4160682255712667,0.0,0.0,0.0
2025-02-18,0.0,0.0,0.0,0.0,2.4172020502893417,0.0,0.0,0.0
2025-03-03,0.0,0.0,0.0,0.4234064321202764,2.4160682255712667,0.0,0.0,0.0
2025-03-05,0.0,0.0,1.8687699003316256,0.4336108545829537,0.0,0.0,0.0,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,12.242533053039919,0.0
2025-03-12,0.0,0.0,0.0,0.0,2.8129068768976038,0.0,11.845694401713583,0.0
2025-03-14,0.0,0.0,0.0,0.0,3.042619764779649,0.0,0.0,0.0
2025-03-17,0.0,0.0,1.2916531188313238,0.0,3.619736546279951,0.0,0.0,0.0
2025-04-07,1.1713134985536893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
