date,REALORD ASIA PACIFIC SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32309073368037106,0.32309073368037106
2024-03-06,4.759784296629538,0.0,2.2023051008352637,0.0,0.0,0.0,0.0,0.32470296289035294,7.286792360355154
2024-03-07,4.759945519550536,0.0,2.2023051008352637,0.0,0.0,0.0,0.0,0.3251866316533475,7.2874372520391475
2024-03-12,4.760267965392533,0.0,2.2023051008352637,0.0,0.0,0.0,0.0,0.31873771481341995,7.281310781041217
2024-03-13,4.76042918831353,0.0,2.2023051008352637,0.0,0.0,0.0,0.0,0.31873771481341995,7.281472003962214
2024-03-14,4.76042918831353,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.3163193709984471,7.710808642580393
2024-03-15,4.760590411234529,0.0,2.2023051008352637,0.0,0.0,0.0,0.43288354288013786,0.3163193709984471,7.712098425948377
2024-03-21,4.760751634155527,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.31744793144543443,7.7122596488693755
2024-03-28,4.760912857076526,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.31744793144543443,7.712420871790374
2024-04-11,4.761235302918522,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.31712548560343806,7.712420871790374
2024-04-19,4.76139652583952,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.3169642626824399,7.712420871790374
2024-04-22,4.761718971681517,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.31664181684044346,7.712420871790374
2024-04-26,4.761880194602514,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.31664181684044346,7.7125820947113715
2024-05-02,4.762041417523513,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.3155132563934562,7.711614757185384
2024-05-08,4.762202640444511,0.0,2.2023051008352637,0.0,0.0,0.0,0.4317549824331505,0.3159969251564507,7.7122596488693755
2024-05-16,4.7623638633655085,0.0,2.2023051008352637,0.0,0.0,0.0,0.43820389927307807,0.3159969251564507,7.718869788630302
2024-05-20,4.7623638633655085,0.0,2.2023051008352637,0.0,0.0,0.0,0.43820389927307807,0.31502958763046157,7.717902451104313
2024-05-21,4.7623638633655085,0.0,2.2023051008352637,0.0,0.0,0.0,0.43820389927307807,0.32115605862839275,7.724028922102244
2024-05-22,4.7623638633655085,0.0,2.2023051008352637,0.0,0.0,0.0,0.43659167006309624,0.3130949125784833,7.714355546842352
2024-06-26,4.762525086286507,0.0,2.2023051008352637,0.0,0.0,0.0,0.43659167006309624,0.3130949125784833,7.7145167697633505
2024-07-11,4.762686309207505,0.0,2.2023051008352637,0.0,0.0,0.0,0.43659167006309624,0.3122887979734924,7.713871878079358
2024-07-22,4.762847532128504,0.0,2.2023051008352637,0.0,0.0,0.0,0.43659167006309624,0.3122887979734924,7.714033101000356
2024-07-24,4.763008755049502,0.0,2.2023051008352637,0.0,0.0,0.0,0.43659167006309624,0.3122887979734924,7.714194323921355
2024-07-25,4.763169977970501,0.0,2.2019826549932673,1.7845765125289557,0.0,0.0,0.43659167006309624,0.3122887979734924,9.498609613529311
2024-07-30,4.763169977970501,2.7604588533309946,2.2019826549932673,1.7845765125289557,0.0,0.0,0.43659167006309624,0.3122887979734924,12.259068466860306
2024-08-06,4.763169977970501,2.7604588533309946,2.2019826549932673,1.7845765125289557,0.0,0.0,0.43659167006309624,0.3124500208944906,12.259229689781305
2024-08-07,4.763331200891498,2.7604588533309946,2.2019826549932673,1.7845765125289557,0.0,0.0,0.43659167006309624,0.3122887979734924,12.259229689781305
2024-08-21,4.7634924238124965,2.7604588533309946,2.201660209151271,1.7845765125289557,0.0,0.0,0.43659167006309624,0.3124500208944906,12.259229689781305
2024-08-22,4.763653646733495,2.7604588533309946,2.201660209151271,1.7845765125289557,0.0,0.0,0.43659167006309624,0.3124500208944906,12.259390912702303
2024-09-10,4.763976092575492,2.7604588533309946,2.2018214320722693,1.7845765125289557,0.0,0.0,0.43659167006309624,0.31261124381548877,12.260035804386295
2024-09-16,4.763976092575492,2.7604588533309946,2.2018214320722693,1.7845765125289557,0.0,0.0,0.431271313670156,0.317931600208429,12.260035804386295
2024-09-17,4.764137315496489,2.7604588533309946,2.2018214320722693,1.7845765125289557,0.0,0.0,0.431271313670156,0.317931600208429,12.260197027307292
2024-09-25,4.764137315496489,2.7604588533309946,2.2018214320722693,1.7845765125289557,0.0,0.0,0.431271313670156,0.3177703772874308,12.260035804386295
2024-09-26,4.764137315496489,2.7604588533309946,2.1994030882572964,1.7845765125289557,0.0,0.0,0.431271313670156,0.3176091543664326,12.257456237650324
2024-09-30,4.764137315496489,2.7604588533309946,2.1994030882572964,1.7845765125289557,1.668979678173254,0.0,0.431271313670156,0.3176091543664326,13.926435915823578
2024-10-02,4.764298538417487,2.7604588533309946,2.1994030882572964,1.7845765125289557,1.6688184552522558,0.0,0.431271313670156,0.3176091543664326,13.926435915823578
2024-10-03,4.764298538417487,2.7604588533309946,2.199241865336298,1.7855438500549448,1.6688184552522558,0.0,0.431271313670156,0.3176091543664326,13.92724203042857
2024-10-04,4.764298538417487,2.7604588533309946,2.1948888464693472,1.7852214042129486,1.6610797550443428,0.0,0.43497944085311435,0.31390102718347423,13.91482786551171
2024-10-07,4.764298538417487,2.7604588533309946,2.194727623548349,1.7852214042129486,1.6562430674143969,0.0,0.43449577209011975,0.311966352131496,13.907411611145793
2024-10-08,4.764298538417487,2.7604588533309946,2.194727623548349,1.7852214042129486,1.6562430674143969,0.0,0.4264346260402103,0.32905598175730405,13.916440094721692
2024-10-14,4.764298538417487,2.7604588533309946,2.194727623548349,1.7852214042129486,1.6562430674143969,0.0,0.4235326134622429,0.3322804401772678,13.916762540563688
2024-10-21,4.764298538417487,2.758846624121013,2.194727623548349,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.4235326134622429,0.3322804401772678,15.010176390773406
2024-10-22,4.764782207180482,2.758846624121013,2.194727623548349,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42514484267222474,0.36662092234988214,15.046612770918996
2024-10-23,4.76494343010148,2.758846624121013,2.194727623548349,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42514484267222474,0.3664596994288839,15.046612770918996
2024-10-24,4.765104653022478,2.758846624121013,2.194727623548349,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42514484267222474,0.370812718295835,15.051127012706948
2024-10-25,4.765104653022478,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42514484267222474,0.3700066036908441,15.050159675180957
2024-11-11,4.765265875943476,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42514484267222474,0.36291279516692376,15.043227089578034
2024-11-18,4.765265875943476,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.4249836197512266,0.3627515722459256,15.042904643736039
2024-11-20,4.765265875943476,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42433872806723383,0.36323524100892013,15.042743420815041
2024-11-21,4.765588321785473,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42433872806723383,0.36323524100892013,15.043065866657034
2024-11-28,4.7657495447064715,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.42433872806723383,0.36323524100892013,15.043227089578034
2024-12-02,4.7657495447064715,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.4235326134622429,0.365653584823893,15.044839318788018
2024-12-27,4.76591076762747,2.758846624121013,2.1945664006273504,1.7852214042129486,1.6562430674143969,1.0950260794197006,0.4228877217782501,0.3664596994288839,15.045161764630013
2025-01-03,4.76591076762747,2.758846624121013,2.1945664006273504,1.7844152896079573,1.6562430674143969,1.0950260794197006,0.4228877217782501,0.36758825987587124,15.04548421047201
2025-01-07,4.76591076762747,2.758846624121013,2.1945664006273504,1.7844152896079573,1.6562430674143969,1.0950260794197006,0.4228877217782501,0.36742703695487305,15.04532298755101
2025-01-16,4.766071990548467,2.7572343949110305,2.1945664006273504,1.7860275188179393,1.6562430674143969,1.0950260794197006,0.4228877217782501,0.36742703695487305,15.04548421047201
2025-01-20,4.766233213469466,2.753203821886076,2.1945664006273504,1.7860275188179393,1.6562430674143969,1.0950260794197006,0.4228877217782501,0.3712963870588296,15.04548421047201
2025-01-22,4.766394436390463,2.74836713425613,2.1945664006273504,1.7860275188179393,1.6562430674143969,1.0950260794197006,0.42901419277618136,0.3712963870588296,15.046935216760993
2025-02-04,4.766394436390463,2.74836713425613,2.1937602860223597,1.7860275188179393,1.6562430674143969,1.0950260794197006,0.43078764490716137,0.37258617042681513,15.049192337654969
2025-02-11,4.766555659311462,2.74836713425613,2.1937602860223597,1.7860275188179393,1.6562430674143969,1.0950260794197006,0.43078764490716137,0.3729086162688115,15.049676006417961
2025-02-12,4.766555659311462,2.74836713425613,2.193115394338367,1.7860275188179393,1.6562430674143969,1.0950260794197006,0.43078764490716137,0.37339228503180605,15.049514783496964
2025-02-13,4.766555659311462,2.74836713425613,2.193115394338367,1.75571760967028,1.6562430674143969,1.0950260794197006,0.43078764490716137,0.3782289726617517,15.024041561979251
2025-02-17,4.76671688223246,2.74836713425613,2.193115394338367,1.737983088360479,1.6560818444933991,1.0950260794197006,0.43078764490716137,0.3812922081607173,15.009370276168415
2025-02-18,4.76671688223246,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43078764490716137,0.4067654296784312,15.010660059536402
2025-02-19,4.76671688223246,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43078764490716137,0.4064429838364348,15.010337613694405
2025-02-20,4.76671688223246,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43078764490716137,0.40628176091543666,15.010176390773406
2025-02-25,4.767039328074456,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43078764490716137,0.40531442338944745,15.009531499089412
2025-02-27,4.7672005509954545,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43078764490716137,0.4056368692314439,15.010015167852409
2025-03-04,4.7672005509954545,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43288354288013786,0.4056368692314439,15.012111065825383
2025-03-05,4.7672005509954545,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43288354288013786,0.4088613276514077,15.01533552424535
2025-03-06,4.7672005509954545,2.74836713425613,2.193115394338367,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43288354288013786,0.4041858629424602,15.010660059536402
2025-03-10,4.7672005509954545,2.74836713425613,2.1929541714173686,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43884879095707086,0.40902255057240583,15.02130077232228
2025-03-11,4.7672005509954545,2.74836713425613,2.1929541714173686,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43884879095707086,0.40918377349340407,15.021461995243278
2025-03-12,4.767522996837451,2.74836713425613,2.1929541714173686,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43884879095707086,0.40918377349340407,15.021784441085275
2025-03-13,4.767522996837451,2.74836713425613,2.1929541714173686,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43884879095707086,0.4095062193354005,15.022106886927272
2025-03-14,4.767522996837451,2.74836713425613,2.1929541714173686,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43884879095707086,0.4103123339403914,15.022913001532261
2025-03-18,4.767522996837451,2.74836713425613,2.1929541714173686,1.7137996502107506,1.6560818444933991,1.0950260794197006,0.43884879095707086,0.41160211730837687,15.024202784900249
2025-03-20,4.76768421975845,2.74836713425613,2.1929541714173686,1.7139608731317486,1.6557593986514025,1.0950260794197006,0.43884879095707086,0.41160211730837687,15.024202784900249
2025-03-21,4.767845442679448,2.74836713425613,2.1929541714173686,1.7139608731317486,1.6557593986514025,1.0950260794197006,0.43884879095707086,0.41160211730837687,15.024364007821248
2025-03-25,4.767845442679448,2.74836713425613,2.1929541714173686,1.7139608731317486,1.6557593986514025,1.0950260794197006,0.43884879095707086,0.4112796714663805,15.024041561979251
2025-03-26,4.768006665600446,2.74836713425613,2.1929541714173686,1.7139608731317486,1.6557593986514025,1.0950260794197006,0.43804267635207994,0.41901837167429357,15.03113537050317
2025-04-10,4.768006665600446,2.74836713425613,2.1929541714173686,1.7139608731317486,1.6557593986514025,1.0950260794197006,0.43804267635207994,0.4156326903333316,15.02774968916221
2025-04-14,4.768329111442442,2.74836713425613,2.1926317255753727,1.7139608731317486,1.6557593986514025,1.0950260794197006,0.43804267635207994,0.4157939132543298,15.027910912083206
