date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,QUAM SECURITIES LTD,CHINA MERCHANTS BANK CO LTD,TIGER BROKERS (HK) GLOBAL LTD,TOTAL_CCASS_PCT
2025-04-14,91.55717649033507,6.4638781518565365,1.6210394547426539,0.02884589854664463,0.015840233305960925,0.019612709922248985,0.0431854781709882,0.0,0.019112492028376536,0.03751634204043377,99.80620725094892
2025-04-16,91.55717649033507,6.4638781518565365,1.6333851102622556,0.023885404432409496,0.03451503467719906,0.028720844073176516,0.04203219802678228,0.0,0.018508062073280658,0.021634423909983474,99.8237357196467
2025-04-17,91.55717649033507,6.4638781518565365,1.5549715090164702,0.029429486089495818,0.0509180131137665,0.05050116486887278,0.03602958330031287,0.012109441514162232,0.018653958958993456,0.019383443387557445,99.79305124244124
2025-04-22,91.55717649033507,6.4638781518565365,1.5486562581063306,0.02907516508133617,0.0587756025300129,0.04843776605664893,0.03561273505541917,0.014485476510056373,0.019487655448780873,0.01950849786102556,99.79509379884122
2025-04-23,91.55717649033507,6.4638781518565365,1.5508794487457636,0.029492013326229877,0.06298576980343935,0.0473331182076806,0.03517504439828077,0.016340451199833374,0.019466813036536187,0.01927923132633402,99.80200653223571
2025-04-24,91.55717649033507,6.4638781518565365,1.5586953533375207,0.028512419950729662,0.0629232425667053,0.045102980097499266,0.036342219483983154,0.016340451199833374,0.019571025097759615,0.018153741065121007,99.80669607499077
2025-04-25,91.55717649033507,6.4638781518565365,1.5566527969375414,0.033410386828230734,0.06200617642793914,0.04641605206891444,0.03617548018602568,0.016340451199833374,0.019404285799802135,0.017570153522269816,99.80903042516216
2025-04-28,91.55717649033507,6.4638781518565365,1.5218251260766722,0.06196449160344977,0.06098489822794956,0.04674953066482941,0.038197194173760156,0.016340451199833374,0.01900827996715311,0.01732004457533359,99.80344465868059
2025-04-29,91.55717649033507,6.4638781518565365,1.508194188468648,0.0752202657910697,0.056274513060650656,0.04800007539951053,0.03650895878194064,0.016340451199833374,0.018841540669195626,0.01690319633043988,99.79733783189289
2025-04-30,91.55717649033507,6.4638781518565365,1.508444297415584,0.08411997581955039,0.05558671345657602,0.05137654618314958,0.03636306189622784,0.016340451199833374,0.018841540669195626,0.01571517883249281,99.80784240766421
2025-05-02,91.55717649033507,6.4638781518565365,1.5156349296400007,0.08576652638688052,0.05556587104433135,0.049542413905617255,0.03559189264317448,0.01917501926511059,0.01892491031817437,0.015444227473311901,99.81670043286822
