date,BANK OF CHINA (HONG KONG) LTD,OSHIDORI SECURITIES LTD,VC BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,EVERBRIGHT SECURITIES INVESTMENT,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CCB INTERNATIONAL SECURITIES LTD,FUNDERSTONE SECURITIES LTD
2024-03-01,58.749848499143575,27.258908614684824,0.0,13.991242886171598,0.0,0.0,0.0,0.0,0.0
2024-03-05,58.74151310332072,27.255041135894544,0.0,14.003445760784741,0.0,0.0,0.0,0.0,0.0
2024-03-11,58.74062115607828,27.254693116631746,0.0,14.004685727289976,0.0,0.0,0.0,0.0,0.0
2024-03-13,58.72643339287337,27.254693116631746,0.0,14.018873490494885,0.0,0.0,0.0,0.0,0.0
2024-03-14,58.72549644426081,27.255311823688118,0.0,14.019191732051075,0.0,0.0,0.0,0.0,0.0
2024-03-28,58.648639185245955,27.306063943759888,0.0,14.045296870994154,0.0,0.0,0.0,0.0,0.0
2024-04-16,57.74370912864376,26.884739965343936,0.0,13.828582357767036,0.0,0.0,0.0,1.5429685482452726,0.0
2024-04-17,55.99033734669463,26.06839226043194,0.0,13.403117483069343,0.0,3.04203617544041,0.0,1.4961167343636759,0.0
2024-04-19,55.6880576732645,25.92765467118437,0.0,13.330756962170156,0.0,3.0256128826857887,0.0,2.0279178106951856,0.0
2024-04-24,55.59209122436234,25.88297390746024,0.0,12.861670113995395,0.0,3.020398886431734,0.0,2.6428658677502996,0.0
2024-05-02,54.26098451870603,25.26322747641666,0.0,12.553708046772858,0.0,2.9480779299262485,0.0,2.579584627537287,2.3944174006409065
2024-05-07,54.25169243069078,25.260370546177036,0.0,12.55228839173584,0.0,2.9477445420804305,0.0,2.5792929113131837,2.4086111780027317
2024-05-08,54.24627806485442,25.258278088695292,0.0,12.560452569122482,0.0,2.947500363947331,0.0,2.579079254085154,2.4084116592953233
2024-05-10,43.80989555788777,20.400843352810362,19.22468853692085,10.14494433877335,0.0,2.380664786256897,0.0,2.08309496285984,1.955868464490934
2024-05-13,43.809337256527996,20.400583370027036,19.224443542733706,10.141841518011805,0.0,2.3806344477141907,0.0,2.083068416465801,1.9600914485194638
2024-05-16,43.80701115402087,20.399500179750817,19.22342280082973,10.140241105462444,0.0,2.380508045442343,0.0,2.0829578137730986,1.966358900720697
2024-05-17,42.83932545441363,19.944045811487765,18.794226408248687,9.91384256304581,0.0,2.3273590575539886,2.222292038495032,2.0364521530053747,1.9224565137497083
2024-05-22,42.838613845645675,19.94371451873939,18.793914215277454,9.915338994159615,0.0,2.3273203975355594,2.222255123756464,2.0364183252736763,1.9224245796121673
2024-05-24,42.830130230089445,19.94377663529134,18.79397275066952,9.92367545751208,0.0,2.327327646191182,2.2222620451765285,2.036424667887765,1.9224305671821436
2024-05-27,42.83606497632425,19.941706292053365,18.792021767407395,9.922645290821233,0.0,2.3270860486671543,2.22203135440605,2.036213268707063,1.9222310016134936
2024-05-29,42.84020087030665,19.943631697272025,18.793836168655222,9.913948171011116,0.0,2.3273107327316347,2.2222458952634443,2.0364098685163494,1.9224165962435507
2024-06-05,42.83954809274261,19.943859457962507,18.794050798426145,9.914061390494664,0.0,2.327337311135583,2.222271273803683,2.036433124768009,1.9224385506667971
2024-06-12,42.83963704513204,19.94390086955605,18.794089822547548,9.913874335312013,0.0,2.3273421436378867,2.2222758881460036,2.0364373532344713,1.9224425424339897
2024-06-14,42.878050597041124,19.94390086955605,18.794089822547548,9.875460783402925,0.0,2.3273421436378867,2.2222758881460036,2.0364373532344713,1.9224425424339897
2024-06-19,42.87781337908643,19.943983693259064,18.794167871276535,9.87550179454896,0.0,2.3273518087026988,2.2222851168881324,2.0364458102200755,1.9224505260181057
2024-06-21,42.87790241148481,19.94402510536854,18.79420689588412,9.87552230024971,0.0,2.327356641265208,2.2220820891733615,2.0364500387392184,1.9224545178350296
2024-06-25,42.87671629154272,19.94443923592224,18.794597150873628,9.875727361940957,0.0,2.327404967994112,2.2221282299138143,2.036492324896485,1.9224944369160446
2024-06-26,42.870929994532084,19.94174769470568,18.792060783103047,9.887889809405568,0.0,2.3270908801260655,2.2218283493481814,2.0362174962605515,1.9222349925188187
2024-07-03,42.86915078217287,19.942368755121322,18.79264603797937,9.888197755180876,0.0,2.3271633544172547,2.2218975453714815,2.0362809116694676,1.9222948580873582
2024-07-05,42.86870575170012,19.942161730684564,18.79245094897019,9.889133218030544,0.0,2.327139195818615,2.221874479551493,2.036259772760946,1.9222749024835297
2024-07-08,42.86603576288824,19.940919674322657,18.791280499970114,9.894745587284941,0.0,2.3269942547594535,2.2217360946878073,2.0361329485259705,1.9221551775608154
2024-07-09,42.86514584052485,19.94050568991638,18.790890382702305,9.89661622168193,0.0,2.3269459450851406,2.2216899702305066,2.036090677291566,1.9221152725673172
2024-07-22,42.86056332544901,19.93837394240562,18.788881535262764,9.906248758943907,0.0,2.3266971820245015,2.221452459600768,2.035873008226373,1.921909788087063
2024-08-13,42.816123768631556,19.917701033957513,18.76940046679937,9.999661585713666,0.0,2.3242847687570305,2.219149168296682,2.033762133165417,1.919917074678768
2024-08-15,42.81523439663911,19.918010810884525,18.769692384385063,9.999817108905418,0.0,2.3243209179989504,2.2191836823808506,2.0337937639536694,1.919946934852414
2024-08-20,42.815175104189315,19.918031463022263,18.7697118458803,9.999827477290205,0.0,2.324323327988392,2.219185983357967,2.0337958727078695,1.9199489255636817
2024-08-22,42.80859287788227,19.920324116552628,18.771872322743047,10.000978501667863,0.0,2.3245908678852696,2.219441421481395,2.034029971609473,1.9201699201780584
2024-08-26,42.80903679765745,19.920530687832105,18.772066984720492,10.001082210569033,0.0,2.3235779860606662,2.2194644368124443,2.034051064246886,1.9201898321009219
2024-09-02,42.8092587609976,19.92063397507844,18.77216431722319,10.000615569366682,0.0,2.3235900337302584,2.2194759446569696,2.0340616107296388,1.9201997882172175
2024-09-13,42.80038202237958,19.916503320495295,18.768271804230405,10.01927744379516,0.0,2.3231082243744825,2.21901572393837,2.0336398367075232,1.9198016240791846
2024-09-17,42.80042639691547,19.91652396950705,18.768291262779872,10.019184153674514,0.0,2.3231106329242293,2.2190180245672013,2.033641945142534,1.9198036144891308
2024-09-25,42.76492271480827,19.90723623778069,18.7595389898191,10.076689606804717,0.0,2.3220272898487866,2.2179832233067156,2.0326935908592825,1.9189083467724362
2024-09-26,42.76532157239463,19.907421907523386,18.75971395528069,10.075850914898735,0.0,2.3220489468083105,2.218003909873623,2.032712549276789,1.918926243943834
2024-10-02,42.76541020842421,19.90746316793654,18.759752836937597,10.07566453679506,0.0,2.322053759520844,2.218008506940895,2.0327167623064826,1.9189302211383703
2024-10-04,42.76535089573972,19.907483798207263,18.759772277826496,10.075674978290557,0.0,2.3220561658845917,2.218010805481676,2.0327188688278786,1.918932209741821
2024-10-09,42.76907138372272,19.909794659135706,18.761949912389596,10.06648027609556,0.0,2.3223257101887236,2.2182682721992792,2.0329548268555278,1.9191549594128887
2024-10-10,42.771066195879875,19.91072328113164,18.76282499722465,10.062285644959617,0.0,2.3224340268626587,2.218371735481835,2.0330496468474606,1.9192444716122574
2024-10-17,42.748912063691705,19.900410122382873,18.753106415431333,10.108870689236946,0.0,2.3212310755452004,2.217222685316817,2.031996587977824,1.9182503604173013
2024-10-18,42.74005683558465,19.896287849731934,18.749221801133384,10.127491197138086,0.0,2.3207502438778937,2.2167633984789825,2.0315756698203633,1.9178530042347017
2024-10-21,42.74010110259945,19.896308456846988,18.749241220201593,10.127398113787908,0.0,2.32075264754071,2.2167656944398546,2.0315777739773746,1.9178549906061202
2024-10-24,42.74120780777171,19.896823648596886,18.74972670998049,10.127660350974645,0.0,2.320812740729362,2.216823095007388,2.029040995710635,1.9179046512288838
2024-10-25,42.72793112723281,19.890643107969456,18.743902491515726,10.155577352014266,0.0,2.3200918277994362,2.2161344843304023,2.028410715695584,1.9173088934423241
2024-10-28,42.71466269239014,19.88446640586631,18.73808189027563,10.183477014750835,0.0,2.3193713626040937,2.2154463013261667,2.0277808271260858,1.9167135056607314
2024-11-04,42.71470690681776,19.88448698850106,18.73810128627488,10.183384044658036,0.0,2.3193737634114693,2.215448594559543,2.0277829261048192,1.9167154896724319
2024-11-05,42.71912881187252,19.886545467181897,18.740041088998453,10.174086063310279,0.0,2.319613869251144,2.215677941874514,2.0279928459244836,1.9169139115867109
2024-11-06,42.71853582361548,19.886751338490946,18.74023509136035,10.174191388411598,0.0,2.3196378825693214,2.215700879217708,2.0280138402969166,1.9169337560376722
2024-11-12,42.717824221500436,19.88699838968835,18.74046789949679,10.17431778141176,0.0,2.3196666992074277,2.2157284046564274,2.02803903411762,1.9169575699211825
2024-11-14,42.71800212368673,19.886936626313545,18.740409696920405,10.174286182867315,0.0,2.3196594949807787,2.2157215232326335,2.02803273560376,1.9169516163948357
2024-11-18,42.71611568551975,19.88601022172602,18.739536701655144,10.17836706661636,0.0,2.3195514369506247,2.2156183070046955,2.027938262590384,1.9168623179370161
2024-11-25,42.71552268203121,19.88621608195313,18.739730693574003,10.178472433199833,0.0,2.3195754489761784,2.2156412431131853,2.027959255832701,1.9168821613197613
2024-11-26,42.713150545296365,19.887039565484688,18.74050670141523,10.178893921349744,0.0,2.319671502050054,2.215732992296037,2.028043233148595,1.9169615389592918
2024-12-02,42.70948939613471,19.886154323437477,18.739672495576624,10.184652011227936,0.0,2.319568245316312,2.2156343622307775,2.0279529578143682,1.9168762082617998
2024-12-05,42.707278871568406,19.88512507131382,18.738702582168578,10.189300604221378,0.0,2.3194481909054074,2.2155196871490355,2.027847996600925,1.9167769960724519
2024-12-09,42.7059526666594,19.88450757117842,18.73812068231428,10.192089529050282,0.0,2.3193761642238147,2.215450887797666,2.027785025087898,1.9167174736882393
2024-12-18,42.70551061665982,19.88430174632229,18.73792672372719,10.193019132168976,0.0,2.3193521563240163,2.215427955630068,2.0277640354526483,1.9166976337149915
2024-12-27,42.7063947258105,19.884713400295627,18.738314644916795,10.191159906686515,0.0,2.319400172620636,2.2154738204400175,2.0278060151576853,1.9167373140722237
2025-01-03,42.70550512304368,19.88502215196126,18.73860559634975,10.191318145708248,0.0,2.3194361861478185,2.215508220293737,2.0278375010771525,1.9167670754183581
2025-01-07,42.70152694122049,19.883169785774495,18.736860023268235,10.19968416935526,0.0,2.3192201217587147,2.215301837193813,2.02764860022552,1.9165885212034686
2025-01-13,42.70093387143372,19.883375587197044,18.737053959772748,10.19978974153184,0.0,2.3192441269251645,2.215324766750538,2.027669587471057,1.9166083589178953
2025-01-14,42.70087456377979,19.883396167573615,18.737073353644007,10.199800298869697,0.0,2.319246527469141,2.215327059732317,2.0276716862195063,1.9166103427119243
2025-01-15,42.7189532436134,19.89904958358266,18.751824314773817,10.14464217225011,0.0,2.321072379069946,2.217071099622174,2.0292679924122035,1.9181192146756902
2025-01-16,40.356204779079206,18.803602643799845,17.71953237164949,9.535277535336215,5.566982265282814,2.193296847681536,2.0950208609330976,1.9175563549819832,1.8125263412558132
2025-01-17,40.36509478796475,18.807744861718962,17.723435781325744,9.520734025572633,5.563313307014351,2.1932904757534004,2.09548236999152,1.917978770645885,1.812925620012754
2025-01-20,40.44049031145173,18.828169633975257,17.60742599633256,9.476186412832414,5.594838142718426,2.220175421909461,2.0977580149712254,1.9200616508567168,1.8148944149522113
2025-01-21,40.4697142568679,18.84533820176011,17.574430568216112,9.486642206006291,5.574433381773112,2.2221999008134827,2.099670866904069,1.9110212814694791,1.816549336189443
2025-01-22,40.492821678041,18.857927046796725,17.586170436222794,9.435995242890096,5.5781571503390435,2.2236843491100435,2.1010734647714226,1.906407825345093,1.817762806483784
2025-01-23,40.496097613197335,18.850358552120504,17.579112352002227,9.433189451846872,5.575918396705588,2.222791889238072,2.1002302139043993,1.9056427021456541,1.8366588288393517
2025-01-24,40.51622935222476,18.859501094488714,17.58763833197387,9.398590645878507,5.578622752171433,2.223869957274119,2.1012488387576362,1.8967494073166158,1.8375496199143428
2025-01-27,40.75708168588756,18.76919817352272,17.50342533469926,9.36629008079709,5.55191123276461,2.2444873526401037,2.091187654908416,1.8876674061033782,1.8287510786768597
2025-02-03,40.7406020180863,18.77349036646893,17.50742806715813,9.371363821189808,5.553180859416262,2.245000628310902,2.091665873573839,1.8880990831867763,1.8291692826090524
2025-02-04,40.74418566993142,18.77514173267509,17.50896806715293,9.363391885008827,5.553669331992694,2.245198104544571,2.0918498620741537,1.8882651654101128,1.8293301812102007
2025-02-05,40.72981342672083,18.777527552370767,17.511192989950345,9.371424132184785,5.554375055223135,2.2454834093339997,2.09211568039246,1.8885051135440045,1.8295626402796652
2025-02-06,40.72373178342933,18.776976924778545,17.510679496040876,9.378968994493883,5.554212180097299,2.245417563331664,2.0920543317076272,1.8884497354852754,1.8295089906355022
2025-02-07,40.721343578134025,18.775875766467216,17.50965259856205,9.384283380397022,5.553886458500608,2.2452858829114257,2.0919316451311705,1.888338989110602,1.8294017007858765
2025-02-10,40.68821638572888,18.785129512329902,17.51828228259417,9.392819983588309,5.556623707855919,2.246392478694651,2.092962659825075,1.8892696625622787,1.830303326820816
2025-02-11,40.68705636352381,18.785496912634386,17.518624905850533,9.3930036887323,5.556732384521727,2.2464364137274186,2.093003594071389,1.8893066129729117,1.8303391239655273
2025-02-12,40.685067063154975,18.78457843881797,17.5177683728373,9.39743371015165,5.556460700827452,2.2463265793676546,2.0929012614576834,1.889214239656237,1.8302496337290783
2025-02-13,40.69186531099406,18.788620395558574,17.52153774472848,9.399455795483663,5.557656307843962,2.2468099309045892,2.093351599823739,1.8896207498292124,1.8110821648337228
2025-02-14,40.689875444716925,18.78770161629316,17.52068092686537,9.403886237937561,5.5573845337981576,2.246700060018149,2.0932492331781494,1.889528345792732,1.8109936013997938
2025-02-17,40.693059324181526,18.789171706253114,17.522051875672638,9.396797322008798,5.557819385030821,2.2468758585947244,2.0934130246170506,1.8896761965893294,1.8111353070519987
2025-02-18,40.68879762965579,18.787113644719373,17.52013260740891,9.406525896489963,5.557210612357568,2.246629748289919,2.093183723778911,1.8894692119519951,1.8109369253475722
2025-02-21,40.68680807294807,18.786195012807198,17.519275926961715,9.410955637956377,5.556938881898716,2.2465198950245027,2.0930813735508194,1.8893768227352163,1.8108483761173915
2025-02-24,40.686410184954255,18.78601129720504,17.519104600925544,9.411841534266001,5.5568845389957415,2.246497925660563,2.093060904706296,1.8893583459760614,1.8108306673104935
2025-02-27,40.69840673297601,18.78252138334817,17.515850042789733,9.40911533107967,5.555852225746969,2.2460805893715468,2.092672072711092,1.8890073562013876,1.810494265775419
