date,CHINA SECURITIES DEPOSITORY AND CLEARING,UOB KAY HIAN (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,0.0,24.056009417354097,25.564642468897585,14.980570672646287,0.0,0.0,0.0,16.867674653359675,9.139037737227104,9.392065050515255
2024-03-04,0.0,24.244628786654562,25.397574696367215,15.125537572621683,0.0,0.0,0.0,16.74606641438273,9.052467631893613,9.4337248980802
2024-03-05,0.0,24.325825108603155,25.308394270075553,15.730963076714193,0.0,0.0,0.0,16.673095975014775,8.958461904099526,9.003259665492799
2024-03-06,0.0,18.0079077078963,18.640400926289495,12.038696243634572,23.519763961153483,0.0,0.0,14.579758166172574,6.561881203617354,6.65159179123622
2024-03-07,0.0,18.265503748911335,18.57567865228914,12.103151331803318,23.438099805240906,0.0,0.0,14.47755378166056,6.545879615784629,6.5941330643101095
2024-03-08,0.0,17.858555301738896,17.993011267935525,14.920670541976671,22.702911790667038,0.0,0.0,13.791310500695623,6.3436193461375705,6.389921250848671
2024-03-11,0.0,18.240372472446985,17.928780110666782,14.901882881944811,22.621867307563566,0.0,0.0,13.61290296114862,6.313118727949058,6.381075538280169
2024-03-12,0.0,19.400840925318914,17.51447482767878,14.690516825602831,22.29447318818321,0.0,0.0,13.29890679364471,6.7765659139581365,6.024221525613419
2024-03-13,0.0,19.623649655179285,17.493408452078853,14.668551393883961,22.26808701075224,0.0,0.0,13.142011698585346,6.770562927514151,6.033728862006162
2024-03-14,0.0,18.549763888109748,16.527061068414117,13.889388396854374,21.04211695111018,5.613883202165473,0.0,12.11079004588284,6.450985035571237,5.816011411892031
2024-03-15,0.0,18.547015302519462,16.44158455533872,13.805050521654493,20.93637427054579,5.585671826876968,0.0,12.047910443788695,6.3890836828551665,6.247309396420704
2024-03-18,44.5904915895746,10.466133106556299,9.11039435146151,7.6494728273184265,11.600764253524043,3.0984158244119135,0.0,6.622119153054916,3.514274924260014,3.3479339698382815
2024-03-19,44.570442726610295,10.52719289955256,9.106298118354585,7.634848831402401,11.595548295491085,3.0970227087037077,0.0,6.614667852982577,3.514036984200039,3.339941582702753
2024-03-20,44.55449631570503,10.635679941234642,9.10415812979474,7.63793115978285,11.591399640766566,3.095914656064454,0.0,6.5125700955216566,3.520158943744134,3.347691117385926
2024-03-21,44.54483435865363,10.754098067457077,9.102183828834946,7.631803540918076,11.588885963926835,3.0952432851161724,0.0,6.41904943949716,3.513135781023554,3.3507657345725486
2024-03-22,44.51956764606994,11.182215329980078,9.109619656764103,7.638976300644973,11.599777792323094,3.1015089646699865,0.0,6.23644082825506,3.2987054109135743,3.3131880703791907
2024-03-25,44.48005231666112,11.448629342604264,9.101534007227077,7.632195986261286,11.58948189178388,3.0987560819515902,0.0,6.124930621735449,3.239436478015544,3.2849832737597846
2024-03-26,44.395782205979245,11.804512242949935,9.084290608485016,7.6177363359908865,11.567524927461687,3.0928853038296773,0.0,5.979435436856102,3.224819400379693,3.233013538067761
2024-03-27,44.41054855028587,12.076533075135123,9.090660498184892,7.3704800198671245,11.57137236628058,3.093914018879349,0.0,5.978745525013881,3.1803538692062356,3.227392077146947
2024-03-28,42.69717868743421,11.789586521758784,8.7627079606777,7.150252598634009,11.15803612364956,2.9833975861601347,0.0,9.14256808969996,2.9787115424768227,3.337560889508816
2024-04-02,42.66843126457353,11.971373503927861,8.756808149990105,7.146298861651509,11.150523571471593,2.9813889056194665,0.0,9.136412524414693,2.8538796775109487,3.3348835408402957
2024-04-03,42.58789384441145,12.088963008013891,8.748659515985876,7.151898598159964,11.140147469359597,2.978614578878485,0.0,9.118454730860897,2.8853942581079135,3.2999739962219303
2024-04-05,42.57252328216806,12.309096963382277,8.745931662674415,7.1463097629354335,11.136126835451195,2.870124708637228,0.0,9.11494892424031,2.7988506611383825,3.3060871993726972
2024-04-08,42.38712485642356,12.65868271157873,8.707844139621535,7.115188408649023,11.087630288265125,2.8512088227052903,0.0,9.075040479465093,2.8172488508537588,3.30003144243788
2024-04-09,42.34310811590425,12.784210492578103,8.698801513652574,7.131303591612946,11.076116382874615,2.837564395404342,0.0,9.061129427551297,2.7628283337642388,3.304937746657635
2024-04-10,42.09625255362615,13.236508341845422,8.663389513108614,7.1022727272727275,11.03102655771195,2.826012938372489,0.0,9.017007150153217,2.7390257916241065,3.288504426285325
2024-04-11,41.94930182279364,13.397937600279185,8.663057679949269,7.085615549285225,11.030604037128303,2.828032634092157,0.0,9.011129127672161,2.732537058080002,3.3017844907200526
2024-04-12,41.76142277667228,13.821921186455091,8.654990900896305,7.0290576049798466,11.020332670034186,2.8322023232477846,0.0,8.992321036787592,2.7472128680034698,3.1405386329234486
2024-04-15,41.517236032101415,14.166302006551138,8.647967745635762,7.016981124059496,11.01139014100663,2.8299041120915627,0.0,8.987998079692751,2.721617051648618,3.1006037072126227
2024-04-16,41.43496684917489,14.279375579847525,8.642992257376934,7.01294400132476,11.00505489046322,2.828275966023323,0.0,8.981977755085143,2.7200512070382077,3.0943614936659953
2024-04-17,41.441088852247226,14.351371795743523,8.651067518868565,7.017916638335486,11.0145253960699,2.83070986605018,0.0,8.985882572924456,2.721117070102672,2.986320289657986
2024-04-18,41.40478829574893,14.485921773474328,8.645262666157047,7.013207627298594,11.007347008111438,2.801206098441415,0.0,8.968386630993333,2.711434577653204,2.962445322121714
2024-04-19,41.37667073753518,14.503477937662613,8.64737428981044,7.014920618064037,11.0100355758509,2.801890298943344,0.0,8.968665640099825,2.711672064992301,2.9652928370413636
2024-04-22,41.32499288381716,14.557161004167746,8.648605015740571,7.015919007218146,11.011602564374902,2.8022890742164765,0.0,8.966118472760952,2.7097213430255036,2.9635906346785394
