date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,ICBC (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,32.29229584772417,6.784563877201255,0.0,4.534336887238164,3.4216569316670657,4.1921189712656215,2.1899672670434476,2.384063054104448,3.1111283443127755,1.8299586556833873,60.74008983624033
2024-03-04,32.304393933890054,6.7496350940315555,0.0,4.539383672061382,3.4222090531605804,4.14226539763224,2.1829001119264637,2.384820249295553,3.08366424373539,1.8345262779247327,60.643798033657944
2024-03-05,32.2892706163122,6.715086959194385,0.0,4.5620567778160455,3.422877593414727,4.088938269934162,2.1864652392845847,2.386744787072946,3.0295642248208905,1.8320090771613018,60.51301354501124
2024-03-06,32.240764376871994,6.706961860421328,0.0,4.574658714282013,3.4246907603994283,4.09751784357088,2.1993296700834692,2.3869419733206296,3.026141071561102,1.8167351092902215,60.47374137980107
2024-03-07,32.24451446493045,6.685047842845747,4.253336151729517,4.5986934305141824,3.4250362307053703,4.07430294888208,2.2101354764565357,2.3911775339208754,3.0276791242930345,1.813808707625597,64.72373191190339
2024-03-08,32.25080659921954,6.702890122155658,4.253336151729517,4.60191584817383,3.425007047140713,4.0721539342803235,2.2137952532135454,2.39018371523255,3.044992076839663,1.813973555328661,64.769054303314
2024-03-11,32.24302610313293,6.658755107454102,4.253336151729517,4.620821592354749,3.42633529370511,4.082730294735586,2.2127856596254047,2.393890816689003,3.042854577914772,1.8167736000457693,64.75130919738695
2024-03-12,32.13852780329445,6.5799302993150395,4.253336151729517,4.628153371416124,3.4272579675952715,4.0621961076467965,2.211823390736708,2.3941274401862236,3.027308414147389,1.8748022000101203,64.59746314607764
2024-03-13,32.104628568961154,6.532388694998499,4.25347812582785,4.582052804197657,3.42817922174445,4.056955291555859,2.201751117205025,2.391856722232397,3.0600965434122345,1.8782288237478688,64.48961591388299
2024-03-14,32.00622505941508,6.54029980725557,4.25347812582785,4.563494265561659,3.4299529514796143,4.03070041592377,2.258832592184502,2.3871952393371547,3.0938942662652202,1.8820213462868187,64.44609406953722
2024-03-15,32.14329134979149,6.513637465961267,4.25347812582785,4.537911637285173,3.42981886483119,4.046038351013598,2.3095725574384707,2.3966365168762502,3.1272345170235796,1.885502866675922,64.64312225272478
2024-03-18,32.17703457036561,6.586678801455766,4.25347812582785,4.538614251322919,3.4304306154460034,4.019028330927378,2.316245340060087,2.3943964811025635,3.1819175762352305,1.8234533236233041,64.72127741636672
2024-03-19,32.3197643652735,6.653321916459924,4.25347812582785,4.547650113936777,3.430698788742853,3.9981631075659774,2.313295433794739,2.3938244043607835,3.2212286265734527,1.814666152305025,64.94609103484088
2024-03-20,32.16579227251468,6.6976943434036915,4.253225727430814,4.561618945471689,3.430930679770129,4.001296002669176,2.331381356432288,2.394021590608467,3.229581436025333,1.902525245567964,64.96806759989423
2024-03-21,31.937853015391227,6.696603193583509,4.253162627831555,4.582444573834555,3.4312067405168865,3.9659089586598597,2.3315312179805274,2.396829522775483,3.2831766581457624,1.9037249266988714,64.78244143541824
2024-03-22,31.97863389201968,6.683578095430012,4.253162627831555,4.5888848344329025,3.4327802078989036,3.9543671743359385,2.342431673752482,2.3970188215732593,3.292452299236804,1.897528388302661,64.8208380148142
2024-03-25,31.96402578266978,6.885141798937788,4.253162627831555,4.593176869174485,3.4332069189388905,3.763465646738416,2.3527642331311083,2.3971844580213135,3.272938748166025,1.8960218853703574,64.81108896897972
2024-03-26,32.00085031442471,6.8707010612749215,4.253162627831555,4.605610171961434,3.4341221786261396,3.771217117009361,2.3550515936042387,2.3989512468005594,3.2687820620648527,1.8988052875681616,64.85725366116594
2024-03-27,31.844362835015932,6.855995226420666,4.253162627831555,4.678936796519082,3.4350538442091954,3.6584709108027655,2.3632072168084366,2.4038493531930225,3.2621678043215487,1.9135719346612008,64.66877854978341
2024-03-28,31.809932933052878,6.878888076529749,4.253162627831555,4.688355279327945,3.4350538442091954,3.621823688921752,2.359705189049574,2.405103457728291,3.2635875453048713,1.901595472972886,64.61720811492869
2024-04-02,31.9029436353483,6.850339924837098,4.253162627831555,4.709074427117063,3.4350538442091954,3.6221260937512,2.380859329701081,2.4066020732106868,3.253262873376153,1.906644939529071,64.7200697689114
2024-04-03,31.907588475724236,6.893487194186757,4.253162627831555,4.728223420253124,3.4350538442091954,3.5697219554412793,2.3955851986781,2.408573935687524,3.2405363940761482,1.9077266244093647,64.73965967049729
2024-04-05,31.766747567320163,6.685811821243773,4.253162627831555,4.729201148543638,3.4355381336335067,3.575230471582072,2.4046242162719205,2.4068150343581856,3.234928417192023,1.915932175171476,64.40799161314831
2024-04-08,31.767569676224007,6.700698594198902,4.253162627831555,4.744270121591626,3.4364136405732224,3.5582496595510418,2.402379053655794,2.408755347035393,3.246158647244605,1.906601164182085,64.42425853208823
2024-04-09,31.7336289539042,6.615702645252329,4.253162627831555,4.770264948000271,3.4394826473321714,3.5213315826402103,2.402379053655794,2.4167532212414433,3.246158647244605,1.9496648265627259,64.3485291536653
2024-04-10,31.715335118087097,6.667388394624689,4.253162627831555,4.779921474047337,3.442185676415419,3.525203926172223,2.4105435108038877,2.416343073846262,3.2735359858730093,1.935551496945512,64.41917128464699
2024-04-11,31.700836486541906,6.647517226575111,4.253162627831555,4.773959429536872,3.4425879363606944,3.5300725335020324,2.423400054152865,2.415570892500332,3.3255773803616906,1.9348995992106697,64.44758416657373
2024-04-12,31.647101341060118,6.6956831225518165,4.253162627831555,4.761773634928017,3.4431242829543933,3.5304426126516852,2.437526476936925,2.414599316420745,3.360001603360817,1.9443119298086051,64.48772694850469
