date,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA CONSTRUCTION BANK (ASIA),BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,HANG SENG BANK LTD
2024-03-05,40.63688995004126,0.0,0.0,25.94991582629355,11.274299103368362,9.306231443202616,0.0,9.86521905506596,2.9674446220282475,0.0
2024-03-06,40.58731153086057,0.0,0.0,25.873454331683064,11.242875961447535,9.434124326337503,0.0,9.903059935440105,2.9591739142312257,0.0
2024-03-07,40.57518064762136,0.0,0.0,25.9015386569572,11.231779728629332,9.485551491250003,0.0,9.8462125578049,2.9597369177372035,0.0
2024-03-08,40.667469776816326,0.0,0.0,25.592750319875222,11.386929033462062,9.668364498515809,0.0,9.742369669877132,2.9421167014534415,0.0
2024-03-11,40.676556235204636,0.0,0.0,25.619457305460756,11.390394486745063,9.601391886465562,0.0,9.769187992422811,2.9430120937011717,0.0
2024-03-12,40.84963140678942,0.0,0.0,25.68820325237758,11.439322248441181,9.256037391232196,0.0,9.811151815766603,2.9556538853930205,0.0
2024-03-13,40.79027487974094,0.0,0.0,25.702853456316056,11.445846192611626,9.27040806588186,0.0,9.833277885145908,2.9573395203036106,0.0
2024-03-14,40.776673248331875,0.0,0.0,25.721065276076434,11.413582880190756,9.416535557927453,0.0,9.805560046622574,2.866582990850913,0.0
2024-03-15,40.82950666864977,0.0,0.0,25.698272964729913,11.42837120335704,9.355287114475404,0.0,9.818264890694591,2.870297158093283,0.0
2024-03-18,40.908320245970486,0.0,0.0,25.704192262567943,11.427333830493321,9.272743374729453,0.0,9.817373669943606,2.8700366162951885,0.0
2024-03-19,40.88989494453819,0.0,0.0,25.723694613703724,11.564423171240753,9.116642281554228,0.0,9.834052599644478,2.8712923893186275,0.0
2024-03-20,41.096604867831665,0.0,0.0,25.602734550571515,11.623823314320807,8.906231841276785,0.0,9.884564771572633,2.8860406544265964,0.0
2024-03-21,40.97816625484846,0.0,0.0,25.65999947129376,11.642275342124005,8.928681039437336,0.0,9.900255844901567,2.8906220473948667,0.0
2024-03-22,40.97237727793473,0.0,0.0,25.65637448857438,11.640630640339166,8.941546665480399,0.0,9.8988572378441,2.8902136898272146,0.0
2024-03-25,34.943079750547966,14.230238754646408,0.0,22.108331945259476,10.034087610746344,7.660232217969831,0.0,8.532699287493607,2.4913304333363637,0.0
2024-03-26,35.06489904703101,14.279848511034569,0.0,21.836784380704284,10.06906865713139,7.686937479965955,0.0,8.562446162460676,2.5000157616721146,0.0
2024-03-27,34.98417742717007,14.23550093557756,0.0,21.786514719143295,10.042303254453026,7.65848435723087,0.0,8.591501320313307,2.494260566949056,0.20725741916281687
2024-03-28,31.523674938708666,12.827379034909347,0.0,19.362003207879997,8.939099959188965,6.900936056110675,11.24544332319861,6.7671694334292525,2.2475377472753,0.18675629929918391
2024-04-02,31.21505496603289,12.891274293170474,0.0,19.45844849043175,8.98362706788046,6.902839015723374,11.301458702758316,6.800877803429783,2.258733097815965,0.18768656275699075
2024-04-03,31.174130126659083,12.906865116625339,0.0,19.481981713619824,8.994491947520316,6.868923077684134,11.3151267888924,6.809102846413125,2.261464830006193,0.187913552579583
2024-04-05,30.78020389023099,12.915094815316255,0.0,19.603710445971178,9.000227031751626,7.1140376176658915,11.322341560510504,6.813444478891276,2.2629067893032713,0.1880333703590125
2024-04-08,30.78938672637121,12.866457208219042,0.0,19.34385496632826,8.966332622735214,7.239569801440729,11.27970218324573,7.07298645118822,2.2543847944678,0.1873252460037936
2024-04-09,30.376982071749214,12.88315852891617,0.0,19.483841815688525,8.977971381889036,7.391752770066814,11.294343814619607,7.147070111860194,2.257311101439317,0.18756840377112208
2024-04-10,30.886504929156704,12.881820827839164,0.0,19.551906232409806,8.977039169345046,6.81860410267537,11.293171085443685,7.146328007867248,2.2570767173412905,0.1875489279216886
2024-04-11,30.862551181512917,12.869126509023646,0.0,19.532638914964355,8.968192795935721,7.1827230525679076,11.282042292696698,6.860508650805451,2.2548524936213723,0.18736410887193114
2024-04-12,31.26282045545297,12.842067812058394,0.0,19.204321212324015,8.949336223889357,7.199968396997374,11.25832060783074,6.8460837071638245,2.25011142822867,0.18697015605465367
2024-04-15,31.325849059394596,12.867958553652583,0.0,19.089401227238532,8.967378875197793,7.213187648689788,11.281018375348225,6.813211304729906,2.254647851365425,0.18734710438315347
2024-04-16,29.15824244145008,13.274118247486392,0.0,19.691932337794928,9.2504220512584,7.440862153137585,11.637088450516785,7.0282610972837265,2.325812758929857,0.19326046214224518
2024-04-17,29.15726753712499,13.273674428030633,0.0,19.69127393905762,9.25011276387646,7.443956863115214,11.636699365067459,7.028026107738134,2.3257349955007824,0.19325400048870794
2024-04-18,29.193176269452202,13.326698146001636,0.0,19.344956411287466,9.28706375081313,7.579098003537153,11.683183936358715,7.05677200063593,2.3350254988309165,0.194025983082845
2024-04-19,28.639272306570433,13.247187869440754,0.0,19.24555651395864,9.231654901661155,7.119445853460653,11.613479259647757,7.388393798618568,3.3221411190970316,0.19286837754500644
2024-04-22,28.60769661431078,13.24029570752368,0.0,19.201525671070062,9.226851915474814,7.2584835208701595,11.60743707316509,7.344528767533665,3.32041269682886,0.19276803322288882
2024-04-23,28.680867629465766,13.285312303715994,0.0,19.379250187668756,9.25822292681629,7.189462204862328,11.646902000466786,7.034857311050822,3.331701997375225,0.19342343857803135
2024-04-24,28.653444051002474,13.272609382413991,0.0,19.360720469706692,9.249370558535656,7.3116364532341045,11.635765666134422,7.061563107691393,3.2616518169982593,0.1932384942830047
2024-04-25,28.57091559747762,13.234381240462875,0.0,19.17094656832991,9.222730261930627,6.835874602441605,11.75359732433854,7.041224195492616,3.977648286176398,0.19268192334981213
2024-04-26,28.56634722861719,13.225475381867263,0.0,19.162043420802746,9.216523977701252,6.757318454554044,11.745687934858335,7.032488294992895,4.101563045379086,0.19255226122718586
2024-04-29,28.548448198989156,13.22829574256751,0.0,19.16612976723946,9.218489421004353,6.759425879942683,11.748192727744215,7.033987988050383,4.10443695105659,0.1925933234056429
2024-04-30,28.21841838561102,13.075372124975404,0.0,19.12900125843639,9.111920534246083,6.685236861278356,11.612379606609137,6.952672684086417,5.024631665960321,0.1903668787968711
2024-05-02,28.205024628637034,13.076491893221604,0.0,19.130639456415462,9.112700874505514,6.693055800258514,11.61337408491706,6.953268107453605,5.025061972871255,0.19038318171995183
2024-05-03,28.20390984315062,13.075975053276679,0.0,19.129883330175808,9.112340700855228,6.696743697310363,11.612915073763956,6.952993283996742,5.024863360523653,0.1903756569469501
2024-05-06,25.397969335323246,11.74763896677026,9.960340746133173,17.186554878217468,8.186654399361865,6.267972004889866,10.433205407818285,6.134220548643514,4.514407558615796,0.17103615422652924
