date,OSHIDORI SECURITIES LTD,PLANETREE SECURITIES LTD,IMAGI BROKERAGE LTD,HOPE SECURITIES LTD,GET NICE SECURITIES LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,HAO TIAN INTERNATIONAL SECURITIES LTD,CITIBANK N.A.
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0,0.0,61.169637556199405,38.830362443800595,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0,0.0,61.174264940065704,38.82573505993429,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,0.0,61.154307584181176,38.84569241581882,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,0.0,0.0,45.26628967212821,28.750781430701565,25.982928897170222,0.0,0.0
2024-03-21,0.0,67.0207082101283,0.0,0.0,0.0,14.928518820090675,9.48177723692958,8.568995732851432,0.0,0.0
2024-03-25,0.0,64.15456717610664,0.0,0.0,0.0,14.290100613089981,9.076288970094023,8.202542573131305,0.0,4.276500667578055
2024-03-28,0.0,65.99558246007543,0.0,0.0,0.0,13.556256556555491,8.61019143191491,7.781081375253061,0.0,4.056888176201107
2024-04-03,0.0,65.99789339059053,0.0,0.0,0.0,13.55673124843303,8.606991285942751,7.781353841041231,0.0,4.05703023399245
2024-04-05,0.0,65.99857129424142,0.0,0.0,0.0,13.556870497689863,8.606052533944936,7.781433767958691,0.0,4.057071906165093
2024-04-09,0.0,54.30177172393187,0.0,0.0,17.718773720146107,11.158245989729139,7.080818432553233,6.40234526091107,0.0,3.3380448727285774
2024-04-12,0.0,54.30181692005126,0.0,0.0,17.718788467727762,11.158172045502393,7.080824326016836,6.402350589672022,0.0,3.3380476510297226
2024-04-15,0.0,54.29879242262683,0.0,0.0,17.717801568336096,11.165233028314343,7.07831725979405,6.401993992158952,0.0,3.337861728769735
2024-04-17,0.0,54.29900099783948,0.0,0.0,17.717869626833625,11.16527591676083,7.077960324420849,6.402018583815576,0.0,3.337874550329642
2024-04-18,0.0,42.81657600242087,0.0,21.146659762442937,13.971132019693899,8.804193007105438,5.581208136494871,5.0482054959677285,0.0,2.6320255758742603
2024-04-19,0.0,42.816640847229806,0.0,21.146691788616913,13.971153178681167,8.804206340871627,5.580762245391714,5.04821314136938,0.0,2.632332457839392
2024-04-23,0.0,42.816251781322315,0.0,21.14649963302814,13.971026225718894,8.804126338880298,5.5807115341662525,5.048167269306831,0.0,2.633217217577265
2024-04-24,0.0,42.81651677766698,0.0,21.146630511955465,13.971112694541526,8.804180828967606,5.580127158718416,5.048198513187788,0.0,2.6332335149622144
2024-04-25,0.0,42.38419849990355,0.0,20.933113029183563,14.839746184531535,8.715285034084019,5.523784626805208,4.997226863663797,0.0,2.6066457618283296
2024-04-30,0.0,15.008166332274389,0.0,6.77349368105126,4.801814563805911,2.821771874006847,1.7872778535906044,1.6169923955704404,0.0,0.8431620154978114
2024-05-03,0.0,47.07663093283328,0.0,19.226896288969265,13.630187753099014,8.009738803541598,5.073276443246762,4.589912761955901,0.0,2.3933570163541775
2024-05-06,0.0,49.24391452312271,0.0,18.44000864575807,13.072353240634541,7.681929031484314,4.864324871103994,4.40206415750524,0.0,2.2954055303911316
2024-05-07,0.0,49.24405109303595,0.0,18.44005978609501,13.072389494660348,7.681950336053446,4.864061027926128,4.402076365907556,0.0,2.295411896321565
2024-05-10,0.0,49.2445713663117,0.0,18.440254609024826,13.072527607077042,7.682031497399372,4.863055897651247,4.402122874727203,0.0,2.295436147808598
2024-05-14,0.0,49.244636401244165,0.0,18.44027896218051,13.07254487133433,7.682041642688198,4.863062320054834,4.402128688398759,0.0,2.295307114099204
2024-05-17,55.65478340912185,21.83764067152215,0.0,8.177381645741086,5.797048337132941,3.406618005051535,2.1565355187777007,1.9521335014796133,0.0,1.0178589111731269
2024-05-21,55.65406635044632,21.837359314399947,0.0,8.177276287996557,5.796973647707379,3.406574114035433,2.1575033190937005,1.9521083501057819,0.0,1.0181386162148869
2024-05-22,55.653745852922455,21.837233558636772,0.0,8.177229197155327,5.796940264419835,3.4065525443303684,2.158068721106639,1.9520971084134215,0.0,1.0181327530151814
2024-05-23,55.65312659697712,21.83699057702783,0.0,8.177138209608685,5.796875762207657,3.4065146398212685,2.159098839653938,1.9520753875441121,0.0,1.018179987159385
2024-05-24,55.652800678330586,21.836862694142383,0.0,8.17709032223953,5.796841814251485,3.406494690418445,2.159671820473392,1.9520639557017851,0.0,1.018174024442398
2024-05-31,46.10000365316192,18.088567649849256,0.0,6.77349368105126,4.801814563805911,2.821770256998281,1.7887218422397353,1.6169923955704404,0.0,0.8434045667826598
2024-06-03,55.652931164834484,21.83691389400716,0.0,8.177109494678568,5.79685540583381,3.4065026774663076,2.15938385621661,1.9520685326143188,0.0,1.018234974348744
2024-06-04,55.652898573026945,21.836901105741028,0.0,8.177104705950047,5.796852011044142,3.4065006825295217,2.1593825916251226,1.9520673894320897,0.0,1.0182929406511034
