date,HEAD & SHOULDERS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,WEALTH LINK SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,YUANTA SECURITIES (HONG KONG) CO LTD,KGI ASIA LTD,MONMONKEY GROUP SECURITIES LTD,BOCI SECURITIES LTD,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,0.0,5.483685138700734,0.0,34.50383470979615,0.0,41.43787758567519,0.0,14.444989042731017,4.129613523096914,0.0
2024-03-04,0.0,5.483623175409768,0.0,34.47082182387489,0.0,41.3982302845256,0.0,14.43116823761146,4.216156478578273,0.0
2024-03-05,0.0,5.480899431550899,0.0,34.47162609675482,0.0,41.39919618763243,0.0,14.431504945488586,4.216773338573276,0.0
2024-03-06,0.0,5.484350665378734,0.0,34.469839845847346,0.0,41.39497477272139,0.0,14.429412736821856,4.221421979230673,0.0
2024-03-07,0.0,5.484478612927308,0.0,34.46882949023184,0.0,41.39594049972694,0.0,14.428971716462957,4.221779680650958,0.0
2024-03-08,0.02772900809623907,5.474232012752989,0.0,34.46188077759864,0.0,41.38510548054039,0.0,14.42519506146967,4.225857659542079,0.0
2024-03-11,0.027724409843468904,5.473324230461252,0.0,34.45616602436257,0.0,41.37824266109661,0.0,14.422802956677408,4.2417397175586995,0.0
2024-03-12,0.027721249429231133,5.482027080269891,0.0,34.453792693414634,0.0,41.37352579289351,0.0,14.421936076081765,4.240997107910961,0.0
2024-03-13,0.027751172932890675,5.487892743689801,0.0,34.4904648790487,0.0,41.42492942391726,0.0,14.437503731430493,4.1314580489808534,0.0
2024-03-14,0.027751316882721318,5.487402494075273,0.0,34.49064378667867,0.0,41.425144301738435,0.0,14.437578621101718,4.131479479523191,0.0
2024-03-15,0.02774969033653736,5.486302840507785,0.0,34.48810355266567,0.0,41.42271631208055,0.0,14.438807156230396,4.136320448179055,0.0
2024-03-19,0.02774832303372808,5.490959787741241,0.0,34.486404229887555,0.0,41.42067530204784,0.0,14.43809571688286,4.136116640406778,0.0
