date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS BANK CO LTD,LONG BRIDGE HK LTD,REALINK FINANCIAL TRADE LTD,EVERBRIGHT SECURITIES INVESTMENT,HAITONG INTERNATIONAL SECURITIES CO LTD,HANG SENG BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-08-01,42.58115149049198,12.317428414420736,15.143321825812958,12.19447584801922,10.499342924352415,0.0,0.0,7.264279496902688
2024-08-02,42.58230881057208,12.317180147386317,15.143016600771297,12.194230059186257,10.499131302198549,0.0,0.0,7.2641330798855
2024-08-09,42.58115149049198,12.317428414420736,15.143321825812958,12.19447584801922,10.499342924352415,0.0,0.0,7.264279496902688
2024-08-12,42.40935216970244,12.354282616314403,15.188631205427935,12.230962171281647,10.530757347141503,0.0,0.0,7.286014490132074
2024-08-19,42.39992322684693,12.351535867806106,15.185254291413397,12.22824284081606,10.52841602608444,0.0,0.0,7.306627747033067
2024-08-20,42.421358709323584,12.357780245401734,15.192931268810872,12.234424887036573,10.53373871678901,0.0,0.0,7.259766172638231
2024-08-21,42.39820932403824,12.35103659020359,15.184640468368446,12.181262891369176,10.527990443195959,0.0,0.0,7.35686028282459
2024-08-26,42.419643073168494,12.357280462857501,15.192316824979283,12.187420937594853,10.533312703489562,0.0,0.0,7.310025997910303
2024-09-13,42.53422633372398,12.470165436019142,15.115900761666962,12.126119245383572,10.480331035208732,0.0,0.0,7.273257187997613
2024-09-16,42.10556856776122,13.212868381776252,14.963563483913925,12.143331100948117,10.374710792986509,0.0,0.0,7.199957672613981
2024-09-19,41.89612394788043,13.783296085899641,14.889130624495184,11.9442020862282,10.323104142552298,0.0,0.0,7.164143112944242
2024-09-25,41.79259416721821,13.996346736044526,14.852337998291318,11.914686691827736,10.297594653680218,0.0,0.0,7.14643975293799
2024-09-26,37.96697235606175,13.613107597957555,13.492780657447906,10.824036872412954,9.354970643504078,0.0,8.255864858550249,6.49226701406551
2024-09-27,37.95334008950923,13.608219730954547,13.48793599454637,10.820150437791957,9.351611685823512,0.0,8.252900541319002,6.525841520055378
2024-09-30,37.95556783163596,13.60773113729925,13.487451719594892,10.81976194782356,9.351275922716598,0.0,8.2526042266708,6.525607214258942
2024-10-04,37.949436365221935,13.605532899960016,13.497837388878537,10.818014088134435,9.349765287056954,0.0,8.251271074025883,6.52814289672224
2024-10-07,37.92147864258896,13.579452611369494,13.471963540567097,10.797277162100784,9.331842830161436,0.0,8.235454307976987,6.6625309052352435
2024-10-08,37.67152813364517,13.505897965952077,13.400772902628702,10.738792485592766,9.28129584493989,0.0,8.190846035551674,7.210866631689717
2024-10-09,37.489577703840226,13.487873640902109,13.382888872457091,10.724461007086676,9.268909471696448,0.0,8.179914924436279,7.4663743795811675
2024-10-10,37.500921675846406,13.491954936834913,13.386938401046883,10.727706121939844,9.271714151183781,0.0,8.182390085043547,7.43837462810463
2024-10-17,37.47157490645036,13.481396655263712,13.376462301350708,10.719311034468916,9.264458466658136,0.0,8.175986863357162,7.510809772451009
2024-10-24,37.4669103365851,13.479718452072714,13.374797160691147,10.71797666367312,9.263305200111711,0.0,8.174969092899508,7.5223230939667
2024-11-04,37.44959495413224,13.47348878225853,13.368615980391347,10.713023336500285,9.259024151290856,0.0,8.171191020058371,7.5650617753683775
2024-11-05,37.44892929749794,13.473249294562976,13.368378356782076,10.712832915347104,9.258859574588197,0.0,8.171045779301583,7.566704781920129
2024-11-14,37.460914738626386,13.477561376089955,13.372656874613792,10.716261532149625,9.190701154750524,0.0,8.173660903151124,7.6082434206185905
2024-11-18,37.534218831467925,13.461763888706482,13.356982349203358,10.703700653988651,9.17992843545169,0.0,8.164080289760383,7.59932555142151
2024-11-20,37.52977682043061,13.460807655385068,13.356033558858984,10.70294033496119,9.179276354971691,0.0,8.163500368312027,7.6076649070804265
2024-11-22,37.52044861780814,13.457461908303427,13.352713853872045,10.700280068778993,9.176994802641216,0.0,8.1614712918827,7.630629456713475
2024-11-26,37.535109304722695,13.462720257895992,13.357931274358275,10.704461081047379,9.18058060858369,0.0,8.164660293607898,7.594537179784071
2024-12-02,37.540443304580926,13.464633403995125,13.35982952921469,10.705982259350742,9.181885232882692,0.0,8.16582054857066,7.581405721405171
2024-12-03,37.53977647169403,13.464394230997332,13.391565713389037,10.705792088419647,9.18172213456797,0.0,8.165675498666852,7.5510738622651274
2024-12-09,37.55223287641522,13.470136729084906,13.39727715047112,10.729905748049427,9.185638094015815,0.0,8.16915811920888,7.495651282754634
2024-12-19,37.54867875062918,13.470136729084906,13.39727715047112,10.729905748049427,9.185638094015815,0.0,8.16915811920888,7.499205408540672
2025-01-03,37.5353382192839,13.46535097397344,13.392517281370154,10.726093559479107,9.182374562594816,0.0,8.166255729202627,7.53206967409596
2025-01-20,37.54267433821678,13.467982718374966,13.395134790742597,10.728189927908714,9.184169217846993,0.0,8.167851788439277,7.513997218470678
2025-02-05,37.54556727104827,13.469658000496617,13.396801011311874,10.72952440725575,9.185311636486414,0.0,8.168867787372422,7.5042698860286565
2025-02-10,37.544900098272564,13.469418648962755,13.396562954423514,10.729333747023368,9.185148416423283,0.0,8.168722629192848,7.505913505701674
2025-02-11,37.54423294920733,13.469179305935144,13.39632490599539,10.729143093566808,9.184985202160787,0.0,8.168577476172013,7.507557066962531
2025-02-12,37.523563081687946,13.461763888706482,13.388949598543295,10.723236195251944,9.17992843545169,0.0,8.164080289760383,7.558478510598257
2025-02-14,37.51956509071334,13.460329589665848,13.387523057584541,10.72209367577868,9.178950349470021,0.0,8.163210438482045,7.56832779830552
2025-02-19,37.64010677343476,13.504213657611192,13.431169757880049,10.75705040430823,9.191060456413739,0.0,8.18982456253808,7.286574387813954
2025-02-20,37.639436204848394,13.503973076426956,13.430930477992456,10.756858764573346,9.190896715209321,0.0,8.189678658619355,7.288226102330168
2025-02-21,37.72640493926695,13.537738056681098,13.464512824448391,10.496211947112773,9.213877392403402,0.0,8.210155916433115,7.351098923654274
2025-02-25,37.727517114150125,13.537496279532583,13.464272355065454,10.496024490080869,9.213712837217491,0.0,8.210009287204654,7.350967636748827
2025-03-03,34.70135760607085,12.452230479911016,12.38487672665556,9.65458555810515,8.47507348889986,8.05616599914032,7.551834236959228,6.72387590425802
2025-03-04,34.56699301438574,12.47785335356754,12.410361006932147,9.674451736004805,8.492512592487458,8.072743119511241,7.5673735971437965,6.737711579967274
2025-03-06,34.573822678067785,12.480318697945144,12.412813016333569,9.676363191005754,8.49419052278351,8.07433811276029,7.568868740693118,6.719285040410836
2025-03-07,34.572745431381044,12.480524187284688,12.413017394187237,9.67652251301743,8.494330380237693,8.074471057314527,7.568993362658009,6.719395673919369
2025-03-11,34.57217619802847,12.480318697945144,12.412813016333569,9.676363191005754,8.49419052278351,8.07433811276029,7.568868740693118,6.720931520450142
2025-03-14,34.56729770884196,12.480935186264826,12.413426170085822,9.67684117278079,8.494610108963093,8.074736959557086,7.569242618899658,6.722910074606767
2025-03-17,34.51047409532863,12.460418342764854,12.393020301596865,9.660933852299346,8.480646204528217,8.225848731819964,7.556799884127972,6.711858587534156
2025-03-19,34.5236249326297,12.460418342764854,12.393020301596865,9.660933852299346,8.480646204528217,8.225848731819964,7.556799884127972,6.698707750233083
2025-03-20,34.536682788647525,12.465131241510544,12.36810713290248,9.664587903213388,8.483853835745766,8.228959991097462,7.559658089343532,6.693019017539303
2025-03-26,34.536114850383434,12.464926258737814,12.367903745642096,9.664428973958064,8.48371432306443,8.22882467001636,7.559533774593367,6.694553403604438
2025-04-03,34.52104009353085,12.467796631189836,12.370751776144955,9.666654459301144,8.485667918246486,8.230719570247222,7.5612745532427015,6.69609499809681
2025-04-08,34.38390665670528,12.47354134378728,12.376451773960968,9.67110850625829,8.489577809049944,8.234511990014717,7.5647585168060845,6.806143403417439
2025-04-10,34.38843378652675,12.475183662723305,12.378081309675721,9.672381845095627,8.49069558258437,8.235596180510212,7.565754524741298,6.7938731081427175
2025-04-14,34.38786783010597,12.474978349206028,12.37787759424519,9.672222659404198,8.49055584479603,8.235460641085352,7.565630009406347,6.795407071750883
2025-04-17,34.38730189231363,12.47477304244664,12.377673885519947,9.672063478952362,8.490416111607153,8.235325106121767,7.565505498169816,6.7969409848686855
2025-04-24,34.381181256727835,12.473746610006346,12.376655442461441,9.684432559351892,8.489717514646799,8.23464749821527,7.564883003456354,6.7947361151340635
2025-04-25,34.35573994306133,12.464516313416711,12.367496991188268,9.67726629346403,8.483435311466597,8.228554041205438,7.559285157358393,6.863705948839229
2025-04-28,34.36272377818164,12.46943743762865,12.372379811135236,9.681086981588999,8.486784662364935,8.06729831057136,7.562269643902231,6.99801937462695
2025-04-29,34.364419708188095,12.470052851390687,12.372990434737382,9.68156477974066,8.487203517193214,8.06440621075424,7.562642870427835,6.996719627567888
2025-05-02,34.35650680003744,12.467181440097121,12.370141373478951,9.702361914925188,8.485249214968476,8.062549263767295,7.56090146175811,6.995108530967421
