date,UOB KAY HIAN (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,CITIBANK N.A.,BANK OF COMMUNICATIONS TRUSTEE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,22.083741386896776,25.75882587076878,16.63061202695989,9.730827613707344,10.827869269064259,0.0,8.002061454800558,6.96606237780239
2024-03-04,0.0,0.0,21.79296552295453,25.873031351930305,16.721612717051222,9.80466658464456,10.886619772608706,0.0,8.16300940222364,6.75809464858704
2024-03-05,0.0,0.0,21.79000641551785,25.874073777476823,16.72228643154715,9.805061615083165,10.887058394987811,0.0,8.163338290223724,6.758175075163473
2024-03-06,0.0,0.0,21.80478543550784,25.867379843974636,16.736575537267406,9.813439988613906,10.896361329070741,0.0,8.17876275652628,6.702695109039193
2024-03-07,0.0,0.0,20.086429824650338,23.835163032561148,15.421701345235576,9.04246751892622,10.061543664532064,7.837005710010548,7.536215298274654,6.179473605809458
2024-03-08,0.0,0.0,20.085443823422562,23.836512640928508,15.422574561716035,9.042979526744604,10.062113375068538,7.837449461474167,7.536642018209856,6.17628459243573
2024-03-11,0.0,0.0,20.089647974320084,23.84402262791747,15.395927401782464,9.045828628859931,10.065283567859176,7.83991874648951,7.5411405457789185,6.1782305069924455
2024-03-12,0.0,0.0,20.087808404137363,23.844360266545788,15.396145412807313,9.04595672055058,10.065780102962762,7.84002976212865,7.543548380159367,6.176370950708174
2024-03-13,0.0,0.0,20.075343928433583,23.832084810384718,15.443415990065573,9.04129971805956,10.059536603048924,7.835993590028805,7.544087658537428,6.1682377014414085
2024-03-14,0.0,0.0,20.078620263412798,23.838141234788782,15.426334721521778,9.04373164335802,10.06224241331057,7.838101312551496,7.546647745130633,6.166180665925923
2024-03-15,0.0,0.0,20.07976579529807,23.842022798353554,15.428846590975159,9.062903142421755,10.031137866905233,7.839377590268461,7.547876565475104,6.168069650302662
2024-03-18,0.0,0.0,20.079632096675923,23.844386108172753,15.423295690336388,9.063801491029508,10.031778177273875,7.8401546584808415,7.548624739023638,6.1683270390070755
2024-03-19,0.0,0.0,20.078041109075816,23.844488183157306,15.423705205048243,9.064042150362663,10.03204453803309,7.840362827911054,7.548825167839045,6.168490818572786
2024-03-20,0.0,0.0,20.07289681248607,23.851697156735476,15.421384909176494,9.06267858309376,10.03053534739327,7.839183347282972,7.554060994485175,6.1675628493467824
2024-03-21,0.0,0.0,20.072186318508553,23.850852909522835,15.420839058659485,9.0623578033571,10.031242180318408,7.838905874001016,7.553793613304842,6.169822242327759
2024-03-22,0.0,0.0,20.062067241640342,23.847673338120075,15.413064885316796,9.057789158279569,10.026185087428999,7.834954012960921,7.5942077909475145,6.1640584853057865
2024-03-25,0.0,0.0,20.062067241640342,23.847673338120075,15.413064885316796,9.057789158279569,10.026185087428999,7.833185120807993,7.5942077909475145,6.165827377458713
2024-03-26,0.0,0.0,20.06196077930536,23.836756602032104,15.42695726745396,9.057741091778146,10.005082177075106,7.833143552849503,7.594167491157664,6.184191038348158
2024-03-27,0.0,0.0,20.061996266624806,23.83679876653464,15.426807667391573,9.057757113888604,10.005099874923848,7.833157408786646,7.594180924373424,6.184201977476458
2024-03-28,0.0,0.0,20.0677823782272,23.836772930165353,15.424179352779339,9.060369475730955,10.007985461367989,7.835416581919969,7.595486475895455,6.1720073439137435
2024-04-02,0.0,0.0,20.067427305958677,23.836351170706383,15.424083379261619,9.060209164746773,10.00833919302706,7.835277944820556,7.596767575838821,6.17154426564011
2024-04-03,0.0,0.0,20.06785339418874,23.789968122270796,15.433257887787654,9.060401538608561,10.008551698370551,7.835444309928581,7.643818038274613,6.160705010570498
2024-04-05,0.0,0.0,20.068421539976026,23.790641645736553,15.431040643808892,9.060658049799079,10.00883505286655,7.835666141062622,7.64403444423154,6.160702482518739
2024-04-08,0.0,0.0,20.068066445089137,23.790220689101403,15.430767603718468,9.06049772860297,10.0086579544264,7.835527495131925,7.6438991890725365,6.162362894857158
2024-04-09,0.0,0.0,20.068137463061213,23.790304879236672,15.430645268226522,9.06052979238831,10.00851643087602,7.835555223925546,7.643926239721418,6.162384702564302
2024-04-10,0.0,0.0,20.070410303593977,23.777780479409504,15.432392884121466,9.06155595335608,10.010003882740287,7.836442648956515,7.649216031008408,6.1621978168137606
2024-04-11,0.0,0.0,20.06646867359308,23.775410822888873,15.318074388290379,9.059776353424626,10.025023107242143,7.834903649156401,7.64240595996908,6.277937045435417
2024-04-12,0.0,0.0,20.062315658149505,23.823203832727312,15.330824341014507,9.05790131543348,10.005259158380056,7.83328211442684,7.640824265128093,6.246389314740207
2024-04-15,0.0,0.0,20.05894481595322,23.836887259819843,15.328248477366808,9.056379419532522,10.003578088740314,7.8319659773299755,7.63954046452969,6.244455496727626
2024-04-16,0.0,0.0,20.053518366422598,23.830438781753358,15.35115431765515,9.05392944091694,10.000871869040214,7.829847233373527,7.637473776518518,6.242766214319697
