date,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,BANK OF CHINA (HONG KONG) LTD,SINOPAC SECURITIES (ASIA) LTD,THE HONGKONG AND SHANGHAI BANKING,CINDA INTERNATIONAL SECURITIES LTD,REALINK FINANCIAL TRADE LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,VALUABLE CAPITAL LTD
2024-03-01,0.0,68.52480152141744,0.0,0.0,0.0,14.0451056287579,17.43009284982466,0.0,0.0
2024-03-08,34.67931036413243,33.88774053162162,0.0,0.0,10.465364008527041,6.945761019647836,8.636245413941674,0.0,5.3855786621294
2024-03-11,34.68480977903317,33.88774053162162,0.0,0.0,10.465364008527041,6.945761019647836,8.636245413941674,0.0,5.380079247228649
2024-03-14,40.362037939652836,30.942201611884446,0.0,0.0,9.555709469370962,6.342032087307979,7.88557875431503,0.0,4.912440137468742
2024-03-25,40.357984865464466,30.949136256279047,0.0,0.0,9.554749904359408,6.341395233277137,7.8847869004508295,0.0,4.911946840169114
2024-04-09,33.823374059382935,25.955407364024698,16.183279788149445,0.0,8.013064531928901,5.318193540945728,6.612554686019917,0.0,4.094126029548372
2024-04-11,33.82194989726508,25.954314489379588,16.18259837730094,0.0,8.012727134987534,5.3221801994551035,6.612276258744459,0.0,4.093953642867292
2024-04-12,33.81198411952223,25.976132357564524,16.177830107605672,0.0,8.010366151721225,5.3206119969967505,6.610327924134269,0.0,4.092747342455332
2024-04-15,33.8077747745879,25.976132357564524,16.177830107605672,0.0,8.010366151721225,5.3206119969967505,6.6145372690686015,0.0,4.092747342455332
2024-04-16,33.80356542965357,25.98455104743319,16.17362076267134,0.0,8.010366151721225,5.3206119969967505,6.6145372690686015,0.0,4.092747342455332
2024-04-17,33.775298487875055,26.03984339126683,16.16613539025894,0.0,8.006658844947733,5.313942148361428,6.607268574159003,0.0,4.090853163131006
2024-04-18,33.77387748683712,26.042955057603233,16.165455245413522,0.0,8.006321987213283,5.31371857913639,6.606990591848791,0.0,4.090681051947653
2024-04-22,29.539912331947583,23.254962142859164,14.112997143297315,12.043285629751356,6.98965465569277,4.726032624877977,5.754399288568666,0.0,3.5787561830051753
2024-04-23,29.51818275333086,23.31141584234277,14.102615613470931,12.034426581052951,6.984513061207388,4.722556152222491,5.750166348730259,0.0,3.5761236476423472
2024-04-24,29.51818275333086,23.31141584234277,14.102615613470931,12.034426581052951,6.98083505797357,4.726234155456309,5.750166348730259,0.0,3.5761236476423472
2024-04-25,29.509499870454707,23.333974073645265,14.098467276812052,12.030886609864408,6.978781619464409,4.724843916160075,5.7484749159838175,0.0,3.5750717176152658
2024-04-26,29.501906537183725,23.35370164232573,14.094839483690757,12.027790843010509,6.9769858514949545,4.723628127527049,5.74699572839919,0.0,3.574151786368084
2024-04-29,29.411090408554408,23.542002434975604,14.051451143552566,11.990765527411035,6.955508499048742,4.745733911368365,5.740298649804621,0.0,3.5631494252846605
2024-04-30,27.8549407038158,22.334566325860365,13.306596301658264,11.356330490291729,6.563195108859,4.494635692215095,5.436577708999015,5.278535558701161,3.3746221095995703
2024-05-06,27.87913115515903,22.35396264214489,13.318152333092756,11.366192825418702,6.568894875145532,4.498539030842672,5.354454688522929,5.28311967032983,3.3775527793436595
2024-05-07,27.86751449709036,22.469652010732354,13.316075261984187,11.361456767653467,6.479349555766693,4.496664582552334,5.35222359785821,5.280918303493664,3.376145422868733
2024-05-08,28.01640563722467,22.702617068222303,13.314226007666571,11.359878958684336,5.91253890315883,4.496040113537963,5.54243182470368,5.2801849221645885,3.375676564637062
2024-05-10,27.995022869598223,22.768550607231045,13.30406428297803,11.351208836785638,5.901087925249431,4.492608631918521,5.5382017127711345,5.2761549631228295,3.3731001703451486
2024-05-14,27.981432639780824,22.806042741145973,13.297605803127762,11.34569837381814,5.898223232427054,4.490427687681691,5.535513183656433,5.273593645033002,3.3714626933291227
2024-05-16,27.969794368980526,22.83121775658527,13.292074952033584,11.340979376338886,5.8957699942350255,4.4885599915522185,5.540142945835614,5.271400207987739,3.370060406451134
2024-05-17,27.9639788633405,22.826470668570234,13.289311251456043,11.338621349366772,5.894544140258358,4.508418818926091,5.538991034165367,5.270304173557311,3.369359700359327
2024-05-20,27.954291726146963,22.85320472419216,13.284707636858508,11.334693482694663,5.892502182707929,4.506857035753593,5.537072245486403,5.268478461993501,3.3681925041662795
2024-05-27,27.954850682005045,22.850829964227586,13.283327174371173,11.333515653299694,5.891889871286247,4.506388711779615,5.543424444892751,5.267930995155622,3.3678425029822696
2024-05-30,27.916907708100762,22.9006979566296,13.280107210677263,11.330768336422757,5.886998690638297,4.50875928301419,5.542080683256966,5.26665401489881,3.367026116361353
2024-05-31,27.969992296767458,22.983376389165734,13.265866116153827,11.318617640623222,5.880685691542528,4.500465021531422,5.456575151376652,5.261006250429853,3.3634154424093063
2024-06-04,27.96805733498796,22.98178640106688,13.264948384620892,11.317834619580564,5.880278866187353,4.500153679729314,5.4631156577752185,5.260642294447733,3.3631827616040852
2024-06-12,27.961139343166703,22.98178640106688,13.264948384620892,11.317834619580564,5.880278866187353,4.507071671550573,5.4631156577752185,5.260642294447733,3.3631827616040852
2024-06-19,27.963631078221873,22.980991489511037,13.264489566469223,11.317443149684827,5.8800754746171435,4.506915777518133,5.462926695364225,5.260460335339853,3.363066433273687
2024-06-20,27.953404086332878,23.003092959993484,13.261278727909728,11.314703618496855,5.878652127493831,4.505824821180135,5.4616043244133285,5.259186973948842,3.3622523602309218
2024-06-21,27.94541729817668,22.987989220960518,13.252571425222296,11.307274429257548,5.87479222796842,4.502866314585142,5.475297099153994,5.255733812770984,3.3980581719044243
2024-06-24,27.88739930009903,23.10095796114984,13.247993225496208,11.303368246899888,5.872762737139363,4.501310765803958,5.473405616899321,5.253918180292579,3.3588839662198144
2024-06-28,27.88739930009903,23.10095796114984,13.247993225496208,11.303368246899888,5.869308162491778,4.504765340451544,5.473405616899321,5.253918180292579,3.3588839662198144
2024-07-02,27.890853874746618,23.10095796114984,13.247993225496208,11.303368246899888,5.865853587844192,4.504765340451544,5.473405616899321,5.253918180292579,3.3588839662198144
2024-07-04,27.872449099575046,23.105747192857798,13.233463311469611,11.305711632386577,5.867069681654864,4.505699256916899,5.495272094444377,5.255007409214704,3.359580321480122
2024-07-05,27.863217277565933,23.12513998368294,13.23072035225828,11.303368246899888,5.865853587844192,4.504765340451544,5.494133064784833,5.253918180292579,3.3588839662198144
2024-07-08,27.86570921048776,23.124341136056632,13.230263302936407,11.302977777095178,5.8656509545534,4.504609725346,5.493943272413392,5.253736686036972,3.3587679350742583
2024-07-09,28.355472778138008,21.773185970176353,13.462796446351236,11.501637236266527,5.968744764812926,4.583782077045095,5.590504003641885,5.346075581968607,3.4178011415993628
2024-07-10,28.34943896858915,21.788012537140926,13.452723821590709,11.502041552615594,5.968954583731941,4.583943210455603,5.590700526286597,5.346263512235989,3.417921287353486
2024-07-11,28.34293466237922,21.803289657389822,13.451305262861457,11.500828688836847,5.968325171224738,4.583459844206372,5.59362592299159,5.345699761067472,3.4105310290424815
2024-07-12,28.346394217079627,21.805139771602725,13.454615698715905,11.503659102309992,5.96979400694378,4.584587857399826,5.577423602115039,5.34701536545012,3.411370378382982
2024-07-15,28.63172209029255,22.339040747472165,12.861542284312561,11.609372791642365,5.669844169503683,4.62671825192593,5.422888115471591,5.396152141511669,3.4427194078674885
2024-07-16,28.60688541255982,22.48096462023063,12.861542284312561,11.609372791642365,5.542112684021066,4.62671825192593,5.433532405928475,5.396152141511669,3.4427194078674885
2024-07-17,28.609418419513915,22.480167002140327,12.86108596053071,11.608960894470153,5.541916051473934,4.626554097307175,5.43333962577805,5.39596068760216,3.4425972611835753
2024-07-18,28.667131750012032,22.46422651759465,12.851966279970734,11.600729084550233,5.534440873469947,4.623273449343981,5.404668707747349,5.392134460335182,3.4614288769758916
2024-07-19,28.66306680535749,22.461041133081913,12.850143895642729,11.599084123272203,5.533656100300428,4.622617877978897,5.403902336023638,5.391369865943869,3.4751178623988315
2024-07-22,28.59262458826087,22.6455698135617,12.820148996129241,11.5720094565952,5.520739399910249,4.61182772964552,5.391288507815481,5.37878529111869,3.4670062169630533
2024-07-23,28.58959122316311,22.65377627351642,12.818788918379372,11.570781792814698,5.520153709773347,4.593656952587498,5.4083980635235775,5.3782146607619,3.466638405480069
2024-07-24,28.603226749187765,22.70714514021044,12.816975930216387,11.56914531291317,5.519372982873373,4.539970226705535,5.400561537744205,5.377454008598887,3.4661481115502366
2024-07-25,28.613844654501563,22.765816855592334,12.820148996129241,11.5720094565952,5.492445978255982,4.541094175509852,5.401898540935831,5.325735125516939,3.4670062169630533
2024-07-26,28.62495424820228,22.94375307883757,12.818788918379372,11.570781792814698,5.491863289742016,4.5512213225405,5.401325458515744,5.130673485487747,3.466638405480069
2024-07-29,28.635048970402995,23.672419183738953,12.109815458766926,11.56914531291317,5.466335947514663,4.5505776337772765,5.400561537744205,5.129947843591577,3.4661481115502366
