date,GRANSING SECURITIES CO LTD,ASTRUM CAPITAL MANAGEMENT LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CIS SECURITIES ASSET MANAGEMENT LTD,SORRENTO SECURITIES LTD,KINGSTON SECURITIES LTD,LUK FOOK SECURITIES (HK) LTD,SUNCORP SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING
2024-06-28,0.0,51.135058998816895,33.08226939052706,0.0,0.0,0.0,10.063203687207054,0.0,5.719467923448994
2024-07-02,0.0,51.135593085733575,33.08261492268448,0.0,0.0,0.0,10.063308793674796,0.0,5.7184831979071475
2024-07-04,0.0,51.143362884245825,33.083843035738646,0.0,0.0,0.0,10.06483786329099,0.0,5.70795621672454
2024-07-09,0.0,51.14822020745861,33.08508566920868,0.0,0.0,0.0,10.065793767788254,0.0,5.700900355544457
2024-07-12,0.0,51.13073816039619,33.07377745511273,0.0,0.0,0.0,10.062353361071164,0.0,5.733131023419911
2024-07-16,42.227414954339984,12.738369891894655,8.239779555378272,5.8135934637142155,0.0,0.0,2.5068673699601582,1.482231692883391,1.4283138918496203
2024-07-24,56.72867215924165,17.112835588487215,11.069390668761148,7.810031422164015,0.0,0.0,3.3677471692487346,1.9912427947706441,1.920080197326597
2024-07-25,54.21139821726623,17.120669567627438,11.074458056637669,10.311071756623488,0.0,0.0,3.3692888693917067,1.9921543534913884,1.920959178962085
2024-07-26,51.589781216247076,17.139413138418142,13.658070293427329,10.322360234719213,0.0,0.0,3.372977539638412,1.9943353479906505,1.923062229559184
2024-07-29,49.448262521288136,17.177779758088064,13.688643918331579,12.360055347877722,0.0,0.0,3.380527958393907,1.9987996727124302,1.9459308233081656
2024-07-31,35.13049008187955,12.738369891894655,10.434802312891694,10.395703470023488,0.0,0.0,2.5068673699601582,1.482231692883391,1.4430262211079539
2024-08-02,49.517807255241294,17.16606242740619,14.061804566902794,11.934064011376162,0.0,0.0,3.378222028027722,1.9974362487390287,1.944603462306811
2024-08-06,50.25925217090838,17.168470292555,14.063777001133952,11.17063475430593,0.0,0.0,3.3786958876050495,1.997716426977378,1.9614534665143093
2024-08-07,50.24803906420714,18.171801088911554,14.060639297620178,10.18329188508136,0.0,0.0,3.3779420825669253,1.997270725808201,1.961015855804648
2024-08-19,50.23843181143438,18.168326702852937,14.057950951599226,10.181344874590588,0.0,0.0,3.377296231623419,1.9968888544939005,1.9797605734055528
2024-08-21,50.23971256620436,18.168789877562983,14.05830933833799,10.18160443297135,0.0,0.0,3.377382330812871,1.996939762231927,1.977261691878519
2024-09-02,50.23843181143438,18.168326702852937,14.057950951599226,10.181344874590588,0.0,0.0,3.377296231623419,1.9968888544939005,1.9797605734055528
2024-09-03,50.23779145853666,18.168095124353545,14.057771765081991,10.18121510036281,0.0,0.0,3.377253183674859,1.9968634015982132,1.9810099663919205
2024-09-10,50.237151121962974,18.167863551757602,14.057592583132617,10.181085329443267,0.0,0.0,3.377210136823687,1.996837949351377,1.9822593275284799
2024-09-16,50.2374072546336,18.16795618008758,14.057664255364234,10.181137237414104,0.0,0.0,3.3772273554324714,1.9968481301722507,1.9817595868957552
2024-09-19,50.23676692785403,18.167724611033602,14.057485076155492,10.181007468479441,0.0,0.0,3.3771843092397127,1.9968226783147132,1.983008928923014
2024-09-20,50.23612661739747,18.16749304788271,14.057305901514336,10.180877702852808,0.0,0.0,3.377141264144274,1.9967972271059868,1.984258239102412
2024-10-03,50.236158632532636,18.16750462590006,14.057314860137918,10.180884191055577,0.0,0.0,3.377143416372985,1.9967984996510146,1.98419577434981
2024-10-04,50.221435976988325,18.162180295378228,14.053195098392646,10.207207380155738,0.0,0.0,3.3761536806806784,1.996213300119402,1.983614268284987
2024-10-08,50.209919916802605,18.158015604398837,14.049972621030014,10.230345217729162,0.0,0.0,3.375379509488107,1.9957555570847698,1.9806115734665095
2024-10-09,50.17348721014132,18.144840007680852,14.039777852108864,10.295482774315326,0.0,0.0,3.372930307980846,1.9943074213996423,1.979174426373154
2024-10-10,50.155131116191384,18.138201673245526,14.034641364780207,10.328619525599732,0.0,0.0,3.371696313114981,1.9935777991144914,1.9781322079536763
2024-10-14,50.151301973076336,18.136816894290494,14.033569876197522,10.34055530850983,0.0,0.0,3.3714388976235634,1.993425597444714,1.9728914528575385
2024-10-15,50.121390972871225,18.125999820505722,14.02520004141894,10.479358909532607,0.0,0.0,3.3694281201244562,1.99223668806234,1.8863854474847124
2024-10-16,50.115655201882916,18.123925524843003,14.03376726124732,10.478159676996505,0.0,0.0,3.369042530904296,1.992008701305081,1.8874411028208766
2024-10-17,50.11692970420547,18.124386438405484,14.034124157089478,10.478426149395013,0.0,0.0,3.3691282097707727,1.992059360519375,1.8849459806144058
2024-10-18,50.11310639169588,18.123003768042242,14.033053524016632,10.48525555724584,0.0,0.0,3.3688711862438554,1.9919073906058575,1.8848021821496925
2024-10-22,50.144283636068465,18.122324032470765,14.03252718932185,10.484862289039889,0.0,0.0,3.3687448307229753,1.9918326805673994,1.8554253418086593
2024-10-23,50.1627005561116,18.12025057797124,14.030921666399502,10.483662670003657,0.0,0.0,3.368359397865992,1.9916047862627604,1.8425003453852367
2024-10-24,50.166501668711994,18.118868538543694,14.029851521874493,10.482863076471952,0.0,0.0,3.368102491623224,1.9914528856956648,1.8423598170789843
2024-10-28,50.16777284265961,18.118868538543694,14.029851521874493,10.482863076471952,0.0,0.0,3.368102491623224,1.9914528856956648,1.8410886431313607
2024-10-29,50.172839961677596,18.117026147211952,14.028424916412096,10.48179714147591,0.0,0.0,3.3677600109202057,1.9912503876463872,1.8409014346558505
2024-10-30,49.7495526355833,17.95963058236957,13.906549954946227,10.390734272314033,0.0,0.0,3.33850187082231,2.830122476826978,1.8249082071375804
2024-10-31,37.356735145857606,13.485812986047934,10.44237135688312,7.802359772461291,0.0,0.0,2.5068673699601582,2.1251273669051027,1.37126222276425
2024-11-01,49.78056369988334,17.948097114881715,13.897619329060687,10.384061462683842,0.0,0.0,3.336357923450526,2.82830500483481,1.8249954652050846
2024-11-05,49.78875643464583,17.947419136914743,13.897094355319005,10.383669211358573,0.0,0.0,3.336231894649392,2.8281981674099357,1.8186307997025162
2024-11-08,49.79571003023724,17.94493365586058,13.895169790875253,10.382231210000237,0.0,0.0,3.3357698704940977,2.8278064992314147,1.8183789433011757
2024-11-11,49.79697411342836,17.94448182417421,13.894819927336084,10.381969797998059,0.0,0.0,3.3356858798505633,2.827735298490092,1.8183331587226328
2024-11-13,50.22663754983754,18.09931227044981,14.014708659223023,10.47154859067617,0.0,0.0,3.364467192037395,1.9893034475866485,1.8340222901894145
2024-11-18,50.14068475321467,18.068338934736225,13.990725301748224,10.453628639625341,0.0,0.0,3.358709582561456,1.9858991545064695,2.002013633607615
2024-11-21,50.15332217127643,18.063759306001458,13.98717919118192,10.450979046971943,0.0,0.0,3.357858278909716,1.9853958054789151,2.0015062001796187
2024-11-22,50.34913447291213,18.06444610230919,13.797607622074517,10.45137640024155,0.0,0.0,3.357985946945409,1.985471291566029,1.9939781639511749
2024-11-25,50.401085894639486,18.063988232301416,13.746564954005185,10.451111494704644,0.0,0.0,3.357900833842969,1.9854209668701845,1.9939276236361128
2024-11-26,50.43312270618987,18.052320384380042,13.737685805764944,10.444360937853004,0.0,0.0,3.3557319065960898,1.9841385485247207,1.9926397106913285
2024-11-27,50.452587306004894,18.045692445553165,13.732641992049881,10.440526273726292,0.0,0.0,3.3544998441618583,1.9834100688255099,1.9906420696783955
2024-11-28,50.47675077718422,18.049805788425626,13.73577221635291,10.442906091761111,0.0,0.0,3.3552644702944536,1.9838621681669115,1.9556384878147721
2024-12-02,50.476782737283045,18.049817216926233,13.735780913359562,10.44291270384104,0.0,0.0,3.3552665947296125,1.983863424278487,1.955576409582023
2024-12-10,48.66908116812923,17.403407498703896,13.243867773018053,10.068925522852853,0.0,3.581253540984127,3.235105990996401,1.912816245148225,1.8855422601672163
2024-12-12,48.68013444036585,17.658950642962825,12.986827914661744,10.068433788999128,0.0,3.581078644109492,3.234947998851901,1.9127228293709841,1.8769037406780806
2024-12-13,48.68087738320096,17.65922014901507,12.945514223484086,10.06858745066893,0.0,3.5811332975477215,3.234997369739335,1.9127520208212128,1.9169181055226865
2024-12-16,48.685263031124656,17.657711021067602,12.944407921102433,10.067727005723734,0.0,3.580827259778367,3.2347209121778193,1.9125885601753383,1.9167542888500564
2024-12-17,48.715594586757604,17.668712005982556,12.890171148619297,10.073999331326169,0.0,3.5830581619955852,3.236736185613686,1.9137801278634663,1.917948451841633
2024-12-18,48.72481024831656,17.66585258915622,12.888085067174071,10.072369005177508,0.0,3.5824782976118823,3.2362123682630815,1.91347041116778,1.916722013132903
2024-12-20,48.726595683230656,17.6664999232318,12.884893004371511,10.072738089411965,0.0,3.5826095712238057,3.236330953569464,1.9135405269232193,1.9167922480375732
2025-01-02,48.34111329264368,17.51619997356109,12.775273171439983,9.987043014866154,0.0,3.5521300738369654,3.2087974646750617,2.7201691596253297,1.899273849351733
2025-01-03,48.39260030801747,17.509414446425385,12.769113631400888,9.99406940183905,0.0,3.5507540290874218,3.207554422102906,2.719115404719916,1.8573783564069617
2025-01-20,48.42190962080636,17.52001914428196,12.716281642271223,10.000122379035316,0.0,3.552904567802278,3.2094970996041443,2.720762255754966,1.8585032904437513
2025-01-21,48.40197542699811,17.51280655271171,12.711046639670906,9.996005557142686,0.0,3.5514419181713275,3.208175822981402,2.7196421801004305,1.8989059022234294
2025-01-22,48.3434404568617,17.491627425216926,12.816609609634643,9.98391687932305,0.0,3.547146978867974,3.2042960128221276,2.7163531785175508,1.896609458756031
2025-02-11,48.34346968896978,17.491638001980572,12.81655689194912,9.983922916355887,0.0,3.547149123741878,3.204297950382353,2.716354821030557,1.896610605589855
2025-02-12,48.34756253305461,17.493118875148983,12.817641964439789,9.984768173018562,0.0,3.5474494316925176,3.204569231943164,2.716584792458612,1.88830499824377
2025-02-24,48.346977798613516,17.492907306487556,12.81748694283544,9.984647413304296,0.0,3.547406527443533,3.2045304746222034,2.716551937013435,1.8894915996800246
2025-02-28,37.82128522083135,13.684500390822857,10.026972761328695,7.810874946951646,0.0,2.7750953664063025,2.5068673699601582,2.1251273669051027,1.4847504814976376
2025-03-04,48.344054338555495,17.49184953993962,12.81429315864306,9.98404365854577,0.0,3.5471920217646926,3.204336702078937,2.7163876717078246,1.8978429087646016
2025-03-27,48.344639002282484,17.49206108301527,12.820495036412623,9.98416440365612,0.0,3.547234920825108,3.2043754547128316,2.7164205231796723,1.8906095759158927
2025-03-28,48.344639002282484,17.49206108301527,12.815657513081236,9.98416440365612,0.0,3.547234920825108,3.2043754547128316,2.7164205231796723,1.8954470992472832
2025-04-08,45.51734428657082,16.805409988511336,12.312578703992841,9.592235894891965,4.870131396075352,3.407988166009451,3.0785876528787433,2.6097873987855778,1.8059365122839197
2025-04-10,45.51734428657082,16.805409988511336,12.31374061056473,9.592235894891965,4.870131396075352,3.407988166009451,3.0785876528787433,2.6097873987855778,1.8047746057120302
2025-04-14,45.516736095330614,16.805185438874197,12.3135760774776,9.592107725862409,4.870066322611595,3.4079426293336685,3.0785465175692908,2.609752527466532,1.8060866654740941
2025-04-15,44.806662106715876,17.547368539690403,12.310251073448606,9.591327640422554,4.869670260772219,3.407665475813192,3.078296152437569,2.609540287361804,1.7792184633377734
2025-04-17,44.78428910660869,17.58853904081155,12.304104281082557,9.586538469253851,4.867238722064722,3.4059639498241765,3.0767590881504683,2.6082372836926213,1.7783300585113626
2025-04-24,44.783968517790235,17.588641161908214,12.304175720138394,9.586594129807544,4.8672669818169885,3.4059837252457132,3.0767769521704142,2.6082524274206564,1.7783403837018392
2025-04-25,44.783448482003216,17.58843692090073,12.304032842856277,9.586482809346494,4.867210462640611,3.4059441746322743,3.076741224337961,2.608222140140437,1.7794809431419973
2025-05-02,44.78370849838704,17.58853904081155,12.304104281082557,9.586538469253851,4.867238722064722,3.4059639498241765,3.0767590881504683,2.6082372836926213,1.7789106667330092
