date,HUATAI FINANCIAL HOLDINGS (HONG KONG),ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CMBC SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,PHILLIP SECURITIES (HONG KONG) LTD,DBS BANK LTD
2024-03-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,50.04897159647405,0.0,0.0,0.0,49.95102840352595,0.0,0.0,0.0,0.0
2024-04-05,0.0,50.53868756121449,0.0,0.0,0.0,49.461312438785505,0.0,0.0,0.0,0.0
2024-04-08,0.0,50.04897159647405,0.0,0.0,0.0,49.95102840352595,0.0,0.0,0.0,0.0
2024-04-16,0.0,49.369544131910764,0.0,0.0,0.0,49.46653734238603,1.1639185257032008,0.0,0.0,0.0
2024-04-17,0.0,72.46835443037975,0.0,0.0,0.0,26.89873417721519,0.6329113924050633,0.0,0.0,0.0
2024-04-18,0.0,72.49736564805059,0.0,0.0,0.0,26.870389884088514,0.6322444678609063,0.0,0.0,0.0
2024-04-23,61.05369296697757,25.787748928661458,0.0,0.0,0.0,12.85606251575498,0.3024955886059995,0.0,0.0,0.0
2024-04-29,61.05369296697757,26.039828585833124,0.0,0.0,0.0,12.85606251575498,0.050415931434333254,0.0,0.0,0.0
2024-05-02,60.85427135678392,26.080402010050253,0.0,0.0,0.0,12.688442211055277,0.05025125628140704,0.32663316582914576,0.0,0.0
2024-05-06,60.85427135678392,26.306532663316585,0.0,0.0,0.0,12.688442211055277,0.05025125628140704,0.10050251256281408,0.0,0.0
2024-05-07,60.85427135678392,25.979899497487434,0.0,0.0,0.0,12.688442211055277,0.37688442211055273,0.10050251256281408,0.0,0.0
2024-05-17,60.47440699126092,26.44194756554307,0.0,0.0,0.0,12.60923845193508,0.37453183520599254,0.09987515605493133,0.0,0.0
