date,ASTRUM CAPITAL MANAGEMENT LTD,BLACK MARBLE SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,TOTAL_CCASS_PCT
2024-06-18,0.0,0.0,4.5619567822203315,3.1731923969912827,3.1280112482874776,2.450573501606592,13.313733929105684
2024-06-19,0.0,0.0,4.5619567822203315,3.1731923969912827,3.1280112482874776,2.4505160117386278,13.313676439237717
2024-06-21,0.0,0.0,4.565073702772645,3.1731923969912827,3.1280112482874776,2.4505160117386278,13.316793359790033
2024-06-26,0.0,0.0,4.565073702772645,3.1731781976865445,3.1280112482874776,2.4505160117386278,13.316779160485293
2024-07-02,0.0,0.0,4.5652177737670625,3.1731712711964275,3.1280112482874776,2.4505160117386278,13.316916304989595
2024-07-05,0.0,0.0,4.568334694319376,3.1731712711964275,3.1280112482874776,2.4505160117386278,13.320033225541907
2024-07-08,0.0,0.0,4.571451614871689,3.1794051123010543,3.1280112482874776,2.4505160117386278,13.329383987198847
2024-07-16,0.0,0.0,4.568334694319376,3.1721322976789903,3.1280112482874776,2.4505160117386278,13.31899425202447
2024-07-17,0.0,0.0,4.574568535424003,3.1721322976789903,3.1280112482874776,2.4505160117386278,13.325228093129098
2024-07-18,0.0,0.0,4.574568535424003,3.1877169004405563,3.143595851049044,2.4453211441514386,13.351202431065042
2024-07-19,0.0,0.0,4.574568535424003,3.1866277098697764,3.1438123038651766,2.4453211441514386,13.350329693310394
2024-07-22,0.0,0.0,4.574568535424003,3.1879264267665732,3.13757846276055,2.442463966978485,13.34253739192961
2024-07-23,0.0,0.0,4.571451614871689,3.1879264267665732,3.144331790623896,2.442463966978485,13.346173799240644
2024-07-26,0.0,0.0,4.577685455976317,3.1723418240050067,3.1599163933854624,2.442463966978485,13.352407640345271
2024-07-30,0.0,0.0,4.58080237652863,3.16610798290038,3.1599163933854624,2.442463966978485,13.349290719792956
2024-08-02,0.0,0.0,4.596386979290196,3.16610798290038,3.1412148700715825,2.442463966978485,13.346173799240644
2024-08-05,0.0,0.0,4.596386979290196,3.16610798290038,3.140955126692223,2.442463966978485,13.345914055861282
2024-08-06,0.0,0.0,4.596386979290196,3.16610798290038,3.140955126692223,2.442319895984067,13.345769984866864
2024-08-09,0.0,0.0,4.593270058737883,3.16610798290038,3.140955126692223,2.442319895984067,13.342653064314552
2024-08-12,0.0,0.0,4.593270058737883,3.1653865889547723,3.140955126692223,2.442319895984067,13.341931670368945
2024-08-16,0.0,0.0,4.59015313818557,3.1653865889547723,3.140955126692223,2.442319895984067,13.338814749816633
2024-08-21,0.0,0.0,4.59015313818557,3.1622696684024594,3.140955126692223,2.442319895984067,13.335697829264317
2024-08-23,0.0,0.0,4.59015313818557,3.162233650653854,3.140955126692223,2.442319895984067,13.335661811515715
2024-08-26,0.0,0.0,4.593270058737883,3.162233650653854,3.140955126692223,2.442319895984067,13.338778732068027
2024-08-27,0.0,0.0,4.593270058737883,3.162233650653854,3.1409482002021067,2.442319895984067,13.338771805577911
2024-08-28,0.0,0.0,4.596386979290196,3.157558269825384,3.12536359744054,2.46413833985026,13.343447186406381
2024-08-30,0.0,0.0,4.596386979290196,3.1575942875739886,3.12536359744054,2.46413833985026,13.343483204154985
2024-09-02,0.0,0.0,4.596386979290196,3.1575222520767796,3.12536359744054,2.46413833985026,13.343411168657775
2024-09-03,0.0,0.0,4.596401178594935,3.1575222520767796,3.12536359744054,2.46413833985026,13.343425367962514
2024-09-05,0.0,0.0,4.593284258042622,3.1575222520767796,3.12536359744054,2.46413833985026,13.340308447410202
2024-09-09,0.0,0.0,4.593284258042622,3.1575222520767796,3.1254242042290574,2.46413833985026,13.34036905419872
2024-09-13,0.0,0.0,4.593284258042622,3.1575222520767796,3.125460221977662,2.46413833985026,13.340405071947323
2024-09-19,0.0,0.0,4.590167337490308,3.1575222520767796,3.125460221977662,2.46413833985026,13.337288151395011
2024-09-24,0.0,0.0,4.590167337490308,3.1575222520767796,3.153512506948482,2.46413833985026,13.36534043636583
2024-09-27,0.0,0.0,4.590167337490308,3.1575222520767796,3.1784478713669886,2.46413833985026,13.390275800784337
2024-09-30,0.0,0.0,4.593284258042622,3.1668730137337198,3.1758504375733936,2.46413833985026,13.400146049199996
2024-10-02,0.0,0.0,4.593284258042622,3.1828330322595875,3.1758504375733936,2.46413833985026,13.416106067725863
2024-10-03,0.0,0.0,4.596401178594935,3.1734822706026478,3.1758504375733936,2.504658307030333,13.450392193801308
2024-10-04,0.0,0.0,4.5995180991472475,3.188850420548081,3.219487325305781,2.504658307030333,13.512514152031443
2024-10-07,0.0,0.0,4.5995180991472475,3.1472914798505705,3.1913630048377515,2.5825020125263354,13.520674596361907
2024-10-08,0.0,0.0,4.646271907431948,3.1206823290954713,3.044867738879025,2.5432807622430595,13.355102737649505
2024-10-09,6.0775043351862665,0.0,4.627570384118068,3.346139582379469,3.0420683978985417,2.5900778610909865,19.683360560673332
2024-10-10,6.0775043351862665,0.0,4.568348893624115,3.4370497651552747,3.0607699212124215,2.5203800542962016,19.66405296947428
2024-10-14,6.0775043351862665,0.0,4.498997411335143,3.4744528117830344,3.0888222061832415,2.4985616104300084,19.638338374917694
2024-10-15,6.0775043351862665,0.0,4.498997411335143,3.4944530519937125,3.0891106944965836,2.4985616104300084,19.658627103441713
2024-10-16,6.0775043351862665,0.0,4.5114650935443965,3.4882192108890853,3.096296927992195,2.4985616104300084,19.67204717804195
2024-10-21,6.0806212557385795,0.0,4.508348172992083,3.47546304036649,3.096296927992195,2.4954446898776954,19.65617408696704
2024-10-22,6.0806212557385795,0.0,4.5145820140967095,3.47546304036649,3.096296927992195,2.4954446898776954,19.66240792807167
2024-10-23,6.0806212557385795,0.0,4.5114650935443965,3.5159830075465637,3.096296927992195,2.4954446898776954,19.69981097469943
2024-10-24,6.0806212557385795,0.0,4.50523125243977,3.50351532533731,3.096296927992195,2.4954446898776954,19.681109451385552
2024-10-25,6.0806212557385795,0.0,4.50523125243977,3.491047643128057,3.096296927992195,2.4954446898776954,19.668641769176297
2024-10-28,6.0806212557385795,0.0,4.5114650935443965,3.491047643128057,3.096296927992195,2.490509565669866,19.66994048607309
2024-10-30,6.0806212557385795,4.575135122315512,4.5114650935443965,3.491047643128057,3.096296927992195,2.490509565669866,24.245075608388607
2024-10-31,6.0806212557385795,4.575135122315512,4.5145820140967095,3.491047643128057,3.133699974619955,2.490509565669866,24.28559557556868
2024-11-01,6.0806212557385795,4.575135122315512,4.523932775753649,3.491047643128057,3.143050736276895,2.490509565669866,24.30429709888256
2024-11-04,6.0806212557385795,4.575135122315512,4.5395173785152165,3.491047643128057,3.143050736276895,2.490509565669866,24.319881701644125
2024-11-05,6.0806212557385795,4.575135122315512,4.5426342990675295,3.491047643128057,3.1399338157245813,2.490509565669866,24.319881701644125
2024-11-06,6.0806212557385795,4.575135122315512,4.5426342990675295,3.47546304036649,3.1555184184861482,2.490509565669866,24.319881701644125
2024-11-08,6.0806212557385795,4.575135122315512,4.557959158449737,3.4692291992618634,3.1555184184861482,2.490509565669866,24.32897271992171
2024-11-11,6.0806212557385795,4.575135122315512,4.557959158449737,3.4661122787095504,3.160713286073337,2.490509565669866,24.331050666956582
2024-11-14,6.0806212557385795,4.575135122315512,4.557959158449737,3.4661122787095504,3.1731809682825904,2.490509565669866,24.343518349165834
2024-11-15,6.0806212557385795,4.575135122315512,4.564192999554363,3.4661122787095504,3.173613873914856,2.490509565669866,24.350185095902727
2024-11-18,6.0806212557385795,4.575135122315512,4.56107607900205,3.4822163682298353,3.253355091378206,2.490509565669866,24.44291348233405
2024-11-20,6.0806212557385795,4.575135122315512,4.56107607900205,3.4822163682298353,3.253355091378206,2.484795211323958,24.43719912798814
2024-11-21,6.0806212557385795,4.575135122315512,4.592245284525184,3.4822163682298353,3.253355091378206,2.484795211323958,24.468368333511275
2024-11-22,6.0806212557385795,4.575135122315512,4.598479125629811,3.4822163682298353,3.253355091378206,2.484795211323958,24.4746021746159
2024-11-26,6.0806212557385795,4.575135122315512,4.56107607900205,3.4822163682298353,3.253355091378206,2.484795211323958,24.43719912798814
2024-11-28,6.0806212557385795,4.575135122315512,4.56107607900205,3.416761036631256,3.253355091378206,2.5159644168470914,24.402913001912697
2024-11-29,6.0806212557385795,4.575135122315512,4.56107607900205,3.416761036631256,3.2535209808164898,2.5159644168470914,24.40307889135098
2024-12-03,6.0806212557385795,4.575135122315512,4.56107607900205,3.416761036631256,3.2535209808164898,2.5158130730380512,24.40292754754194
2024-12-05,6.0806212557385795,4.575135122315512,4.56107607900205,3.416270641131025,3.2535209808164898,2.5158130730380512,24.40243715204171
2024-12-10,6.0806212557385795,4.575135122315512,4.53302379403123,3.450556767206472,3.2784563452349964,2.5158130730380512,24.43360635756484
2024-12-11,6.0806212557385795,4.575135122315512,4.529906873478916,3.450556767206472,3.2784563452349964,2.5158130730380512,24.43048943701253
2024-12-13,6.0806212557385795,4.575135122315512,4.557959158449737,3.450556767206472,3.2971578685488763,2.5158130730380512,24.477243245297228
2024-12-16,6.0806212557385795,4.575135122315512,4.555101981276783,3.450556767206472,3.2971578685488763,2.5158130730380512,24.474386068124275
2024-12-18,6.0806212557385795,4.575135122315512,4.555101981276783,3.450556767206472,3.312742471310443,2.5158130730380512,24.489970670885842
2024-12-20,6.0806212557385795,4.575135122315512,4.56133582238141,3.450556767206472,3.312742471310443,2.5158130730380512,24.49620451199047
2024-12-23,6.0806212557385795,4.575135122315512,4.56133582238141,3.4754921316249785,3.312742471310443,2.5158130730380512,24.521139876408974
2025-01-02,6.0806212557385795,4.575135122315512,4.56133582238141,3.4754921316249785,3.312742471310443,2.487760788067231,24.493087591438155
2025-01-20,6.0806212557385795,4.575135122315512,4.558218901829096,3.4754921316249785,3.312742471310443,2.487760788067231,24.489970670885842
2025-01-21,6.0806212557385795,4.575135122315512,4.536400457962904,3.4754921316249785,3.312742471310443,2.487760788067231,24.468152227019647
2025-01-22,6.0806212557385795,4.575135122315512,4.5426342990675295,3.4754921316249785,3.312742471310443,2.487760788067231,24.474386068124275
2025-01-24,6.0806212557385795,5.72216188556682,4.5426342990675295,3.4754921316249785,3.312742471310443,2.487760788067231,25.621412831375583
2025-01-27,6.0806212557385795,5.72216188556682,4.5426342990675295,3.4692582905203517,3.312742471310443,2.487760788067231,25.615178990270955
2025-02-04,6.0806212557385795,5.72216188556682,4.5426342990675295,3.4691862550231427,3.312309565678177,2.487760788067231,25.614674049141477
2025-02-06,6.0806212557385795,5.72216188556682,4.527742345317589,3.5214525104668617,3.2790624131201684,2.5189299935903646,25.64997040380038
2025-02-07,6.0806212557385795,5.72216188556682,4.530859265869902,3.5401540337807416,3.319582380300242,2.5189299935903646,25.71230881484665
2025-02-10,6.0806212557385795,5.72216188556682,4.530859265869902,3.5401540337807416,3.300880856986362,2.5189299935903646,25.693607291532768
2025-02-11,6.0806212557385795,5.72216188556682,4.549560789183781,3.5213804749696527,3.282179333672482,2.5656838018750645,25.72158754100638
2025-02-12,6.0806212557385795,5.72216188556682,4.552677709736095,3.5213804749696527,3.282179333672482,2.565323278064514,25.724343937748138
2025-02-13,6.0806212557385795,5.72216188556682,4.578652047672039,3.5213804749696527,3.282179333672482,2.565323278064514,25.750318275684087
2025-02-14,6.0806212557385795,5.72216188556682,4.603630702653772,3.50371792517321,3.2665947309109153,2.565323278064514,25.742049778107813
2025-02-17,6.09932277905246,5.72216188556682,4.6005137821014594,3.506834845725524,3.214386311659667,2.5902586424830205,25.73347824658895
2025-02-18,6.09932277905246,5.72216188556682,4.612981464310713,3.518956203428965,3.1863340266888467,2.5902586424830205,25.730015001530827
2025-02-19,6.09932277905246,5.72216188556682,4.612981464310713,3.5189201856803596,3.2019186294504136,2.5899701541696785,25.74527509823044
2025-02-20,6.09932277905246,5.72216188556682,4.618436075277261,3.5500893912034934,3.1769832650319065,2.593087074721992,25.76008047085393
2025-02-21,6.09932277905246,5.72216188556682,4.618436075277261,3.50956942402342,3.1925678677934735,2.593087074721992,25.735145106435425
2025-02-24,6.1055566201570866,5.72216188556682,4.618436075277261,3.5126863445757337,3.208203033932889,2.593087074721992,25.760131034231783
2025-02-25,6.1055566201570866,5.72216188556682,4.618436075277261,3.5002186623664797,3.208203033932889,2.593087074721992,25.747663352022528
2025-02-26,6.1055566201570866,5.72216188556682,4.621552995829574,3.5251540267849863,3.2362553189037087,2.5619178691988584,25.772598716441035
2025-02-27,6.1055566201570866,5.72216188556682,4.621552995829574,3.5033355829187935,3.264307603874529,2.5619178691988584,25.778832557545662
2025-02-28,6.1055566201570866,5.72216188556682,4.621552995829574,3.5500893912034934,3.280065368889002,2.5619178691988584,25.841344130844835
2025-03-04,6.1055566201570866,5.72216188556682,4.621552995829574,3.5313878678896136,3.295649971650569,2.5619178691988584,25.83822721029252
2025-03-05,6.1055566201570866,5.72216188556682,4.621163380760535,3.5313878678896136,3.295649971650569,2.565034789751172,25.840954515775792
2025-03-06,6.1055566201570866,5.72216188556682,4.621163380760535,3.5267124870611433,3.280065368889002,2.565034789751172,25.820694532185755
2025-03-07,6.1055566201570866,5.72216188556682,4.621163380760535,3.5267124870611433,3.242662322261242,2.5962039952743052,25.81446069108113
2025-03-10,6.1055566201570866,5.72216188556682,4.624280301312848,3.526647724378557,3.242662322261242,2.5962039952743052,25.81751284895086
2025-03-11,6.1055566201570866,5.72216188556682,4.624280301312848,3.526647724378557,3.2551300044704954,2.593087074721992,25.8268636106078
2025-03-12,6.1055566201570866,5.72216188556682,4.624280301312848,3.526647724378557,3.2551300044704954,2.5930437841587652,25.82682032004457
2025-03-13,6.1055566201570866,5.72216188556682,4.624280301312848,3.526647724378557,3.2551300044704954,2.593022312039405,25.826798847925208
2025-03-14,6.1055566201570866,5.72216188556682,4.624280301312848,3.5484661682447496,3.2551300044704954,2.593022312039405,25.848617291791403
2025-03-18,6.1055566201570866,5.72216188556682,4.630514142417475,3.5484661682447496,3.2551300044704954,2.593022312039405,25.85485113289603
2025-03-20,6.1055566201570866,5.72216188556682,4.636747983522102,3.5484661682447496,3.2551300044704954,2.593022312039405,25.861084974000658
2025-03-21,6.1055566201570866,5.72216188556682,4.636747983522102,3.560933850454003,3.2551300044704954,2.593022312039405,25.87355265620991
2025-03-24,6.1055566201570866,5.72216188556682,4.636747983522102,3.560933850454003,3.2552020399677044,2.593022312039405,25.87362469170712
2025-03-25,6.1055566201570866,5.72216188556682,4.636747983522102,3.560933850454003,3.2522582816682974,2.593022312039405,25.870680933407712
2025-03-27,6.1055566201570866,5.72216188556682,4.636747983522102,3.560933850454003,3.251738794909578,2.593022312039405,25.870161446648993
2025-03-28,6.1055566201570866,5.72216188556682,4.648696178972636,3.560933850454003,3.251738794909578,2.593022312039405,25.882109642099525
2025-04-01,6.1055566201570866,5.72216188556682,4.636228496763383,3.560933850454003,3.257972636014205,2.593022312039405,25.8758758009949
2025-04-03,6.1055566201570866,5.72216188556682,4.639345417315696,3.560933850454003,3.257972636014205,2.593022312039405,25.878992721547217
2025-04-10,6.1055566201570866,5.72216188556682,4.639345417315696,3.560933850454003,3.257972636014205,2.5899053914870915,25.8758758009949
2025-04-14,6.1055566201570866,5.72216188556682,4.639345417315696,3.559375390177846,3.257972636014205,2.5899053914870915,25.874317340718743
2025-04-16,6.1055566201570866,5.72216188556682,4.639345417315696,3.559375390177846,3.2455049538049514,2.5899053914870915,25.861849658509488
2025-04-17,6.1055566201570866,5.72216188556682,4.639345417315696,3.559375390177846,3.253297255185735,2.5899053914870915,25.869641959890277
2025-04-30,6.1055566201570866,5.72216188556682,4.639345417315696,3.559375390177846,3.2528068596855046,2.5899053914870915,25.86915156439004
2025-05-02,6.1055566201570866,5.72216188556682,4.642462337868009,3.559375390177846,3.2528068596855046,2.5836715503824648,25.866034643837732
