date,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,BNP PARIBAS,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHINA CITIC BANK INTERNATIONAL LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,27.237569816514146,10.106769864109332,6.417535571336148,6.557806840406538,0.0,5.272935548250916,0.44587589754827045,0.434271649317912,0.0,56.47276518748326
2024-03-04,0.0,27.21807934624042,10.107155910773482,6.420089515915819,6.58728214697731,0.0,5.264139214337047,0.44589700452826775,0.4363929008076394,0.0,56.47903603957999
2024-03-05,0.0,27.25179779955354,10.102065994207607,6.438816683918412,6.588490046675105,0.0,5.245844739424398,0.4454695881833227,0.44436325527327486,1.9143046216922497,58.431152728927906
2024-03-06,0.0,27.219430720634747,10.102089718453124,6.4550426747913265,6.573113907244801,6.570449847550483,5.249844512133885,0.4461291813082379,0.4912242335189517,1.9143046216922497,65.0216294173278
2024-03-07,28.32792663177871,27.263124649299282,10.106906479037365,6.4646885646500865,6.609012658824187,6.570449847550483,5.237956005650412,0.446229439463225,0.41623113358859076,1.9143046216922497,93.35683003153459
2024-03-08,28.323441398529287,27.253918460047828,10.136199737905658,6.4439087428427575,6.593022253508512,6.570449847550483,5.2417605387949235,0.44247239702370794,0.4165633469002581,1.9143046216922497,93.33604134479566
2024-03-11,28.323441398529287,27.219230668678335,10.111959067909114,6.5490637171892425,6.6292729639793535,6.570449847550483,5.263738181717099,0.44134317359385306,0.4146742827439908,1.9144629240422293,93.43763622593299
2024-03-12,28.31899310249486,27.228863356121106,10.09939138102329,6.668144021588937,6.641846043698567,6.570207117280515,5.282855828849641,0.43448340509473476,0.36686468294280594,1.9143151751822483,93.5259641142767
2024-03-13,28.318465427994926,27.16790916290332,10.099693369139601,6.672692575778353,6.680873831188121,6.570207117280515,5.2585089274227705,0.4178616583468712,0.36433702710672083,1.9141568728322689,93.46470596999346
2024-03-14,28.318423214034933,27.18837873321167,10.1053124482475,6.670814054558594,6.739603211518822,6.570207117280515,5.185315577462819,0.4183735026118054,0.34333769270742,1.9141568728322689,93.45392242446634
2024-03-15,28.318465427994926,27.21669200555218,10.10195324072046,6.728320021561202,6.702194667106739,6.5700488149305345,5.1759546318340215,0.4187006608017634,0.28726696868415685,1.9141568728322689,93.43375331201825
2024-03-18,28.318486534974923,27.228088339476074,10.100703105955692,6.75797532845739,6.655486830554434,6.5700488149305345,5.139856419293661,0.4198932051716101,0.3252394282808262,1.9142624077322552,93.4300404148274
2024-03-19,28.319541883974786,27.225665870274806,10.109319703381393,6.808035808265957,6.590533350087702,6.570101582380529,5.098832650240665,0.41990375866160873,0.32535553777779125,1.9143679426322415,93.38165808767748
2024-03-20,28.31968963283477,27.16222519038542,10.104346170703222,6.883619903636242,6.585947267687851,6.569974940500545,5.1688919935966595,0.41829962818181493,0.3261725678665062,1.9143679426322415,93.45353523802528
2024-03-21,28.319795167734757,27.17109089238905,10.099585027011274,6.854798322449946,6.570787875835141,6.569974940500545,5.15776333839309,0.418579295666779,0.34078496177909806,1.9143679426322415,93.41752776439192
2024-03-22,28.320095942199718,27.162822517919345,10.094342506980018,6.866428268428451,6.563764348831713,6.569974940500545,5.145241622509699,0.4184157165718,0.3467651496542794,1.9143679426322415,93.40221895622781
2024-03-25,28.318613176854907,27.16102301067921,10.102632938243824,7.114751888096533,6.511904467317908,6.569763870700572,5.141500410305181,0.4151335811822219,0.336770994625564,1.9143151751822483,93.58640951318816
2024-03-26,28.318723988499894,27.15101631810437,10.09565284940523,7.106293265862621,6.516979577337316,6.569864128855558,5.1463497389595565,0.4158353882671316,0.3044816421606142,1.9143679426322415,93.53956484008454
2024-03-27,28.311922264195765,27.240712962440444,10.100624704078491,6.813184581645554,6.551923523016055,6.569626675330589,5.489190415055491,0.3903750936454041,0.2983207679831661,1.9141990867922631,93.68008007418322
2024-03-28,28.31194337117576,27.08321523164527,10.143452455051387,6.796589218622687,6.522621694713882,6.5696055683505925,5.644359328319647,0.3894780469955194,0.25927483904430476,1.9141990867922631,93.63473884071132
2024-04-02,28.311858943255775,27.0925079700682,10.161112338056927,6.881291529351801,6.544951423169391,6.56969527301558,5.635056426885842,0.3885810003456347,0.2590511261633135,1.9141990867922631,93.75830511710474
2024-04-03,28.30986961039103,27.190996146480195,10.161358139392485,6.8980399179796485,6.510213967075966,6.569589738115594,5.517268925010982,0.3825232970864133,0.310217622277227,1.914177979812266,93.76425534362181
2024-04-05,28.30986961039103,27.101967580274994,10.15471039050744,6.929895627540553,6.485537923403017,6.569579184625596,5.574168066338668,0.3824652528914208,0.3097617220627756,1.914177979812266,93.73213333784777
2024-04-08,28.30986961039103,27.03738313424654,10.137965125712633,7.107510864217724,6.4537666839760615,6.569589738115594,5.7493296165911545,0.37510947036236625,0.31779927059923246,1.9140407844422835,93.97236429865463
2024-04-09,28.308392121791222,26.978621987910937,10.136363517516948,7.107510864217724,6.46061901226473,6.569589738115594,5.7493296165911545,0.35906816556442805,0.3225898374212967,1.9140407844422835,93.90612564583633
2024-04-10,28.30832880085123,26.87663989922557,10.135609333461176,7.20486153271021,6.398243696637218,6.569526417175603,5.945718519947852,0.35813418169954814,0.29265432481215436,1.914098828637276,94.00381553515783
2024-04-11,28.30830769387123,26.83959333952044,10.142995362292567,7.103949061343181,6.3609655089335995,6.569526417175603,5.990947812551348,0.3594639214393772,0.2927545829671415,1.9141041053822754,93.88260780547675
2024-04-12,28.306983230876405,26.952118311947004,10.138020183269955,7.063708603978354,6.23514850028166,6.569526417175603,6.047781353385203,0.3581552886795454,0.2912929351558194,1.9141041053822754,93.87683893013183
2024-04-15,28.30513637012664,26.92001196755212,10.202627160999562,7.154774669176649,6.027824988741998,6.569526417175603,6.142589591155607,0.35559606735487437,0.2907442803177699,1.9140724449122797,93.88290395751311
2024-04-16,28.30295707444192,26.9040264696093,10.244466514313142,7.25816721069336,5.930315870150672,6.573499806160092,6.129281640267318,0.3538811252300948,0.2894462010479367,1.9139088658173005,93.89995077773114
2024-04-17,28.301901725442058,26.925555705294922,10.133605795598893,7.417081663092934,5.982267292636724,6.569420882275616,5.98992808158023,0.3436231329514133,0.295108148432209,1.9139141425622996,93.8724065698673
2024-04-18,28.301959769637048,26.92596862114461,10.134526840885034,7.472535598946717,6.013257278306061,6.573605341060078,5.904474161846903,0.34297937006149604,0.29094797322823374,1.9140724449122797,93.87432740002846
2024-04-19,28.301838404502067,26.95271896383028,10.169844169039925,7.4906876017443835,5.976889402989256,6.574417959789973,5.844155689759656,0.34225645599658894,0.3131530649668597,1.919016754976644,93.88497846759563
2024-04-22,28.30196504638205,27.128522071293272,10.128669168475248,7.393181227060457,5.969477845265558,6.575473308789838,5.863006766288323,0.31935538269953245,0.31096334243402113,1.9188584526266643,93.90947261131495
2024-04-23,28.301648441682087,27.18564626579518,10.142209180055115,7.399550258274637,5.991961032019138,6.575473308789838,5.849920438690005,0.31883826168959895,0.2948501156017422,1.9189639875266506,93.979061290124
2024-04-24,28.3015640137621,27.17633952289102,10.152504331172084,7.453906008512651,6.033708327239462,6.570476231275481,5.83245441274225,0.318511103499641,0.2919004151471213,1.9188584526266643,94.05022281886846
2024-04-25,28.3015429067821,27.15722579110326,10.154182452170257,7.471345650735409,6.068052813579298,6.570476231275481,5.78826454392221,0.3180995173896939,0.2881380431951549,1.9139141425622996,94.03124209271517
2024-04-26,28.30147958584211,27.150732344795486,10.155426666427138,7.577586695291144,6.089612358888196,6.570291545200504,5.781267580053109,0.3121631792654569,0.28512808231264175,1.913850821622308,94.1375388596981
