date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HANG SENG BANK LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HSBC BROKING SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,29.15472729454349,19.491366967688858,0.0,8.097831518034255,1.407777407859459,8.094669322428235,8.628728506207915,11.729348629893224,11.658251910803614,1.7372984425409492
2024-03-04,25.94021322131821,19.863878334924888,0.0,8.252414463412409,1.466935762277632,8.249191903311333,8.701852564607991,15.021471065147535,10.737759929364318,1.7662827556356873
2024-03-05,26.498360991275575,19.994523273962177,0.0,8.306453884987407,1.7027740932083584,8.307562185753726,8.791609100587863,13.769664049191253,10.782399247410257,1.846653173623378
2024-03-06,26.02912524147387,19.548627924356783,0.0,8.122649862620468,1.751307195434899,8.114726782631013,8.565026060279418,15.421879534824667,10.529616288323982,1.917041110054896
2024-03-07,26.33867407384553,19.581894617021877,0.0,8.130698910789597,1.9660191813622199,8.126459788408292,8.624308289343938,14.642003665893203,10.542153754023618,2.0477877193117253
2024-03-08,26.32939163901968,19.601100203510512,0.0,8.138539140451925,1.9481309228785932,8.133869850252074,8.626559329633448,14.65345741393334,10.550345543390078,2.01860595693035
2024-03-11,26.41534537686684,19.64702529990389,0.0,8.163900768016,1.9766396202845073,8.158575899284081,8.661955228970069,14.328878539514747,10.586667437482001,2.0610118296778612
2024-03-12,23.32197924751112,17.32704961291823,12.57646152618589,7.198627518419897,1.894388894509924,7.191417389187278,7.6176951778771596,11.676143163639207,9.334725753899686,1.8615117158516061
2024-03-13,23.363824748960873,17.163020323695235,12.458217860485444,7.129078352377046,2.053271691044431,7.123803811877883,7.511581718705367,12.090183338614764,9.253171262219395,1.8538468920195654
2024-03-14,23.421805041473103,17.17784863718662,12.468438610718655,7.134303953927149,2.2056243247055263,7.125909533558877,7.475061166460758,11.842227363304998,9.25309832548742,1.895683043176891
2024-03-15,23.34873878798646,17.21212167461402,12.491729549128538,7.147630773681904,2.2038138047296263,7.139220672607019,7.482469635675855,11.812783471496848,9.278685886017277,1.882805744062452
2024-03-18,23.306661154505463,17.196773452823873,12.47959476624355,7.140687383878309,2.1643776144819675,7.132285452588897,7.477945114347367,11.75563078577789,9.273913277999142,2.072130997353537
2024-03-19,22.801725726547982,17.189700669599215,12.474824025420597,7.1413241382881685,2.162116320875538,7.129558898882069,7.464862174688477,12.218933216657563,9.2017284127816,2.2152264162587887
2024-03-20,22.267861075809,17.104688900670943,12.422365566574072,7.118929764911599,2.3502550146506844,7.103302909510418,7.377101969364213,12.34675735741503,9.156949880884447,2.751787560209594
2024-03-21,22.198551359804995,17.00214599509454,12.346145685963267,7.198649950064487,2.676232871503421,7.059719189742736,7.274519100450156,12.012997112137729,9.089964914269299,3.141073820969366
2024-03-22,21.55489207272222,17.040465342380205,12.37942411663176,7.242763843433956,2.994927887630157,7.071289033790359,7.200487661614748,12.181277311935851,9.102913863770512,3.231558866090235
2024-03-25,21.43901105318709,17.034545183256817,12.370138260358999,7.299768699050024,3.0162964242140955,7.062275661948883,7.214374226632805,12.134204063449548,9.086689169067197,3.342697258834542
2024-03-26,20.98719680217759,16.96110985694521,12.324564486262112,7.2692406440734185,3.2275847258604733,7.03583920278581,7.149614920922548,12.509128677049272,8.990901812743775,3.5448188711797903
2024-03-27,20.793570982251726,16.993768250839427,12.345022942743832,7.330659643180355,3.1522515059095326,7.047518512858226,7.168700862101984,12.344364830507248,9.00928138006812,3.8148610895395514
2024-03-28,20.943779463161782,17.047765259989607,12.379305460660165,7.519775634115142,2.9293954768743187,7.0695641590303175,7.200547864383348,12.079433575346988,9.033001344334808,3.7974317621035225
2024-04-02,21.05207952059307,17.01385858968741,12.353339185794333,7.50418768625477,2.8688034003967697,7.067081732655817,7.21458176074999,12.122053702424259,9.019609994795486,3.7844044266480963
2024-04-03,20.990932654027127,17.027381155799098,12.36346058107605,7.511990883156897,3.0758083882420784,7.072801278777114,7.226475301222191,12.094580868842764,9.033891112129995,3.6026777767266904
2024-04-05,20.889394896178285,17.04289301970441,12.379484889302345,7.440564371308017,3.1020033741685378,7.077266847146796,7.194703384666874,12.228041748981509,8.947425114558444,3.6982223539847805
2024-04-08,20.857591884853623,17.006571340844836,12.350725818656088,7.421550912950191,3.159724575999783,7.060825483143403,7.202861632619345,12.147302533205185,8.93126800660664,3.861577811120908
2024-04-09,21.028165737353056,16.99378809687625,12.344174887882241,7.417614458770966,3.1580486310176252,7.057080360822218,7.207245338822371,12.007328622084385,8.927024269200306,3.859529597170578
2024-04-10,20.975096299388934,17.00925370795168,12.354736311480096,7.423960818012971,3.2025473767996977,7.061883489796558,7.227426289510087,11.930685650755239,8.938551557307855,3.875858498996883
2024-04-11,20.931885257875688,16.992358985685204,12.3438536988431,7.417483140134844,3.1888083859659946,7.055663062215629,7.2015062633974,11.95508962112783,8.945605567351517,3.9677460174027934
2024-04-12,20.35715500929713,17.23786615191344,12.523198961363196,7.525252601233571,3.225313877879227,7.158175598010265,7.29431013979933,11.60854590439507,9.047666585819066,4.022515170289701
2024-04-15,19.556711445144863,17.001236053242373,12.351350436646054,7.442010205442304,3.188630572121587,7.059912867395317,7.2745393924631845,13.182753609101525,8.942414513207524,4.000440905235271
2024-04-16,19.533626253356097,16.97109584393118,12.331244344683157,7.429895761572629,3.308837758317772,7.048420419011638,7.285928506152005,13.018847537200577,8.999362109172447,4.072741466602501
2024-04-17,19.6500026879221,16.993877962573013,12.344162201822613,7.437493277110577,3.584924190579411,7.055627853055113,7.311328717713315,12.860457656759031,8.924674879118266,3.8374505733465645
2024-04-18,20.536211907165452,16.86509246276462,12.2477686539857,7.379415106047009,3.8801371620010308,7.000531606760448,7.322537028604463,12.150515337712967,8.855411962728915,3.762378772229397
2024-04-19,20.85263926687745,16.989353878361797,12.339084445722769,7.4467655073442645,3.950747256328576,7.052725529123904,7.3478440986484355,10.976575765177275,8.930807127398383,4.113457125017144
2024-04-22,20.84970183488834,16.982762235906957,12.335192389231327,7.469072099535154,3.9461109619330768,7.050500922727965,7.3399789195078755,10.88858694298132,8.927743572108847,4.210350121179138
2024-04-23,20.83851073195064,16.98755791430964,12.33867566332492,7.471181253938794,3.9467320357097595,7.052491878883009,7.345689331450106,10.778892660043455,8.907205241852042,4.333063288537633
2024-04-24,21.253097243578374,17.019845711881196,12.359615346756037,7.607381949730805,3.88882818629389,7.064460501073418,7.375386785114323,10.314586671517999,8.741856506837395,4.374941097216562
2024-04-25,20.778429094427512,17.012377759983664,12.353833574581282,7.641603156104641,3.7641008542373635,7.061155778393234,7.390641369536777,10.904975566235189,8.75548415296132,4.337398693539023
2024-04-26,20.54079810344517,16.89086114020881,12.264702085799524,7.623241757758942,3.77206045411938,7.010210351352428,7.345653703525066,11.576116335463052,8.693723930622363,4.282632137705265
2024-04-29,20.57488465673507,16.895711881872582,12.268224280488564,7.626902309231146,3.6903832073618608,7.012223553588884,7.347334110280033,11.548773168216949,8.696772343446524,4.338790488778388
2024-04-30,20.577845024920315,16.871786404423883,12.25801239570718,7.655529285073211,3.7612438251101805,7.0063866845071505,7.288234407894039,11.457571074798285,8.67789520097262,4.445495696593136
2024-05-02,20.248584117957506,16.813222362509894,12.22678261635796,7.676043802472685,4.197241713366831,6.9885364896199995,7.128593175367821,11.39031715142383,8.589679544108261,4.740999026815212
2024-05-03,20.15326654788731,16.769489554899682,12.198082413358629,7.802607556850501,4.52537706601295,6.972132140069204,7.061939080874981,10.995664559183437,8.569577748886699,4.951863331976612
2024-05-06,20.10049962661776,16.746974515191887,12.185115389493046,7.79674864091959,4.520566418697476,6.964720499387446,7.0457857638648465,11.145064959936029,8.54792487229368,4.946599313598237
2024-05-07,20.181731847383226,16.717545541502332,12.168746567095488,7.859243306224302,4.514493735224341,6.955364472032843,6.971318160102236,11.162293872282822,8.529308177485957,4.939954320666453
2024-05-08,20.118365592286725,16.709992482627758,12.164000828476116,7.860189944713047,4.653628754260338,6.952651921351906,6.921309995187484,10.413575824179498,8.531745876652185,5.674538780264945
