date,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,97.75299915376574,0.0,0.0,0.0,0.0,0.0,0.0,2.2470008462342577,0.0
2024-03-05,97.18408836716716,0.5819880633060486,0.0,0.0,0.0,0.0,0.0,2.2339235695267883,0.0
2024-03-06,97.18793613714874,0.5820111057221194,0.0,0.0,0.0,0.0,0.0,2.230052757129141,0.0
2024-03-07,97.1004746835443,0.6714794303797469,0.0,0.0,0.0,0.0,0.0,2.2280458860759493,0.0
2024-03-08,97.10143494298796,0.6704971370365609,0.0,0.0,0.0,0.0,0.0,2.2280679199754747,0.0
2024-03-11,97.1004746835443,0.6704905063291139,0.0,0.0,0.0,0.0,0.0,2.2290348101265822,0.0
2024-03-14,97.11007813272673,0.6606666007318762,0.0,0.0,0.0,0.0,0.0,2.2292552665413905,0.0
2024-03-15,97.11007813272673,0.6616556225892591,0.0,0.0,0.0,0.0,0.0,2.2282662446840074,0.0
2024-03-18,97.11007813272673,0.6705568193057067,0.0,0.0,0.0,0.0,0.0,2.21936504796756,0.0
2024-03-19,97.11488056970477,0.67058998071312,0.0,0.0,0.0,0.0,0.0,2.2145294495821175,0.0
2024-03-20,95.14986481641196,2.680414369191709,0.0,0.0,0.0,0.0,0.0,2.1697208143963254,0.0
2024-03-21,95.13097729210261,2.6796093931643803,0.0,0.0,0.0,0.0,0.0,2.1894133147330077,0.0
2024-03-22,94.0954388654657,2.6513990034495976,0.0,1.0875814488309699,0.0,0.0,0.0,2.1655806822537373,0.0
2024-03-25,94.36308425584255,2.374500307503075,0.0,1.0906749692496924,0.0,0.0,0.0,2.1717404674046743,0.0
2024-03-26,96.21218059256937,2.4210299419971784,0.0,1.1120473428437059,0.0,0.0,0.0,0.25474212258974765,0.0
2024-03-27,95.93395857756937,2.414028917545916,0.0,1.1088315748339195,0.0,0.0,0.2891754591637358,0.25400547088706527,0.0
2024-03-28,95.93395857756937,2.2967956232903477,0.0,1.1088315748339195,0.0,0.0,0.38686987104337633,0.2735443532629933,0.0
2024-04-03,95.46762589928058,2.820338323935446,0.0,1.0548318102274936,0.0,0.0,0.3849893058526152,0.27221466070386935,0.0
2024-04-05,95.46762589928058,2.814505152634649,0.0,1.0548318102274936,0.0,0.0,0.3849893058526152,0.27804783200466654,0.0
2024-04-08,95.43979006706192,2.813684517445816,0.0,1.0836816017105648,0.0,0.0,0.3848770531635728,0.27796676061813586,0.0
2024-04-09,95.43979006706192,2.8088249586937506,0.0,1.0836816017105648,0.0,0.0,0.3848770531635728,0.2828263193702012,0.0
2024-04-10,95.43051506316812,2.803692905733722,0.0,1.0835762876579205,0.0,0.0,0.3848396501457726,0.29737609329446063,0.0
2024-04-12,95.43236991972634,2.803747400338199,0.0,1.083597348830881,0.0,0.0,0.3848471301677389,0.2954382009368501,0.0
2024-04-16,95.43051506316812,2.827016520894072,0.0,1.0835762876579205,0.0,0.0,0.3848396501457726,0.2740524781341108,0.0
2024-04-17,93.2404075315476,2.7630866811625854,2.428857639317489,1.0587084706172791,0.0,0.0,0.2810562397333764,0.22788343762165653,0.0
2024-04-18,93.2404075315476,2.7611876525157384,2.428857639317489,1.0587084706172791,0.0,0.0,0.2810562397333764,0.22978246626850365,0.0
2024-04-19,93.00814548209888,2.8300814548209887,2.4228073498768707,1.0276567531729495,0.0,0.0,0.2898276188672097,0.2367872703163478,0.18469407084675127
2024-04-22,93.10691394546214,2.8330868130617817,2.4253802101111237,1.0287480562824742,0.0,0.0,0.18583835855425343,0.23514241286456558,0.18489020366367048
2024-04-23,93.10691394546214,2.8141237152501235,2.4253802101111237,1.0287480562824742,0.0,0.0,0.18583835855425343,0.25410551067622406,0.18489020366367048
2024-04-24,93.10426562751847,2.8140436707720604,2.425311222990206,1.0287187947397862,0.0,0.0,0.18583307259815496,0.25694266670459176,0.18488494467673577
2024-04-25,93.11185065088982,2.8064586474007074,2.425311222990206,1.0287187947397862,0.0,0.0,0.18583307259815496,0.25694266670459176,0.18488494467673577
2024-04-29,93.1330431401557,2.807097404383245,2.4258632298690337,1.0289529337012908,0.0,0.0,0.18587536866862026,0.2342408982711694,0.18492702495092322
2024-04-30,0.05158651873178954,0.0015548550541321002,0.0013436889285371324,0.000569938423558557,0.0,0.0,0.00010295661844928771,0.00012974635080088807,0.00010295661844928771
2024-05-02,93.12332871854197,2.8068046046767434,2.4256101955280776,1.0288456067818468,0.0,0.0,0.1858559805799465,0.24369891331146049,0.1858559805799465
2024-05-06,93.11803079723887,2.816126830008344,2.4254721990442234,1.0287870742623075,0.0,0.0,0.18584540696351362,0.2398922855192293,0.18584540696351362
2024-05-07,93.1021406495895,2.815646271401756,2.425058303786428,1.0665326785612712,0.0,0.0,0.1858136933315637,0.21899470999791432,0.1858136933315637
2024-05-08,93.10478863091231,2.815726353112942,2.425127276519497,1.0665630125427812,0.0,0.0,0.1858189781852312,0.21615677054200363,0.1858189781852312
2024-05-10,93.11714786896127,2.8161001280045515,2.425449201156782,1.066704593941118,0.0,0.0,0.18584364481107477,0.20291091831413266,0.18584364481107477
2024-05-13,93.07390488465985,2.814792349830354,2.4243228386754363,1.11264855848513,0.0,0.0,0.1857573402581648,0.20281668783289422,0.1857573402581648
2024-05-14,93.1330431401557,2.816580841560215,2.4258632298690337,1.0668866824091725,0.0,0.0,0.18587536866862026,0.18587536866862026,0.18587536866862026
2024-05-16,93.11008504546187,2.815886530202042,2.4252652337565066,1.066623685682592,0.0,0.0,0.18582954879447822,0.21048040730803144,0.18582954879447822
2024-05-17,93.07125865974203,2.814712321237336,2.4242539116919546,1.1012443492517794,0.0,0.0,0.18575205890993868,0.2170266402570202,0.18575205890993868
2024-05-20,93.06243899665489,2.814445592123343,2.4240241833843474,1.1011399926085268,0.0,0.0,0.18573445658457077,0.22648232205975724,0.18573445658457077
2024-05-21,93.10920226785748,2.77698769364962,2.4252422397936932,1.1016933083034681,0.0,0.0,0.18582778694275368,0.21711511841780912,0.18393158503517454
2024-05-22,93.11361632327983,2.77711934312452,2.4253572139680855,1.1017455366031725,0.0,0.0,0.18583659653547488,0.2123846817548284,0.18394030473409248
2024-05-23,93.14982737033804,2.7981181469818264,2.426300413552377,1.0670789543574761,0.0,0.0,0.18590886671472476,0.18875441059301135,0.1840118374625337
2024-05-24,93.08802062598343,2.8673529356006746,2.424690515460009,1.066370926463061,0.0,0.0,0.1857855125215644,0.18388974198563007,0.18388974198563007
2024-05-27,93.09155023034485,2.8674616565871043,2.424782452082583,1.0664113598877663,0.0,0.0,0.18579255692266858,0.18010502966993383,0.18389671450509032
2024-05-30,93.08713826671344,2.8720651380581805,2.424667532393672,1.066360818585958,0.0,0.0,0.1857837515047536,0.1800964938056285,0.18388799893837857
2024-06-04,92.64804384947027,3.3302200964160042,2.4132303134935236,1.0613307672713894,0.0,0.0,0.18490740478683762,0.17924697402805687,0.1830205945339107
2024-06-05,92.66640246088811,3.321444073298232,2.4137085055388856,1.0473871935684764,0.0,0.0,0.1849440449904697,0.1830568608579139,0.1830568608579139
2024-06-06,92.65591093499387,3.3210680252854043,2.4134352297386545,1.0472686102462496,0.0,0.0,0.18492310595339184,0.19435795829795263,0.18303613548447967
2024-06-07,92.64716981132075,3.3207547169811322,2.4132075471698116,1.0471698113207548,0.0,0.0,0.1849056603773585,0.2037735849056604,0.1830188679245283
2024-06-13,91.72387383600923,3.2792550459058343,2.3891581906656576,1.0367340076774356,1.0049781912260547,0.0,0.18306294189619582,0.20174283392641992,0.18119495269317343
2024-06-14,91.71959055588763,3.274432157800359,2.389046622833234,1.036685594739988,1.0049312612074117,0.0,0.18305439330543932,0.21107292289300658,0.18118649133293485
2024-06-20,91.74701046337817,3.2754110612855007,2.3897608370702543,1.0369955156950672,1.0052316890881914,0.0,0.18310911808669658,0.1812406576980568,0.1812406576980568
2024-07-04,91.74701046337817,3.2782137518684604,2.3897608370702543,1.0369955156950672,1.0052316890881914,0.0,0.18310911808669658,0.17843796711509716,0.1812406576980568
2024-07-05,91.73843998131714,3.2779075198505367,2.3895375992526855,1.0368986454927605,1.0051377860812705,0.0,0.18309201307800094,0.1877627276973377,0.18122372723026622
2024-07-09,91.74186798198906,3.2780300057919023,2.3896268893746613,1.0369373914018272,1.0051753451787082,0.0,0.1830988546979803,0.18403303252807204,0.18123049903779684
2024-07-23,91.74186798198906,3.276161650131719,2.3896268893746613,1.0369373914018272,1.0070437008388917,0.0,0.1830988546979803,0.18403303252807204,0.18123049903779684
2024-07-24,91.77444677033493,3.2773250598086126,2.3904754784688995,1.0373056220095693,1.0074013157894737,0.0,0.1831638755980861,0.18409838516746413,0.14578349282296652
2024-07-29,91.78302398175667,3.2776313575954688,2.390698891568067,1.0374025682723043,1.0074954672049945,0.0,0.18318099403727173,0.17476962186209088,0.14579711770313464
2024-08-02,91.78388179107826,3.277661990523099,2.390721235174818,1.0374122638952494,1.0075048833144855,0.0,0.18318270605717918,0.17383664962569043,0.14579848033122422
2024-08-05,92.66465370824683,2.349499905642574,2.41366295527458,1.0473674278165692,1.0171730515191546,0.0,0.18494055482166447,0.17550481222872238,0.1471975844498962
2024-08-20,92.6690257136117,2.3496107572540694,2.4137768341589996,1.0474168435951876,1.0172210426987496,0.0,0.18494928049068177,0.17079499882047652,0.14720452937013448
2024-09-02,92.66465370824683,2.349499905642574,2.41366295527458,1.0473674278165692,1.0171730515191546,0.0,0.18494055482166447,0.17550481222872238,0.1471975844498962
2024-09-03,92.48053036509685,2.3448314828940306,2.4088670414630244,1.0452863236997485,1.0151519431966927,0.19869857144202427,0.18457308058121685,0.17515608667401192,0.1469051049523971
2024-09-05,92.39352344036654,2.4367067766791166,2.4066007470058612,1.04430290429105,1.0141968746177945,0.19851163315802844,0.18439943174868992,0.17499129747579756,0.14676689465712053
2024-09-13,91.79417675375052,3.069589194746927,2.390989391036127,1.037528625508249,1.0076178903584614,0.19722390989391037,0.18320325279244754,0.173856148058139,0.14581483385521335
2024-09-30,0.05158651873178954,0.001726099225634487,0.0013436889285371324,0.0005820200675602591,0.0005662614014710824,0.00011083595149387606,0.00010295661844928771,9.770372975289548e-05,8.194506366371879e-05
2024-10-02,91.84053267995249,3.073009697842534,2.392196837212782,1.0361822109584684,1.0081267359325172,0.19732350768252427,0.1832957701695486,0.17020321515743797,0.09912934509169465
2024-10-04,91.84053267995249,3.0449542228165827,2.392196837212782,1.0361822109584684,1.0081267359325172,0.19732350768252427,0.1832957701695486,0.1982586901833893,0.09912934509169465
2024-10-08,91.84826321991733,3.045210527300275,2.392398196816371,1.0362694300518136,0.9997942425319392,0.19734011709470456,0.1833111988178298,0.1982753783131629,0.09913768915658144
2024-10-09,91.6399944011571,3.2370643400363925,2.3869733588391733,1.0339196566043019,0.9975271777166053,0.19689264218728128,0.18289553492278263,0.22581999720057855,0.09891289133579059
2024-10-10,91.6665110982508,3.2380010080833346,2.3876640468945434,1.0342188287565106,0.9978158194410738,0.19694961450146548,0.1829484570724513,0.19694961450146548,0.09894151249836654
2024-10-16,91.69218703316403,3.238907977293098,2.3883328353749627,1.0345085150881386,0.9980953092321481,0.19700478040035854,0.1829997012249776,0.16899462204959664,0.09896922617269195
2024-10-24,91.69218703316403,3.237974305348073,2.3883328353749627,1.0345085150881386,0.9990289811771736,0.19700478040035854,0.1829997012249776,0.16899462204959664,0.09896922617269195
