date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD
2024-03-01,0.7318834152542513,31.857442948058512,0.0,24.371636493097483,15.087523715863957,6.3999520493124855,9.956710218385275,0.0,6.480449022716512,5.1144021373115205
2024-03-04,0.6719167718887393,29.66766253052983,0.0,22.645856197141306,14.042407611751976,5.967022354633425,9.25487599840007,6.980685200038655,6.019195075005842,4.750378260610157
2024-03-05,0.6781032910762161,29.66059823108857,0.0,22.649611734668184,14.028638750573656,5.94951111457615,9.250537377100434,6.977412703518963,6.057435480974319,4.748151316423506
2024-03-06,0.5220849380462318,29.695832845874566,0.0,22.780421427456943,14.01851071720108,5.949372508305483,9.250853927157419,6.974229504088569,6.060380335418445,4.748313796451262
2024-03-07,0.6196075031165947,29.67927833418522,0.0,22.77456215720519,14.018561959060804,6.000776817916925,9.300417762618022,6.99120392973776,6.048793724924403,4.566797811235079
2024-03-08,0.5715450651786502,29.705388018048207,0.0,22.766528437366283,14.002483036624563,5.981067492696993,9.318868793108456,6.997354285631586,6.113334041953442,4.543430829391823
2024-03-11,0.5573731278753763,29.69806861173788,0.0,22.760918765753598,14.021619488079176,6.002522642752876,9.306305959397859,6.9990523594568534,6.111827716712492,4.542311328233885
2024-03-12,0.528675590769888,29.681613128336178,0.0,22.76882905885465,14.013166145821799,5.987909614919109,9.342193307733886,6.99517423554804,6.11528184828802,4.567157069728436
2024-03-13,0.5172572432352222,29.66861106598567,0.0,22.72714776164154,14.002156255232197,6.071876779272004,9.332984056259324,6.993399393697346,6.113730256034895,4.572837188641804
2024-03-14,0.5684314225212819,29.29639693861131,0.0,22.44932999202589,13.822394178204586,6.030220404057463,9.232644739643986,6.927764718208897,7.107973661672096,4.564843945054494
2024-03-15,0.5270492736335919,29.334951976111256,0.0,22.473196533744495,13.818972814773828,6.096501839651487,9.230358147306957,6.926892979206631,7.028696974642991,4.563379460928764
2024-03-18,0.3886098481644196,21.68220807017622,26.03456861539637,16.604595721447705,10.20878276698311,4.51976468897416,6.818938169309343,5.133716098063817,5.227634818269646,3.3811812032152124
2024-03-19,0.37538971956406797,21.6612055674222,26.017432921383815,16.613362580373856,10.216772998100254,4.513050108636761,6.854340318102653,5.140309713721335,5.219207752792673,3.3889283199023836
2024-03-20,0.3618897492979999,21.65899160892462,26.01477371958998,16.61141526521166,10.244646273416171,4.520566082511904,6.853639746523414,5.138787174850329,5.20670843692161,3.3885819427523125
2024-03-21,0.3221010494417217,21.691898324180915,25.998037385477403,16.654423374267132,10.238077518439715,4.52267310940527,6.8591331368247035,5.0890245531534655,5.2132265950264625,3.4114049537832156
2024-03-22,0.49355347451245324,21.67942470143857,25.991344514767462,16.64938857837653,9.863923097560665,4.537700783666925,6.871566459484053,5.2682674805503185,5.233805964776714,3.411024944866308
2024-03-25,0.4821810174523553,21.67185276707047,25.99600708887479,16.652375303747522,9.86619088586767,4.535774126703298,6.872799146305336,5.276437962504108,5.234744854573672,3.4116368469007847
2024-03-26,0.46196659678119584,21.641091461009275,25.994144448918345,16.660150976334588,9.86224521852883,4.541926623693671,6.882272072208265,5.243672451679545,5.274231255253307,3.4382988955929803
2024-03-27,0.4592121220239846,21.638906682101485,25.979258107774793,16.650610031779784,9.89369704292161,4.551526136418584,6.878330728798756,5.240669502414795,5.271210805555878,3.436578840210322
2024-03-28,0.43831211112700835,21.637420013034664,25.980163745537105,16.64845147007991,9.904001946584172,4.551684802764181,6.886040514428493,5.235872187785215,5.271394560131887,3.4466586485273654
2024-04-02,0.42581968811047216,21.579494642621416,25.977576376573943,16.6467934479427,9.902019703616661,4.583100354575867,6.917721538212026,5.225391729225478,5.280828598194141,3.461253920927296
2024-04-03,0.42103464477772184,21.562013518312735,25.974213567274884,16.644638512817313,9.903227314565571,4.58798382048447,6.941471412632662,5.224715299844863,5.280144992485152,3.460556916804627
2024-04-05,0.4072355854907203,21.530489053602338,25.951519025485588,16.62668401219926,9.90054394915267,4.664810993946056,6.972466543808115,5.179359277850233,5.2695621361342155,3.4973294223308073
2024-04-08,0.4105941734977853,21.5608115550161,25.94371105593007,16.61173554855651,9.891846227229523,4.668877822577589,6.970368754987066,5.177800976792063,5.2679766959644345,3.496277189448857
2024-04-09,0.40710330540950246,21.564016933074022,25.958944180196752,16.591633682340916,9.908850187731158,4.6651504853738,6.979437417768908,5.147004805342038,5.29346156097574,3.4843974417871593
2024-04-10,0.395684245858802,21.563670248159863,25.960623499769888,16.582754499866766,9.91297458606632,4.68112749607408,6.979888927113192,5.14733777211652,5.293804002237883,3.482134722736684
2024-04-11,0.38924416390050615,21.56005450246406,25.96256144620721,16.583992393479157,9.914212247276504,4.701134629936666,6.980409972028749,5.14772201808416,5.28922255138983,3.4714460752331555
2024-04-12,0.3817156033235971,21.563052412748288,25.97516515397263,16.58457463947024,9.92101678978255,4.681260072361875,6.9837986610667135,5.150221015885588,5.2960224310421,3.463173220346423
2024-04-15,0.3917751307447726,21.562411337571188,25.981892136364465,16.57890899886524,9.928566445389682,4.687203732271648,6.985607307531236,5.151554807061989,5.272990335877435,3.4590897683223467
2024-04-16,0.38691523039043263,21.567630614553767,25.98998206381346,16.581580195829194,9.922939580895406,4.681688535919791,6.987782401477763,5.153158835914851,5.268155723331767,3.460166817873566
2024-04-17,0.3768526209622184,21.531775455915948,25.948872823466758,16.75033360164451,9.902270122656812,4.671796346345487,6.9767295879156945,5.146748811257203,5.229978862660776,3.464641767174593
2024-04-18,0.3713079678279648,21.55066331568007,25.96114025719769,16.748299673015456,9.901477466762259,4.66554514817733,6.974056235194465,5.148186685801892,5.227972633932356,3.45135061641052
2024-04-19,0.36602723668871007,21.53893435086136,25.957200501349703,16.74575801995527,9.896491937294348,4.623788400906531,6.972997881109682,5.147405418168768,5.3018133007337145,3.4495829529319115
2024-04-22,0.3640487694110266,21.517488824384856,25.95804002118242,16.746299619037615,9.899797472483181,4.624435521993344,6.982179779797774,5.147571897945174,5.31790721844596,3.4422308753186455
2024-04-23,0.362763312908701,21.515026589528336,25.95506965640293,16.717019779760882,9.898167124460835,4.6122146434975715,6.981380812661383,5.1370324752628855,5.38894149217184,3.4323841133446393
2024-04-24,0.3605639407040786,21.517381758976676,25.9579108607505,16.708898251372066,9.895270048580926,4.615207394871641,6.986125629488203,5.136102085286436,5.393263203675726,3.429276826293747
2024-04-25,0.3635785714086805,21.504393212892353,25.942241876240946,16.69458542702073,9.89029150971056,4.6216210759647005,6.981908591574118,5.1379745133382695,5.4372486530848665,3.4261565687647764
2024-04-26,0.37675458745791873,21.47943073480009,25.942122548176076,16.699481348560873,9.890246016751528,4.743431276626856,6.9818764764760735,5.123032742055426,5.437223643050534,3.326400626044627
2024-04-29,0.3744984302789278,21.473649513169295,25.94084548411785,16.691946444433157,9.884736952847357,4.73598769135206,6.981532776630754,5.120045691012292,5.4655476724537,3.331209343704608
2024-04-30,0.3510699212062404,21.272755630823443,25.663988308360786,16.5174889412537,9.783176281946666,4.711761005192499,6.907021425480816,6.1213501968017665,5.413119155185795,3.2582691337482865
2024-05-02,0.34950371898181193,21.274113075081754,25.675418136882815,16.496300025366363,9.787533361055335,4.769227336990032,6.905175977999669,6.120631316094085,5.396827926366113,3.22526912518202
2024-05-03,0.3478663089755046,21.26427559592528,25.66354542614447,16.57156231491544,9.786696939335414,4.7429173358593415,6.901982917752426,6.105010826105595,5.394332349603436,3.221809985383096
2024-05-06,0.3431845199030114,21.276788440967817,25.662914206531305,16.57115472138227,9.787194104989137,4.741078961831754,6.916570734622335,6.066982884500708,5.413384521926767,3.2207469033448946
2024-05-07,0.3414593260524194,21.225373197768967,25.64418112964097,16.61239260657515,9.783490698867961,4.751873376379815,6.913733887990828,6.0527229845618695,5.43892654111476,3.2358462510472625
2024-05-08,0.3278181093270867,21.231092810348894,25.654010882183954,16.58368726312482,9.805095689106103,4.756599735226407,6.9236938838661155,6.0515428334025865,5.430632584298068,3.235826209115965
