date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,ICBC INTERNATIONAL SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,17.392127936446304,10.074315796226834,34.4268307438894,15.58235116526207,0.0,4.262938518189831,12.643252740861243,2.999258123439203,1.2614708392501608,1.3574541364349535
2024-03-04,17.309059113414346,10.05929739715926,27.96521021005433,15.506872728138433,0.0,5.586608792859064,17.98828927010612,2.976071398358611,1.2571777524818282,1.3514133374280095
2024-03-05,17.532395522829784,10.231863837855625,28.15862477215299,15.5952311869015,0.0,5.856581460197234,16.99828345238439,3.0016297350601486,1.2662763160268042,1.359113716591522
2024-03-06,17.484135998157132,10.111472972160117,28.136095965595597,15.424771506521784,0.0,5.999455871256822,17.263221452205205,2.982893084761791,1.2634081629441334,1.33454498639742
2024-03-07,17.555257165523457,10.3093700840203,28.081301888957128,15.435205921204654,0.0,5.979302564680305,17.01419857022712,3.0013943199812796,1.2870402475599407,1.3369292378458215
2024-03-08,17.400539359954877,10.28366788362627,27.89164884494057,15.399110222560786,0.0,6.660575747244329,16.732384524816595,3.012646739120808,1.2856238895870702,1.3338027881486938
2024-03-11,17.3136286575078,10.314255055080967,27.82842486067522,15.358763854260015,0.0,6.620557386830623,16.92586305755206,3.0169377174848835,1.2911552963566573,1.3304141142517727
2024-03-12,17.426861490081016,10.307051592069486,27.861321544113547,15.387553283815661,0.0,7.262235838808492,16.109402855556148,3.020045288309298,1.292620181397135,1.3329079258492122
2024-03-13,17.48690242522027,10.530672022901642,28.03009388237961,15.299161117218624,0.0,7.427357341956134,15.626591001212631,2.9974820498073727,1.2696013885018977,1.3321387708018253
2024-03-14,17.728822985121656,10.47204485953929,27.962457790784995,15.370920910977837,0.0,7.39680028666341,15.435945345165717,3.006739694137788,1.2946004061708547,1.3316677214384511
2024-03-15,17.59347977255155,10.845075358935532,27.484558989058193,15.20111879242825,0.0,7.401656428677179,15.891399356303069,2.9611951142025297,1.2876922305604337,1.3338239572832657
2024-03-18,17.62293714696157,11.047582957247272,27.41806584100206,15.258529459062032,0.0,7.440675528057289,15.58057964850487,2.980176946797302,1.3095349698389973,1.3419175025286092
2024-03-19,17.80802565721379,11.26352060889986,27.643681813035286,15.340354933935307,0.0,7.496680695917989,14.751156445829816,3.0130038407006556,1.327363959820994,1.3562120446463035
2024-03-20,17.827222482728434,11.447495650683225,27.459139373415425,15.29662184928579,0.0,7.809569892150112,14.496090019786593,3.0059804477858565,1.3134161894470384,1.344464094717527
2024-03-21,17.993271553363606,11.527600806231161,27.371499421718127,15.3296122109571,0.0,7.712402390034083,14.448461335223946,3.0376486304761774,1.2268538761915941,1.352649775804204
2024-03-22,18.006931914057834,11.59811773882023,27.345893898463586,15.323572369936494,0.0,7.724820110168758,14.39535861399369,3.051908195605341,1.1965163679499216,1.3568807910041432
2024-03-25,18.062075418177834,11.57578032155783,27.338540096996315,15.33956544004569,0.0,7.720225165703287,14.374807023632211,3.0657970400293095,1.1649125389787682,1.3582969548787576
2024-03-26,18.11802637522695,11.130944164004472,27.337964222053923,15.396015409593542,0.0,7.7776715842552075,14.600216293929618,3.0884601099187945,1.19808966403261,1.3526121769848818
2024-03-27,18.307220335288505,11.221735604398996,27.760004912428982,15.63092893713392,0.0,7.9170770636346335,13.3916106967004,3.1594488349838503,1.2387231830637535,1.3732504323669592
2024-03-28,18.198023627958623,11.251097573435514,27.74003381670137,15.614879100490576,0.0,8.000533284204108,12.581071578166044,4.018445819456574,1.2256929385871937,1.3702222609999988
2024-04-02,11.537237199428654,7.207092274700412,17.764163307996846,9.958797270319511,0.0,5.06388599586478,7.943579348715127,2.514330251673023,0.7810189181019177,0.866659106728026
2024-04-03,11.542534710837565,7.2397029293474775,17.868951558007016,9.958797270319511,0.0,5.109555222531361,7.873617798692763,2.5122662861890315,0.7752398147467415,0.8670031009753579
2024-04-05,11.402047460227212,7.379777386861034,17.84466556414538,9.984596838869404,7.939393145121647,5.154687267781308,7.622363815651312,2.51666941255488,0.8981833587431679,0.8670031009753579
