date,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CCB INTERNATIONAL SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CLSA LTD
2024-03-01,0.0,80.97900693072621,15.609200790169753,0.0,0.0,0.0,2.6350152342049755,0.0,0.7767770448990524,0.0
2024-03-04,0.0,62.36719958741619,12.062919030428056,0.0,0.0,17.6250644662197,2.0216606498194944,5.407426508509541,0.5157297576070139,0.0
2024-03-05,0.0,62.60530259961755,12.075559460437232,0.0,0.0,17.65465915551191,1.8889865109307975,5.42146880975761,0.35402346374489635,0.0
2024-03-06,0.0,62.77080810943095,12.457817048352611,0.0,0.0,17.599629047631314,1.6795898915479532,5.404569927097555,0.0875859759396172,0.0
2024-03-07,0.0,62.76434072585838,12.528655693789764,0.0,0.0,17.597815727790227,1.622749401128197,5.404013085026917,0.0824253664065116,0.0
2024-03-08,0.0,62.489100887316,13.048161255577782,0.0,0.0,17.536031184284763,1.3412319844078577,5.457249833307689,0.12822485510591372,0.0
2024-03-11,0.0,61.55470104802835,12.372766342456458,2.5233104626906937,0.0,17.09769031641911,1.1611249340269925,5.184850084194124,0.10555681218427204,0.0
2024-03-12,0.0,61.44348524392692,12.123569564344509,2.5095362377032724,0.0,17.03975105400522,1.1594057418189119,5.618851636217627,0.10540052198353746,0.0
2024-03-13,0.0,61.26013724267,12.411728009981285,2.4953212726138494,0.0,16.968184653774173,1.1528384279475983,5.611977542108546,0.09981285090455397,0.0
2024-03-14,0.0,61.17257188418797,12.398465141775054,2.4916529625753725,0.0,16.948223451437684,1.151143668709822,5.738276772811083,0.0996661185030149,0.0
2024-03-15,0.0,61.27873921500174,12.278689342177447,2.493641214902,0.0,16.966734826193207,1.1520622412847241,5.737868435489501,0.092264724951374,0.0
2024-03-18,0.0,61.128378546385854,12.338065991993435,2.4865106795633687,0.0,16.928164706467413,1.1487679339582764,5.878111246487803,0.09200089514384464,0.0
2024-03-19,0.0,61.1597591919996,12.23692721030897,2.4876859545251007,0.0,16.941141350315934,1.1493109109905966,5.93064331558784,0.09453206627195382,0.0
2024-03-20,0.0,61.14397931788804,12.270060654270658,2.485830764641543,0.0,16.92850750720891,1.1484538132643929,5.926220542905439,0.09694739982102019,0.0
2024-03-21,0.0,61.14315548704688,12.286808214410025,2.4862015812242055,0.0,16.908656953905822,1.1511113321068072,5.927104569638506,0.09696186166774402,0.0
2024-03-22,0.0,61.153922640946604,12.289947300387789,2.485830764641543,0.0,16.891220045739285,1.1559113055583177,5.926220542905439,0.09694739982102019,0.0
2024-03-25,0.0,61.15488826468468,12.274727186855253,2.4857689726316834,0.0,16.890800169032293,1.170797186109523,5.926073230753934,0.09694498993263566,0.0
