date,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,IFAST SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,49.15326515749107,32.26188075869894,4.087563470231336,0.0,7.260613220988224,0.0,7.236677392590426,0.0,0.0
2024-03-04,47.081232000648995,30.997567787227204,3.9106571180907657,0.0,6.487090042950563,4.612040279486637,6.911412771595842,0.0,0.0
2024-03-05,44.47690354392772,29.306034078740694,3.7359721303047433,0.0,6.112117863929309,4.377717877563078,6.541652583173089,0.0,5.449601922361369
2024-03-06,42.285245998982454,27.873350706276256,3.5602274766902515,5.069507516204475,5.636815974110626,4.159924642273472,6.226324192070434,0.0,5.188603493392028
2024-03-07,43.254213605446296,27.76200403919777,3.4780673309455867,5.051854974846631,7.444711505325696,4.160568701831961,3.6830867082689913,0.0,5.165493134137071
2024-03-08,43.75798206114053,27.70100201180649,3.4746182616475614,5.042431773190875,7.045079964024324,4.151426597913451,3.6733164413602184,0.0,5.154142888916546
2024-03-11,43.68536478483852,27.664575647239975,3.4683740570645947,5.00229828988471,7.277035728691905,4.08733769584043,3.667648521120815,0.0,5.147365275319047
2024-03-12,43.73833410080007,27.663660955362918,3.482495476859831,4.997104620763948,7.115982845150228,4.187704998628945,3.667525034519252,0.0,5.14719196791481
2024-03-13,43.721435093851724,27.658440040678485,3.4763929308654964,5.016488585257113,7.128849422786483,4.186407672044191,3.66638885665355,0.0,5.145597397862956
2024-03-14,43.68454156485661,26.677082066197965,3.4644561523336685,5.0150533589830815,8.164838840460497,4.183115373501169,3.664342137341048,0.0,5.146570506325958
2024-03-15,44.22569712600744,26.819562507979853,3.4922115775561147,5.04183841052562,7.357262159953047,4.205457102066612,3.683913134096719,0.0,5.174057981814594
2024-03-18,44.242692164310554,26.775334214336727,3.4723349072903393,5.043209130239799,7.4014373953149875,4.195387696701887,3.685820447159386,0.0,5.183784044646324
2024-03-19,44.22601207375313,26.85201553565148,3.4817459795505457,5.044663063704346,7.3335325946088785,4.196597207236043,3.6852010489642817,0.0,5.180232496531289
2024-03-20,44.16453422255229,26.90894058426585,3.4684990795816537,5.048714619500688,7.338277339604842,4.197868155981676,3.6863171202523497,0.0,5.186848878260646
2024-03-21,44.19807814559359,26.931971774602353,3.459324480937399,5.056078045722939,7.297787562337195,4.1949038055595675,3.6837140047409975,0.0,5.178142180505954
2024-03-22,44.204073261296,26.90809932812237,3.4634515427207537,5.059650949365971,7.265088055121795,4.197868155981676,3.711554804556849,0.0,5.1902139028345795
2024-03-25,44.215656202714555,26.92919564961714,3.4501075413916156,5.059821213593205,7.24430042402419,4.198009420030276,3.712520987943889,0.0,5.190388560685129
2024-03-26,44.22198819946412,26.95827742197568,3.4455531917686364,5.060545816013013,7.294139345407158,4.198610604865811,3.629753559226998,0.0,5.191131861278579
2024-03-27,44.33755647649858,26.919931976036953,3.452135431971666,5.064644955393736,7.2093902118385635,4.194340347099736,3.636148455776691,0.0,5.185852145384074
2024-03-28,44.323689452182975,26.931573491513706,3.4450040462190556,5.066518764971515,7.083405927593196,4.236253450049207,3.6366528922562162,0.0,5.276901975214134
2024-04-02,44.61100912930386,26.897155631630287,3.4450361741399003,5.06498442047284,6.847229908659918,4.232160996175766,3.6306195419992,0.0,5.27180419761823
2024-04-03,44.5853315328398,26.718949970449103,3.4137249888365147,5.066324039780648,7.026527935929488,4.284796055131658,3.6328955410233315,0.0,5.271449936009456
2024-04-05,44.466857165476995,26.659825437964997,3.394895445942328,5.046552336070496,7.173058485460655,4.278004365057267,3.6338464366680916,0.0,5.3469603273591675
2024-04-08,44.75754022302995,26.738341433011765,3.3983725422244433,5.054239637650207,6.762324809194142,4.287423066487211,3.6409263453122604,0.0,5.36083194309002
2024-04-09,44.9249201235029,26.622923815691536,3.400125491418483,5.056437548537232,6.748186823669777,4.285216197260686,3.6503021736618506,0.0,5.311887826257535
2024-04-10,45.03424795546624,26.583976336066545,3.409515276240422,5.055418686125111,6.6721048757159895,4.284352734463155,3.6495666448153203,0.0,5.310817491107218
2024-04-11,44.870501965856825,26.47903136294382,3.4037004797166244,5.067787646601943,7.077017577998748,4.165660488706078,3.6397573651389394,0.0,5.296543113037019
2024-04-12,44.68406915012476,26.375875232544878,3.393537637083912,5.047282735214682,7.377400740274805,4.148120330342129,3.6244316032906143,0.0,5.3492825711242125
2024-04-15,44.68444172588592,26.376095154588185,3.3960673323503388,5.04732481945729,7.374127053107389,4.148154917368754,3.6244618238007202,0.0,5.349327173441402
2024-04-16,44.623422231592436,26.340076891282067,3.3914297828319215,5.032105757320509,7.598035052379397,4.142490343626027,3.6136837572079332,0.0,5.258756183759706
2024-04-17,44.552137847852045,26.298028354729162,3.3854233367517432,5.014019028889944,7.850257012757665,4.137185237125994,3.610719060257708,0.0,5.152230121635741
2024-04-18,43.06579483480463,24.81861937515858,3.259239630810314,4.850591117052528,8.288791463654253,4.020586431594076,3.5389521745576067,3.0799573324208964,5.077467639947119
2024-04-19,43.3701902586829,24.97784827754165,3.240175192920776,4.884875814334885,7.7960137262953895,4.032811753108042,3.5639660132988062,3.101726927556095,5.032392036261463
2024-04-22,43.38404370720937,24.98047628471877,3.2285795448472125,4.887326055924471,7.8151545491147365,4.033497545243032,3.5645720767629405,3.1022543858313703,5.004095850348091
2024-04-23,43.25980352552688,24.901546239496163,3.2349323572735567,4.874535685408161,8.181050212225783,4.0242752426522435,3.423114286508361,3.0951613038748738,5.005581147033977
2024-04-24,43.18093910467381,24.650116280535155,3.234592627132254,4.874023765369566,8.265014277769753,4.023852616320119,3.4227547936436538,3.3436510698552446,5.005055464700448
2024-04-25,43.089725340086055,24.64553705908997,3.2372225018625334,4.879579845996085,8.35555558427343,4.023105110223872,3.4221189527423665,3.3430299239543477,5.0041256817713355
2024-04-26,43.13238484326367,24.63644035150649,3.24333922756937,4.885143258398801,8.311713767186625,4.02769202007555,3.4227862087167633,3.3468414517351337,4.993658871547595
2024-04-29,46.10518498491376,26.306791210394515,3.4668789031559233,5.220111804467685,2.0320698831512276,4.305291402797221,3.669065966986946,3.5775147793972484,5.317091064735472
2024-04-30,46.09523105110011,26.298153575078604,3.465740579769752,5.218397820359373,2.0590525558691897,4.340168270302535,3.717976678011185,3.57634012956046,5.228939339948799
2024-05-02,41.01339004037442,28.642849859906672,3.803796346775295,5.6816150971962145,2.389130247480032,4.723705552301071,4.160209430781253,3.8931535804408868,5.692149844744158
2024-05-03,41.01609062887554,28.644735891539135,3.805928142270598,5.685751869288286,2.3770589262278303,4.724016591814865,4.16048336604337,3.893409931007911,5.692524652932464
2024-05-06,41.103784715097824,28.675221476591073,3.810400649342812,5.695705043872883,2.197038731246907,4.735419960653205,4.173355219485112,3.9028082869660725,5.706265916744114
2024-05-07,41.41370285582429,28.856546899763785,3.834117171987054,5.733053600597518,1.612966887497647,4.764893946478343,4.25910548272114,3.783830557259186,5.741782597871035
2024-05-08,41.308272458463954,28.82093986987535,3.828141887121582,5.718458476821618,1.745140578455426,4.760334658151189,4.317349082249119,3.7741977369198687,5.727165251941894
2024-05-09,41.3369804422271,28.78042980754231,3.8299944414910128,5.717918542852772,1.737980670928695,4.761461206302471,4.331623372394354,3.7750909126708256,5.7285206035904634
2024-05-10,41.39038255247785,28.734317794477864,3.8442300199434225,5.708506454633542,1.7588227966153356,4.761506279319235,4.307998838306062,3.7751266484940578,5.7191086157326225
2024-05-13,41.23142770627282,28.68760894441439,3.8379810612976892,5.7266344355644465,2.0149164301124536,4.715962939146878,4.306666500332102,3.768990020304158,5.709811962555065
2024-05-14,41.247244909227604,28.659562301735576,3.8423777965022263,5.728962603377359,2.008171860179805,4.717880217654062,4.313144713931948,3.7705223062133064,5.712133291178112
2024-05-16,41.388838911903605,28.770232138668295,3.849809416878658,5.7214791466916886,1.7166145514255586,4.706693297441001,4.328943203117349,3.7843332399586114,5.733056093915232
2024-05-17,41.28347410903442,28.68386249152332,3.8493306410130543,5.693825264269532,1.96730930840549,4.6955768897635854,4.322129273069734,3.779204972023649,5.725287050897211
2024-05-20,41.27550181074133,28.556607556973724,3.9440576829333933,5.682399685233493,2.117017026351081,4.691741852043064,4.360941358059788,3.7791691589472305,5.592563868716895
2024-05-21,41.22036675049853,28.498226206716947,3.9821394233317027,5.67360235233909,2.2408997515326696,4.6843132475028355,4.34166756252186,3.773947723442688,5.584836982113684
2024-05-22,41.351627444348196,28.51630663897602,3.9704619598874444,5.662051095385401,2.1315310927037054,4.664558934988207,4.350103650552381,3.7763420691703145,5.577017113988337
2024-05-23,41.363662040071716,28.517610467521017,3.960805559041309,5.6728895891567,2.1078802496549103,4.6688031069245,4.34647940400065,3.779778073571845,5.5820915100573565
2024-05-24,41.282830381543704,28.514356040729538,3.961143448179637,5.675269270550552,2.194316124081326,4.669201394049508,4.346850194275175,3.7801005195837263,5.575932627006828
2024-05-27,41.3500910652699,28.733429122194625,3.977694517620009,5.69053460670213,1.9615694683262304,4.678634955538722,4.242608212666468,3.7877377593764554,5.57770029230546
2024-05-28,41.37415911087893,28.77510880752579,4.014101348882535,5.657002786582883,1.9089366462073918,4.682326129432954,4.213637260593977,3.7907260666217253,5.5840018432738185
2024-05-29,41.42436874489112,28.75593981922314,3.9985867408729234,5.665600503778146,1.843937662784646,4.681040131305174,4.219332334051511,3.802512266076489,5.6086817970168505
2024-05-30,41.36013204782293,28.789249139309465,4.035406062616445,5.6620931432065325,1.7793360642142886,4.666383027497691,4.211813938271666,3.7906059769933464,5.704980600067633
2024-05-31,41.30922041268723,28.752621622226275,4.039317413183588,5.658836274644007,1.8782020193363953,4.662136361895539,4.212720825814319,3.7871563167492224,5.699788753463423
2024-06-03,41.2568306010929,28.74254016484416,4.035058192779122,5.656852131511435,1.8017321373337458,4.679454522297629,4.262416380099828,3.8616397688057593,5.703476101235422
2024-06-04,41.22590927753209,28.732935185900608,4.055520962583534,5.652352751353292,1.7557953328273164,4.6757325503706495,4.268494993614188,3.8585682751641146,5.774690670654201
