date,THE HONGKONG AND SHANGHAI BANKING,SHANGHAI COMMERCIAL BANK LTD,NANYANG COMMERCIAL BANK LTD,PRUDENTIAL BROKERAGE LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,CMB WING LUNG BANK LTD,EAST ASIA SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,ABCI SECURITIES CO LTD
2024-03-05,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,89.14181389401642,0.0,0.0,10.858186105983583,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,89.1368299085564,0.0,0.0,10.863170091443603,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,66.0201423156559,0.0,25.933935071076025,8.04592261326807,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,62.3287668025014,0.0,24.445086958365458,7.600618235357774,0.0,0.0,0.0,0.0,0.0,5.625528003775366
2024-05-06,62.316664690718824,0.0,24.452940090577876,7.60305997999137,0.0,0.0,0.0,0.0,0.0,5.627335238711923
2024-05-13,62.450415184358846,0.0,24.29079314952951,7.61937845644619,0.0,0.0,0.0,0.0,0.0,5.639413209665455
2024-05-17,58.98891023851759,0.0,22.908971540638078,7.185937616016362,0.0,0.0,0.0,5.471061678888812,0.0,5.445118925939159
2024-05-20,58.94342661167744,0.0,22.863847392328836,7.1717833658287935,0.0,0.0,0.0,5.586549037466495,0.0,5.434393592698437
2024-05-27,58.9851336567864,0.0,22.8092675828187,7.176857958697662,0.0,0.0,0.0,5.590501954120698,0.0,5.438238847576539
2024-05-29,20.044853501854714,66.01882683445982,7.749530935036426,2.4389037960442654,0.0,0.0,0.0,1.89981416884166,0.0,1.8480707637631193
2024-05-31,19.65362328654851,64.73028861519475,7.598277614279761,2.3913019087493925,0.0,0.0,0.0,1.8627340920903415,1.9517738818595396,1.812000601277709
2024-06-20,19.642797465038445,64.7390103345741,7.599301401544362,2.3916241113016388,0.0,0.0,0.0,1.8629850757392197,1.95203686267507,1.8122447491271572
2024-06-25,19.64345915194742,64.74119113166854,7.59955739146961,2.3917046755068365,0.0,0.0,0.0,1.8630478322197275,1.9487340208178945,1.8123057963699691
2024-07-03,19.641805018253844,64.73573941439284,7.598917448991036,2.391503275170051,0.0,0.0,0.0,1.8628909489453418,1.956990708272957,1.812153185973926
2024-07-11,19.64315835381708,64.73464918111445,7.598789473428267,2.3914629991729033,0.0,0.0,0.0,1.8628595754610047,1.9569577500274038,1.8121226669789041
2024-07-24,19.214078227250017,63.32060206284594,7.432803459861286,2.339224493130103,0.0,2.1843744210496596,0.0,1.8221677473945601,1.9142104655050562,1.772539122963374
2024-07-30,19.21274738555954,63.321645186390775,7.432925905511524,2.3392630287735736,0.0,2.1844104057420837,0.0,1.8221977652089523,1.9142419996020372,1.7725683232115246
2024-08-20,19.21338041584777,63.32373153658833,7.433170808915183,2.3393401038695836,0.0,2.1844823786838505,0.0,1.8222578038048585,1.9110102256962795,1.7726267265941353
2024-08-26,19.214013487852114,63.32581802427446,7.433415728457751,2.3394171840447715,0.0,2.184554356368568,0.0,1.8223178463572525,1.9077782388196092,1.7726851338254745
2024-08-28,19.245943194022235,63.30078924329654,7.430477758764031,2.338492557057829,0.0,2.183690937083578,0.0,1.821597596770723,1.9070242120232155,1.7719845009818478
2024-08-29,19.249932632716327,63.297662036714456,7.430110675837688,2.3383770300730315,0.0,2.183583057659746,0.0,1.8215076056021666,1.906930000580683,1.7718969608159023
2024-09-04,19.25468876531457,63.313301160214216,7.431946453254064,2.33895477917127,0.0,2.1841225613951436,0.0,1.8219576503823873,1.8826938821075785,1.7723347481607654
2024-09-12,18.78775338873963,61.76735560707567,7.250477719827922,2.2818436086337877,2.4385251144749316,2.130791989470706,0.0,1.777470200257367,1.8367234117383235,1.7290589597816586
2024-09-27,18.78926304225315,61.772318803232416,7.251060317913917,2.282026961754823,2.4387210574347256,2.1309632051316165,0.0,1.7776130254306313,1.8288356918852036,1.7291978949635138
2024-10-08,18.77538337443923,61.726687462441866,7.245703944527423,2.2803412236766274,2.436919569101102,2.129389058165639,0.0,1.8501701076339927,1.827484727143663,1.7279205328704583
2024-10-09,18.75099287004387,61.64650028267364,7.236291280594977,2.363983454697916,2.4337538442647073,2.1266228364514492,0.0,1.89106888534319,1.825110699759992,1.725675846170256
2024-10-22,18.743477729061002,61.6217932101503,7.233391074214243,2.403114632146975,2.4327784290755483,2.1257705151613666,0.0,1.8903109708487325,1.82437922040244,1.7249842189393898
2024-10-24,18.73987260067798,61.609940848548796,7.231999800735324,2.421886458091994,2.432310507450168,2.1253616435671634,0.0,1.88994738764223,1.8240283185365247,1.7246524347498249
2024-10-28,18.737267582660916,61.61191592551554,7.23223164248088,2.4219640983574044,2.432388481887297,2.1254297779099396,0.0,1.8900079751302596,1.8240867928065694,1.7247077232512027
2024-11-07,18.73876939029529,61.616854171996614,7.232811311882852,2.414143137343877,2.432583439854126,2.1256001328804657,0.0,1.8901594608468162,1.8242329948853468,1.7248459600146162
2024-11-15,18.382061617844585,60.44392705286062,7.095128844166794,2.3681879519758846,2.386277228274394,2.0851375991500816,1.903581633463301,1.8541787325069674,1.7895072306431319,1.6920121091142442
2024-11-18,18.430803352058742,60.40783030886452,7.09089167656378,2.366773684597751,2.3848521580909585,2.083892367713558,1.9024448261403961,1.8530714282947212,1.7884385478567335,1.691001649818845
2024-11-26,18.426957437108335,60.410678484245096,7.09122600578892,2.366885275868376,2.3849646017455024,2.0839906213821164,1.9025345247190246,1.853158798961629,1.7885228711409111,1.6910813790400885
2025-01-10,18.403874329329312,60.427773178259734,7.093232643386763,2.367555044534677,2.3856394864037376,2.0845803380165884,1.9030728938677972,1.8536831960288964,1.789028977875473,1.6915599122970204
2025-01-13,48.70291089131662,37.98916725379148,4.459307154423153,1.4884123613832598,1.4997815191516346,1.3105144695844637,1.196406067257016,1.1653562139671836,1.1247100048168324,1.0634340643083584
2025-01-16,48.690880328871714,37.97978319356771,4.458205619171964,1.5127466318599905,1.499411044063192,1.3101907471236756,1.1961105317820682,1.1650683484074846,1.124432179658177,1.0631713754940233
2025-01-20,48.68655078124662,37.97640606670091,4.457809199690117,1.5215040264899777,1.4992777178328793,1.3100742461855264,1.1960041747501715,1.1649647516175552,1.1243321961984383,1.0630768392878027
2025-02-24,48.68553681809924,37.97715648743481,4.457897286815722,1.52153409168799,1.499307343834965,1.3101001334923863,1.1960278080115438,1.164987771534246,1.1243544132083978,1.0630978458806997
2025-02-26,48.691309713244515,37.981659634707,4.458425882683963,1.5217145078309628,1.4876276087923972,1.3102554788206862,1.1961696271960027,1.165125910141523,1.1244877337088544,1.0632239028741013
2025-02-27,48.69452474423625,37.98879311641561,4.459263236811961,1.5220003068906074,1.4750554922300203,1.3105015629460683,1.1963942844184112,1.165344736923927,1.1246989280789033,1.0634235910482426
2025-03-12,48.68996081528514,37.99217244682542,4.459659914953732,1.5221356979230378,1.4751867072403468,1.3106181398999666,1.196500710847255,1.1654484013097721,1.1247989767768942,1.0635181889384342
2025-03-19,48.68488883070373,37.99592796360004,4.460100751224497,1.522286160657297,1.4753325290785817,1.310747694176348,1.196618984644225,1.165563605593686,1.1249101628753273,1.0636233174462673
2025-03-25,48.67118946236633,38.00607156848823,4.461291444601567,1.5226925586627689,1.4757263920806383,1.3110976186927479,1.196938440723665,1.1658747709558932,1.1252104751676826,1.0639072682604802
2025-04-01,48.67453217584424,38.00945397377733,4.461688483683896,1.5228280728885637,1.4758577264845334,1.3112143017209321,1.1970449639907526,1.1659785296667773,1.1173998197169333,1.0640019522260356
2025-04-09,48.679345830026044,38.01321290804727,4.462129721112739,1.5229786725429117,1.4760036810196726,1.3113439738908448,1.1971633454160924,1.1660938387858244,1.1076208527584814,1.0641071764001122
2025-04-29,48.67982724780969,38.013588842365934,4.462173849655636,1.5269495620275493,1.4760182780609568,1.3113569425184781,1.1922303999953163,1.1661053709521223,1.1076318066521085,1.064117699962204
