date,GOLDMAN SACHS (ASIA) SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-08,0.0,61.56416026990094,0.0,0.0,0.0,38.43583973009906,0.0,0.0,0.0
2024-03-11,0.0,61.56478368942432,0.0,0.0,0.0,38.43521631057568,0.0,0.0,0.0
2024-03-12,0.0,43.91962576901335,0.0,0.0,0.0,27.416362748226415,0.0,28.664011482760237,0.0
2024-03-14,0.0,34.467702365425126,0.0,0.0,21.49810833025935,21.53005475400845,0.0,22.50413455030708,0.0
2024-03-18,0.0,34.46676313612139,0.0,0.0,21.497522516528438,21.532193024533587,0.0,22.50352132281658,0.0
2024-03-20,0.0,34.48164101658785,0.0,0.0,21.492641976734713,21.527304613563363,0.0,22.498412393114076,0.0
2024-03-21,0.0,34.47985602762625,0.0,0.0,21.493227524499943,21.527891105681057,0.0,22.499025342192752,0.0
2024-03-22,0.0,34.4717448265396,0.0,0.0,21.494398715751956,21.533605117157393,0.0,22.500251340551053,0.0
2024-03-25,0.0,34.467076206868455,0.0,0.0,21.497717784224676,21.531480280640192,0.0,22.503725728266676,0.0
2024-03-26,0.0,29.327490252429012,0.0,0.0,18.29206820393662,18.324660581725638,14.907716502424373,19.14806445948436,0.0
2024-04-02,0.0,29.326356963710325,0.0,0.0,18.291361351957182,18.32781672430588,14.907140430391339,19.147324529635274,0.0
2024-04-05,0.0,29.324997132856474,0.0,0.0,18.290513201688942,18.326966883642196,14.911086092514608,19.14643668929778,0.0
2024-04-08,0.0,29.32477050664121,0.0,0.0,18.29037185095791,18.326825251193835,14.911743667293981,19.14628872391306,0.0
2024-04-10,0.0,29.3234108229045,0.0,0.0,18.289523792449202,18.326748275633967,14.914916129383245,19.14540097962908,0.0
2024-04-11,0.0,29.322237236671057,0.0,0.0,18.287827911338375,18.332775957979873,14.913533156003489,19.14362573800721,0.0
2024-04-12,0.0,29.320918396835978,0.0,0.0,18.287969222752093,18.33291761671051,14.91442110146669,19.143773662234725,0.0
2024-04-15,0.0,29.320691833657765,0.0,0.0,18.287827911338375,18.333548659486517,14.914305857510133,19.14362573800721,0.0
2024-04-17,0.0,29.32001216513052,0.0,0.0,18.2874039901999,18.335441729302975,14.913960136326113,19.143181979040495,0.0
2024-04-23,0.0,29.321371533696595,0.0,0.0,18.288251852131175,18.331655501901352,14.914651594722883,19.144069517547994,0.0
2024-04-25,0.0,29.33293125775343,0.0,0.0,18.274590204486508,18.330379350734002,14.910482268064953,19.151616918961107,0.0
2024-04-26,0.0,29.332477763533742,0.0,0.0,18.27430767489708,18.33164198284408,14.910251748398784,19.151320830326316,0.0
2024-04-29,0.0,29.332395410412644,0.0,0.0,18.272330212351275,18.337387600743497,14.908638310291822,19.149248466200767,0.0
2024-04-30,0.0,29.330210502752944,0.0,0.0,18.272895157979093,18.337954557821785,14.909099256976358,19.149840524469816,0.0
2024-05-02,0.0,29.302732156462312,0.0,0.0,18.237512370291306,18.466765845004684,14.880229967842643,19.112759660399053,0.0
2024-05-07,0.0,29.282000952564097,0.0,0.0,18.24286032218644,18.4721810229847,14.884593433234238,19.118364269030526,0.0
2024-05-08,0.0,29.281097124894707,0.0,0.0,18.241525574136737,18.475469144944235,14.884134000580904,19.117774155443414,0.0
2024-05-10,0.0,29.27703059075799,0.0,0.0,18.238992206410227,18.48679120320891,14.882066904571808,19.115119095051057,0.0
2024-05-13,0.0,29.275901198388322,0.0,0.0,18.238288618026683,18.48993566131087,14.881492813126476,19.114381709147647,0.0
2024-05-14,0.0,29.274769844349933,0.0,0.0,18.243386862016436,18.49802961713428,14.876213249289991,19.107600427209363,0.0
2024-05-16,0.0,29.268223640488927,0.0,0.0,18.245075438062795,18.4997417624696,14.877590165623742,19.109368993354934,0.0
2024-05-17,0.0,29.26777214483786,0.0,0.0,18.242480066344733,18.503312917354158,14.877360661867698,19.10907420959555,0.0
2024-05-20,0.0,29.269540516600657,0.0,0.0,18.244163398614166,18.49959907158616,14.877475412860624,19.10922160033839,0.0
2024-05-21,0.0,29.25626371037157,0.0,0.0,18.2376199180454,18.534587375833723,14.87151070754384,19.100018288205465,0.0
2024-05-22,0.0,29.25513591961148,0.0,0.0,18.236916881614185,18.537727761104183,14.870937430226864,19.099282007443293,0.0
2024-05-24,0.0,29.262996623164454,0.0,0.0,18.234318343916716,18.5358699737926,14.8694471160295,19.097367943096728,0.0
2024-05-27,0.0,29.254705412399822,0.0,0.0,18.231933254541065,18.535012659078724,14.868759379450758,19.10958929452963,0.0
2024-05-28,0.0,29.251978568005814,0.0,0.0,18.232635995907494,18.535727082499488,14.869332488848293,19.110325864738904,0.0
2024-05-29,0.0,29.268787638321893,0.0,0.0,18.219452650089313,18.53943426369007,14.866123645143729,19.106201802755,0.0
2024-06-03,0.0,29.244764322853246,0.0,0.0,18.21889098039893,18.56506654845148,14.865665351954279,19.10561279634207,0.0
2024-06-04,0.0,29.238229486146977,0.0,0.0,18.214819910575564,18.56091812458334,14.884688893018922,19.101343585675203,0.0
2024-06-05,0.0,29.24328914229154,0.0,0.0,18.211732726218823,18.557772280904274,14.889099703951555,19.09810614663381,0.0
2024-06-06,0.0,29.23530102451514,0.0,0.0,18.210684185287956,18.55905908805702,14.895525281276312,19.099430420863573,0.0
2024-06-07,0.0,29.23129446803477,0.0,0.0,18.203391276810205,18.551626664432227,14.921905998240378,19.091781592482423,0.0
2024-06-11,0.0,29.21931746394027,0.0,0.0,18.20072801710822,18.548912455911935,14.942053706816335,19.088988356223243,0.0
2024-06-13,0.0,29.224767368766972,0.0,0.0,18.199326614466763,18.547484244090555,14.940903212533152,19.08751856014256,0.0
2024-06-14,0.0,29.22735060051692,0.0,0.0,18.208559467586618,18.542772705131195,14.938647388214804,19.08266983855046,0.0
2024-06-17,0.0,29.214818206987285,0.0,0.0,18.21178383229236,18.54605625218847,14.941292718147459,19.086048990384423,0.0
2024-06-18,0.0,29.213658998339298,0.0,0.0,18.210101412595264,18.544342952127945,14.947610831590671,19.084285805346816,0.0
2024-06-19,0.0,25.775413054572244,0.0,0.0,16.066898217096824,16.361801835364595,13.188380249976547,16.83819714306542,11.769309499924374
2024-06-21,0.0,25.606058297399017,0.0,0.0,15.96217355197421,16.258529017442587,13.10241787649746,17.378224572107907,11.692596684578817
2024-06-26,0.0,25.607564315904686,0.0,0.0,15.961850416404166,16.258199882502097,13.102152633342717,17.377872770237992,11.692359981608343
2024-06-27,0.0,25.606543938423087,0.0,0.0,15.963659355903111,16.257980466611617,13.101975810538963,17.377638243571074,11.69220218495215
2024-06-28,0.0,25.639863326817686,0.0,0.0,15.984431365103474,16.279135448204663,13.119024179964283,17.400250130571944,11.57729554933795
2024-07-03,0.0,25.63885846485861,0.0,0.0,15.984647369911087,16.27935543548105,13.11920146323632,17.400485267975082,11.577451998537844
2024-07-09,0.0,25.636606611415026,0.0,0.0,15.983243443005613,16.27792562445233,13.118049207607132,17.407739959206477,11.576435154313417
2024-07-11,0.0,26.146906352504327,0.0,0.0,16.301391828022428,16.60193969376876,13.379165556416654,17.754243118878854,9.816353450408982
2024-07-15,0.0,26.147086521957746,0.0,0.0,16.30150415537833,16.602054092097948,13.378568681658862,17.75436545733968,9.816421091567436
2024-07-22,0.0,26.10230086101976,0.0,0.0,16.273582358536114,16.74558894958258,13.354965506998997,17.723955147920552,9.799607175941992
2024-07-26,0.0,26.104276104678547,0.0,0.0,16.27481383198095,16.746856141258956,13.348408803210358,17.725296375661394,9.800348743209796
2024-07-29,0.0,26.10463527200783,0.0,0.0,16.273661861652833,16.747086560350834,13.348592463248307,17.725540257059766,9.800483585680432
2024-07-30,0.0,26.10445568710776,0.0,0.0,16.273549908204384,16.750411062887103,13.345748862297768,17.725418315521697,9.800416163981295
2024-07-31,0.0,26.115673129903094,0.0,0.0,16.274109690850675,16.73791589021077,13.345519967291333,17.72602803999038,9.800753281753753
2024-08-02,0.0,26.113131546352943,0.0,0.0,16.27466951200945,16.73849166606869,13.345979046441864,17.72663780640748,9.801090422719573
2024-08-06,0.0,26.116181425630984,0.0,0.0,16.273997731240545,16.737800739792526,13.34542815525117,17.725906091740907,9.800685856343868
2024-08-08,0.0,26.110165727546423,0.0,0.0,16.27841358347772,16.735267831378913,13.353726470891905,17.72322365470054,9.799202732004499
2024-08-09,0.0,26.10938629819995,0.0,0.0,16.277070027113787,16.740764574306095,13.352624306722763,17.72176084938425,9.798393944273155
2024-08-12,0.0,26.10666554231098,0.0,0.0,16.278205674139848,16.741225159311043,13.352991674563409,17.722248424325784,9.798663525348935
2024-08-13,0.0,26.108227488969483,0.0,0.0,16.27452517019234,16.746638932153353,13.353869551507408,17.714906642680607,9.80183221449681
2024-08-15,0.0,26.111996417827555,0.0,0.0,16.27430122214526,16.746408487513964,13.350933663552242,17.714662874048013,9.801697334912966
2024-08-19,0.0,26.10894605100169,0.0,0.0,16.27497308477729,16.747099840459317,13.351484838887442,17.715394200073113,9.802101984801146
2024-08-26,0.0,26.110742629139168,0.0,0.0,16.27609297911447,16.748252222228416,13.35240356558432,17.709732128400727,9.8027764755329
2024-08-27,0.0,26.075696536433,0.0,0.0,16.250820926710922,16.71949888414427,13.331671154983338,17.83475689130144,9.787555606427038
2024-08-30,0.0,26.0758756880837,0.0,0.0,16.25093257708966,16.71961375454935,13.331762749502804,17.834192379480534,9.78762285129395
2024-09-02,0.0,26.084269635517327,0.0,0.0,16.25059763055587,16.712398844222527,13.331487969720099,17.83382480051901,9.787421119465172
2024-09-04,0.0,26.0837320260239,0.0,0.0,16.25232374650283,16.712054393547763,13.331213201264083,17.83345723670945,9.787219395951977
2024-09-05,0.0,26.08695801543738,0.0,0.0,16.24196598340637,16.714121310601552,13.332861981914535,17.835662846865002,9.788429861775166
2024-09-10,0.0,26.08435903402984,0.0,0.0,16.241631194080995,16.713776788922125,13.33670967900187,17.835295207286254,9.788228096678916
2024-09-17,0.0,26.08435903402984,0.0,0.0,16.241631194080995,16.713776788922125,13.326403373542353,17.845601512745773,9.788228096678916
2024-09-24,0.0,26.08453825750921,0.0,0.0,16.241742788989242,16.71320453615226,13.326494938160712,17.845724128401784,9.788295350786793
2024-09-26,0.0,26.084178495987974,0.0,0.0,16.249223142806922,16.68721902619417,13.332632635240518,17.85394321747045,9.792803482299961
2024-09-27,0.0,26.085613013132903,0.0,0.0,16.24530465785228,16.688136751159053,13.333365872444256,17.854237661220694,9.793342044190817
2024-09-30,0.0,26.085792338870313,0.0,0.0,16.24541633631795,16.68825147387718,13.33345753276545,17.853672949576797,9.793409368592314
2024-10-02,0.0,26.088841253679924,0.0,0.0,16.247315105188473,16.690202001444227,13.324015453773608,17.855072160855872,9.794554025057895
2024-10-03,0.0,26.09185929953588,0.0,0.0,16.24706654073038,16.6967267265265,13.320993116831707,17.851022027142108,9.79233228923343
2024-10-04,0.0,26.086150997741896,0.0,0.0,16.248389538588413,16.712542030456273,13.327453715540113,17.83191969750102,9.793544020172282
2024-10-07,0.0,26.055342339824012,0.0,0.0,16.22988626976062,16.692117284742807,13.313086822485012,17.927589781492728,9.781977501694818
2024-10-08,0.0,26.043182235749896,0.0,0.0,16.234665635161726,16.684327025042798,13.306873566132523,17.95353931357748,9.777412224335578
2024-10-09,0.0,26.0517635624522,0.0,0.0,16.226758453515398,16.683060768668096,13.320972187284191,17.944794945215527,9.772650082864589
2024-10-10,0.0,26.054859941720345,0.0,0.0,16.260416797456614,16.685922377358825,13.323257104321218,17.901217415121355,9.774326364021647
2024-10-14,0.0,26.072887184610206,0.0,0.0,16.28410293274623,16.720534995334862,13.342664753842271,17.791245757005935,9.788564376460497
2024-10-15,0.0,26.08650966647617,0.0,0.0,16.29261100073786,16.72927108900759,13.349635988265444,17.748293580057936,9.793678675455004
2024-10-16,0.0,26.086689004541935,0.0,0.0,16.29753532879183,16.73626084207222,13.349727763590217,17.736041056518847,9.793746004484944
2024-10-18,0.0,26.086868345073526,0.0,0.0,16.297647370939035,16.73637590036558,13.349819540176863,17.73547550900436,9.793813334440634
2024-10-22,0.0,26.08310271166539,0.0,0.0,16.315228824971577,16.733960008377785,13.347892496815886,17.7274163584169,9.79239959975246
2024-10-23,0.0,26.10500201425099,0.0,0.0,16.295671844261673,16.741033284990852,13.34257307560357,17.727222662237217,9.788497118655702
2024-10-24,31.00046805389902,18.013195592479807,0.0,0.0,11.244478130333288,11.551790220821685,9.206755792878184,12.22897014677131,6.754342062816702
2024-10-25,31.010424629952,18.013195592479807,0.0,0.0,11.244478130333288,11.551790220821685,9.206755792878184,12.219013570718335,6.754342062816702
2024-10-29,31.01571852184286,18.016270684524287,0.0,0.0,11.253984970021797,11.553762265039225,9.208327508532346,12.221099518835082,6.7308365312044
2024-10-30,31.03614378444562,18.013544495992612,0.0,0.0,11.266219253392153,11.566322438339684,9.232579517351173,12.147036841241773,6.738153669236986
2024-11-08,31.036291119653143,18.013630010138147,0.0,0.0,11.266272736542742,11.565902624772443,9.23262334637931,12.147094505821698,6.738185656692518
2024-11-11,31.04030235980498,18.015682593231183,0.0,0.0,11.260909628009626,11.562947535222168,9.233675367908255,12.147529069077361,6.7389534467464305
2024-11-12,31.044986373578954,18.018676782204434,0.0,0.0,11.262781180267636,11.564869285887404,9.235209995798488,12.133402927990044,6.740073454273043
2024-11-13,31.04660806151091,18.01961801858753,0.0,0.0,11.263369510895343,11.569747309192122,9.235692412779418,12.124539153503173,6.7404255335315035
2024-11-15,31.04557605867944,18.019019038602973,0.0,0.0,11.266319155305402,11.569362725731061,9.235385414324007,12.124136128518547,6.740201478838567
2024-11-18,30.38545775589203,17.63588283126785,0.0,0.0,11.026764783197615,13.440357267812916,9.047845101157343,11.866806865009147,6.596885395663097
2024-11-19,30.38432802664165,17.635227130345033,0.0,0.0,11.026354808833803,13.439857556244872,9.047508702892562,11.870083651128802,6.596640123913278
2024-11-20,30.368097447084523,17.642064346007828,0.0,0.0,11.020464794455568,13.432678306563528,9.042675740660606,11.90090300831215,6.593116356915796
2024-11-21,30.368097447084523,17.641599845116822,0.0,0.0,11.020464794455568,13.432678306563528,9.042675740660606,11.901367509203157,6.593116356915796
2024-11-22,30.34202373752169,17.614386310399635,0.0,0.0,11.015643767127688,13.513965574021869,9.034911800185121,11.891613229953668,6.5874555807903326
2024-11-25,30.348502746956886,17.61443394565801,0.0,0.0,11.020781172594454,13.51963645249291,9.03684104786174,11.870942417515165,6.588862216920839
2024-11-26,30.345544595080575,17.61271701842569,0.0,0.0,11.024812662025232,13.5183186564134,9.040601761453187,11.869785324169287,6.588219982432626
2024-11-27,30.33653269009043,17.638575672169292,0.0,0.0,11.024322663402938,13.514768519403805,9.037452899670134,11.86208411746783,6.5862634377955755
2024-11-28,30.30742188284633,17.613769032381818,0.0,0.0,11.015598061711193,13.603785824889883,9.028780598454055,11.850701312195241,6.579943287521477
2024-11-29,30.288466794940433,17.65093432112657,0.0,0.0,11.032799316416837,13.59805688039018,9.023133752919376,11.830780922603775,6.575828011602828
2024-12-02,30.309670141619023,17.663290802626463,0.0,0.0,11.04145000756607,13.612675836940817,9.029450369550576,11.763031442211547,6.580431399485508
2024-12-03,30.388564944549557,17.637686260248216,0.0,0.0,11.046020114173182,13.648109062459095,9.056672162626876,11.625387468913242,6.597559987029832
2024-12-04,30.43142414494646,17.662561970284056,0.0,0.0,11.061599118661398,13.668754390541213,9.068979975687597,11.499815394789833,6.6068650050894435
2024-12-05,30.474830565153244,17.687755289635746,0.0,0.0,11.077377033530471,13.6873188022757,9.087043149600309,11.36938633158757,6.61628882821696
2024-12-06,30.473552138381383,17.687013283873057,0.0,0.0,11.076912334790592,13.69093964086111,9.08666194586516,11.368909382984532,6.616011273244167
2024-12-09,30.4742623622345,17.687425501610836,0.0,0.0,11.077170495943689,13.69405547369369,9.082212474206987,11.368708224734034,6.616165467576268
2024-12-10,30.43539083400851,17.722124471227534,0.0,0.0,11.081662188576596,13.672398212289588,9.056661727701709,11.424036366473558,6.6077261997225065
2024-12-11,30.437799685500156,17.701179895847066,0.0,0.0,11.08253926219916,13.687912911402966,9.057378529836143,11.424940537778344,6.608249177436163
2024-12-12,30.43624097335026,17.70027342282812,0.0,0.0,11.086627160050584,13.687677499980913,9.05691470373483,11.42435546941558,6.607910770639718
2024-12-13,30.440350649781184,17.695679324819075,0.0,0.0,11.069499898125395,13.70163144636237,9.058137620484878,11.425898051643534,6.608803008783565
2024-12-16,30.447864306045002,17.67489825393753,0.0,0.0,11.072232206245095,13.705479170070312,9.060373459790862,11.428718330274789,6.61043427363641
2024-12-17,30.436099280161844,17.665740984891144,0.0,0.0,11.067953906224396,13.741150996183308,9.056872540081221,11.42430228435395,6.607880008104138
2024-12-18,30.442476780001233,17.72205977644506,0.0,0.0,11.070273056047425,13.74403028066272,9.05877029322751,11.353125207791214,6.609264605824841
2024-12-19,30.740998220063997,17.761884469909077,0.0,0.0,11.09865037696715,13.786067222448697,9.078172900175755,10.910806092995683,6.6234207174396404
2024-12-20,30.73774738612659,17.84176408903907,0.0,0.0,11.182348465301436,13.521430414435939,9.146633991525176,10.896705831200084,6.673369822371702
2024-12-23,30.870987257212555,17.953573423923864,0.0,0.0,11.23082093952795,13.2745333506093,9.18628219080901,10.781505751498836,6.7022970864184845
2024-12-27,30.932771636552065,17.982881300470808,0.0,0.0,11.253298008221623,13.250948026550988,9.204667373597879,10.65972276764516,6.715710886961472
2024-12-30,30.993481395067924,18.023863942136572,0.0,0.0,11.275384131399116,13.049876922837703,9.22273278138079,10.70576944701652,6.728891380161377
2025-01-02,31.127618555358083,18.06663694418903,0.0,0.0,11.324183038152691,13.06398115638086,9.262647987086147,10.396918867158426,6.758013451674756
2025-01-03,31.668878262936044,18.381755779125328,0.0,0.0,11.521092544380716,12.203332129767693,9.433398626850119,9.91601811529371,6.875524541646391
2025-01-06,31.76288582961742,18.43534948113293,0.0,0.0,11.555292362467604,12.090891592010811,9.461401224323977,9.798245299520762,6.895934210926491
2025-01-07,31.782959491619735,18.447000342341322,0.0,0.0,11.562595131947251,12.094643714662933,9.467380686368584,9.745128296323491,6.900292336736685
2025-01-08,31.816059146085735,18.466698207975448,0.0,0.0,11.574636738824628,11.36023402729728,9.477240278880712,10.397653108608159,6.9074784923280355
2025-01-09,31.862421483035032,18.493120508816933,0.0,0.0,11.591503290589797,11.370939860364249,9.491050506135492,10.273420286377176,6.917544064681322
2025-01-10,31.93323269500971,18.53421971645626,0.0,0.0,11.617264308064634,11.303406961862647,9.512143466367975,10.16681520148619,6.932917650752585
2025-01-14,31.974463236848354,18.6119479937168,0.0,0.0,11.632263920120172,11.316045052079742,9.524425055047427,9.998985666003191,6.941869076184308
