date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BNP PARIBAS,CITIBANK N.A.,HANG SENG SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2024-03-01,31.236819008948498,30.509701588042017,6.3483312975762,13.516442935316942,0.0,6.184259116923137,0.0,0.0,6.159017242976512,6.045428810216699
2024-03-04,29.67375644591582,28.559831357063487,6.302906257259701,12.710130855790203,0.0,5.8718387313473,3.12232694444658,2.4582499450680166,5.720382573594295,5.580576889514597
2024-03-05,29.813634691774933,28.394570492695774,6.261326229910807,12.684150696812695,0.0,5.82152882374332,3.344775010063259,2.4420329658247324,5.6826454323220075,5.555335656852471
2024-03-06,29.877296716868017,28.184953077969197,6.248321838331953,12.576369970358877,0.0,5.973166381231096,3.3018654852102793,2.4649343031951743,5.858518274105739,5.514573952729669
2024-03-07,30.575941391387573,28.150430031829128,6.187184608264594,12.351352889786444,0.0,5.883450091131605,3.2398348494185507,2.384878430821989,5.815953531768718,5.4109741755914
2024-03-08,31.06297523613562,27.993430163970928,6.147764080559407,12.272658478739132,0.0,5.845964752968308,3.21919282763838,2.369683609233807,5.711831718483375,5.376499132271045
2024-03-11,29.435092131317397,26.12573337662289,5.730725901672414,11.460972506269414,5.877078221699487,5.616111383638965,3.1050114885425075,2.20893434755373,5.4285603541296865,5.011780288553511
2024-03-12,29.529075440368384,26.172092403773206,5.7722088082445095,11.48130952525096,5.887506852540836,5.563448996011435,3.0061412961562723,2.2128540096705898,5.35468918377836,5.0206734842054415
2024-03-13,29.54236531494975,26.107614656681243,5.76258483921242,11.503849156578495,5.877690647772891,5.5854348531968485,2.969867412613996,2.2716880559643897,5.366602517530554,5.012302545499411
2024-03-14,29.167235550043237,25.83249436326957,5.795167107099367,11.73871175880876,5.9976895891577415,5.710100433967633,3.0305002303180175,2.30743350869828,5.316667070733364,5.104000387904029
2024-03-15,29.320728623309574,25.96142306116949,5.819299744975862,11.488621720744511,6.022665585237899,5.541681775490775,3.064475278546922,2.31704228377938,5.338807105482442,5.125254821263145
2024-03-18,29.243670377121767,25.941631255020592,5.855133128023286,11.485808821051348,6.047595300023847,5.567175761071321,3.0608801598227378,2.3143240232806064,5.35387400777357,5.12990716681093
2024-03-19,29.53739605148756,26.42730405228911,5.717923283591914,11.216649092818663,5.905875275533079,5.488789745815917,3.0099814735119548,2.3121656993759654,5.363807816119919,5.020107509455925
2024-03-20,29.564114925479295,26.510868737825472,5.709004253988088,11.19915294599178,5.896663071415172,5.480228127234467,3.0052863923543853,2.2669634378313352,5.355441149005219,5.0122769588747875
2024-03-21,29.64418271019374,26.4961135947662,5.692429628505199,11.08368929163779,5.879543626822148,5.526530040060603,2.9965613162805145,2.301856789668769,5.381367900171582,4.997725101893454
2024-03-22,29.70730551637995,26.54832533075994,5.695450709646956,11.049319088711348,5.861311330494497,5.509392428751048,2.987269065495409,2.2947187977161967,5.364680432498676,4.982227299545976
2024-03-25,29.722121393444077,26.54640718501055,5.6883948898185785,11.035630618967565,5.854050033923894,5.5645097016555605,3.014539578633439,2.2505809182948275,5.347710622370279,4.976055057881225
2024-03-26,28.464145154228714,29.33849326661572,5.477636180882501,10.455966260891202,5.125952375083485,5.673266044485448,2.983355419944934,2.3866843359559473,5.360258262720734,4.734242699191305
2024-03-27,27.928525819322424,29.85504200320826,5.540014324078273,10.194330756750727,5.093062721719559,5.587608948855578,3.046055985747504,2.5510718880635346,5.549533249033734,4.654754303220405
2024-03-28,27.91631135379607,29.768437752028838,5.516907710665301,10.151811650116576,5.119216394353872,5.725450613817597,3.0333513185788594,2.540431729309795,5.583262270759214,4.644819206573879
2024-04-02,28.632885315876848,29.968338307147718,5.53632533350177,10.465310070366504,3.6799060308656797,5.63145119833857,3.1962290585164856,2.5588857641099243,5.65998895778961,4.670679963486888
2024-04-03,28.695502822517838,29.936892743560463,5.607714387014933,10.474277442668974,3.673538481107239,5.674359549509168,3.227530012220819,2.4944332247842316,5.541069224520697,4.67468211209564
2024-04-05,27.65543036773578,31.361221015017232,5.451488784001463,11.772994453734908,2.776649635314837,5.479255280354611,3.119103090337,2.4434516790770564,5.349678297373252,4.590727397053864
2024-04-08,27.527263655892487,31.131323693065777,5.409929360467359,11.912866520417936,2.7554818474366853,5.364004663010081,3.425982430312945,2.4248240257442832,5.4925938158904595,4.555729987761987
2024-04-09,27.184911338251382,32.01092969181742,5.438768398487218,11.583058477566375,2.7685027972595035,5.215502043869517,3.554400365513814,2.3844846673170563,5.376253819194262,4.483188400723455
2024-04-10,26.968225922575577,32.024335567602044,5.341194826156784,11.932456526520474,2.7274186346332514,5.140135119116512,3.505432283615172,2.6924517290610304,5.262519288619286,4.405830102099868
2024-04-11,26.870146804507613,32.011164554560104,5.351766014282108,11.739633928929234,2.731541373689588,5.069192768728013,3.870397181528821,2.637350291838223,5.249012106807892,4.4697949751284165
2024-04-12,26.92993347080423,32.172079653754615,5.369076217884046,11.5921314877465,2.697220966149623,5.157695264424044,3.838678114833633,2.6126685847656224,5.216881931392845,4.413634308244839
2024-04-15,27.47163741313034,31.721708471985778,5.460927315558433,11.531407680101216,2.6803634071777624,5.060125310746804,3.9245196304471914,2.5801629059748556,5.210426062551165,4.358721802326455
2024-04-16,27.456043085202946,31.620674096846425,5.962951234268629,11.505537760116233,2.568895440350715,4.888685868303785,3.9311884769003367,2.4676965290641717,5.309050576724811,4.289276932221951
2024-04-17,27.408919773551364,31.184309312207514,6.076287285009838,11.411375612763075,2.5478714155695634,4.956768026653514,3.9298986379542664,2.8721459593693264,5.319646682810392,4.2927772941111435
2024-04-18,27.663176826999997,31.155370156231232,6.166901574416849,11.095837777017676,2.529423074512983,4.890727394828728,3.8896566311997227,3.0490628602135352,5.311024280321822,4.248819424257458
2024-04-19,27.700877389723725,31.154836720788243,6.1396891110977885,11.046875575358102,2.5182615808839754,4.95283471043948,3.880100925229086,3.050824452974242,5.318020679872806,4.23767885363255
2024-04-22,28.016637406725287,31.02354628028573,6.2062658213635205,11.166664154423584,2.5455687569657064,5.02192265347011,3.96831866644805,2.637855237580778,5.129590214187693,4.2836308085495425
2024-04-23,28.058903458052857,31.08702645233958,6.186758221488704,11.131564978440643,2.537567498528824,4.960139491082022,3.9098472031713003,2.629563903309325,5.044469528797482,4.454159264789266
2024-04-24,28.046925066576733,30.82375577638609,6.224936339033945,11.254252935130763,2.537799325331063,4.990748217292395,3.9339746380511924,2.6766454890269875,5.029316596096818,4.4816456170740055
2024-04-25,27.894475348091515,30.829820435462974,6.300263533699931,11.421667347959104,2.5294738350914217,5.004298544116054,3.9737721668565853,2.6778071772727086,4.879386255963391,4.48903535548632
2024-04-26,27.731919693697293,31.210226693354535,6.281772187203483,11.618499001110866,2.5333569250542487,4.915824252691473,3.9707788793953744,2.573064713848203,4.629928173375006,4.534629480269517
2024-04-29,27.213061491304952,31.05538040406654,6.3553888022588865,11.851503098089914,2.577823519283579,5.163753401835345,4.0207561810209285,2.5859298825517665,4.571988883257669,4.604414336330418
