date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,THE BANK OF EAST ASIA LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,CMBC SECURITIES CO LTD,FORTUNE ORIGIN SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES
2024-03-01,0.0,95.63868587638518,0.0,0.1607020583837565,3.3435344205176936,0.0,0.8570776447133681,0.0,0.0,0.0
2024-03-04,0.0,94.2548465266559,0.0,0.14456968717873403,3.2530474372154496,1.5673189895726243,0.7802173593772948,0.0,0.0,0.0
2024-03-05,0.0,94.22903102962566,0.0,0.15370286254375942,3.279606153620276,1.5599693511903943,0.7776906030199171,0.0,0.0,0.0
2024-03-06,0.0,74.0642569412138,21.644974810038477,0.12081083907635606,2.3650074109335613,1.2297461529861915,0.5752038457516058,0.0,0.0,0.0
2024-03-07,0.0,73.70580128343167,21.541266491522748,0.12023199391303098,1.6430509496533012,2.4136124151198013,0.5760368663594471,0.0,0.0,0.0
2024-03-08,0.0,73.86181771101194,21.585812776700845,0.12048062779398173,1.6086861137984485,2.262158653206403,0.5610441174883924,0.0,0.0,0.0
2024-03-11,0.0,73.81283635853798,21.559301560595763,0.10605292580249709,2.7350869813742302,1.2169123859032294,0.569809787786298,0.0,0.0,0.0
2024-03-12,0.0,73.74758927320852,21.537621703544353,0.10594627984901756,2.728745200992663,1.2875166551143322,0.5925808872911152,0.0,0.0,0.0
2024-03-13,0.0,73.56965888117382,21.349185201244637,0.11569926947481253,3.2388675497902906,1.1569926947481255,0.5695964035683079,0.0,0.0,0.0
2024-03-14,0.0,73.60542618261356,21.3634566265189,0.1086518971333711,3.173347867751048,1.1506414024288152,0.5984760235543064,0.0,0.0,0.0
2024-03-15,0.0,73.47455487477464,21.325472151002977,0.11023672447575325,3.1499255013103946,1.150373560255038,0.7894371881812008,0.0,0.0,0.0
2024-03-18,0.0,73.4275550564513,21.311830784703247,0.11016620882537945,3.1336955787812775,1.1496376953229115,0.8671146759158899,0.0,0.0,0.0
2024-03-19,0.0,74.0409884782562,21.471689736410575,0.13963580118726235,2.0240030361835744,0.9201641257724723,1.403518822189919,0.0,0.0,0.0
