date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,SHANGHAI PUDONG DEVELOPMENT BANK CO.,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,TIGER BROKERS (HK) GLOBAL LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG)
2025-01-10,56.18770480917412,24.65079558525747,4.916834362681084,2.3064395583799286,3.4086230142266265,2.40096989127189,2.161627133524158,1.7279440903363037,0.9297158804108323,1.309345674737592
2025-01-13,56.15029536449623,24.63513695919379,4.889943914380884,2.3895728597686166,3.408112274499136,2.3993713395847216,2.160187934842873,1.7230249892012588,0.9456789237902505,1.2986754402422436
2025-01-14,56.2349258914188,24.677048202612376,4.738289162078816,2.4387179947356956,3.4180298432201495,2.4029877063274756,2.144823791490618,1.7258735788167703,0.9272261463682457,1.292077682931056
2025-01-15,56.26097382318166,24.690240741741867,4.689129317146644,2.4710631544055115,3.4196130694218083,2.4041007665620047,2.121398655478326,1.728686907223171,0.9241312999004312,1.2906622649385755
2025-01-16,56.24214328212362,24.69959270422213,4.698884298090002,2.5384343356273487,3.4184685253456832,2.403296114329452,2.1154038886966884,1.7281083159267376,0.8671998335056849,1.2884687021326484
2025-01-17,56.2514861853273,24.703695782276043,4.696644523095202,2.5043736872881706,3.4223084448298744,2.4036953481007064,2.12682991533518,1.7283953880007905,0.876656638474844,1.2859140872718857
2025-01-20,56.24723902637051,24.701830577817947,4.71264890696432,2.4898390193109754,3.421798373248966,2.403513861762844,2.121887473143721,1.728264888871775,0.8889226135860068,1.284055258922935
2025-01-21,56.256158801052955,24.70574783254568,4.6947692062558914,2.4914924456340577,3.4223410073591283,2.403895014730779,2.122223965360754,1.728287243051469,0.8895670138281229,1.2855174701811611
2025-01-22,56.23379391977089,24.689635537635972,4.708251398029477,2.4930181087898706,3.4207288240813774,2.4029393357835347,2.1337094835020287,1.7273485382360172,0.9053168303821107,1.285258023788722
2025-01-23,56.218799596539604,24.68305222980791,4.722592052529592,2.494365760779985,3.419816712162555,2.402298609867775,2.1356560416520844,1.7268879535855783,0.9116157237864729,1.284915319288439
2025-01-24,56.21554716700172,24.68162423972748,4.732883307801479,2.499000619845222,3.4196188653040553,2.4021596295442245,2.138047837814231,1.7267880478346702,0.8987346970012056,1.28559558812571
2025-01-27,56.21370900372303,24.681320241614145,4.716379306712867,2.522813953726738,3.419507048944666,2.4020810825613506,2.1417508291109844,1.7267315844799656,0.8926686661790819,1.2830382829471674
2025-02-03,56.20494403237852,24.677471873155692,4.719164744305959,2.5294622434441427,3.418722383911282,2.401706544530877,2.1537397745929248,1.7264623485030863,0.8925294792188568,1.2757965759586534
2025-02-04,56.1939210145635,24.672632081625412,4.694352576931155,2.5782480623380852,3.417549021191658,2.401235517391137,2.1568375149927927,1.7261237515068224,0.8918515581346976,1.2672489013247465
2025-02-05,56.194486192348315,24.672880229882267,4.635311202310087,2.6371111412979764,3.417331952839511,2.4012596681345992,2.156104885262218,1.7261411122245047,0.891860528049573,1.2675130876509437
2025-02-06,56.165676612984136,24.661236277349566,4.64600300682117,2.661141658421019,3.4153286559582248,2.4000285992936754,2.1793767552957855,1.7252561606440922,0.8793403213537769,1.266611951878547
2025-02-07,56.121953857764105,24.64203848143218,4.651677579028327,2.711804479374158,3.4129210740970626,2.398160272064377,2.1935005210976266,1.7239131170389475,0.8784046734744703,1.2656259446287395
2025-02-10,56.10983637847527,24.63671793625497,4.648664723404637,2.726031624904275,3.4119331168216145,2.397642477236676,2.2113544439267683,1.7230387770968907,0.8799724484517851,1.2548080734271103
2025-02-11,56.11969904674447,24.64104843856848,4.63341104441522,2.6890959719619874,3.4122817408713644,2.398063921209915,2.262968801878927,1.723341643064256,0.8698317720493346,1.2502576192360384
2025-02-12,56.13633253849327,24.63579284558541,4.660404776274385,2.67683161047516,3.4132931176453924,2.398774690817095,2.27368675406035,1.7236012490457493,0.830905411227534,1.2503770063756543
2025-02-13,56.13280767047326,24.634245934442088,4.66036330866204,2.6726448918066708,3.4130787928541344,2.3986240688613574,2.2755533051187324,1.7229906923967446,0.8401463361613866,1.2495449992235867
2025-02-14,56.130411013057056,24.633194145823964,4.6719685715805195,2.664493848827961,3.4129330673695133,2.3985216567355105,2.2731957607448274,1.7229171272466597,0.8416173897089733,1.2507474189050096
2025-02-17,56.131679806195066,24.63475560301359,4.6549953136725035,2.6685726344971594,3.4130102146053556,2.398575873830388,2.2732471449255334,1.7317466649278037,0.8416364139482336,1.2517803303843618
2025-02-18,56.2023998752175,24.62153301533747,4.605032403653019,2.672186234229848,3.41680729949943,2.4015978295591047,2.2580049122105974,1.7447419624587508,0.8215727863004813,1.2561236815337935
2025-02-19,56.18671599420685,24.61466211311675,4.6122951252935405,2.708397219273264,3.410574276121888,2.400927637989388,2.2495812046836696,1.7512944425375994,0.8205892995180484,1.2449626872589998
2025-02-20,56.15230785334094,24.47647484089839,4.5609789544727715,2.727090044171623,3.389139267167037,2.39945733571393,2.247952333259951,2.0129650594289052,0.8238555606079556,1.2097787509384892
2025-02-21,56.075944402874164,24.430642923250577,4.626787604805897,2.7145995171580806,3.3905521097474023,2.3961942313392797,2.293822791927089,2.0047075305685382,0.8505862245277653,1.216162663801203
2025-02-24,56.06553450824898,24.426107637734393,4.694414512210621,2.6917687017592025,3.3896718264837227,2.3957494037092624,2.2705683615678045,2.0040845144127033,0.8484214118685576,1.2136791220047551
2025-02-25,56.035873451603855,24.397138395991952,4.791471211331562,2.72118456601682,3.387627814563094,2.3944819501944745,2.184369293203588,2.0275959155503576,0.8464681742258163,1.2137892273184765
2025-02-26,56.06694102490373,24.410664729012872,4.785598129271659,2.715919760300639,3.3832342404779614,2.3958095058997877,2.156730295520468,2.0244552694337408,0.8479409560147939,1.212706089164353
2025-02-27,56.1360878983575,24.440770190699997,4.685000057520106,2.756192667336914,3.3874067540057977,2.3987642370425157,2.1493429922903466,2.038506269666413,0.7914666084733999,1.2164623246070059
2025-02-28,40.970946119081326,17.83810586168969,3.364535444376294,2.038190217979384,2.472300169065477,1.7507390341521063,1.546150053826059,1.4938542872734517,0.5772855726225112,0.88875212958842
2025-03-03,56.159645171638395,24.451026657157378,4.592482972809013,2.7900163300010106,3.3885769801012002,2.3997708683697785,2.1364242851183097,2.0614747921283296,0.7890346101236759,1.2315473325529094
2025-03-04,56.270748019875924,24.499399090701772,4.5232642508474195,2.9745529562767277,3.3985539024736138,2.404518430035784,2.096840783805027,1.8115717386499963,0.7908473705489422,1.2297034567847924
2025-03-05,56.280667342526804,24.50371780784851,4.510714804881428,2.984646709884697,3.398901168014998,2.404942294920592,2.093181189045022,1.804588113654551,0.7874612100750461,1.2311793591483533
2025-03-06,56.32407004232749,24.522614661035096,4.377094173239102,3.0280277804852496,3.404042549397775,2.406796945787277,2.0973156212399706,1.7971590597286986,0.8132705491157636,1.2296086176435732
2025-03-07,56.31881844596271,24.520328198534926,4.378450037506622,3.03228139863696,3.403473162967737,2.406572538600762,2.0981280582607273,1.7987554744012817,0.8109267465148956,1.2322659386133745
2025-03-10,56.28052561329494,24.503656101168993,4.350290421233396,3.141778483085838,3.402418169683613,2.4049362386557993,2.0916649631701643,1.7947623636544379,0.8126418054599229,1.2173258405928935
2025-03-11,56.26805623559679,24.49822713014249,4.362166850867886,3.1461177980171477,3.3941112384018224,2.404403406775269,2.0884320690262674,1.804435520037524,0.8124617584988265,1.2215879926359796
2025-03-12,56.147615091626804,24.44578894943767,4.3480562910868805,3.26399418349805,3.3868461813221376,2.399256808220934,2.097025819708915,1.7965534487526598,0.8968949534396581,1.217968272906292
2025-03-13,56.144794028185586,24.444560702763535,4.356881693126984,3.2530277947472355,3.386424795211424,2.3991362607024556,2.095413146651224,1.8060094846272203,0.8968498901264678,1.2169022038578738
2025-03-14,56.1405629645111,24.45502734087028,4.341481387653807,3.241478668418951,3.386169594721595,2.3989554621358478,2.0952552366151944,1.803863787811259,0.9219022561296922,1.2153033011322756
2025-03-17,56.11533086594692,24.444036149694583,4.3638855328720405,3.230229423498206,3.384396610908069,2.397877263459608,2.0872831090198662,1.843729083307215,0.9222411715902765,1.2109907897032137
2025-03-18,56.01231880451141,24.399163732215662,4.542590805074409,2.9791876910300408,3.3764294248806856,2.3934754310874813,2.121045295632812,2.064517922218715,0.9110244180107849,1.200246475338005
2025-03-19,56.01386304100866,24.381038961390498,4.495095846671792,3.0000723325710257,3.376522511645519,2.3935414182166497,2.1198506089294686,2.0585596575035217,0.9611760564252201,1.2002795656376477
2025-03-20,56.034929311821436,24.39020843375989,4.4697079067069385,3.015492062263104,3.377792389025404,2.394441605937694,2.1168869611447065,2.0387742585141453,0.9612868185513213,1.2004802522753588
2025-03-21,56.02313024839445,24.38507267968932,4.464505277917584,3.0276414793199655,3.3770811400396235,2.3939374174122925,2.1234600903559717,2.0421050726455974,0.9623377743922295,1.200728819832972
2025-03-24,56.023832434513466,24.385378318797144,4.470828165831402,3.0279301045740117,3.3771234679047177,2.3939674226907703,2.094658825550165,2.054664528958207,0.9696194754940209,1.2019972556860987
2025-03-25,55.95426120045753,24.36260716850713,4.414952674080803,3.0184115594146625,3.372929705410943,2.390994558096386,2.0958131356884655,2.0498597224773865,1.14066714206148,1.199503133805213
2025-03-26,55.93241562996829,24.353095559546833,4.4392568857158885,3.0189849933696453,3.371612851751294,2.3900610699394935,2.0932430145522436,2.0500604923205463,1.1522346770682126,1.1990348257675512
2025-03-27,55.93661537635977,24.354924138270732,4.423321559333854,3.0224654077132134,3.3718660129771787,2.3902405302799927,2.0871430138224984,2.0479618406483957,1.1635841073582918,1.2018780132360758
2025-03-28,55.897442252838005,24.337868074988886,4.447235913197038,3.0606167183955995,3.369504652302486,2.38856661442167,2.0856813610117597,2.0467777385991712,1.1627692346017116,1.2035374396436729
2025-03-31,40.970946119081326,17.838839155525985,3.24555851943758,2.267344541821283,2.4514012947310957,1.7507390341521063,1.5360672635770156,1.5035191000358077,0.8966350383285814,0.8812358677664058
2025-04-01,55.87326626939109,24.32709179563973,4.39731178223054,3.089793411597433,3.3430469698099254,2.3875335448463053,2.094779431651015,2.0506425615279893,1.2342673414561474,1.2022668918498305
2025-04-02,55.979973294971344,24.373551789476757,4.254669763696879,3.092438060909082,3.351936346272909,2.392093267591263,2.109049771007166,1.8475476378799114,1.3904198668480734,1.2083202013466232
2025-04-03,55.98894876135151,24.37745968692249,4.2513435917978635,3.1052094178158227,3.3524737740388333,2.392476800334095,2.071809752750049,1.859117312594693,1.3891396709793251,1.2120212314153247
2025-04-07,55.95614618031698,24.36317751848592,4.260370052047195,3.1088983860055257,3.3505096401325556,2.3910751056094686,2.078107159849067,1.857777726033744,1.4161173609766653,1.2178208705428748
2025-04-08,55.9393392490287,24.35585981920767,4.254334727687348,3.118226865772135,3.349503284456792,2.39035692471696,2.0889967427945284,1.865729897051332,1.4174441114839942,1.2202083778005424
2025-04-09,55.948301689095295,24.376284435964063,3.96687586058031,3.435655958008594,3.3497895929840418,2.390739900829355,2.022490854324645,1.8612723730540581,1.4129147644273172,1.2356745707323245
2025-04-10,55.963712594725514,24.38299885995401,3.9544464892361715,3.439857612882301,3.350712289290097,2.3913984278245595,2.0205438653524994,1.8475117906271832,1.4140551750707104,1.2347628950369531
2025-04-11,56.01912180490969,24.407140265985017,3.85584339305195,3.4422607629709696,3.350019303655939,2.3937661316808243,2.022293733026271,1.853100838902234,1.4157058755741672,1.2407478902429403
2025-04-14,56.00466275497601,24.400840558876556,3.8623659077358643,3.455405404643472,3.3499064072285103,2.393148278652923,2.024027083421954,1.8581355482943902,1.4153404688829017,1.236167587287421
2025-04-15,56.00732939689729,24.402002396144166,3.859041365658078,3.4721097552563585,3.350065911820065,2.393262227549493,2.0241234567452624,1.8471974742688289,1.4141548429384072,1.2307131727220482
2025-04-16,56.016594442314315,24.406039111747305,3.854917498060792,3.475190579363647,3.354630415737688,2.3936581343615453,2.021951850250742,1.8434927307046247,1.4026084732866186,1.2309167641727277
2025-04-17,56.010277033429176,24.40328666080182,3.8494704190064595,3.4803122206212698,3.3545027056250953,2.393388183692167,2.0224756693608157,1.843284826288575,1.4127255697877221,1.230276711386895
2025-04-22,55.991473629864764,24.385072852011685,3.8386578677172496,3.495929505686366,3.353376553935216,2.392584691078171,2.052862718187909,1.850933580909479,1.4079922475245361,1.231116353084621
2025-04-23,55.98572287183132,24.382568316150973,3.8492859024788704,3.5035866609442587,3.3527816294922035,2.3923389540982174,2.044134645595964,1.8507434756939927,1.4078476358148673,1.230989907899334
2025-04-24,55.98768641248489,24.38342346567252,3.851675544622225,3.5034590238401178,3.352899218811308,2.392422858610878,2.029175408874148,1.8598269426520584,1.4078970120830507,1.2315341123488037
2025-04-25,55.98263758619538,24.378719702023677,3.851829196161422,3.509655906055647,3.352596862939746,2.3922071160396423,2.046276432557889,1.8601602140010873,1.393992942488022,1.2319240415374828
2025-04-28,55.98011351450292,24.377620546304122,3.855663235507119,3.508245259307004,3.3529466686479763,2.3920992593447012,2.0459336911337718,1.86032682713645,1.3951824999528781,1.2318684981630619
2025-04-29,55.983619231102345,24.3791471782389,3.8461352997203138,3.508464960784337,3.353407141940591,2.3922490629366284,2.047063805478338,1.8626978043975677,1.3962718614459442,1.230943653955036
2025-04-30,40.970946119081326,17.828939688736014,2.810348627597046,2.588893889036235,2.454334470076272,1.7507390341521063,1.5036190113210028,1.3642931824251283,1.0227615781711625,0.8951684506559933
2025-05-02,55.98642412053982,24.358323756029225,3.8338025069395925,3.537449372745294,3.3540761739031755,2.3923689193199884,2.054180642766901,1.8662982669040749,1.3973438567504604,1.2197323841014684
