date,CHINA CITIC BANK INTERNATIONAL LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CHIYU BANKING CORPORATION LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,DEUTSCHE BANK AG,"INDUSTRIAL BANK CO., LTD.",BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.
2024-03-25,72.9143959757642,0.2950647374867315,9.404612184479813,8.26338902657992,0.0,4.041455972297688,0.0,0.0,2.800924349451534,2.2801577539401268
2024-03-26,72.92300146646537,0.2847096821712774,9.430235052976245,8.274371854720949,0.0,4.06698560525928,0.0,0.0,2.800557763268994,2.2201385751378946
2024-03-27,72.91730997281634,0.28468746115300736,9.43242237305004,8.257760172161491,0.0,4.111507584699333,0.0,0.0,2.799754519174295,2.1965579169454985
2024-03-28,72.94949515171422,0.2848131201614185,9.420927804313614,8.249459135272911,0.0,4.114627205769573,0.0,0.0,2.7962434254507618,2.1844341573175026
2024-04-02,73.03149592750319,0.2851332717506727,9.398477318419399,8.229317932006957,0.0,4.130513547076333,0.0,0.0,2.8005352566822057,2.1245267465612434
2024-04-03,73.04967596453672,0.28520425117364745,9.41913217015968,8.205076335778395,0.0,4.1225531083747216,0.0,0.0,2.803687955716519,2.11467021426032
2024-04-05,73.03874484395496,0.2851615733380672,9.35909113342989,8.234864920992177,0.0,4.137771012812238,0.0,0.0,2.8041468729377605,2.140219642534903
2024-04-08,73.05931525201605,0.2852418853688864,9.319075902071255,8.234750819991223,0.0,4.158222859094803,0.0,0.0,2.808361329362498,2.1350319520952863
2024-04-09,73.074550381226,0.28530136713332255,9.321019217923528,8.254068365494692,0.0,4.159089977303118,0.0,0.0,2.809465279668256,2.0965054112510857
2024-04-10,73.00385628910236,0.28502535967209425,9.341945260355553,8.234195866014968,0.0,4.164814870488234,0.0,0.0,2.8108898834975142,2.1592724708692677
2024-04-11,73.00499038932465,0.282328083336957,9.365325041258163,8.20800468136165,0.0,4.174245477758255,0.0,0.0,2.812351944783478,2.1527543821768464
2024-04-12,73.03733558621705,0.28245317009328824,9.375082911492752,8.197586189625323,0.0,4.245897318601691,0.0,0.0,2.8135979702524176,2.048046853717469
2024-04-15,73.01336554465571,0.28236047210298054,9.379864471143499,8.191552766043648,0.0,4.27674789707749,0.0,0.0,2.8115487394752345,2.0445601095014263
2024-04-16,72.99186801359345,0.2822773359131267,9.373163454186486,8.176242585609291,0.0,4.3276447098330415,0.0,0.0,2.810720927253334,2.0380829736112744
2024-04-17,66.95373592510992,0.25892640811509754,8.609119715241341,7.497708337136272,8.26308501235405,3.9558545373788645,0.0,0.0,2.576164511000322,1.8854055536641285
2024-04-18,66.94414300413247,0.258889309952647,8.594136603971696,7.4732638578669315,8.261901103488348,4.006776585829328,0.0,0.0,2.5757954062410806,1.8850941285175
2024-04-19,66.94049454551336,0.25887520047432805,8.59979947791214,7.449652758823329,8.261450829529515,4.039877560320789,0.0,0.0,2.5756550252827286,1.8741946021438145
2024-04-22,66.92545300027747,0.25881703115447435,8.59210873154618,7.447607312355187,8.25959447953972,4.0526330265021375,0.0,0.0,2.5761082408125775,1.8876781778122562
2024-04-23,66.8959998935612,0.2587031288154263,8.589874712810284,7.453840245420262,8.255959528908337,4.059472947878619,0.0,0.0,2.574438139725414,1.911711402880461
2024-04-24,66.92971763547088,0.25883352353771916,8.581365813744267,7.432941367376521,8.260120798835617,4.037039263809559,0.0,0.0,2.5757357395952982,1.9242458576301469
2024-04-25,66.92718963781734,0.25882374715492124,8.591650571634206,7.431174548909693,8.259808806394364,4.032160254919546,0.0,0.0,2.5756384516619875,1.9235539815079523
2024-04-26,66.86159453575993,0.2585700749149634,8.592116982868788,7.437974483639406,8.251713396971647,4.03130129238235,0.0,0.0,2.572619206560504,1.9941100269024101
2024-04-29,66.85861673330112,0.2585585590274019,8.580538360602668,7.4299524430314525,8.25068609338386,4.0931840527114645,0.0,0.0,2.5707520403814663,1.9577117175605734
2024-04-30,45.67621657375495,0.17664105714665898,5.88251513475509,5.073391812457903,5.636672478384704,2.819777258342759,0.0,0.0,1.7562766430284271,1.3287131891010062
2024-05-02,66.82413289064016,0.25842520160686616,8.602800205056399,7.436813104139723,8.246430615556314,4.134988698342591,0.0,0.0,2.5739598923815077,1.9224493922764354
2024-05-03,66.81093107352388,0.2583741469638461,8.580888107535065,7.437177638640474,8.244801445612172,4.16682912576447,0.0,0.0,2.573451379269643,1.92754708269046
2024-05-06,66.8117983253645,0.2583775008379941,8.58099949336499,7.435790671139976,8.244908468806049,4.166883214072638,0.0,0.0,2.5734847844386715,1.92775754197517
2024-05-07,66.81261053401262,0.25838064184670684,8.581103809700915,7.436725850748573,8.245008699395989,4.16693386947583,0.0,0.0,2.5736396965323567,1.9255968982870162
2024-05-08,66.81822068744285,0.25840281581391783,8.587383322118562,7.39556165848148,8.24571627776273,4.186908655021269,0.0,0.0,2.578393946440177,1.9294126369190232
2024-05-09,66.80712835635835,0.2583599189879221,8.630748378502451,7.38019522352901,8.244347426362006,4.177869436386749,0.0,0.0,2.580438257224439,1.9209130026490808
2024-05-10,66.73559618461805,0.2580832861412403,8.792430786190138,7.34147432650632,8.235519983984249,4.134477779339216,0.0,0.0,2.578663191859645,1.9237544613611508
2024-05-13,66.67187372376925,0.2578368554050652,8.893564597371638,7.3152180552686685,8.227656300586604,4.151276177785268,0.0,0.0,2.571513013380567,1.9110612764329409
2024-05-14,66.69420275945235,0.2579232073856412,8.826344418897742,7.304416002947502,8.230411819831275,4.1709308976165875,0.0,0.0,2.575665123420109,1.940105770448785
2024-05-16,65.04585459545802,0.2515486316690824,8.563046808251224,7.14866098705536,8.0269970753584,4.062791237248613,0.0,2.478458598825529,2.512348538376395,1.9102935277573758
2024-05-17,65.04533750721116,0.2515466319591584,8.50681202341083,7.135685814312175,8.026933263976858,4.101032542075456,0.0,2.478438896081676,2.513752793563257,1.9404605274094304
2024-05-20,64.98635107774561,0.2513185166440259,8.474326505025136,7.169698335494257,8.019654031506926,4.138819150416616,0.0,2.4761913212864464,2.5196099820246856,1.9640310798562994
2024-05-21,64.9741071234801,0.2512711662023896,8.423577706634472,7.1714750909558935,8.0181430638105,4.20129798156469,0.0,2.4757247868097805,2.5104990731312,1.973904007410978
2024-05-22,64.97144742885249,0.2512608804962766,8.436577367517177,7.12115332360381,8.01781484364751,4.188142186919714,0.0,2.475623443794748,2.5316352646421834,2.006345260526101
2024-05-23,64.97339690598007,0.25126841961321134,8.421521969686328,7.146137091689068,8.018055419273718,4.190512036348401,0.0,2.4756977252132972,2.5310099193117797,1.992400512884129
2024-05-24,64.95573801256742,0.2512001282439555,8.362963483537355,7.146418409765257,8.015876219897233,4.253735632563593,0.0,2.4750248639449426,2.533086428259871,2.005956821220373
2024-05-27,64.90579159453742,0.2510069729200635,8.359935755569945,7.134097685782405,8.009712571899295,4.24089691806809,0.0,2.473121742984862,2.532119470764856,2.0933172874730586
2024-05-28,64.88537479761465,0.2509280160463176,8.336415392375294,7.120407741265525,8.007193032872458,4.321244571071321,0.0,2.4723437966236608,2.531322966050119,2.0747696860806557
2024-05-29,64.8393418865695,0.2507499952353502,8.325402141644592,7.101582916653494,8.00151233200954,4.44535350404794,0.0,2.4705897930070067,2.528147394824006,2.037320036008563
2024-05-30,64.7784927615806,0.25051467640950925,8.185998959759182,7.097515407665446,7.994003233215132,4.628168749054532,0.0,2.468271243454576,2.526733737620231,2.0703012312407987
2024-05-31,45.67613205650273,0.17664105714665898,5.760838463970972,5.003181246277135,5.636672478384704,3.3102308729944636,0.0,1.7404091768891061,1.7818571980346736,1.441919822591481
2024-06-03,64.65459705393442,0.25003554063795397,8.20376020059218,7.048508988881569,7.978713857910426,4.799844940638924,0.0,2.4635504140660935,2.524473228482712,2.0765157748557117
2024-06-04,64.70707325474378,0.2502384792662629,8.223449453097937,7.022840270947593,7.985189694272978,4.812161786132438,0.0,2.4655499279772948,2.5268215180583966,2.006675615503326
2024-06-05,64.72990307510482,0.2503273855008887,8.228487134779751,7.045916531050575,7.988026720579132,4.793070751441498,0.0,2.4664259034108933,2.524565217223621,1.9732772809088368
2024-06-06,64.76165633061555,0.2504501836058684,8.231005739441033,7.067725871062504,7.992624298813582,4.7860351035546955,0.0,2.467635808697148,2.526003363791223,1.9168633004183953
2024-06-07,64.77044343286545,0.250484165617703,8.212187688676972,7.065343459519403,7.993708767787015,4.799887842538849,0.0,2.46797062669587,2.525706907273729,1.9142671090250056
2024-06-11,64.72430148431502,0.2503057226911139,8.234641499544841,6.9870548219705615,7.988014113263418,4.839643183707135,0.0,2.4662124640580143,2.5255044604847057,1.9843222499651985
2024-06-12,64.7032192740721,0.25022419229604187,8.188160074607962,6.976817296876037,7.984733792495977,4.8394436310499795,0.0,2.465409161303429,2.523644232667317,2.0683483446311604
2024-06-13,64.69328513890774,0.2501857744093347,8.168607830624406,6.966743621004431,7.983507865476641,4.852067795101737,0.0,2.465030637512517,2.5238952004191453,2.096676136544046
2024-06-14,64.70230831724203,0.2502206693888422,8.182956574122613,6.967664314527059,7.984621375403502,4.817605899194839,0.0,2.465374450800001,2.524247223916507,2.1050011754046105
2024-06-17,64.71812750321814,0.2502818462990186,8.229245550937408,6.953261196846783,7.9865735501213955,4.767410122357957,0.0,2.4659772147191292,2.5248643817478635,2.1042586337523086
2024-06-18,64.72597582351932,0.25031219779667635,8.27830983509545,6.96937465551183,7.987542076093153,4.731858671171715,0.0,2.466276261984296,2.524771348210936,2.0655791306166167
2024-06-19,64.67387418470157,0.2501107071964135,8.345043869671343,6.965280350047063,7.981112446767441,4.727192091174573,0.0,2.4642910152052124,2.522739015392338,2.070356319844041
2024-06-20,64.68056841448484,0.25013659552560874,8.391087818689211,6.9436605601047,7.981938551609903,4.747209598814963,0.0,2.464546087759881,2.5230001377522577,2.0178522352586366
2024-06-21,64.67467546870044,0.2501138059702252,8.402410159182725,6.937084240696957,7.981211329628217,4.748173257517688,0.0,2.4643215468067896,2.522770271141771,2.01923992035518
2024-06-24,64.67608567769099,0.25011925961549325,8.454891034212174,6.942321658619173,7.981385357188321,4.7250400324252215,0.0,2.464375280488106,2.522825279277361,1.9829564204831673
2024-06-25,64.62102076086978,0.24990630924779877,8.449266949424509,6.954475637418706,7.974590043028437,4.737279001403787,0.0,2.4622771229015052,2.5210759322910907,2.0301082434143796
2024-06-26,64.59803891418974,0.24981743246411625,8.443233958524607,6.966983422102432,7.971753956511278,4.775238307741716,0.0,2.4614014376421887,2.5197809028921245,2.013751667931787
2024-06-27,64.59533653888202,0.2498069816753264,8.443996312233795,6.967847374465036,7.971420468507408,4.748982119818667,0.0,2.461298468100399,2.5196754911210038,2.0416362451963432
2024-06-28,64.58222679416346,0.2497562828798072,8.441167248280669,6.984258744997958,7.969802653770526,4.752260576779846,0.0,2.460798942959392,2.518964950563974,2.0407638056043744
2024-07-02,64.57337847390615,0.248208597066717,8.421530506495817,6.96836631135829,7.968710722293884,4.80097638188619,0.0,2.4604617923497423,2.519814673123321,2.0385525415199015
2024-07-03,64.55780733326215,0.24814874436789106,8.42806072197067,6.972881524375156,7.966789157736777,4.780088625663064,0.0,2.455448628917285,2.5192070482847377,2.07156821542227
2024-07-04,64.54183568954443,0.2480873522063886,8.46210194160415,6.9468968536937,7.96481816889348,4.779244401927807,0.0,2.4548411493220472,2.5185837948148873,2.083590647993121
2024-07-05,64.53949203935345,0.24807834363134323,8.48741058494387,6.9409919777044635,7.9645289495457,4.773935731306849,0.0,2.454752008861957,2.5180942679283036,2.0727160967240676
2024-07-08,64.57096644117071,0.24819932564131708,8.5045331659308,6.891606701949879,7.96841306416331,4.768159156571792,0.0,2.4559491340429473,2.5198002027608477,2.0723728077684043
2024-07-09,64.57659882748902,0.24822097553387729,8.507226671307496,6.885257495322916,7.969108131671124,4.769730144758164,0.0,2.4561633611958538,2.5214140518386547,2.0662803408828854
2024-07-10,64.56666180015493,0.2481827793658604,8.51139337328706,6.8828042358297985,7.967881847742106,4.786339504979837,0.0,2.4557854075268724,2.5215835925402414,2.0593674585732864
2024-07-11,64.56439908516025,0.24817408189133347,8.504245617398235,6.89040807125703,7.967602616243526,4.802319810256992,0.0,2.4556993454274787,2.5214952245675737,2.0456561477975863
2024-07-12,64.56022128795664,0.2481580231809602,8.508354265335164,6.890519690079236,7.967087053047689,4.805035381775238,0.0,2.455540443400919,2.5213320650578845,2.043751790166266
2024-07-15,64.564731558205,0.24817535985866226,8.501163324189589,6.88982630069175,7.9676436452492725,4.805072397879649,0.0,2.455711991000735,2.5191188441300154,2.0485565787953344
2024-07-16,64.57759192680183,0.24822479283123738,8.462249256554,6.891955438188104,7.969230685598598,4.797724802776162,0.0,2.45620113361172,2.51962061647682,2.077201347161517
2024-07-17,64.57934375025755,0.2482315265294351,8.430852398331453,6.89855113013654,7.969446870266103,4.821116700343908,0.0,2.456267764011359,2.5204856024776574,2.0757042576459925
2024-07-18,64.58792163616359,0.24826449839921885,8.446711952535924,6.880344624586901,7.970505428653625,4.828549292317605,0.0,2.45659402289556,2.521099250583216,2.0600092938643586
2024-07-19,64.59665351967739,0.24829806220845307,8.448491374202613,6.8845595740050545,7.971582991194515,4.824181935059822,0.0,2.4569261390607067,2.5214400874521714,2.04786631713928
2024-07-22,64.44733078610426,0.24772409214391125,8.44257618643948,7.093903900281634,7.953155743058701,4.8060739645054245,0.0,2.4512466664056713,2.5168039933174535,2.041184667743464
2024-07-23,64.3992688033953,0.2475393504193435,8.433678379408365,7.092565787804683,7.947224629556528,4.805290114839686,0.0,2.449418634531284,2.5128020146703416,2.112212285374466
2024-07-24,64.39963203910096,0.24754074663287667,8.423815580008363,7.091573048692022,7.947269454844144,4.824959211266925,0.0,2.449432450158739,2.512617583225022,2.1031598860709444
2024-07-25,64.41062932821508,0.24758301825884796,8.43254411682875,7.154739396740982,7.948626580919176,4.830391564914581,0.0,2.4498507307601494,2.5134836584056384,2.012151604956797
2024-07-26,64.40698629463732,0.2475690150848655,8.434192487939486,7.158724311156278,7.948177010501476,4.826284854248299,0.0,2.4497121684053678,2.513341497003705,2.0150123610231985
2024-07-29,64.39257116444314,0.24751360588487334,8.435462271359665,7.178927518970353,7.946398104003838,4.82609829086835,0.0,2.44916389061941,2.5127789781375682,2.0110861757128067
2024-07-30,64.38836906002035,0.24749745374186707,8.443867293337897,7.185103940965935,7.945879541163216,4.82149424266018,0.0,2.4490040640706203,2.5126150002210696,2.0061694038188604
2024-07-31,45.676019366833096,0.1755705052851641,5.993176390332774,5.107245902146374,5.636672478384704,3.421272456207152,0.0,1.7372820385568448,1.7827164567656102,1.4288231700490484
2024-08-01,64.37264920776663,0.24743702942202805,8.434897254127996,7.199807182391975,7.943939624774021,4.826908026697703,0.0,2.4484061613341797,2.512875061442065,2.013080452043408
2024-08-02,64.34964430868081,0.24734860267616623,8.441388644029185,7.281488411326024,7.941100693462963,4.824667060078747,0.0,2.447531172696058,2.5118976533398656,1.9549334537101826
2024-08-05,64.34136772069567,0.24731678894207268,8.46042320525888,7.263530985965108,7.940079316899124,4.831348552275399,0.0,2.4472163736429344,2.5120111103019567,1.9567059460188527
2024-08-06,64.35364528665981,0.24736398172484747,8.465867947369178,7.254964377399572,7.941594436192155,4.820620702262676,0.0,2.4476833494241514,2.512807990573616,1.9554519283939924
2024-08-07,64.32655342591865,0.24725984542432528,8.481764952012837,7.244889750697368,7.938251151292447,4.8518594909061585,0.0,2.446652913678893,2.5117501383906253,1.951018331678698
2024-08-08,64.32237593339157,0.24724378788507448,8.479468505900826,7.2319128516366,7.937735625695373,4.850195510623869,0.0,2.4464940232406693,2.51158702041097,1.9729867412150486
2024-08-09,64.32627023392709,0.24725875688461152,8.483413827637381,7.2526727321654665,7.938216203840217,4.860427912932036,0.0,2.4466421425047145,2.5117390806316426,1.9333591094768288
2024-08-12,62.98204205111576,0.24209178251717972,8.343039885259808,9.180954700691558,7.772331038982274,4.739902268231097,0.0,2.395514581257208,2.458668488079465,1.8854552038656534
2024-08-13,62.97391625600556,0.24206054840411298,8.350236736303902,9.181615169175759,7.771328271090115,4.729813398630559,0.0,2.395205517593394,2.4583124348955394,1.8975116679010564
2024-08-14,62.956449120105695,0.24199340783629789,8.35898739478511,9.203679674563972,7.769172730270933,4.718774375863073,0.0,2.394541157128439,2.4576305704040555,1.8987715690424223
2024-08-15,62.95861551938145,0.24200173509030923,8.352790073496408,9.204132295501696,7.76944007587907,4.707054127060234,0.0,2.394623555870761,2.457831636463403,1.9135109812566595
2024-08-16,62.956458409769056,0.24199344354411376,8.355940411697551,9.223615514358562,7.769173876666581,4.702213742935568,0.0,2.394541510459695,2.45658250188675,1.8994805886821196
2024-08-19,62.95873556008289,0.2420021965054434,8.353349650064786,9.228012729088757,7.769454889563086,4.707878577765114,0.0,2.3946281216047587,2.4540307682757603,1.891907507049407
2024-08-20,62.9587116985954,0.24200210478612386,8.355579334100408,9.243391043868833,7.769451944924046,4.713973444697421,0.0,2.394627214035881,2.432283821075023,1.8899793939168656
2024-08-21,62.96302275565997,0.24201867572373248,8.352442750493907,9.248574567087191,7.769983953121026,4.7234224166020535,0.0,2.39479118458562,2.426605727855377,1.8791379688711263
2024-08-22,62.956668430232135,0.2419942508254691,8.346338220347688,9.242420875195725,7.769199794348999,4.754903563054386,0.0,2.394549498563371,2.4286906858500408,1.865234681582194
2024-08-23,62.95473317073525,0.24198681203171182,8.33093806707614,9.252189354616734,7.768960972663226,4.778132890620065,0.0,2.394475891195425,2.4297032611439313,1.848879579917511
2024-08-26,62.94725699732386,0.24195807494906685,8.326376818669601,9.254308088760789,7.768038371668311,4.799889901932079,0.0,2.394191535816721,2.4302300496222,1.8377501612573695
2024-08-27,62.96463312929086,0.24202486571392856,8.29865516110488,9.268534858210327,7.770182682100718,4.799273085306277,0.0,2.394852434957765,2.4318329567491923,1.8300108265660475
2024-08-28,62.968224208482034,0.2420386691844773,8.29802157642298,9.26133990731383,7.77062584106083,4.797119426025336,0.0,2.394989021233547,2.4226311033745387,1.8450102469024152
2024-08-29,62.95209291232613,0.2419766633473606,8.292401248348131,9.258223920435396,7.768635150226927,4.797268889852603,0.0,2.394375469276551,2.422088126208663,1.8729376199782433
2024-08-30,62.933943843314196,0.24190690154979044,8.292378382331952,9.254004896268663,7.766395455104061,4.8477646214297545,0.0,2.393685171565673,2.4213898389473205,1.8485308894885792
2024-09-02,62.934627838434,0.24190953070553695,8.257241790920894,9.257067234484543,7.766479863870862,4.881530150540895,0.0,2.393711187239818,2.4214161557285645,1.8460162480748883
2024-09-03,62.92221082616225,0.2418618019159247,8.220489893361789,9.260143288695966,7.764947536135079,4.911828205083965,0.0,2.393238907634649,2.420045787745686,1.8652337532646965
2024-09-04,62.92788994134549,0.24188363142594152,8.188124214973215,9.264490112103383,7.765648370242313,4.932745471134017,0.0,2.393454912114451,2.420031332733095,1.865732013928091
2024-09-05,62.92708214226968,0.2418805263897787,8.157454131386926,9.266971633298255,7.765548683385144,4.963654656398077,0.0,2.393424187571362,2.420000267031133,1.8639837722696395
2024-09-09,62.91302318075241,0.2418264862389164,8.153594410193499,9.265966678249619,7.763813730064833,4.979270214128433,0.0,2.39288945661925,2.4194595985388445,1.8701562452141944
2024-09-10,62.904553579813715,0.2417939305973131,8.152341545867678,9.279415804074288,7.762768534638965,4.987407205647772,0.0,2.392567316341079,2.419133881282688,1.8600182017365037
2024-09-11,62.89157392365377,0.24174366634309533,8.152043297997432,9.263929443061228,7.761154806080539,5.031115497598383,0.0,2.3920699481419496,2.419794711526802,1.8465747055967894
2024-09-12,62.88951094197359,0.24173536387211766,8.138943436011722,9.283701965152575,7.760888256129076,5.036043510782891,0.0,2.3919877946294235,2.42033223577772,1.836856495670885
2024-09-13,62.89667884711583,0.24176291594132296,8.140356003962832,9.285923899660041,7.7617728123930085,5.037199406588423,0.0,2.392260424219899,2.4206080959588356,1.8234375941598089
2024-09-16,62.89105265997223,0.24174128994398258,8.139841185639055,9.299658756645211,7.761078512038698,5.046388217903156,0.0,2.3920464335118115,2.420003666290607,1.8081892780552389
2024-09-17,62.90009254458906,0.24177603754758897,8.121555053721647,9.301401555127837,7.762194080172535,5.058888134806119,0.0,2.3923902634024308,2.4203515147203962,1.8013508159123837
2024-09-19,62.90086123764287,0.24177899225803723,8.121654306086839,9.303920601312175,7.762288940838559,5.058949958756003,0.0,2.392419500462395,2.4211570209370934,1.7969694417060262
2024-09-20,62.90155673802394,0.24178166562971998,8.12174410793619,9.302956563548992,7.76237476915331,5.059005896012743,0.0,2.3924459536562233,2.4232400223525135,1.794894283686359
2024-09-23,62.91552083187768,0.24183534096060294,8.131172392327073,9.28017835328456,7.76409800996682,5.070509439444349,0.0,2.3929770746899357,2.4302584838066013,1.773450073642373
2024-09-24,62.919550431393446,0.24185082997762042,8.090983689252877,9.291598657391196,7.764595283217803,5.0954578065864204,0.0,2.3931303395621626,2.4304335404201374,1.7723994221983426
2024-09-25,62.9144840817661,0.24183135588961546,8.094309683981738,9.29053228875764,7.763970069684807,5.100169745122914,0.0,2.392937642142666,2.429384134263676,1.7723809983908496
2024-09-26,62.922236621309324,0.2418611551826827,8.096083283842482,9.28824749966833,7.764926772832837,5.091095816527133,0.0,2.3932325081654255,2.427354917967705,1.7749614245040828
2024-09-27,62.92774377738937,0.2418823236471686,8.061530311152701,9.305138935592085,7.76560638414331,5.105164752105456,0.0,2.3934419715549367,2.426829921751348,1.772661622663625
2024-09-30,45.67616022892014,0.1755705052851641,5.859230631767575,6.7483274179464345,5.636672478384704,3.6963338535678227,0.0,1.7372820385568448,1.7598545400392125,1.2927577751429256
2024-10-02,62.94256186590137,0.24194002769784717,8.017623868196825,9.30421978394883,7.7674589665791975,5.12004807171321,0.0,2.394012957043832,2.4163057196055866,1.7958287393132988
2024-10-03,62.93314583115619,0.24190383413280123,8.001713036256582,9.319191458187124,7.766296976006477,5.103076277589374,0.0,2.3936548192668545,2.414667187177575,1.826350580227016
2024-10-04,62.94491188556079,0.24194906075599792,8.003209045866006,9.30325764361769,7.767748971954481,5.104030354686903,0.0,2.3941023397659076,2.41408980913398,1.8267008886582459
2024-10-07,62.93498009559162,0.24191148155180867,8.001965998151896,9.314413809010432,7.766542495583812,5.103237603525615,0.0,2.3937304909957784,2.4133460884345026,1.8298719371545396
2024-10-08,62.945517875857725,0.24195198700732115,8.003305840625147,9.309957995721858,7.767842918943309,5.104092085348443,0.0,2.3941312952209017,2.393949870054778,1.839250131220517
2024-10-09,62.90596307640034,0.2417999450089812,7.998276584083857,9.346571352128857,7.762573629344247,5.10088468717839,0.0,2.392626829351801,2.3721144573479926,1.8791894391555344
2024-10-10,62.85869717971796,0.24161826284945812,8.092159290881229,9.315732706288761,7.7567410343848735,5.122853837605267,0.0,2.3908290720807095,2.3699831773051865,1.8513854388865554
2024-10-14,62.847602679161675,0.24157561745475753,8.137189372849184,9.282247876067714,7.7553719769340805,5.116522735381432,0.0,2.3904070930124135,2.3731311414466374,1.8559515076921127
2024-10-15,62.86125825284057,0.2416281071839206,8.206110810190893,9.274466849597651,7.757444791513529,5.09117245736852,0.0,2.3909264824368255,2.3759731067978738,1.8010191420702175
2024-10-16,62.91243669288789,0.2418248285022805,8.18060411655014,9.240035081471994,7.763760508605699,5.11631024756967,0.0,2.392873053202984,2.3820401002428637,1.770115370966487
2024-10-17,62.812672409784156,0.24144135137247252,8.20011693773292,9.16732335911888,7.751449015965364,5.126502673031991,0.0,2.389078521036373,2.3809747001457064,1.9304410318121368
2024-10-18,62.880367479328314,0.2417015598374996,8.249735766227236,9.201684728597222,7.759802981177678,5.153126123509143,0.0,2.391653301417837,2.384200073905216,1.7377279859998511
2024-10-21,62.8665428133983,0.24164842014615448,8.246118950041229,9.20254664599808,7.758096937014804,5.149705424740141,0.0,2.3911274805736222,2.3819697732034073,1.762243554884263
2024-10-22,62.841061751641,0.24155047522916467,8.221710734698158,9.23942885585481,7.754952425827702,5.1614166011961,0.0,2.3901583089876657,2.3793957857032773,1.770325060862115
2024-10-23,62.85999119210411,0.24162323681549427,8.19596177379576,9.236961138173113,7.757288428850997,5.17225710592654,0.0,2.3908782898114493,2.3805971668050185,1.7644416677175132
2024-10-24,62.85615215492848,0.24160848020208978,8.225158286139887,9.243415365039038,7.756814669340445,5.161609279991291,0.0,2.3907322721225674,2.380451777013352,1.7440577152228471
2024-10-25,62.84010702008729,0.24154680540160145,8.223155568070409,9.235207070739172,7.754834606402437,5.199244599419821,0.0,2.3901219957954254,2.380522409477352,1.7352599246064981
2024-10-28,62.82712004337151,0.24149688564674615,8.249260030892358,9.22645888814041,7.753231937959562,5.168757998501728,0.0,2.3896280364408153,2.380030434040496,1.7640157450063774
2024-10-29,62.826528436204995,0.2414946116082714,8.27409907812683,9.224961868409649,7.753158930195162,5.1616954433168765,0.0,2.389605534676121,2.3800080226509515,1.748448074811137
2024-10-30,62.7329845971144,0.24113504481933973,8.265339344848574,9.30908159099005,7.741615076516433,5.174633470224135,0.0,2.38604759695157,2.378515106165287,1.770648172370208
