date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,31.127543388240085,37.88490851406647,13.477774221722305,0.0,14.380631289578844,0.0,2.866962314699799,0.26218027169250124
2024-03-04,0.0,0.0,24.2385628418312,29.242658332454386,10.528938380094193,12.915605971461371,11.131257295697168,9.455683638890267,2.284143465654541,0.20315007391686896
2024-03-05,0.0,0.0,24.263131156846775,29.189122643158523,10.541255016010998,12.916191282482526,11.13293215909693,9.455809949455436,2.2976866597683667,0.2038711331804493
2024-03-06,0.0,0.009253391550673902,24.229221778244604,29.926263826827586,10.552749915517493,12.921990349788498,10.40955253059,9.453127829206487,2.2942657641598316,0.20357461411482583
2024-03-07,0.0,0.009251932992458247,24.244780816817784,29.927366333824622,10.551134484487278,12.920441247598525,10.407528233639745,9.45163778772457,2.2843166370809342,0.2035425258340814
2024-03-08,0.0,0.009248840793304472,24.26161562047015,29.928311128025488,10.548614414220522,12.912912214957789,10.40321621547482,9.448478842843237,2.283984461397329,0.20361826181736117
2024-03-11,0.0,0.007817311513272323,24.208692785945907,29.959723168031655,10.556152162965304,12.915338412719892,10.411215658545727,9.455874823552728,2.2814080287507017,0.20377764797481043
2024-03-12,31.510138156289507,0.005353953728971242,16.611371125618486,20.49073612661741,7.2286586926585645,8.845347954712503,7.130247964783422,6.4761799739324015,1.5624019449446322,0.1395641067141031
2024-03-13,31.50854115023845,0.005353682378320228,16.608671035631026,20.48476630929755,7.227733968149648,8.856987281666676,7.129689519404682,6.47585174628215,1.5629468076978303,0.13945849925366677
2024-03-14,31.504945925426007,0.005353071506124251,16.632970055816525,20.474476041426662,7.216104594902919,8.85597667123293,7.128252021482035,6.475112830990297,1.5676946099162408,0.13911417730025968
2024-03-15,31.453303211595774,0.005344296784194624,16.779868517426895,20.42648283752842,7.210439974783614,8.84139443448087,7.106001071284947,6.464170994845145,1.5742724545589257,0.13872220671121138
2024-03-18,31.44191150674705,0.005342361195707145,16.82784001197759,20.39755148718137,7.184230349787849,8.851170015481644,7.105721697223945,6.463304697178261,1.583272652030829,0.13965522119575552
2024-03-19,31.444958902832155,0.0053428789851739066,16.85808800794001,20.378007068948158,7.173323102775542,8.845014552096291,7.106338347251259,6.462816664574733,1.5862450474203733,0.13986542717630096
2024-03-20,31.439819967088994,0.005342005817812704,16.879178846319764,20.395981011991733,7.146227316476662,8.83632620115997,7.1051769841135775,6.461760469854882,1.5902790816168324,0.13990811555976954
2024-03-21,31.436773381491868,0.005341488166057657,16.983152696945574,20.365656795924124,7.073670515564662,8.840582041412196,7.104455707446677,6.461134311486286,1.589043574603079,0.14018948695947644
2024-03-22,31.40266113105613,0.005335692081968209,17.001828044769706,20.43611977127398,7.067173264027769,8.820570817681169,7.0941278710535824,6.455203524108478,1.5769097832187395,0.1400701007284783
2024-03-25,31.406313698242865,0.0053363126973273904,17.06634937261289,20.355384099443008,7.070155990352887,8.821662249239735,7.09560777929865,6.455954354252379,1.5835098702885186,0.13972627357173806
2024-03-26,31.396823276711967,0.005334700159880146,17.16060760722777,20.30834580015396,6.995068310254621,8.866354239024504,7.090190792425672,6.454003481291139,1.5829004492797745,0.1403713434707113
2024-03-27,31.360764422352926,0.005328573324231236,17.268693092481644,20.249863798968857,7.007923877845242,8.85589281914087,7.082047797992491,6.44574118345577,1.583828521384535,0.13991591305343368
2024-03-28,31.344486107568066,0.0053258074415901795,17.369158045156734,20.23183904375594,7.005495226604094,8.836575394162608,7.039326715892992,6.44239541666919,1.584509398036293,0.14088884471249605
2024-04-02,31.343350153001392,0.0053256144291648445,17.364891959513287,20.239640756529276,7.006515567430144,8.836712562839043,7.038712206575043,6.442161938013047,1.5818055029054405,0.14088373876416446
2024-04-03,31.34335020420464,0.0053256144378648965,17.38287381067676,20.257141118033356,7.012494642938299,8.83671257727491,6.991729190088071,6.442161948537118,1.5872291373710226,0.1409817564379572
