date,SDICS INTERNATIONAL SECURITIES (HONG,SUNHIGH FINANCIAL HOLDINGS LTD,CHINA CITIC BANK INTERNATIONAL LTD,CITIC SECURITIES BROKERAGE (HK) LTD,FUTU SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,TIGER BROKERS (HK) GLOBAL LTD,LIVERMORE HOLDINGS LTD,PHILLIP SECURITIES (HONG KONG) LTD,GRAND CHINA SECURITIES LTD
2024-07-10,26.04972375690608,0.0,32.879834254143645,0.020718232044198894,14.49585635359116,5.842541436464089,8.535911602209945,0.23480662983425415,11.94060773480663,0.0
2024-07-12,28.692079433919197,0.0,30.419234573537246,0.15978087194704405,19.067184052347258,2.411930305105379,9.624895381571939,2.434756143954957,7.190139237616982,0.0
2024-07-15,28.035090327856665,0.0,29.098208311649692,0.15612222139617873,16.95784700022303,4.230168760686938,11.820682477139247,4.029440190320422,5.672440710727827,0.0
2024-07-16,28.97648686030429,0.0,27.64714922391271,0.16136468418626093,17.15844475180575,4.956201014292301,11.9870908252651,3.2810819117873056,5.832180728446288,0.0
2024-07-17,28.7751677852349,0.0,27.295607077486274,0.16015863331299574,17.320012202562538,4.8200122025625385,11.836485661989018,3.7827943868212324,6.009762050030506,0.0
2024-07-18,28.15881782222554,0.0,26.710948578252108,0.15672811403836107,17.784909321591165,4.769012612881558,11.851630718710352,4.783939099932831,5.784013732368088,0.0
2024-07-19,28.209345794392522,0.0,26.758878504672897,0.15700934579439252,17.682242990654206,4.717757009345794,11.932710280373831,4.68785046728972,5.8542056074766355,0.0
2024-07-22,29.162157984232493,0.0,27.662699026124592,0.1159375483073118,19.09877879115783,4.900293708455712,9.684649868604112,2.256917607049003,7.118565466068945,0.0
2024-07-23,29.71397053029706,0.0,28.201087384760854,0.11819399574501616,19.557166495942006,4.80655582696399,9.305807264990937,0.6382475770230872,7.658970924277046,0.0
2024-07-24,29.971387696709584,0.0,28.44539818788746,0.11921793037672865,19.38483547925608,3.6878079796534733,10.54681290732793,0.02384358607534573,7.8206962327134,0.0
2024-07-25,30.064577852188474,0.0,28.533843578091368,0.1195886151638364,19.166068723590847,3.452124691062744,10.69919476999123,0.02391772303276728,7.940684046878737,0.0
2024-07-26,29.379235142923903,0.0,27.876002803956695,0.11683152893527535,19.479710257808243,2.975309603551678,10.63945790170574,1.043694991821793,8.489757769296673,0.0
