date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,DBS BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,31.34502415785456,7.052355446217224,20.79241322800976,19.184832962230534,0.0,14.00145359381809,0.0,0.0,7.623920611869832
2024-03-04,77.97969366981631,4.970283564312867,1.1108314753841375,3.2473620239226673,3.1019267104004133,3.641499306224849,2.2030369523024165,2.545792359342882,0.0,1.1995739382934463
2024-03-05,76.5491577233131,4.877160028896597,1.0995052544423591,3.181470973969335,3.0663416025044024,3.5846662735865413,2.173719997415103,2.482380699378738,1.8058738501149343,1.1797235963788935
2024-03-06,76.56196068803453,4.86924298084753,1.059224057405132,3.183963557112937,3.09150411439053,3.5853441249998332,2.1796927334556715,2.4828501113510053,1.8062153363365523,1.1800022960662797
2024-03-07,76.56134917519493,4.8717412129770254,1.0224486566817717,3.2135676961253403,3.0527680679513858,3.585411093902512,2.223602640377106,2.482819458854855,1.8061930373631303,1.1800989605719328
2024-03-08,76.54081715205534,4.878454385786771,0.9719024038113305,3.230636950763273,3.1226470287284385,3.56773807467744,2.2229869423644346,2.4821319857520265,1.8029128755726684,1.1797722004882802
2024-03-11,76.50573336337669,4.8857772212441155,0.9686781488505889,3.2524292509783246,3.137110257008192,3.5660471657571366,2.221967998394104,2.4809942582322426,1.8020309043753204,1.1792314317832813
2024-03-12,76.50634138018813,4.891079076536143,0.9726317276494357,3.2478978851594453,3.138635734742099,3.5594064127213167,2.221985657121602,2.481013975528605,1.8020452257214006,1.1789629246318123
2024-03-13,76.54768383952775,4.889271208760511,0.9466669456308344,3.2338413656759593,3.1693399561645,3.544065263651835,2.223134694859631,2.4656156066468404,1.8029771030102355,1.1774040160719015
2024-03-14,76.58620242963651,4.87267330635912,0.9236603525208622,3.3146814877856987,3.205016528607992,3.544434643125289,2.2323054887513125,2.4567707539404804,1.8025930240910981,1.061661985181633
2024-03-15,76.53307486871756,4.882857975953404,0.9224080838190003,3.3177635607592064,3.2175255098704634,3.53113514102769,2.2735083822378064,2.4550665012976656,1.8012869785378656,1.0653729977793291
2024-03-18,76.46282609717959,4.913505961387597,0.8969464762139427,3.3461523239369897,3.2376892407351523,3.5278450372826975,2.316705476684077,2.433799211532828,1.7999487021722234,1.0645814728749088
2024-03-19,76.4855736679366,4.9663379050414145,0.8673022144083722,3.3470895051395386,3.199809719851027,3.5158858092033904,2.3179655790200493,2.434480863367836,1.8006750980859458,1.064879637945824
2024-03-20,76.46702559762149,4.977371304552819,0.8852510845067431,3.3404679404233697,3.1948972187547526,3.5150051219899994,2.3212737280817417,2.433871055119229,1.8002240505774616,1.0646128983724044
2024-03-21,76.42574513645954,4.988509736320078,0.8965442493970025,3.3626108324441724,3.1820121626035722,3.5119415568594667,2.3367888111659676,2.432557138188647,1.7992522058061782,1.0640381707553657
2024-03-22,76.42237544808643,5.005716596329481,0.8963924370178045,3.368398706392616,3.180645993057682,3.488907051704046,2.3419570771900733,2.4324465195532383,1.7991703862177966,1.0639897844508373
2024-03-25,76.39826785051483,5.029485035811844,0.900265172132427,3.3676008005534643,3.188023400953758,3.4845662309558247,2.34105502591117,2.4315096144685135,1.7990323998103903,1.0601944688877765
2024-03-26,76.40083847386306,5.047252521164918,0.9022288525929321,3.3220966583278173,3.1816045962317254,3.4843150305691237,2.3716356924793316,2.431566699123336,1.798408620377541,1.0600528552702075
2024-03-27,76.36884455662518,5.068228824147385,0.899966739621522,3.3330788032258494,3.190043342302758,3.4813656050258746,2.370647703399554,2.430553743654204,1.7976594293936363,1.0596112526040324
2024-03-28,76.37325492461882,5.0714251898242715,0.8755450708446149,3.3244812514323208,3.22033055756141,3.4813194414395725,2.374928460142122,2.421300169938577,1.7977501860483345,1.0596647481499597
2024-04-02,76.40542741543811,5.079052784191567,0.8612046229877114,3.3137989412482685,3.2108059506868307,3.482783428927102,2.3826432003259854,2.4056671029603884,1.7985061878523487,1.0601103653816912
2024-04-03,76.41798527419648,5.07584594712259,0.8456469298661361,3.365203243742408,3.1870604705948278,3.482013548348563,2.3830659682491637,2.383888299239258,1.7988253085355288,1.060465010105045
2024-04-05,76.37186498735967,5.085097854690384,0.8479289438208729,3.385103594303647,3.219459898229992,3.4783399298191187,2.3821468805046533,2.371870347957575,1.7981315475076691,1.0600560158064165
2024-04-08,76.3581571672961,5.083667327308725,0.854598027004299,3.3717254963892387,3.252548270057903,3.478479731418199,2.3878137439469627,2.3547912395063597,1.7981351686789973,1.0600838283932097
2024-04-09,76.33880575449797,5.080285840273871,0.8543932420140441,3.3704183155463334,3.2517688708026506,3.478755578323104,2.417805129159541,2.3502331795192526,1.797704286461441,1.059829803401802
2024-04-10,76.32629036711633,5.089435783940022,0.8553623718896094,3.397075015300535,3.248629130115452,3.4770760491226773,2.4174087414049037,2.3316569304923136,1.797409561317128,1.0596560493010263
2024-04-11,76.3258422954703,5.098466754745589,0.8652215251268587,3.3798668123574735,3.2466264135034626,3.477247661399257,2.4424863666642183,2.3069800857469027,1.797553735998509,1.0597083489874415
2024-04-12,76.17270069403297,5.092045867628431,0.9155988633842551,3.458885994219156,3.3493349668225534,3.457421379415007,2.4389858433766802,2.2619700446612474,1.7948667505773996,1.0581895958823035
2024-04-15,76.18053257469613,5.096848808613952,0.9243162330094546,3.4123457271384305,3.3884984458700944,3.4587638714350675,2.4391905031403365,2.246152696382575,1.7950727492069596,1.0582783905069975
2024-04-16,76.2299017106381,5.108191748516191,0.8848901255026097,3.3423110884686538,3.414990740275507,3.4608592632396946,2.4560986713078803,2.247585447795774,1.7962177706573552,1.058953433598235
2024-04-17,76.28261915546646,5.123939169508835,0.889292731005016,3.2535605069502753,3.411889164324012,3.4642208387587976,2.468400821285435,2.249048214558554,1.7973867796737684,1.059642618468834
2024-04-18,76.35726100332492,5.097774501975129,0.8866038882701436,3.2111735568413984,3.3947576151591488,3.4667183271928796,2.476174327010193,2.250669638874437,1.798682584099278,1.0601845572524649
2024-04-19,76.4059493866234,5.102109415525537,0.8654129514092718,3.2937257082335734,3.257426677240742,3.4743131347516485,2.488516876974731,2.2519950858893867,1.799741850381969,1.06080891296973
2024-04-22,76.40050913376491,5.111530242267572,0.8691291443804385,3.273691420708163,3.26703035541928,3.4770163323326044,2.4885672285780562,2.251839649377711,1.7996176291539152,1.0610688640173456
2024-04-23,76.28007817857186,5.1379464187840655,0.8591732987837556,3.3717636000208584,3.283142954013639,3.4748922273904275,2.5001896978356535,2.236611551883221,1.796796543331982,1.0594055293845428
2024-04-24,76.26850030246297,5.148826185351805,0.8849332498269875,3.388969509149816,3.2537677952480824,3.4741556982214226,2.4998193007213447,2.2251935927433557,1.7965857852809548,1.0592485809932641
2024-04-25,76.43722148658354,5.191976707986667,0.8750358531510597,3.154530083361251,3.257162828026524,3.4805882973538314,2.511398286410472,2.230060898812129,1.8004600161977797,1.0615655421167465
2024-04-26,76.44446931155984,5.214505926569279,0.8969406986751463,3.0423600685018903,3.334595448829223,3.479312085841945,2.51159991032082,2.2135723065296817,1.8006045634768213,1.0620396796953429
2024-04-29,76.82069065864833,5.242693559996664,0.9005370405400561,2.6073840732191442,3.3298236953928826,3.4907674184604462,2.5238590114742934,2.2076277530709794,1.8093933014403645,1.0672234877568445
2024-04-30,66.5442475196863,4.557036478530064,0.7764733648597801,2.259015119346205,2.8657332703965115,3.023530697660472,2.2219658051866777,1.9027103780948906,1.567407850917114,0.9240594056532871
2024-05-02,76.66235613817263,5.245420818149736,0.8912604781261846,3.1624644471617493,3.3123444908514785,3.4834052612320825,2.179736871832765,2.1923202282381116,1.8059816023631547,1.0647096638721107
2024-05-03,76.5471961794084,5.234871465943018,0.8899028937506094,3.2109303283824193,3.298062860616087,3.4775428762227603,2.176416656483054,2.1889808456881625,1.8032306979237485,1.1728651955817357
2024-05-06,76.53793991136548,5.23432976505013,0.8898108072122358,3.2115994762119833,3.297721579343372,3.476181609793806,2.1882083946412787,2.188754331458283,1.8027102966241184,1.1727438282993072
2024-05-07,76.55802526003121,5.235376141986558,0.8900643679480909,3.1803455111453403,3.298661299004592,3.4769495839082643,2.200462774482448,2.189378039503176,1.7976590082825348,1.1730780137077816
2024-05-08,76.58507835285242,5.234628266133658,0.8817363575657893,3.1806403722998082,3.2781760340805848,3.476676604524038,2.2012060230575,2.1901175439960405,1.7982662021473115,1.173474243342849
2024-05-09,76.52336489959417,5.2299133079398725,0.8885913273880265,3.2016297624889334,3.325487045027627,3.473877569287287,2.1994338555760984,2.188354303730813,1.7968184372161935,1.1725294917509808
2024-05-10,76.49380570768862,5.238578680191756,0.8875175127772413,3.1889333814420238,3.373603579572863,3.4725054019218806,2.190780822372571,2.187489912772975,1.7961087013167745,1.1706762999432925
2024-05-13,76.50168476033015,5.22585463421587,0.90563040817883,3.174520794575119,3.3740238443744905,3.4728807492320075,2.1910176265221915,2.1877263612041955,1.7963028448793334,1.1703579764878205
2024-05-14,76.5127810590761,5.225956357440425,0.9137148510716455,3.1545145688357006,3.372177363652973,3.471326687229157,2.191335425878085,2.1880436831736976,1.7982318714984493,1.1719181321437577
2024-05-16,76.47690670453197,5.227833077894421,0.9211688225395085,3.197329343080442,3.361113448791866,3.469656220362438,2.190280914576609,2.186990755919941,1.7973665289275333,1.171354183375278
2024-05-17,76.44890693167854,5.2218402009578195,0.9140469051011504,3.193555390189233,3.4071625273493633,3.4700546345610075,2.1898658053424347,2.1865762702474436,1.7970258861184814,1.1709654484545269
2024-05-20,76.47323758926518,5.23831557181227,0.9198920441694399,3.1430175413978176,3.4037791934969093,3.4741964124349267,2.190549888319374,2.1872593256203374,1.7981432118634497,1.171609221620304
2024-05-21,76.41747810637207,5.21944485812983,0.9458081951609227,3.163082745677591,3.4142316516838993,3.4674263910342793,2.1887680937194887,2.1854802075661355,1.7972372202682478,1.2010425303875365
2024-05-22,76.378877805817,5.207931560890184,0.9629185587468528,3.180208798565143,3.422845009225091,3.4656295634215426,2.2007925905194163,2.18434768714863,1.7963058881793053,1.2001425374868282
2024-05-23,76.32232791963406,5.218865840543824,0.9570111172036936,3.163092284513238,3.4725030772456686,3.465711738005654,2.222828196113745,2.182651094088563,1.7952435624305991,1.1997651702209489
