date,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,DBS BANK LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD
2024-03-01,53.46475232793515,0.0,14.848505001718909,21.648977885791535,0.0,0.0,0.0,0.0,10.037764784554401,0.0
2024-03-04,41.58464284144496,0.0,11.549100114380668,16.86684341427492,15.268112967002722,0.0,0.0,0.0,7.807328105287594,6.92397255760914
2024-03-05,39.47716454228086,0.0,10.896325083548112,16.014645502248122,14.496690972294632,0.0,0.0,5.128172769134549,7.406449931886426,6.580551198607303
2024-03-06,39.489319583622986,0.0,10.862475416384841,16.01957642067695,14.501154511663158,0.0,0.0,5.12975173643732,7.4087303820191615,6.588991949195585
2024-03-07,39.482734673912375,0.0,10.867077606044372,16.01690512966853,14.498736420033175,0.0,0.0,5.128896341804583,7.417756604706281,6.58789322383068
2024-03-08,35.874418122108565,0.0,9.832188250103856,14.557533028568907,13.172416953654903,0.0,9.155985533969135,4.659713727396025,6.759004203385753,5.988740180812859
2024-03-11,35.852691748330905,0.0,9.884466634058137,14.548716651316937,13.164439434596162,0.0,9.156263756632482,4.656891697452747,6.749087496426315,5.987442581186315
2024-03-12,35.88612784903545,0.0,9.894850600491706,14.562284735925198,13.174385055231728,0.0,9.063382970499315,4.661234699112404,6.762376147884417,5.995357941819782
2024-03-13,35.91292166577513,0.0,9.825241765898799,14.573157438328948,13.184221504020874,0.0,9.07248323623538,4.664714937181945,6.767425170392319,5.9998342821666055
2024-03-14,35.92847717771687,0.0,9.793371357151132,14.575208506575915,13.186077089414933,0.0,9.073103809736386,4.665371462628082,6.7648772961217505,6.0135133006549255
2024-03-15,35.973866316774206,0.0,9.881013285271386,14.60614735304102,13.212344686270969,0.0,8.860025459534555,4.669294052018866,6.771732886719084,6.025575960369914
2024-03-18,36.007504856878,0.0,9.77336751216455,14.625649575653627,13.236387855005608,0.0,8.868310316077824,4.673660228115763,6.778065017001557,6.037054639103078
2024-03-19,35.98744030925579,0.0,9.801799334895843,14.620653835680466,13.245366939858505,0.0,8.863368606415555,4.671055913304454,6.767278847377088,6.043036213212296
2024-03-20,35.98697531075447,0.0,9.817602024279628,14.61809230286219,13.271078294018345,0.0,8.861815747711631,4.670237546140276,6.736893288138064,6.037305486095399
2024-03-21,35.96526475911784,0.0,9.83110303913656,14.61211888203412,13.250477544910705,0.0,8.8616970862084,4.668329137460665,6.746983098862216,6.064026452269501
2024-03-22,35.96540809247016,0.0,9.830184884057987,14.610754214091282,13.260914155244425,0.0,8.855032411417142,4.667893148732957,6.746352978643498,6.063460115342548
2024-03-25,35.94880447939946,0.0,9.857792230297632,14.604957217940237,13.259153568357416,0.0,8.857353807978493,4.666041104805573,6.744843228137261,6.06105436308393
2024-03-26,35.96727212948848,0.0,9.84067298364278,14.61246008885269,13.265965071886477,0.0,8.865406657331738,4.668438147368529,6.703941394726398,6.075843526702918
2024-03-27,35.93374171629892,0.0,9.857956001537858,14.61211888203412,13.26565530626796,0.0,8.865199646521612,4.668329137460665,6.714292535938895,6.082706773939971
2024-03-28,35.92985490309689,0.0,9.882806392395581,14.614337011229628,13.2594951600697,0.0,8.858371508278449,4.669037792874548,6.708305585925417,6.07779164612979
2024-04-02,35.92398213574995,0.0,9.898703635836984,14.61194828460025,13.257327883568781,0.0,8.859258612374191,4.668274634415779,6.700204068456508,6.0803007449975555
2024-04-03,35.95468896419864,0.0,9.93438751636567,14.652028430242718,13.289444995607147,0.0,8.908955320476892,4.67958396468023,6.475346954548758,6.105563853879946
2024-04-05,35.945617348978715,0.0,9.9278471519909,14.64928529914536,13.28929719688239,0.0,8.907287399035098,4.6787078598898715,6.50104731210954,6.100910431968124
2024-04-08,35.951164269108034,0.0,9.900818638509017,14.650166979415447,13.28914169854122,0.0,8.934095522218307,4.678653114232501,6.506821753554741,6.089138024420732
2024-04-09,35.95343805555714,0.0,9.875726105548118,14.656340768680678,13.294741932345921,0.0,8.937860477464698,4.680624765368831,6.50956382102396,6.091704074010646
2024-04-10,35.90947838315267,0.0,9.87997640938247,14.662648548048082,13.300463708345767,0.0,8.941707143750524,4.682639207362746,6.528760785235908,6.094325814721838
2024-04-11,35.90064930837851,0.0,9.871693161339632,14.659043438025693,13.297193519139483,0.0,8.939508643395316,4.681487885384157,6.557596643425287,6.092827400911921
2024-04-12,35.87810889544055,0.0,9.902979941915314,14.655097017717091,13.293613727949612,0.0,8.938272497983235,4.680227563116646,6.562854221299559,6.088846134577992
2024-04-15,35.87678640243448,0.0,9.892201286073963,14.656469444622635,13.294858654075323,0.0,8.939109553217364,4.680665859104993,6.563468822328784,6.096439978142455
2024-04-16,35.87552651983732,0.0,9.89185390233373,14.65595475441092,13.294391779454443,0.0,8.942307332134051,4.680501488489607,6.563238333453511,6.0962258898864174
2024-04-17,35.87056469593044,0.0,9.814531525471997,14.684522794678337,13.299062001749906,0.0,8.959500405625928,4.682145714323186,6.569056877560923,6.120615984659283
2024-04-18,35.84126465501123,0.0,9.819015678091393,14.691231993297086,13.299280645661637,0.0,8.96359390383398,4.684284935733275,6.5779157608937595,6.12341242747764
2024-04-19,35.750617493560874,0.0,9.838918603100172,14.71909385432459,13.328244500679137,0.0,9.001519135137977,4.694900177158069,6.606912217519298,6.0597940185198755
2024-04-22,35.740541504195534,0.0,9.868566213578376,14.694924750788921,13.322300318948868,0.0,9.025672003763164,4.692806327524902,6.598097432916989,6.057091448283244
2024-04-23,35.75879759111466,0.0,9.84601235912335,14.67894601989775,13.329105282230044,0.0,9.030282271142154,4.695203389141886,6.601467707545368,6.06018537980479
2024-04-24,32.415657232168215,0.0,8.898638184577267,13.340813869767882,12.089846402475489,9.321220719339923,8.190701725092874,4.2586720264550815,5.987703519869914,5.496746320253351
2024-04-25,32.439236919017546,0.0,8.873327137777245,13.34920237197697,12.097448315240687,9.327081762103798,8.195851914592978,4.261349815085554,5.972285229487995,5.4842165347172225
