date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,FUTU SECURITIES INTERNATIONAL
2024-03-12,0.0,0.0,100.0,0.0,0.0
2024-03-15,0.0,0.0,54.1155297822881,45.8844702177119,0.0
2024-05-17,0.0,1.4775777575294902,53.31593075085577,45.20649149161475,0.0
2024-05-23,0.0,2.0932351565001106,53.31593075085577,44.59083409264413,0.0
2024-07-02,0.0,2.2305613141942424,56.813708767418056,40.955729918387696,0.0
2024-09-12,28.690990236577047,1.5905911853179078,40.513293131920825,29.205125446184216,0.0
2024-09-20,29.065246986063613,1.5905911853179078,40.513293131920825,28.830868696697653,0.0
2024-09-26,21.23215134936398,26.93532724024793,34.60829879830076,17.224222612087328,0.0
2024-10-02,26.052694810448735,33.05071863246522,33.63915872681178,7.257427830274262,0.0
2024-10-03,26.197456063505424,32.98601764800885,33.573305796044615,7.243220492441112,0.0
2024-10-04,28.975869473662318,35.04411711182401,29.42873929568604,6.551274118827634,0.0
2024-10-07,24.025618315764685,34.505884942840034,28.976752043987325,10.955874447726655,1.535870249681307
2024-10-09,24.025618315764685,33.99392819294626,28.976752043987325,11.57022254759918,1.4334788997025532
2024-10-10,24.898182359113736,26.695721045796834,22.755689927591877,24.52468349086757,1.1257231766299869
2024-10-14,27.712490300688703,26.695721045796834,22.755689927591877,21.710375549292603,1.1257231766299869
2024-10-15,27.471263905696564,26.936947440788973,22.755689927591877,21.710375549292603,1.1257231766299869
2024-10-16,32.185905322391754,28.32633630548474,23.92941246105129,14.374558722186286,1.1837871888859295
2024-10-22,32.158713127669195,28.302404859565154,24.078165328286776,14.27792961572093,1.1827870687579467
2024-11-01,31.989743546418055,28.471374440816295,24.078165328286776,14.27792961572093,1.1827870687579467
2024-11-11,33.428394350081696,29.211759250029257,22.103853438449438,14.042448066779642,1.2135448946599692
2024-11-29,30.412406163213713,30.535181149735646,23.105255766120447,14.678633074947106,1.2685238459830832
2024-12-12,30.412406163213713,30.535181149735646,23.105255766120447,14.588024228805457,1.359132692124732
2024-12-13,30.412406163213713,30.535181149735646,23.105255766120447,13.772544613530618,2.1746123073995713
2025-01-20,30.550814867404846,30.67414861033364,23.210409185860765,13.380118236555031,2.184509099845719
2025-02-03,28.639369405039844,30.67414861033364,23.028366760873624,15.473606123907176,2.184509099845719
2025-02-10,29.623621176131532,31.330039185790852,23.520771258175326,13.294348972012141,2.2312194078901495
2025-02-11,31.404579926969532,33.21358701811964,24.93482942309872,8.081644318948992,2.3653593128631196
2025-02-18,31.9717652724892,33.81344410497218,25.385167236077038,6.421544281062966,2.4080791053986124
2025-02-26,31.9717652724892,34.31512725193023,25.385167236077038,5.919861134104922,2.4080791053986124
2025-03-05,32.76714509732459,32.80119311942224,24.26521011466031,7.864613554949192,2.3018381136436656
2025-03-19,31.999868870270546,32.03311962309569,23.697015393693597,10.022057893775553,2.24793821916461
2025-04-08,31.999868870270546,31.00281460597858,23.697015393693597,11.052362910892665,2.24793821916461
2025-04-14,33.03017388738766,31.00281460597858,23.697015393693597,10.022057893775553,2.24793821916461
2025-04-29,33.40483025724843,31.00281460597858,23.697015393693597,9.647401523914786,2.24793821916461
