date,ZHONGTAI INTERNATIONAL SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,VALUABLE CAPITAL LTD,CITIC SECURITIES BROKERAGE (HK) LTD,BOCI SECURITIES LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),HUATAI FINANCIAL HOLDINGS (HONG KONG)
2024-05-17,31.091973228900322,27.57707153553702,17.288058155262537,11.611977356671648,0.0,7.483766472495283,0.0,4.947153251133194
2024-05-21,31.091919801845048,27.577024148331503,17.28802844823713,11.611957403169454,0.0,7.483753612725913,0.0,4.947316585690952
2024-05-29,31.09213351116783,27.5765263513083,17.288147276951324,11.612037217589682,0.0,7.483805052068567,0.0,4.947350590914297
2024-06-13,31.09496543707119,27.569929894652685,17.28972191164396,11.613094862250042,0.0,7.484486690122612,0.0,4.947801204259514
2024-06-14,31.09630143024323,27.566817941391093,17.290464763423845,11.613593818117145,0.0,7.484808260607532,0.0,4.948013786217159
2024-06-19,31.101753472306914,27.554462180121668,17.293496260317532,11.615630002457236,0.0,7.485776774853087,0.0,4.948881309943563
2024-06-20,31.10244847777305,27.552843298895997,17.293882703944906,11.615889567447725,0.0,7.48594405338873,0.0,4.948991898549596
2024-06-21,31.106512208329555,27.540798879530158,17.296142258514536,11.619985999078166,0.0,7.48692213907275,0.0,4.949638515474833
2024-06-25,31.10645873129638,27.54075153252431,17.296112523699936,11.619966022477362,0.0,7.486909267864917,0.0,4.949801922137092
2024-07-10,31.106137872958577,27.54046745390788,17.295934116959305,11.620877648935455,0.0,7.486832041547266,0.0,4.949750865691518
2024-07-17,31.105068392969653,27.54295873136512,17.295339454404175,11.620478104120536,0.0,7.486574631994154,0.0,4.94958068514636
2024-07-26,31.105068392969653,27.53573858727037,17.295339454404175,11.62769824821529,0.0,7.486574631994154,0.0,4.94958068514636
2024-08-21,31.11418676042701,27.532094183004457,17.29305038528448,11.626159301549151,0.0,7.485583770447462,0.0,4.948925599287439
2024-08-29,31.12280214034575,27.536827362702233,17.29602331986956,11.628158012609903,0.0,7.486870654506945,0.0,4.929318509965608
2024-08-30,31.2797719363281,27.537442795598814,17.296409876446713,11.628417895525,0.0,7.487037981934776,0.0,4.770919514166595
2024-09-02,31.279987041081913,27.537632165101417,17.2965288204082,11.628497861835937,0.0,7.487089468801917,0.0,4.770264642770617
2024-09-03,31.283321543120067,27.540567725479363,17.298372661025166,11.629737480310524,0.0,7.487887605804365,0.0,4.760112984260513
2024-09-04,31.283429119538447,27.540662431395805,17.298432146299838,11.629777472403536,0.0,7.487913354992434,0.0,4.759785475369935
2024-09-09,31.343476707392792,27.517904401655596,17.28413771041889,11.620167288834121,0.0,7.481725771260579,0.0,4.752588120438019
2024-09-13,31.344133138351886,27.518329882276344,17.284404956991693,11.620346959346783,0.0,7.481841453373539,0.0,4.7509436096597515
2024-09-23,31.50445003253333,27.494664797076833,17.26954079489756,11.610353747476106,0.0,7.475407254197908,0.0,4.645583373818261
2024-09-26,31.50742460031087,27.497260771419352,17.257609569975816,11.615569998043087,0.0,7.476113062600192,0.0,4.646021997650682
2024-09-27,31.510021045789884,27.499526749655306,17.251821076013492,11.61652720716412,0.0,7.475699057054161,0.0,4.646404864323038
2024-09-30,31.51094072285178,27.500329373173965,17.249405920467908,11.616866256560368,0.0,7.475917248877467,0.0,4.646540478068513
2024-10-02,31.511157125256588,27.500518232575583,17.249524381321095,11.62244006164558,0.0,7.475968589981023,0.0,4.6403916092201305
2024-10-03,31.52398427517977,27.511712784046104,17.21583939943496,11.6271711726153,0.0,7.479011809547462,0.0,4.6422805591764
2024-10-04,31.52463402889749,27.512279839197074,17.216194242133643,11.627067301514996,0.0,7.4791659625151095,0.0,4.64065862574169
2024-10-07,31.53227064190654,27.518944488624435,17.22036473980842,11.629883873892345,0.0,7.480977736001007,0.0,4.617558519767251
2024-10-08,31.534546092925286,27.520930327544274,17.221607406311428,11.6307231166925,0.0,7.481517582896396,0.0,4.610675473630113
2024-10-09,30.195572677689032,26.420015489804577,16.428206673582547,11.137293155876518,6.59286950444633,4.947505473554266,0.0,4.278537025046727
2024-10-10,30.128403419758477,26.361244859622918,16.39166255954395,11.111369365305048,6.57820383948367,5.176349036849338,0.0,4.252766919436598
2024-10-15,30.119799453539187,26.360898650758998,16.391447283713738,11.114506749819936,6.578117446276899,5.182519349113026,0.0,4.252711066778215
2024-10-16,30.120163379698838,26.36150452223874,16.391824020127483,11.114762202516761,6.5782686358779765,5.180996768485865,0.0,4.252480471054336
2024-10-17,30.125801517991636,26.350019069056017,16.39489237568491,11.116842754524377,6.579500009952172,5.180817188744929,0.0,4.252127084045955
2024-10-18,30.12515846577164,26.35159116942693,16.394542417462805,11.116605459247491,6.5793595668145715,5.180706601280804,0.0,4.252036319995761
2024-10-21,30.130105728046928,26.339496361857474,16.39723478840302,11.118431068327036,6.58044005299417,5.181557395621255,0.0,4.252734604750113
2024-10-22,30.148523817881017,26.32273250852305,16.407258176508236,11.125227601471622,6.584462579072831,5.156461077769352,0.0,4.255334238773897
2024-10-23,28.740725565490322,25.108046076740482,15.65100966184273,10.612440104717603,6.280969454766175,4.918787848699494,4.628825255783507,4.059196031959692
2024-10-24,28.720478137867588,25.12241954808591,15.659969313191704,10.618515352599657,6.284565088381139,4.901057686187628,4.631475095080984,4.0615197786053905
2024-10-25,28.72309099132971,25.124705067170165,15.646336006313508,10.61948137497813,6.331565590629178,4.861035248273931,4.631896444811961,4.061889276493415
2024-10-29,28.722640465436523,25.124310982487753,15.646090591239398,10.619314806855881,6.33303479375527,4.860959002223404,4.631823792837158,4.0618255651646145
2024-10-30,28.722685517389852,25.124350390399673,15.646115132400364,10.619331463432967,6.3330447272287715,4.860966626720823,4.631831057932079,4.0616750844954685
2024-10-31,28.714122314306124,25.123719878643364,15.645722483063034,10.619064964469697,6.343237748594353,4.860844637632247,4.631714819148193,4.061573154142989
2024-11-01,28.71862676703834,25.11197385830956,15.648176864799485,10.620730802473354,6.344232827402439,4.861607169903622,4.632441407279414,4.062210302793783
2024-11-04,28.71907729004145,25.11079905358412,15.648422345326512,10.620897415019808,6.344332352454559,4.861683436289193,4.6325140786307095,4.062274028653648
2024-11-05,28.723087567579864,25.11305030400612,15.637898824824848,10.622380497011303,6.345218263003577,4.86236231255275,4.633160954119371,4.062841276902172
2024-11-08,28.723042502060387,25.113010902508808,15.637874289508707,10.622363830867943,6.345365204079469,4.862354683676398,4.633153684851933,4.062834902446352
2024-11-11,28.723763567341877,25.11113093426138,15.638266863806003,10.622630495437523,6.345524498574356,4.862476748570757,4.633269995868278,4.062936896139826
2024-11-12,28.72421425152761,25.10995590617371,15.63851223275117,10.62279716759258,6.34562406169515,4.862553042241986,4.633342693219043,4.063000644798751
2024-11-13,28.729488307427815,25.096205337560722,15.641383621572787,10.624747620460946,6.346789182374518,4.863445856100633,4.634193421742194,4.063746652760383
2024-11-14,28.72926461465905,25.09628410561674,15.641432714308712,10.624780967762042,6.346809102686739,4.86346112072612,4.634207966825888,4.06375940741471
2024-11-15,28.72815129475006,25.09750507371588,15.64219369112459,10.625297877698484,6.347117883517124,4.861343637099147,4.634433427299179,4.063957114795538
2024-11-18,28.72714459521334,25.097859570578102,15.64241463374679,10.625447957746152,6.347207535192349,4.861412302532642,4.634498887674754,4.064014517315874
2024-11-19,28.724722195024725,25.10136568990483,15.644599846876615,10.626932310957033,6.34809422702148,4.854557160804897,4.635146317630847,4.064582251779572
2024-11-21,28.72185341321749,25.10160209274636,15.644747186583311,10.627032394634794,6.348154012912499,4.853818053382765,4.63817231480235,4.0646205317204265
2024-11-22,28.738634232334938,25.084856337345045,15.653887671666192,10.631984809204804,6.351862938749832,4.831210648679358,4.640882179292308,4.066681182727528
2024-11-25,28.784112989342308,24.966303465720653,15.678659877188728,10.648809876455212,6.3619147327495105,4.838856017396828,4.648226354078958,4.0731166870678015
2024-11-26,28.673707866047987,25.00500842226952,15.70296631286609,10.665318596864353,6.371777531767265,4.8463576370161165,4.6554324428502065,4.079431190318467
2024-11-29,28.671394233472398,25.01742409868918,15.71076326879096,10.670614221739779,6.374941295070862,4.848763987264796,4.657743993473503,4.048354901498527
2024-12-02,28.669348313338165,25.018252248845503,15.711283341161547,10.670967450385582,6.375152324336273,4.848924495582446,4.6578981784687725,4.048173647881707
2024-12-04,28.669800244064536,25.018646625333858,15.711531006773438,10.67113566272226,6.375252819373313,4.84900093184969,4.657971603482976,4.046661106399928
2024-12-05,28.67526973529945,25.023419566451754,15.714528379632583,10.673171452385148,6.3764690604743715,4.849926001709581,4.658860229655494,4.028355574391617
2024-12-06,28.675314946401137,25.023459019833606,15.714553156073993,10.673188280329377,6.376479113987163,4.849933648385607,4.658867575086088,4.028204259903025
2024-12-10,28.68549107028016,25.03233919497182,15.720129842499883,10.676975917407741,6.378741960672446,4.851654763766668,4.6605208860843685,3.994146364316916
2024-12-11,28.685581557100004,25.032418158122958,15.72017943079361,10.67700959734698,6.378762082066681,4.851670068047479,4.660535587443769,3.9938435190785175
2024-12-12,28.686214980823653,25.032970914130026,15.72052655760963,10.677245362871314,6.378902935380819,4.851777200716702,4.660638499556606,3.9917235489112524
2024-12-16,28.69074024965131,25.03691988136104,15.723006480765505,10.678929705181309,6.3799092114136595,4.852542571684597,4.6613737182716966,3.9765781816708827
2024-12-17,28.67824366650061,25.060600302812112,15.737877615941349,10.689030051280723,6.385943457625324,4.857132203865842,4.665782539113584,3.9253901628604586
2024-12-18,28.691427048736813,25.0721206551985,15.745112314781707,10.693943796018338,6.388879074412728,4.8593650264598605,4.667927398309267,3.881224686082791
2024-12-19,28.693058825160893,25.073546589688178,15.746007791434929,10.694551995998673,6.389242431112701,4.859641394633278,4.668192878791118,3.875758093180226
2024-12-20,28.681566498264306,25.077587618361097,15.74854552851738,10.696275605026427,6.390272166246899,4.860424608533457,4.668945237505368,3.8763827375450677
2025-01-02,28.654623884533308,25.087061406880167,15.75449499989759,10.700316434414239,6.392686277524412,4.862260775375135,4.670709067442298,3.8778471539328536
2025-01-06,28.662643056561915,25.094082174694975,15.758903991833312,10.703310983517166,6.394475309939948,4.863621508838706,4.672016193986982,3.85094678062699
2025-01-07,28.66364010343197,25.094955087079217,15.759452174562641,10.703683304474946,6.394697745518579,4.863790692768916,4.6721787128138,3.847602179349928
2025-01-08,28.664546569872773,25.09574869649302,15.759950555594152,10.704021800551281,6.394899973110207,4.8639445065560745,4.6723264670136615,3.8445614308088314
2025-01-09,28.666359674763243,25.09733606591401,15.76094741222875,10.704698856936142,6.395304466667677,4.864252163317723,4.672622003450861,3.8384793567215887
2025-01-10,28.685320352107407,25.11393609803329,15.771372113582958,10.711779223728286,6.399534487705784,4.8674695064626405,4.675712597414094,3.7748756209655365
2025-01-13,28.686409764872746,25.11488987655963,15.771971079670715,10.71218603630289,6.399777529598903,4.867654363502762,4.675890171899167,3.771221177593182
2025-01-16,28.689224464215574,25.117354139763364,15.773518619324403,10.71323711182066,6.4004054732751765,4.86813197585127,4.676348968419954,3.7617792473295983
2025-01-27,28.690314173547915,25.11830817793348,15.774117748466592,10.713644035140424,6.400648581330735,4.868316883214374,4.676526591245503,3.7581238091209763
2025-02-03,28.696581609035483,25.12379530418486,15.7775636244777,10.715984444256224,6.402046811124226,4.869380373206641,4.677548184405453,3.7370996493094166
2025-02-13,28.696354480231122,25.123596453406527,15.778546824979856,10.715899628971691,6.401996139958668,4.869341832848169,4.677511162367745,3.7367534772362174
2025-02-17,28.694991782904296,25.122403414836036,15.777797552677878,10.720139442951828,6.401692129808797,4.8691106035084415,4.677289042447893,3.7365760308648333
2025-02-21,28.694446740210527,25.121926231133223,15.777497863681806,10.721202110825564,6.402203678805922,4.869018117921422,4.677200200386586,3.7365050570349494
2025-02-25,28.69643147998818,25.12089239529561,15.776848576578207,10.72076090409394,6.401940210648983,4.8688177445353205,4.67700772083138,3.7373009680283777
2025-02-27,28.751689580088275,25.10142446661553,15.764621998077248,10.712452639984813,6.3969789014138705,4.865044558650225,4.673383181889348,3.734404673280696
2025-02-28,29.005745208082935,25.039487378245862,15.725723218165061,10.687124319537118,6.381194528377883,4.853040192318257,4.661851734839124,3.645833420433765
2025-03-03,28.8430159571176,24.993350325426537,15.796275365143686,10.74014240041853,6.409823225959515,4.876397699061254,4.682766744230172,3.6582282826427046
2025-03-04,28.83456229610036,24.98602497111371,15.791645601131817,10.734618126507506,6.407944557209573,4.874968465267035,4.68139426214517,3.688841720524828
2025-03-05,28.82478964598048,24.977556672638368,15.786293474552188,10.731613432678861,6.405772767691767,4.874899978990357,4.679807637464436,3.719266390003547
2025-03-06,28.849866266580094,24.94788384975726,15.767539683044122,10.720920919355843,6.398162841579157,4.869108698220363,4.674248122377989,3.7722696190851766
2025-03-07,28.90441106849898,24.92875841300153,15.755452041269866,10.712702094214553,6.393257910182312,4.865375963571388,4.670664770884791,3.7693777383765816
2025-03-10,28.904913642792675,24.929191860793367,15.755725988563333,10.712888360894603,6.393369072699029,4.863721814093397,4.6707459818820585,3.769443278281547
2025-03-13,28.923704179886183,24.878808044002522,15.765968487720464,10.721434312545963,6.3975252808855565,4.86688362755839,4.673782345412201,3.7718937219887225
2025-03-14,28.92507670869793,24.879988628640987,15.766716636915321,10.717197738872162,6.39782886536828,4.867114577853023,4.674004132389727,3.7720727112625743
2025-03-17,28.925534247249495,24.880382181753216,15.766966035759298,10.715785458295072,6.3979300665986765,4.867191566155482,4.674078066059888,3.772132378128876
2025-03-20,28.976640739927863,24.747658610765235,15.794823579456807,10.734718426183793,6.40923411938852,4.875791064716639,4.682336365955729,3.7787970936054105
2025-03-21,28.98017673438689,24.738475632497696,15.796751008145298,10.736028374607935,6.410016232696138,4.876386053291848,4.682907747421025,3.7792582169531688
2025-03-27,29.037515760876108,24.59464754475072,15.828005832185928,10.759334562350613,6.422698836185122,4.8860342770292,4.685027479486879,3.786735707135426
2025-03-28,29.040374833257726,24.58722303356298,15.829564278669558,10.76039394072668,6.423331223645852,4.886515362455795,4.685488773517127,3.7871085541642806
2025-04-02,29.067055881386324,24.517937015620532,15.84410780191259,10.770280128155859,6.429232704274393,4.891004882729393,4.689793599201713,3.7905879867191987
2025-04-03,29.065669845671856,24.516767900437785,15.843352290265077,10.769766557294973,6.428926132250686,4.890771659678708,4.689569970725251,3.7951756436756656
2025-04-08,29.050601064303844,24.524174180213596,15.848138414607607,10.773020000186278,6.4308682490006115,4.89224911475673,4.68462684719643,3.796322129734903
2025-04-10,29.050878200858193,24.52440813561835,15.848289602476779,10.772168793777945,6.430929598115696,4.892295785772578,4.684671537540012,3.796358345840445
2025-04-14,29.050416309538484,24.524018212423588,15.848037624297357,10.773587462102723,6.430827350240831,4.892218001240859,4.6845970541077415,3.7962979860484163
2025-04-15,29.051155342700234,24.524642095486925,15.848440793230575,10.773861538670877,6.430990948401308,4.892342457678898,4.684716228736275,3.7938505950949044
2025-04-23,29.1032130508521,24.38939535200627,15.876840128669862,10.793167570841804,6.442514849807979,4.901109204916192,4.693110923795146,3.8006489191106425
2025-04-25,29.11554908988118,24.35734612883905,15.883569877689101,10.797742493073539,6.445245651884498,4.90318664819821,4.695100202416121,3.8022599080182955
2025-04-28,29.114574811857853,24.35509696639783,15.883038374298387,10.79738117400035,6.4450299780816716,4.903022575489814,4.694943092792998,3.806913027081099
2025-04-29,29.19715531492878,24.140537963299423,15.928088982377684,10.828006837433852,6.463310644082688,4.916929495768352,4.708259816976595,3.8177109451326303
