date,PRUDENTIAL BROKERAGE LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,UBS SECURITIES HONG KONG LTD,YUE XIU SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-04-18,0.0,44.20680612626074,0.0,55.793193873739256,0.0,0.0,0.0,0.0
2024-05-20,7.5771243009200795,38.53206566841061,0.0,53.890810030669314,0.0,0.0,0.0,0.0
2024-08-07,6.294557222261055,32.90903021974959,0.0,44.76880331115291,1.0490928703768425,14.978516376459602,0.0,0.0
2024-08-22,6.45713648258744,33.75902261830366,0.0,47.216543700239306,1.3990462378939452,11.16825096097565,0.0,0.0
2024-08-23,6.374810440458117,33.328607878610015,0.0,47.88951275684566,1.3812089287659253,11.025859995320282,0.0,0.0
2024-08-28,6.902289516324601,32.805781285986775,0.0,48.07949023215477,1.3595418744275731,10.852897091106277,0.0,0.0
2024-09-10,6.922975395325872,32.60440296440008,0.0,48.22358249531366,1.3636163657460048,10.885422779214386,0.0,0.0
2024-10-02,6.9012584668881205,32.5021250498474,0.0,48.386001786081536,1.3593387889325086,10.851275908250429,0.0,0.0
2024-10-23,6.916756624426343,32.35054505838761,0.0,48.49466224010212,1.362391456326401,10.875644620757528,0.0,0.0
2024-11-04,7.231154652809359,32.35054505838761,0.0,48.49466224010212,1.0479934279433853,10.875644620757528,0.0,0.0
2024-12-02,7.393878101617052,33.07853284394331,0.0,49.58594282630944,1.0715765364662395,8.870069691663955,0.0,0.0
2025-01-21,7.490193893981531,33.509427843473,0.0,48.92922793376473,1.0855353469538451,8.985614981826897,0.0,0.0
2025-01-27,7.539298946970662,33.72911270786768,0.0,48.594412439799555,1.092652021300096,9.044523884062002,0.0,0.0
2025-02-03,7.564093713827814,33.84003886847923,0.0,48.42535301296489,1.0962454657721472,9.074268938955916,0.0,0.0
2025-02-11,7.607416300168472,30.106871102000294,10.15402816594333,43.08316154412605,0.975309782072881,8.073213105688971,0.0,0.0
2025-02-12,7.4547321629422045,29.50261317034358,6.127292855794296,42.21846384785312,0.955734892684898,13.741163070381901,0.0,0.0
2025-02-17,7.4547321629422045,29.50261317034358,6.127292855794296,42.21846384785312,0.955734892684898,13.741163070381901,0.0,0.0
2025-02-21,7.4547321629422045,29.50261317034358,6.127292855794296,42.21846384785312,0.955734892684898,13.741163070381901,0.0,0.0
2025-02-24,11.661824517648997,9.86769766877992,9.585242298539633,66.04453467098874,1.4951057073908969,1.3455951366518073,0.0,0.0
2025-02-25,32.620860287364685,27.60226639700089,26.812172432194615,5.018593890363798,4.182161575303165,3.763945417772849,0.0,0.0
2025-03-10,32.620860287364685,27.60226639700089,26.812172432194615,5.018593890363798,4.182161575303165,3.763945417772849,0.0,0.0
