date,QUAM SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,LIVERMORE HOLDINGS LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,50.99529997235278,0.0,21.094829969588055,0.0,0.0,0.0,12.869781586950513,15.040088471108653
2024-03-04,0.0,0.0,48.447656863589444,0.0,19.615580889848104,0.0,0.0,6.369665005469482,11.993012431342255,13.574084809750717
2024-03-05,44.79138642473166,0.0,26.754157755121017,0.0,10.881964403979975,0.0,0.0,3.517508037249965,6.622878531580767,7.432104847336617
2024-03-06,44.73618640692893,0.0,26.75510735761903,0.0,10.868153187719484,0.0,0.0,3.7128479175525286,6.630212330065316,7.297492800114716
2024-03-07,44.741792071734565,0.0,26.762706605041668,0.0,10.892542300911098,0.0,0.0,3.713902476952758,6.646296997166093,7.24275954819382
2024-03-08,44.778250685740225,0.0,26.77601568055766,0.0,10.848229223722882,0.0,0.0,3.6447066395851673,6.649602196073751,7.303195574320316
2024-03-11,44.69510035817112,0.0,26.747512424570807,0.0,10.879261487627236,0.0,0.0,3.747277523360606,6.642523648022891,7.288324558247339
2024-03-12,44.68241642621548,0.0,26.803774096259463,0.0,10.918742280080282,0.0,0.0,3.746214091066142,6.676112076384371,7.172741029994261
2024-03-13,44.65149645247795,0.0,26.780973741460816,0.0,10.895277035634006,0.0,0.0,3.743027412573731,6.592457802953564,7.336767554899932
2024-03-14,44.641243320293476,0.0,26.77907546269748,0.0,10.944121893701672,0.0,0.0,3.7427621007327034,6.606166842571216,7.286630380003444
2024-03-15,44.590672775404755,0.0,26.833701146202603,0.0,11.080406937679967,0.0,0.0,3.7385222206409927,6.634083898150882,7.122613021920797
2024-03-18,44.53552125163489,0.0,26.851467387421547,0.0,11.084364962088927,0.0,0.0,3.7350843847682293,6.59968890212442,7.193873111961989
2024-03-19,44.519727539267464,0.0,27.15703379895315,0.0,11.045132403789689,0.0,0.0,3.7313891638983168,6.614359520119736,6.932357573971647
2024-03-20,44.52519527014283,0.0,27.437070986710253,0.0,11.005910555431148,0.0,0.0,3.7159429585837276,6.576702648977149,6.739177580154888
2024-03-21,44.503263690497654,0.0,27.507894999162254,0.0,11.021539014056527,0.0,0.0,3.718832692472197,6.624234801905687,6.624234801905687
2024-03-22,37.821714092323866,0.0,23.372295159384652,15.109483751304378,9.414924545590377,0.0,0.0,3.1564899673147906,5.62255213461962,5.502540349462317
2024-03-25,37.82025237906911,0.0,23.381101756403247,15.111297285067602,9.404051964138576,0.0,0.0,3.15686882877844,5.59922175018589,5.527206036357133
2024-03-26,34.26106934843507,0.0,21.232058556470577,13.715321561106443,8.535309327344637,9.210726274754167,0.0,2.946942185943375,5.0819678381701,5.016604907775628
2024-03-27,34.41101633948848,0.0,21.324982780814956,13.775348035426388,8.528898962362883,8.561723461255877,0.0,3.184140515114861,5.137034076753526,5.076855828783037
2024-03-28,34.4904542595711,0.0,21.374211558634045,13.807148461939592,8.60342173819826,8.499237536142322,0.0,2.9880577487548616,5.110509279796545,5.126959416963272
2024-04-02,34.560246775848746,0.0,21.38007331094404,13.810934991523114,8.561902113489905,8.501568402248145,0.0,2.983392323248279,5.111910807029207,5.0899712756685656
2024-04-03,34.531678167172366,0.0,21.397905067223533,13.808284202785456,8.593161773536462,8.499936661762295,0.0,2.996529283926949,5.099961997057377,5.072542846535563
