date,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,WEST BULL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,FIRST SHANGHAI SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING,TIGER BROKERS (HK) GLOBAL LTD,TOTAL_CCASS_PCT
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1624695573577042,0.0,1.1624695573577042
2024-04-17,0.0,1.178318561851917,0.0,0.0,0.0,0.0,0.0,1.1624695573577042,0.0,2.340788119209621
2024-04-18,0.0,1.178318561851917,0.0,0.0,0.0,0.0,0.0,1.1610572698285169,0.0,2.339375831680434
2024-05-03,0.0,1.1798877702176807,0.0,0.0,0.6300371588541013,0.0,1.0825183911220468,1.1610572698285169,0.0,4.053500590022345
2024-05-06,24.045999774033998,1.1798877702176807,3.156541088151849,0.0,0.6300371588541013,0.0,1.0828322327951996,1.1610572698285169,0.0,31.256355293881345
2024-05-08,24.045999774033998,1.1794170077079513,3.156541088151849,1.4317457129227447,0.6279971879786086,0.0,1.0833029953049287,1.1610572698285169,0.0,32.686061035928596
2024-05-13,24.045999774033998,1.1794170077079513,3.156541088151849,1.433158000451932,0.6294094755077959,0.0,1.089893670441136,1.1610572698285169,0.0,32.695476286123174
2024-05-16,24.045999774033998,1.1794170077079513,3.156541088151849,1.433158000451932,0.6294094755077959,0.0,1.0930320871726633,1.1610572698285169,0.0,32.698614702854705
2024-05-17,24.045999774033998,1.1817708202565969,3.156541088151849,1.433158000451932,0.6041452208190012,0.0,1.0931890080092395,1.1610572698285169,0.0,32.67586118155113
2024-05-20,24.045999774033998,1.1817708202565969,3.156541088151849,1.4342564463079666,0.6041452208190012,0.0,1.0931890080092395,1.1610572698285169,0.0,32.676959627407165
2024-05-23,24.045999774033998,1.1817708202565969,3.156541088151849,1.4347272088176957,0.6039882999824249,0.0,1.0931890080092395,1.1610572698285169,0.0,32.67727346908032
2024-05-27,24.045999774033998,1.1817708202565969,3.156541088151849,1.4356687338371539,0.604459062492154,0.0,1.0931890080092395,1.1605865073187878,0.0,32.678214994099775
2024-05-29,24.045999774033998,1.1817708202565969,3.156541088151849,1.4362964171834591,0.6046159833287303,0.0,1.0931890080092395,1.1609003489919405,0.0,32.67931343995581
2024-06-03,24.045999774033998,1.1817708202565969,3.156541088151849,1.4367671796931885,0.6046159833287303,0.0,1.0933459288458158,1.1609003489919405,0.0,32.679941123302115
2024-06-07,24.045999774033998,1.1817708202565969,3.156541088151849,1.4370810213663412,0.6046159833287303,0.0,1.0933459288458158,1.1609003489919405,0.0,32.68025496497527
2024-06-12,24.045999774033998,1.1817708202565969,3.156541088151849,1.4377087047126467,0.6046159833287303,0.0,1.0933459288458158,1.1604295864822114,0.0,32.68041188581184
2024-06-24,24.045999774033998,1.1817708202565969,3.156541088151849,1.4377087047126467,0.6046159833287303,0.0,1.0936597705189686,1.1604295864822114,0.0,32.680725727485
2024-06-26,24.045999774033998,1.1817708202565969,3.156541088151849,1.4381794672223758,0.6046159833287303,0.0,1.0936597705189686,1.1604295864822114,0.0,32.68119648999473
2024-06-27,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4381794672223758,0.6046159833287303,0.0,1.0936597705189686,1.1604295864822114,0.0,30.71968603279018
2024-06-28,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4384933088955283,0.6046159833287303,0.0,1.0955428205578848,1.1604295864822114,0.0,30.721882924502246
2024-07-04,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4392779130784101,0.6050867458384593,0.0,1.0958566622310377,1.1604295864822114,0.0,30.72345213286801
2024-07-08,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4397486755881392,0.604929825001883,0.0,1.0963274247407668,1.1604295864822114,0.0,30.72423673705089
2024-07-09,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4397486755881392,0.604929825001883,0.0,1.1044873082427378,1.1604295864822114,0.0,30.732396620552866
2024-07-11,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4397486755881392,0.604929825001883,0.0,1.1044873082427378,1.1604295864822114,0.002353812548645459,30.73475043310151
2024-07-16,24.045999774033998,1.1817708202565969,1.1950306309472998,1.440376358934445,0.6058713500213413,0.0,1.1044873082427378,1.1604295864822114,0.002353812548645459,30.736319641467276
2024-07-17,24.045999774033998,1.1817708202565969,1.1950306309472998,1.452616184187401,0.6063421125310703,0.0,1.102918099876974,1.1604295864822114,0.002353812548645459,30.747461020864193
2024-07-18,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4535577092068592,0.6063421125310703,0.0,1.102918099876974,1.1604295864822114,0.002353812548645459,30.748402545883653
2024-07-22,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4540284717165886,0.6063421125310703,0.0,1.102918099876974,1.1786324035250697,0.002353812548645459,30.767076125436237
2024-07-23,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4540284717165886,0.6063421125310703,0.0,1.103702704059856,1.1786324035250697,0.002353812548645459,30.767860729619123
2024-07-24,24.045999774033998,1.1817708202565969,1.1950306309472998,1.4543423133897413,0.6063421125310703,0.0,1.103702704059856,1.1786324035250697,0.002353812548645459,30.768174571292274
2024-07-26,24.045999774033998,1.1825554244394787,1.1950306309472998,1.4543423133897413,0.6063421125310703,0.0,1.1032319415501268,1.1786324035250697,0.002353812548645459,30.76848841296543
2024-07-29,24.045999774033998,1.1830261869492078,1.1950306309472998,1.454656155062894,0.6064990333676467,0.0,1.1032319415501268,1.1786324035250697,0.002353812548645459,30.76942993798489
2024-08-01,24.045999774033998,1.1830261869492078,1.1950306309472998,1.4560684425920811,0.6064990333676467,0.0,1.1032319415501268,1.1786324035250697,0.002824575058374551,30.7713129880238
2024-08-02,24.045999774033998,1.1830261869492078,1.1950306309472998,1.4601483843430665,0.6064990333676467,0.0,1.1032319415501268,1.1786324035250697,0.002824575058374551,30.775392929774785
2024-08-06,24.045999774033998,1.1830261869492078,1.1950306309472998,1.4606191468527956,0.6064990333676467,0.0,1.1030750207135505,1.1786324035250697,0.002824575058374551,30.775706771447943
