date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,69.0202977611861,0.0,0.0,1.4803662067017205,0.0,1.0865661179879826,0.7452727077694099,0.0,0.0,72.33250279364522
2024-03-04,69.01900925373836,0.0,4.228430465856647,1.4803662067017205,0.0,1.0865661179879826,0.7505878009913132,0.0,0.0,76.56495984527602
2024-03-05,69.01739861942869,0.0,4.228430465856647,1.4803662067017205,0.0,1.0865661179879826,0.7505878009913132,0.0,0.0,76.56334921096636
2024-03-06,69.0169798545082,0.0,4.228430465856647,1.4803662067017205,0.0,1.0865661179879826,0.7505878009913132,0.0,0.0,76.56293044604584
2024-03-07,69.01633560078432,0.0,4.228430465856647,1.4803662067017205,0.0,1.0865661179879826,0.7505878009913132,0.7557876855410459,0.0,77.31807387786303
2024-03-12,69.01717313062534,2.625469218040264,4.236870189639305,1.480237355956947,0.0,1.0820563419209133,0.7699154127073249,0.7557876855410459,0.0,79.96750933443114
2024-03-13,69.01443505229891,2.625469218040264,4.238480823948972,1.480237355956947,1.3220398071490902,1.0772244389919103,0.7699154127073249,0.7557876855410459,0.0,81.28358979463445
2024-03-14,69.01234122769634,2.625469218040264,4.238480823948972,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.28597353341277
2024-03-15,69.01234122769634,2.625469218040264,4.238158697087039,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.28565140655084
2024-03-18,69.00895889564603,2.625469218040264,4.238158697087039,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.28226907450053
2024-03-20,69.00734826133636,2.625469218040264,4.238158697087039,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.28065844019086
2024-03-21,69.00734826133636,2.625469218040264,4.237836570225106,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.28033631332895
2024-03-25,69.0057376270267,2.625565856098844,4.236225935915438,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.27721168276818
2024-03-26,69.0033216755622,2.6255980687850373,4.236225935915438,1.480237355956947,1.3220398071490902,1.0756138046822428,0.7760036103978686,0.7557876855410459,0.0,81.27482794398986
2024-03-27,69.0032572501898,2.625662494157424,4.236225935915438,1.480237355956947,1.3220398071490902,1.0730690024729679,0.7760036103978686,0.7557876855410459,0.0,81.2722831417806
2024-03-28,69.00164661588015,2.6257269195298107,4.235742745622537,1.480237355956947,1.3220398071490902,1.0730690024729679,0.7760036103978686,0.7557876855410459,0.0,81.27025374255041
2024-04-02,69.00003598157048,2.6257913449021975,4.235742745622537,1.480237355956947,1.3220398071490902,1.0730690024729679,0.7760036103978686,0.7557876855410459,0.0,81.26870753361314
2024-04-03,68.99684692563733,2.6258879829607773,4.235742745622537,1.480237355956947,1.3220398071490902,1.0730690024729679,0.7760036103978686,0.7557876855410459,0.0,81.26561511573857
