date,CITIBANK N.A.,CHINA MERCHANTS SECURITIES (HK) CO LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,UBS SECURITIES HONG KONG LTD,DBS VICKERS (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,DBS BANK (HONG KONG) LTD,KINGSWAY FINANCIAL SERVICES GROUP LTD,BANK OF CHINA (HONG KONG) LTD
2024-07-12,37.011611724330955,10.132588823721983,13.351913451240335,9.618532328561928,7.119472126175329,4.2859986034840025,0.0,15.617316627000728,1.3577197374967114,1.5048465779880258
2024-07-15,37.01322371087944,10.132987091339333,13.352438256386362,9.618910390873499,7.119751961393139,4.282629562096501,0.0,15.617930475207798,1.3572228249183365,1.5049057269055945
2024-07-16,37.01380565101111,10.133146407152736,13.352648189996517,9.619061624119842,7.119863901639854,4.28277550817004,0.0,15.618176028002337,1.3555933021329851,1.5049293877745777
2024-07-17,37.04851236417552,10.133823555252714,13.353540481491008,9.619704418474196,7.120339686960561,4.243595611605965,0.0,15.619219713526808,1.3562342137444885,1.505029954768736
2024-07-18,37.0484832375043,10.133815588278384,13.353529983250766,9.619696855688268,7.120334089116549,4.235730510000213,0.0,15.619207434062712,1.3641735305493137,1.505028771549495
2024-07-19,37.04944444183646,10.134078505045647,13.353876433894571,9.619946433902644,7.120518822616406,4.224440548333713,0.0,15.619612666572616,1.3730143290311647,1.5050678187667847
2024-07-22,35.90457064525427,9.820922906959748,12.941225085344296,9.32267815464438,6.900485957322525,7.184024154002939,0.0,15.136947257573144,1.330586482910357,1.4585593559883405
2024-07-23,35.90243702111461,9.820339299975695,12.940456054835295,9.322124155785753,6.900075896899874,7.183521058642267,0.0,15.136047746578052,1.3365260848679101,1.4584726813005462
2024-07-24,35.9023549637118,9.820316854938406,12.940426478564065,9.322102849452243,6.900060126318423,7.183504640228086,0.0,15.136013152136282,1.336751586786263,1.458469347864428
2024-07-25,35.90071389442199,9.819867975737496,12.93983498152961,9.321676743233914,6.899744729827508,7.182947741514127,0.0,15.13532129650789,1.34148995488566,1.4584026823418088
2024-07-26,35.90250540257015,9.82035800425181,12.940480701831259,9.322141911138074,6.90008903910615,7.175268574354074,0.0,15.136076575400326,1.3446043321725383,1.458475459175618
2024-07-29,35.900946370116735,9.819931564462687,12.939918773655194,9.321737105913147,6.900170322027758,7.174804629966546,0.0,15.135419305543142,1.3486598020611555,1.4584121262536427
2024-07-30,35.90001648540209,9.819677214503038,12.939583611663858,9.321495659886647,6.899991597967264,7.1654009418886595,0.0,15.135027277017855,1.360432860330452,1.4583743513401386
2024-08-01,35.9001258811036,9.819707137343823,12.939623041585206,9.321524064652346,6.900012623846781,7.165422776532187,0.0,15.135073396966767,1.3605131867015,1.4579978912677907
2024-08-02,35.90009853211572,9.81969965661653,12.939613184082338,9.419713960010858,6.900007367364888,7.06714414053505,0.0,15.135061866953187,1.3606645117674776,1.457996780553951
2024-08-05,35.90116517352097,9.819991413426935,12.939997637823538,9.419993832694951,6.90021237609343,7.064382977306498,0.0,15.135511550500544,1.3607049389854031,1.4580400996477267
2024-08-07,35.89687164407984,9.818817010812381,12.9384501041834,9.418867267006608,6.8993871587267055,7.047160735608982,0.0,15.133701448679766,1.3887265548806866,1.4580180760216368
2024-08-08,35.88604001783916,9.814854540821399,12.933076392472076,9.397248698604539,6.89660285033777,7.032438457460333,0.0,15.127594110313355,1.4547152521520004,1.4574296799993685
2024-08-09,35.888648516545565,9.81473496881696,12.93291883192328,9.397134214191304,6.8965188306894705,7.027555821725821,0.0,15.127409814484766,1.4576670771375633,1.4574119244852708
2024-08-13,35.88739154518094,9.81439121553237,12.93246586672942,9.396805087040939,6.896277285603655,7.024264104174245,0.0,15.126879988989975,1.4641640269564582,1.4573608797919972
2024-08-14,35.88733689624937,9.81437627028361,12.932446173310316,9.396790777687817,6.896266784027216,7.024253407700865,0.0,15.127161511776949,1.4641617973433192,1.4572063816205363
2024-08-16,35.888429906504925,9.814675183907273,12.932840053088515,9.397076973030732,6.89647682163301,7.021421672238383,0.0,15.127622235366376,1.4642063908963294,1.457250763334459
2024-08-19,35.891927986777155,9.815631829871686,12.934100629624504,9.397992915290162,6.897453624754787,7.012815854705634,0.0,15.129096739462685,1.4635876165254758,1.4573928029879124
2024-08-20,35.885287681455694,9.813815856310795,12.931707713387993,9.396254208403494,6.89617753844296,7.0077116698526,0.0,15.126297730682076,1.4856244282714706,1.457123173192915
2024-08-21,35.884795904727774,9.813681366480504,12.931530495555377,9.396125440893243,6.896083032314011,7.00045903285223,0.0,15.126090437897647,1.4941310846949563,1.4571032045842571
2024-08-22,35.73263371466794,9.77310518651861,12.878063087253066,9.357275710338874,7.280580628231139,6.96916415705924,0.0,15.063549282870506,1.4945496465217598,1.4510785865388611
2024-08-23,35.732536260411436,9.773120006337045,12.878082615392088,9.357289899598523,7.280591668415498,6.969174725015432,0.0,15.063572125054348,1.4945519128387577,1.4510807869368696
2024-08-26,35.73748437385709,9.774639276169959,12.880236226202232,9.358744527010556,7.2820267896685635,6.946067963706902,0.0,15.065913816417051,1.5035806638316365,1.4513063631360041
2024-08-27,35.75725181230856,9.778925420529127,12.885884163715414,9.36224138754543,7.28901315402101,6.897981161785516,0.0,15.072520165735472,1.5042399785744882,1.4519427557849833
2024-08-28,35.756926290835665,9.778836396623628,12.885766855147782,9.362156156985149,7.2950158967958325,6.893366540441007,0.0,15.072382950800995,1.5036193745622988,1.4519295378076371
2024-08-29,35.76528875480504,9.78114412298009,12.888807791982057,9.35723267548254,7.302807993239911,6.872532352122546,0.0,15.07593991136148,1.5039742165823538,1.4522721814439783
2024-08-30,35.76394541042405,9.780776743169811,12.888323688312608,9.356881217787834,7.308604003386043,6.868594098198426,0.0,15.07537365900135,1.5039177273050863,1.4535834524147961
2024-09-02,35.75797621166027,9.77914427785386,12.886172556357101,9.349098480224553,7.3073841572678,6.855460843460024,0.0,15.072857496403067,1.5385651354140906,1.4533408413592308
2024-09-03,35.76286496761583,9.780398259501572,12.887824952869083,9.350297317012696,7.309838701800893,6.840937121158711,0.0,15.074790291966975,1.5395211845251116,1.4535272035491273
2024-09-04,35.76418305368555,9.780613472112464,12.888108542798987,9.350503065474552,7.3118206117180975,6.836459123184422,0.0,15.075122004939324,1.5396309384222964,1.4535591876643115
2024-09-05,35.761201225208836,9.780420522435906,12.887854289179632,9.350318600916443,7.31319388645474,6.832226949375733,0.0,15.074824606425086,1.5464294078182015,1.4535305121854247
2024-09-09,35.76087561800778,9.780331471306685,12.887736944738762,9.350233465882825,7.314644806347581,6.83133011291728,0.0,15.07468734952995,1.5466429535385218,1.4535172777306107
2024-09-11,35.76049575043383,9.780227580372129,12.887600045591793,9.350134143636343,7.316084597712087,6.830802300346857,0.0,15.074527219644635,1.5466265244244024,1.4535018378379223
2024-09-13,35.76008323462438,9.78009400955653,12.88742403667635,9.350006446705645,7.317502150241681,6.828888046536245,0.0,15.076673421828435,1.5466054017905377,1.452723252040198
2024-09-16,35.759752608453226,9.780086589062638,12.887414258544233,9.349999352533988,7.318027712290378,6.828731118341194,0.0,15.076661982637468,1.5466042283277952,1.4527221498090734
2024-09-17,35.75977974062873,9.78009400955653,12.88742403667635,9.350006446705645,7.319323114215531,6.828736299538425,0.0,15.076673421828435,1.5466054017905377,1.45135752905981
2024-09-19,35.75931849924449,9.779967862691764,12.887257810448308,9.349885847251524,7.320897902627925,6.828648220254764,0.0,15.07647895794277,1.5462060905647437,1.4513388089737078
2024-09-20,35.75879243961623,9.779886239983897,12.887150254585727,9.35018717340363,7.322657728379724,6.827908382004459,0.0,15.076353131042833,1.5446757483307383,1.4523889026527659
2024-09-23,35.771249847542094,9.783293291062757,12.891639793431159,9.35344452880787,7.291282198198622,6.830287042864967,0.0,15.081605329681953,1.5443030922672918,1.452894876143283
2024-09-24,35.770827157136324,9.783322992573446,12.891678931701447,9.353472925322663,7.293353594936794,6.828789808235948,0.0,15.08165111656052,1.5440041864850396,1.452899287047813
2024-09-25,35.77038662468328,9.783077960503537,12.891204254781888,9.353162762583684,7.295447825824048,6.8286187750907725,0.0,15.081273383126437,1.5439655155199647,1.4528628978863856
2024-09-26,35.77850587602357,9.785298547875891,12.894130332392448,9.344430082542956,7.295054090082431,6.812784474485298,0.0,15.084696568075875,1.5519073562003634,1.4531926723211628
2024-09-27,35.78016276462399,9.785751701220859,12.8947274545203,9.344331397704813,7.300706138552164,6.805811902330233,0.0,15.085395134468529,1.5498535374741957,1.4532599691049166
2024-09-30,35.783897240836446,9.785506547479015,12.894404414371516,9.343717725027997,7.301889719252761,6.80169379693802,0.0,15.085017213468968,1.549890625859826,1.4539827167654569
2024-10-02,35.68991208150701,9.799978992311907,12.913474817690398,9.347501113544471,7.3195314747582705,6.804074475759172,0.0,15.107327461626882,1.5597856400796826,1.458413942722211
2024-10-03,35.694275417788276,9.801365019453824,12.915301191666078,9.315594313463052,7.330071502927214,6.809675136820783,0.0,15.109464115789109,1.560006243127344,1.4642470589643168
2024-10-04,35.68811796919484,9.80073902316735,12.914476313644641,9.283901574783506,7.339639787272352,6.775709369697047,0.0,15.108499100364389,1.6281088029719357,1.4608080589039347
2024-10-07,35.78292806309084,9.786487236153201,12.895696672090438,9.270401349178949,7.328966818350158,6.766843442893468,0.0,15.086529011091235,1.6257412815186074,1.456406125633103
2024-10-08,35.7830095657983,9.786509526816639,12.89572604459432,9.270422464354539,7.3325519052226795,6.763670078372199,0.0,15.086563373649781,1.625137598304966,1.4564094428865761
2024-10-09,35.780891412938956,9.786843898953757,12.89616664820947,9.27073920353135,7.332498730418949,6.76397709610965,0.0,15.087078830812848,1.6253449755229097,1.4564592035021053
2024-10-10,35.78203678241596,9.787780262504638,12.897400498521186,9.271626188382601,7.3483868983731755,6.7424517711171,0.0,15.088522298273071,1.62519674909532,1.456598551316946
2024-10-14,35.779868853705594,9.787208019045096,12.896722379521957,9.301455597539302,7.35934657762569,6.706143303141143,0.0,15.087640146450315,1.6251017318201877,1.4565133911507167
2024-10-15,35.77821784826381,9.787691077304132,12.89735891123231,9.301914680961124,7.371099671641492,6.6936417103270776,0.0,15.088384813281541,1.6251060080408304,1.4565852789476883
2024-10-16,35.77818579099983,9.787765398191684,12.89745684476472,9.301985313202126,7.37115564262234,6.693236939086448,0.0,15.088499383933824,1.6251183479604223,1.456596339238606
2024-10-17,35.81130844739749,9.797034620944116,12.909671011693577,9.310794491845071,7.283662164618651,6.699575577335241,0.0,15.102788514915186,1.6271894041876849,1.457975767062987
2024-10-18,35.81028391316265,9.79719099424175,12.909877066679151,9.310943104123647,7.283778421252992,6.699682511194957,0.0,15.103029574882301,1.6272153762274761,1.45799903823507
2024-10-21,35.81031215300119,9.79730269251061,12.91002425283898,9.311049258655776,7.283861463978289,6.698998824582861,0.0,15.103201765284535,1.6272339281920845,1.458015660955671
2024-10-23,35.806994352777714,9.79780908994224,12.910691538859334,9.311530522895366,7.284237948083501,6.699345078639279,0.0,15.103982411021768,1.627318035737575,1.4580910220432226
2024-10-24,35.80660400079085,9.797868669552301,12.910770047632106,9.311587145488494,7.284282242889878,6.699385816763874,0.0,15.104074257002251,1.6273279313145477,1.4580998885657004
2024-10-28,35.80663685789207,9.797898459629057,12.910809302376547,9.311615457043295,7.28430439049508,6.6991781511370325,0.0,15.104120180411373,1.6273328791481652,1.4581043218673766
2024-10-29,35.979973158582176,9.798196370360241,12.91127787688631,9.311898582060435,7.28452587395463,6.5240176927879,0.0,15.1045794298622,1.6273823591391963,1.4581486563669084
2024-10-30,35.981840116070316,9.798166578471893,12.911238619523585,9.311870268783952,7.284503725002586,6.521565417636653,0.0,15.104533503660383,1.6273774110046915,1.4589043598459424
2024-10-31,35.9845267727411,9.798918879122484,12.912229941025993,9.304983277597593,7.285063027280994,6.52206614171266,0.0,15.105693225766625,1.627502360613912,1.4590163741386444
2024-11-01,35.98447206227986,9.798903980958757,12.912210309419885,9.304969130407882,7.285051951154833,6.522056225638202,0.0,15.10567025924413,1.627651925029542,1.4590141558669054
2024-11-04,35.98422874017132,9.798941226453014,12.912259388547087,9.305004498462816,7.285079641533383,6.522081015880883,0.0,15.105727675681313,1.6276581117112916,1.4590197015589
2024-11-05,35.94619155662275,9.798933777331511,12.912249572691797,9.312447351208741,7.286214398294674,6.551571684703264,0.0,15.105716192358956,1.6276568743711792,1.4590185924171284
2024-11-06,35.80484925018905,9.760465781724232,12.861635252414457,9.268468491356744,7.657301741299808,6.526760619623021,0.0,15.046415187031545,1.6208128010691012,1.4532908752920386
2024-11-07,35.804743679855214,9.760746638083848,12.862005344594127,9.268735190546918,7.658657930382956,6.522329298883313,0.0,15.04684814602031,1.6226010780516733,1.4533326935816395
2024-11-08,35.805150373029534,21.924145179235605,12.862151439475532,9.268840470768172,7.660259407578074,6.519753034463561,0.0,2.8837313853935056,1.6226195085923019,1.4533492014637173
2024-11-11,35.805578572929136,21.924361006026004,12.862278057724048,9.268931715561214,7.6622279423076245,6.516863941218201,0.0,2.883759773569382,1.6226354820661915,1.4533635085981993
2024-11-12,35.80742802555259,21.9255398273257,12.862969632148175,9.269430084208254,7.662639922273611,6.50994434597207,0.0,2.88391482654645,1.6246916834390928,1.4534416525340552
2024-11-13,35.80808908697595,21.925805494698423,12.863125490173768,9.269542400035206,7.664626018887291,6.5067668357644814,0.0,2.883949770364534,1.6246356395050245,1.4534592635953234
2024-11-14,35.806224902603326,21.926287033221396,12.863407992472297,9.269745979409155,7.666687642317209,6.502441570569954,0.0,2.8840131081932436,1.6277005864817335,1.453491184731683
2024-11-15,35.80676626326025,21.9263866645221,12.863466442772973,9.269788100396065,7.666722479134802,6.499744764967601,0.0,2.8840262129189447,1.6296012827474882,1.4534977892797796
2024-11-18,35.77292595439307,21.90557178285055,12.851255058563213,9.260988221721014,7.659444402557325,6.588353931309558,0.0,2.8812883854201403,1.6280542901494295,1.4521179730356986
2024-11-20,35.77316892485472,21.90548891426331,12.851206442377269,9.26095318748324,7.65941542694587,6.588329007624026,0.0,2.8812774855312764,1.6280481312342314,1.4521124796860554
