date,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,EVERBRIGHT SECURITIES INVESTMENT,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,2.043019026573264,10.611381396734593,4.498979632873046,6.72100813875554,1.7160674933233742,0.4451568500391128,0.0,0.1087796056963917,0.6713664994867863,0.30261817468271407,27.118376818164826
2024-03-04,2.043019026573264,10.634115341654951,4.4965304780175375,6.716987827954987,1.7107740841026478,0.4520422099159194,0.6865028079142214,0.10840992194461684,0.6725679716800546,0.3025719642137422,27.823521633971943
2024-03-05,2.0429728161042924,10.625681076173912,4.48987617048559,6.756543989394897,1.699176792888805,0.46235523132871353,0.6860407032245027,0.1091954999171384,0.6687325027553904,0.30571427610382845,27.84628905837707
2024-03-06,2.0429728161042924,10.614416766046862,4.498517528183328,6.76084156300928,1.685741099035238,0.46072631229745553,0.6743956650435949,0.11025834070349108,0.6695180807279121,0.3092724822146614,27.826660653366115
2024-03-07,2.042649342821489,10.608961620184736,4.509469409329657,6.808022451829546,1.665564221968056,0.4605414704215681,0.6582220009034452,0.10023066893659821,0.6684552399415593,0.31015648848609306,27.83227291482275
2024-03-08,2.0424645009456017,10.594954776487294,4.4737025063454405,6.842310619806663,1.6823550384739423,0.4700089211204979,0.6305881404582749,0.095147517349694,0.6701188168245462,0.30816948453077214,27.809820322342727
2024-03-11,2.042094817193827,10.657693551843424,4.405819327425783,6.912642953581829,1.7083315026863506,0.4691629460650302,0.6290169845132318,0.08900152497643708,0.6201652998659692,0.3023872032061755,27.836316111358055
2024-03-12,2.041771343911024,10.643003082020629,4.385532931547138,6.970313618858705,1.6997419931348,0.4531568641906068,0.6290169845132318,0.09339151952876346,0.6185017229829824,0.3007698367921605,27.835199897480038
2024-03-13,2.0183426361422927,10.659979225612327,4.481003760442993,6.94901059266268,1.785097015346816,0.46045822226171534,0.6286010902924851,0.09667246282576526,0.6041302671327351,0.29605605703636556,27.979351329756174
2024-03-14,2.0184350570802363,10.677031281451928,4.480310603408415,6.895129185841495,1.9191430729524808,0.449922235336132,0.6286010902924851,0.060675131338020154,0.6021432169669452,0.2957325837535626,28.0271234584217
2024-03-15,2.0187585303630393,10.667285401124825,4.478970499808232,6.925304622080117,1.8835964783790873,0.4416044548947531,0.6291556159201475,0.06007439524138602,0.6008031133667614,0.2957324451221557,28.001285556300502
2024-03-18,2.0182040047353773,10.683572280913957,4.58645605063677,6.8492505657999425,1.8692250225288396,0.4342108491749595,0.6279541437268791,0.06746807027688306,0.5941025953658422,0.2918159345875322,28.022259517746985
2024-03-19,2.0181577942664055,10.706492673523996,4.737333231829881,6.793936634440629,1.7911559240912958,0.421318197647515,0.627676880913048,0.06524996776623396,0.5887190757306209,0.28982889597435957,28.03986927618399
2024-03-20,2.021161474749576,10.66167185732768,4.783451279863795,6.741623564725881,1.8219152296053773,0.4196085604795804,0.6278617227889355,0.07010206700827888,0.5885342338547335,0.29172324793939186,28.02765323834323
2024-03-21,2.021346316625463,10.652479416682219,4.760068782564035,6.615330353025797,1.8796914742512376,0.4193314131919217,0.6278617227889355,0.08091531674769331,0.586408552282028,0.29287857897939173,27.936311927138725
2024-03-22,2.021161474749576,10.70485533263477,4.724671563331593,6.6201824522678425,1.8581217443335407,0.41669853706439847,0.6276306704440762,0.07948279220956575,0.5858078161853939,0.2932031613134501,27.931815544534206
2024-03-25,2.0212076852185477,10.729144710388102,4.733775025719049,6.5791475558208345,1.876123956730907,0.41393746154333,0.6243959376160462,0.08128500049946817,0.5840056078954915,0.29782420821063577,27.940847149642412
2024-03-26,2.0210228433426605,10.790385134393055,4.63724135603684,6.6059496278245105,1.943269258434639,0.42142360372723975,0.6245345690229618,0.0833644716032017,0.5772588794256005,0.2987484638005418,28.003198207611252
2024-03-27,2.020884211935745,10.822404587843382,4.604016028846076,6.601068854986468,1.954337693936333,0.41924237717083024,0.6246732004298774,0.07851237236115677,0.5721295173697244,0.29791650206978976,27.99518534694938
2024-03-28,2.0209766328736887,10.85566320967704,4.591446781285731,6.5994052781034815,1.9871564614210837,0.4147137512115882,0.6246732004298774,0.08063805393386217,0.5767967747358819,0.29264850860699815,28.04411865227923
