date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,PO KAY SECURITIES & SHARES CO LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,ICBC (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,TOTAL_CCASS_PCT
2024-03-01,54.694010062355545,41.62823544046946,8.40970954306991,4.087644143345537,4.179149817894213,2.8228651088617394,2.863920845648677,2.069893261816577,1.3287007119147352,0.4391489862076152,122.52327792158401
2024-03-04,54.63036383208315,41.64218076749329,8.404378651047004,4.05792909281522,4.179090029060148,2.8179112452264476,2.8535390527127924,2.066237533346505,1.3276245129015647,0.4492532991646046,122.42850801585072
2024-03-05,54.64063399926583,41.57010610528274,8.375584826871961,4.0277965966454605,4.179030240226083,2.8199404782546145,2.857485414705254,2.0328707601979974,1.3295377555916454,0.43645848867468906,122.26944466571628
2024-03-06,54.31585638909555,41.57469740942826,8.365102768061348,4.070113937620004,4.179209606728278,2.8513215446461544,2.8967036014660374,2.0483641397134376,1.3370113598497737,0.4371161658494043,122.07549692245824
2024-03-07,54.36036499083858,41.64510061499369,8.29125441029943,3.9972200488050986,4.179508550898603,2.9015372297560247,2.852011448002431,2.0835269096484246,1.3480125053177385,0.43287115863078746,122.09140786719081
2024-03-08,54.279229928713825,41.616294952629495,8.247584705687167,4.006224725525964,4.1795683397326675,2.9056167414819494,2.8531632201018593,2.0854262813290023,1.3529749785451355,0.4339473576439579,121.96003123139103
2024-03-11,54.28618809343347,41.596193827039166,8.2746070464977,4.0145364496600155,4.1796281285667325,2.9083655331280887,2.8801752174440973,2.122676219672365,1.351300891191315,0.4336484134736328,122.0473198201066
2024-03-12,54.236228304533405,41.58636280884269,8.243560498632755,4.009573976432619,4.1797477062348625,2.930831964782865,2.8683430071826286,2.15455831649337,1.355964420248387,0.3936496834841305,121.95882068686772
2024-03-13,54.297329742661496,41.57691976039046,8.218468978429518,3.9336587784659067,4.179807495068928,2.93519666924728,2.8659663412397096,2.159700036645294,1.3572199857637526,0.3982534237071375,121.92252121161948
2024-03-14,54.294702740870335,41.565757364437026,8.159326700816072,3.9611632564343378,4.179867283902993,2.9462580818599826,2.848246246177186,2.139013996891306,1.3548882212352165,0.3963401810170567,121.84556407364151
2024-03-15,54.4840826172058,41.66110351495303,8.160625194714296,3.9628971326222238,4.179867283902993,2.9211766659697043,2.837065734207026,2.134230890166104,1.3523770902044854,0.387909955413888,122.08133607935953
2024-03-18,54.52518319561829,41.521166732413654,8.16188602164706,3.9732831705653275,4.179927072737058,2.9179597277528355,2.8382615108883265,2.1309906343039495,1.351420468859445,0.3871924894051077,121.98727102419105
2024-03-19,54.39595818059,41.57217988099229,8.208531536108405,3.976212823434514,4.179927072737058,2.920764421958826,2.846805933164559,2.137573265356841,1.3523173013704204,0.3869533340688476,121.97722374978174
2024-03-20,54.31043425931187,41.56667906910297,8.184713996381426,3.918875331566154,4.179927072737058,2.9250780667589495,2.846267833657974,2.13959723696761,1.3555458984099318,0.38755122240949785,121.81466998730343
2024-03-21,54.284347314810276,41.57236660152107,8.162024911108592,3.8937645593583494,4.179986861571123,2.926830955796068,2.8524260835666717,2.1420893551491087,1.356083997916517,0.3835453705271411,121.75346601132493
2024-03-22,54.273139957653626,41.62763898706083,8.101954830368124,3.8612193445787297,4.179986861571123,2.9437221982519484,2.8506922073787857,2.14084580718939,1.3579972406065979,0.38545861321722197,121.72265604787637
2024-03-25,54.229970625793655,41.59201829444574,8.106468169874024,3.502660983372878,4.1796879174007975,2.9363829992927983,2.84824086518212,2.1299494117587074,1.3550675877374116,0.3835453705271411,121.26399222538527
2024-03-26,54.204650772033126,41.596167818896355,8.12858083099764,3.45738505173346,4.1796879174007975,2.945945625413159,2.8513588528786107,2.1366314118538146,1.3576385076022075,0.3857575573875471,121.2438043461967
2024-03-27,53.97563544266395,41.60746569634778,8.185985346148986,3.4320431358931605,4.1796879174007975,2.9546077121148318,3.078307700775999,2.17053897500644,1.3600300609648086,0.38641523456226234,121.330717221879
2024-03-28,54.05678975679328,41.583163089810036,8.20083707189724,3.4625441106472636,4.1796281285667325,2.956220216969565,2.9001470795751785,2.1737693657109736,1.3608671046417191,0.39281263980722014,121.26677856441921
2024-04-02,54.079013326204084,41.547833150295,8.201655461457923,3.4686425717218965,4.1797477062348625,2.9573550090401195,2.8891775624004343,2.1750859158370854,1.3611062599779793,0.3915570742918546,121.25117403746124
2024-04-03,54.00754450424912,41.54450542336861,8.260573351577124,3.509917613952185,4.1797477062348625,2.9666775829917085,2.8574923502100056,2.1804116062314276,1.365171900694401,0.3935301058160004,121.26557214532542
2024-04-05,53.881979462698126,41.539966673608234,8.20453895734721,3.5308813728404047,4.1797477062348625,2.9530243244222873,2.8373533184988786,2.1666175449577834,1.3566220974231022,0.38844805492047324,121.03917951295135
2024-04-08,53.9649739575623,41.501345179411416,8.192528277416057,3.8470282854468936,4.1797477062348625,2.9504175312570524,2.8755284890493975,2.1651228241061573,1.3566220974231022,0.38988298693803386,121.42319733484528
2024-04-09,53.90780387442933,41.51036097685542,8.248042209845433,3.891644507091238,4.179807495068928,2.9544394663357725,2.875140160572145,2.165286107411989,1.3576385076022075,0.38988298693803386,121.4800462921505
2024-04-10,54.18192300338465,41.5034409574119,8.086757405581306,3.972735504845292,4.179867283902993,2.957727852209349,2.8276023575512137,2.175689364539304,1.3599702721307438,0.3883284772523432,121.63404247880909
2024-04-11,54.13146367877597,41.50590593146273,8.128935318994811,3.9251879562444074,4.179867283902993,2.9485801605974,2.827080520607494,2.192011716239056,1.3571601969296874,0.3889861544270585,121.5851789181816
2024-04-12,54.12547176140363,41.47072373015667,8.025291195776587,3.822948930415545,4.179867283902993,2.95025556330557,2.8340434086450386,2.1966739299417783,1.357817874104403,0.3905406641127491,121.35363434176499
2024-04-15,54.34853176416693,41.47996319762891,8.12324563417868,3.830968645884023,4.179867283902993,2.955653478611463,2.838228627029591,2.2025215170686745,1.3591332284538333,0.39030150877648906,121.70841488570159
2024-04-16,54.32920568123259,41.50422957213322,8.093560358487727,3.8249126946704113,4.179927072737058,2.980474274974052,2.830216923264877,2.2172211400230672,1.361046471143914,0.3931713728116103,121.71396556147852
2024-04-17,54.02063909595304,41.469248978775624,8.15509000424539,3.8281363890255293,4.180046650405187,3.015740957902644,2.8364993545819277,2.242335798505086,1.3732433932931796,0.39699785819177197,121.51797848087938
2024-04-18,53.98196887385646,41.46334124408166,8.095870300091828,3.805506434909585,4.180285805741448,3.0874091756192152,2.8387620032182848,2.2942511008009228,1.3927368251740724,0.399508989222503,121.53964075271597
