date,CITIC SECURITIES BROKERAGE (HK) LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,DBS BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD
2024-03-01,0.0,0.0,16.83982235263162,0.0,0.0,0.0,83.16017764736839,0.0,0.0
2024-03-04,0.0,17.938895027924314,5.3920943100644285,18.52317433080743,0.0,7.441415954191634,28.293290833711175,10.914511141218027,11.496618402082987
2024-03-05,0.0,17.89250257505714,5.397428475919479,18.541498506602746,0.0,7.437906471750468,28.302799542332853,10.925308395365713,11.502556032971603
2024-03-06,0.0,17.88803939847744,5.397721867840069,18.542506380237704,0.0,7.438310779408207,28.30433801806307,10.92590227025029,11.503181285723215
2024-03-07,0.0,17.908809005497986,5.397428475919479,18.541498506602746,0.0,7.427035518123239,28.302799542332853,10.919872918552098,11.502556032971603
2024-03-08,0.0,17.908809005497986,5.393080094468587,18.54584688805364,0.0,7.427035518123239,28.302799542332853,10.919872918552098,11.502556032971603
2024-03-11,0.0,17.9127035688947,5.3942529079329,18.528133350368197,0.0,7.428650648457484,28.30895444895385,10.922247623500501,11.505057451892366
2024-03-12,0.0,17.91991297844857,5.396423958120879,18.49860629546536,0.0,7.428377184036984,28.320348086205726,10.926643551567068,11.509687946155415
2024-03-15,0.0,17.92794777042699,5.395895704003415,18.496795473146964,0.0,7.427650022704964,28.317575816902824,10.925573946122617,11.508561266692228
2024-03-18,0.0,17.93321419925854,5.3974807767106485,18.502229003979295,0.0,7.405896320715458,28.32589425354886,10.928783390860405,11.506502054926793
2024-03-20,0.0,17.932321317343444,5.397539500991435,18.502430307167977,0.0,7.405976896441986,28.326202437651126,10.92890229539588,11.506627245008147
2024-03-21,0.0,17.901951767692573,5.399536887130523,18.50927722284654,0.0,7.40871751475458,28.33668468870489,10.932946589644448,11.510885329226449
2024-03-22,0.0,17.901951767692573,5.399536887130523,18.508188825973505,0.0,7.4098059116276165,28.33668468870489,10.932946589644448,11.510885329226449
2024-03-25,0.0,17.921457425915182,5.405420129496912,18.41939675249855,0.0,7.417879508489211,28.36755985214362,10.944858939890443,11.523427391566084
2024-04-02,0.0,17.919504947528687,5.4048312283979705,18.417390025411752,0.0,7.417071357172624,28.375363949089344,10.943666536838865,11.52217195556076
2024-04-03,0.0,17.93924455145072,5.467499570550976,18.437678085011818,0.0,7.507041600658761,28.157949987593696,10.955721760659197,11.53486444407483
2024-04-05,0.0,17.949228607674364,5.470542498192582,18.380280729514794,0.0,7.52322361510865,28.173621247050157,10.961819149081286,11.541284153378166
2024-04-11,0.0,17.901111587198052,5.472513256898636,18.386902211439004,0.0,7.560867108972662,28.167395807463162,10.965768135955875,11.545441892072606
2024-04-12,0.0,17.906780563313376,5.474246308323574,18.361056738111422,0.0,7.563261506373244,28.176315940343493,10.969240807323018,11.549098136211871
2024-04-17,0.0,17.89691825049897,5.474903959831046,18.36326255348079,0.0,7.5641701228385845,28.179700917125594,10.970558602932945,11.550485593292068
2024-04-24,0.0,17.911589739666024,19.18279123275393,18.378316341169494,0.0,7.57037105857856,14.499402928791403,10.8975742786642,11.559954420376387
2024-04-26,0.0,17.95515867037377,19.229452289318342,18.231273882733213,0.0,7.582211387013271,14.48974840096969,10.924082012792242,11.588073356799473
2024-04-29,0.0,17.949343427006788,19.240836620081183,18.22891113858062,0.0,7.586700251336855,14.468725417912614,10.930549350553243,11.594933794528696
2024-04-30,0.0,1.827742115545632,1.9592520234440414,1.8562098799888362,0.0,0.7725369801842032,1.4820262349986046,1.11303377058331,1.180686575495395
2024-05-02,0.0,17.925171278339963,19.214925234233224,18.204362499692067,0.0,7.6257523792840125,14.534640240213935,10.915829321100015,11.579319047136785
2024-05-06,0.0,17.923797585454704,19.21345270124176,18.202967411028304,0.0,7.632831466271085,14.533526380180037,10.91499278811284,11.578431667711273
2024-05-07,0.0,17.926937764333914,19.21681882262767,18.206156499363544,0.0,7.693297381639999,14.514173088241334,10.86215628036846,11.580460163425082
2024-05-08,0.0,17.961552491627835,19.253924152703913,18.119533407752584,0.0,7.636841369058231,14.54219818376801,10.883129777482782,11.602820617606643
2024-05-13,0.0,17.990368581687118,19.284813621341858,17.951908839422334,0.0,7.712826598757751,14.565528533008074,10.873118563144029,11.621435262638832
2024-05-20,0.0,18.008970385627585,19.30475386438823,17.91107163383667,0.0,7.70540175612761,14.551989462134356,10.884361224394388,11.633451673491162
2024-05-21,0.0,18.01412235893458,19.31027653306266,17.916195600447825,0.0,7.708706404024899,14.556152468662061,10.857766884801272,11.636779750066706
