date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.,BNP PARIBAS,PHILLIP SECURITIES (HONG KONG) LTD,SDICS INTERNATIONAL SECURITIES (HONG
2024-03-01,0.0,35.12661895517631,0.0,62.93918233709037,0.0,1.934198707733318,0.0,0.0
2024-03-07,0.0,31.34607180256235,0.0,66.92790009178937,0.0,1.7260281056482787,0.0,0.0
2024-03-20,0.0,27.88524571310278,0.0,70.57929178502835,0.0,1.5354625018688686,0.0,0.0
2024-03-27,0.0,39.13818985972785,0.0,58.70671982696002,0.0,2.1550903133121335,0.0,0.0
2024-03-28,0.0,38.048109167544126,0.0,59.42544554098098,0.0,2.526445291474895,0.0,0.0
2024-04-02,0.0,38.048109167544126,0.0,59.81775071046466,0.0,2.1341401219912153,0.0,0.0
2024-04-23,0.0,34.77402227866546,0.0,58.23790012032831,0.0,6.988077601006227,0.0,0.0
2024-04-26,0.0,94.11780898180122,0.0,5.227923454790548,0.0,0.6542675634082284,0.0,0.0
2024-05-06,0.0,94.11780898180122,0.0,4.81837680145138,0.0,1.0638142167473967,0.0,0.0
2024-05-07,0.0,93.45718740439459,0.0,5.486465388912108,0.0,1.0563472066933146,0.0,0.0
2024-05-08,0.0,93.423017338373,0.0,5.51511864495831,0.0,1.0618640166686848,0.0,0.0
2024-05-10,0.0,93.89011867679685,0.0,5.5426934265701675,0.0,0.5671878966329794,0.0,0.0
2024-05-22,65.96559751493535,33.51212120002864,0.0,0.31983538547777246,0.0,0.20244589955823647,0.0,0.0
2024-05-28,65.97418244443439,33.51648255213797,0.0,0.23473499454629967,0.0,0.27460000888133185,0.0,0.0
2024-05-31,66.07473495087174,33.56756566075277,0.0,0.08268085639712335,0.0,0.2750185319783629,0.0,0.0
2024-06-03,66.14345925045583,33.60247926941868,0.0,0.08276685271552145,0.0,0.17129462740996057,0.0,0.0
2024-06-07,66.13588700148574,33.59863238354478,0.0,0.08275737738383582,0.0,0.1827232375856402,0.0,0.0
2024-06-12,66.1479827029385,33.60477729283621,0.0,0.06448334808535561,0.0,0.18275665613993083,0.0,0.0
