date,ASTRUM CAPITAL MANAGEMENT LTD,TFI SECURITIES AND FUTURES LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FULBRIGHT SECURITIES LTD,BOCI SECURITIES LTD
2024-10-21,94.03974871736874,0.0,1.8887323798850515,1.3109057073235932,0.9376831412385233,0.6035307060383915,0.0,0.49865824945250403,0.3978984382229259,0.322842660470281
2024-10-22,94.03974871736874,0.0,1.8887323798850515,1.3150183526799026,0.9376831412385233,0.6035307060383915,0.0,0.49865824945250403,0.3978984382229259,0.3187300151139717
2024-10-23,94.06392694063926,0.0,1.8635073429593978,1.3153564523427537,0.9379242255954585,0.6036858776584805,0.0,0.49878645769056723,0.39800074046649386,0.3188119626475791
2024-11-18,94.04651736689493,0.0,1.8816706767845022,1.3151130030641414,0.9377506323647357,0.603574146050548,0.0,0.4986941411150184,0.3979270775495095,0.3187529561766097
2024-11-29,93.98853196867871,0.061656082372526046,1.8805105123620447,1.3143021559076804,0.9371724520623961,0.6032020058778799,0.0,0.4983866658445856,0.39768173130279305,0.3185564255913846
2024-12-10,93.508086776944,0.5725151818758051,1.8708978264870062,1.3075837814627762,0.932381867626311,0.6001185924305313,0.0,0.4958390414460097,0.3956488846177439,0.3169280471098207
2024-12-11,90.58532237298206,3.680301079528573,1.8124195305536297,1.266712885015351,0.9032385857185302,0.5813608002376944,0.0,0.4803406952560167,0.3832821630187184,0.30702188768941274
2024-12-16,90.58532237298206,3.680301079528573,1.8114291373675349,1.267703278201446,0.9032385857185302,0.5813608002376944,0.0,0.4803406952560167,0.3832821630187184,0.30702188768941274
2024-12-19,89.98553761695347,4.308216010940251,1.7748393888413367,1.2819377625611208,0.8952903790718496,0.5775114862804128,0.0,0.47716025697785386,0.39451806814045237,0.3049890302332674
2024-12-23,89.98819362455725,4.308343171979535,1.774891774891775,1.2819756001574183,0.8923652105470288,0.5775285320739866,0.0,0.4771743408107045,0.3945297127115309,0.30499803227075956
2024-12-30,89.92802926023519,4.372320761395367,1.7737051166083297,1.281118496086837,0.891768592441106,0.5771424076768789,0.0,0.4768553112832815,0.394265937782672,0.30479411649034494
2025-01-07,89.92714509040498,4.372277772861792,1.773687677589987,1.2811059001661602,0.8917598245976266,0.5771367332291144,0.0,0.4768506228554012,0.39426206137116676,0.3057743169237727
2025-02-10,89.92626093796086,4.372234785173532,1.773670238914561,1.282076491987022,0.8917510569265559,0.5771310588929309,0.0,0.47684593451971286,0.3942581850358864,0.3057713105889293
2025-02-11,89.43035375559771,4.348123667794356,1.7638891604904474,1.2750063554764652,0.8868334082953634,0.5739484130864149,0.5504820384457437,0.4742163208635626,0.39306177523124153,0.3040851047186969
2025-02-19,89.42860495130822,4.34803864054128,1.7638546677617428,1.2769369157964723,0.877038601431421,0.5739371895654894,0.560248738707028,0.4742070475966992,0.3930540889358207,0.3040791583558215
2025-02-20,89.4268562154129,4.347953616613544,1.7638201763820176,1.2788674006140128,0.8770214513385088,0.5739259664835058,0.5602377832965055,0.47419777469250474,0.39304640294100396,0.30407321222550304
2025-02-28,89.3683130587718,4.345107235331477,1.7626654941619035,1.278030191997655,0.8764473105671992,0.6390150959988276,0.559871024476037,0.4738873418339929,0.3927890957057013,0.3038741511554058
2025-03-03,89.36743986086412,4.345064780255212,1.76264827154945,1.2789947824047838,0.8764387469954859,0.639008852324468,0.5598655541007954,0.473882711586188,0.3927852578508198,0.30387118206866903
2025-03-04,89.36656668001993,4.3450223260085785,1.7655622539009448,1.277028149335105,0.8764301835911166,0.6390026087721183,0.5598600838324523,0.47387808142886456,0.3927814200709352,0.3038682130399523
2025-03-10,89.20097135668101,4.336971044598535,1.9475896505651618,1.274661829388416,0.8748061675297698,0.6378185435501331,0.5588226688902542,0.47299999024742284,0.3920536001638433,0.30330514838546085
2025-03-17,89.20358125109719,4.337097938244875,1.9476466342871632,1.2766496966859773,0.8699553318899097,0.637837205219732,0.5588390192521505,0.4730138295589756,0.39206507109836736,0.3033140226656523
2025-03-21,89.20445124984151,4.337140237777106,1.9496162211190544,1.273736260521003,0.8699638165273619,0.6378434260189403,0.5588444695854017,0.4730184428427921,0.3920688948923761,0.3033169808744502
2025-03-28,89.20445124984151,4.337140237777106,1.9525421083943708,1.2708103732456868,0.8699638165273619,0.6378434260189403,0.5588444695854017,0.4730184428427921,0.3920688948923761,0.3033169808744502
2025-04-07,89.20445124984151,4.337140237777106,1.9564432914281253,1.2669091902119316,0.8699638165273619,0.6378434260189403,0.5588444695854017,0.4730184428427921,0.3920688948923761,0.3033169808744502
2025-04-08,89.20445124984151,4.337140237777106,1.9574185871865644,1.265933894453493,0.8699638165273619,0.6378434260189403,0.5588444695854017,0.4730184428427921,0.3920688948923761,0.3033169808744502
2025-04-23,89.19923151191253,4.336886452959362,1.957304050166278,1.2717112513287627,0.8699129111850125,0.63780610304372,0.5588117691805069,0.4729907644896088,0.3920459532470572,0.30329923248715124
2025-04-24,89.18792417505266,4.336336687729152,1.9570559326000467,1.2842265387315703,0.869802636711132,0.6377252515796864,0.5587409314299088,0.47293080583508856,0.39199625555815587,0.3032607847726032
2025-04-25,89.18705449864947,4.336294403869219,1.95703684923893,1.28421401616725,0.8707692607724786,0.6377190330853315,0.5587354831160473,0.47292619426052873,0.3919924331808918,0.30325782765984416
2025-04-28,89.18705449864947,4.336294403869219,1.95703684923893,1.2822638050568973,0.8707692607724786,0.6377190330853315,0.5606856942264,0.47292619426052873,0.3919924331808918,0.30325782765984416
