date,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,LONG BRIDGE HK LTD,CHINA CONSTRUCTION BANK (ASIA),TIGER BROKERS (HK) GLOBAL LTD,CHONG HING SECURITIES LTD,DAH SING SECURITIES LTD,CHINA MERCHANTS BANK CO LTD
2025-03-24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,8.123569794050344,0.04767353165522502,0.01906941266209001,91.32341723874904,0.4862700228832952,0.0,0.0,0.0,0.0,0.0
2025-03-27,14.206925810044016,3.075780877127857,1.3947075356631489,80.0551519329692,1.02879567269449,0.0,0.2333351010234926,0.0,0.00530307047780665,0.0
2025-03-28,13.96496556212376,3.389554748088291,1.1009273821790768,77.92721948044905,1.7300287434242638,1.4534410759802592,0.42843972015836,0.0,0.005423287596941266,0.0
2025-03-31,31.38375996642887,3.8921527486361724,2.3762064624422994,59.510071338648764,0.9284515316827527,1.405791019723038,0.49832144355853963,0.0,0.005245488879563575,0.0
2025-04-01,27.873419131985067,30.798373168421637,3.4430887514624775,32.39734804167363,1.1198395453785726,2.050253496016491,2.2062510446264416,0.0,0.11142682043567888,0.0
2025-04-02,23.1701340936428,7.199180291352965,6.437385842206085,58.466610237448215,1.1003697598788256,1.639417294070477,1.8710740856239143,0.026729629794627344,0.08909876598209114,0.0
2025-04-03,30.36429981456003,9.846264281868757,10.647843512591972,42.62128372315607,1.2262965843153677,4.354848357958964,0.783633427050308,0.03589160734581564,0.1196386911527188,0.0
2025-04-07,28.891415577032404,8.959636156907335,10.466173962478681,45.52586696986924,1.1540648095508812,4.110289937464469,0.7447413303013075,0.03411028993746447,0.11370096645821488,0.0
2025-04-08,32.35352690484725,16.53722069542359,12.689688134783129,31.89548731429482,2.1388457402318077,2.9593340502648666,0.6850679093479907,0.02389771776795316,0.31863623690604215,0.39829529613255266
2025-04-09,53.01161057601984,16.13206247416741,9.41997219473704,10.182738192156911,6.945053293420673,2.3358925865157,1.747222604927293,0.03757467967585576,0.12524893225285255,0.06262446612642628
2025-04-10,35.702392025815044,25.372928652633753,4.697924920476338,14.17071462201858,4.616391635373962,2.1416841790976218,1.2574499603817135,11.518011965870855,0.46508423192200365,0.0574178064101239
2025-04-11,27.481623733527584,20.506368231684434,6.104452243780765,27.580954903648763,2.6598679999117056,2.058362580844536,1.2030108381343398,11.036796680131559,1.3133788049356554,0.05518398340065779
2025-04-14,29.375711087459173,14.83466069659045,8.676184534077146,17.113810694755387,7.593496531728264,7.2154732631115355,3.9527287407788014,7.432010863581312,2.7048849414614455,1.1010386464564905
2025-04-15,25.808411047986564,14.399542644799372,7.310537035051988,24.43991853360489,7.239075284953729,6.91749740951156,2.912066316504091,7.235502197448815,3.022832029156394,0.7146175009825991
2025-04-16,22.88380433699731,8.667352970477866,6.113638627835154,41.490386211935046,4.522963504134427,3.0750838508285456,3.1315378740079036,6.641649785806794,2.809417859396274,0.6641649785806794
2025-04-17,28.325071854042573,11.496646811346691,9.251468321739493,25.10101220477361,5.19848377556546,3.8572083142416793,3.9780064147956846,8.330903486483109,3.628108468363394,0.833090348648311
2025-04-22,33.99065420560748,18.598130841121495,9.626168224299066,6.607476635514018,8.116822429906541,4.327102803738318,4.485981308411215,9.345794392523365,3.967289719626168,0.9345794392523363
2025-04-23,29.667476338051763,10.84261663455901,8.091129910377754,29.056034843789263,5.624424156126979,0.46067509841695287,3.852919004941788,8.375910880308233,3.6100175894128483,0.41879554401541164
2025-04-24,19.16460905349794,10.48559670781893,9.74485596707819,35.7283950617284,3.374485596707819,3.736625514403292,3.234567901234568,8.23045267489712,5.888888888888888,0.411522633744856
2025-04-25,28.878078443295834,9.644268774703557,7.850410459106111,31.614472484037705,4.189723320158103,3.3688051079355428,2.6117360899969593,6.0808756460930375,5.1535421100638485,0.6080875646093037
2025-04-28,36.56008078088186,14.937731403567822,9.70380343318748,12.938404577583304,5.610905419050825,3.7293840457758334,3.0730393806799055,6.731740154830024,6.0417367889599465,0.6731740154830024
2025-04-29,30.255482222695342,10.581222056631892,7.193953587396211,29.94890355546093,5.871833084947839,2.550564189908452,2.622950819672131,4.258037044922291,3.9706195443900363,2.746433893974878
2025-04-30,40.00661555823637,13.361481885044945,11.561660894267813,10.166556407362727,7.214849982488228,2.5255866443553723,4.101646106549403,3.8915048449235314,3.6677433163404287,3.5023543604311786
2025-05-02,40.98490712074304,13.974458204334365,11.636996904024768,7.3123065015479884,5.822368421052632,5.162538699690403,4.0092879256965945,3.8699690402476783,3.8409442724458205,3.3862229102167185
