date,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,DEUTSCHE BANK AG,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BOOM SECURITIES (H.K.) LTD
2024-03-01,91.27728231518127,7.503560100468707,1.2191575843500184,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,91.28323664894884,7.505385690920679,1.2113776601304826,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,91.15989968791972,7.503051250796705,1.3370490612835766,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,91.16498658396458,7.5136085912927015,1.321404824742722,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,90.44772148382326,7.4905607962970935,1.6364938200115031,0.0,0.0,0.4252238998681446,0.0,0.0,0.0
2024-03-08,90.44878315987165,7.489474919790282,1.6365130291885126,0.0,0.0,0.42522889114954227,0.0,0.0,0.0
2024-03-11,85.65191771806691,7.489402527116776,6.433450530910502,0.0,0.0,0.4252292239058016,0.0,0.0,0.0
2024-03-12,87.67897081414442,7.6694508129263665,4.160032182091659,0.0,0.0,0.47551925276003904,0.0,0.016026938077520696,0.0
2024-03-13,87.62714864288019,7.659952412110164,4.221643279832329,0.0,0.0,0.47523819973298886,0.0,0.016017465444320485,0.0
2024-03-14,87.63037696091034,7.656550463682662,4.221798811620459,0.0,0.0,0.4752557082343217,0.0,0.016018055552218458,0.0
2024-03-15,87.62855223018748,7.658473334897731,4.221710900940801,0.0,0.0,0.4752458119663596,0.0,0.01601772200762924,0.0
2024-03-18,87.39587529622632,6.922105391299055,4.445937644909632,0.7368116717375861,0.0,0.48325235078962986,0.0,0.01601764503777361,0.0
2024-03-19,87.39517536377784,6.922850829667324,4.445902038469271,0.736805770790937,0.0,0.4832484805383167,0.0,0.016017516756324717,0.0
2024-03-20,87.39524535651817,6.930785051159989,4.4459055990876415,0.7368063608813485,0.0,0.47524010276846984,0.0,0.016017529584377143,0.0
2024-03-21,87.3978351667274,6.93603610458155,4.446037345976879,0.7368281948910576,0.0,0.46724518358635103,0.0,0.016018004236762123,0.0
2024-03-22,87.39475540969008,6.939315526745521,4.445880674878809,0.7368022302683161,0.0,0.4672287186288431,0.0,0.016017439788441657,0.0
