date,GF SECURITIES (HONG KONG) BROKERAGE LTD,GUOYUAN SECURITIES BROKERAGE (HONG KONG),VALUABLE CAPITAL LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,YUNFENG SECURITIES LTD,ORIENT SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CMB INTERNATIONAL SECURITIES LTD,HGNH INTERNATIONAL SECURITIES CO LTD
2024-03-01,45.36767875690383,0.0,17.3811864925543,13.211976532483035,18.309851421755813,0.0,0.0,5.7293067963030255,0.0,0.0
2024-03-04,40.078637977277715,0.0,15.365964939863888,11.54814115044475,16.25022742258063,0.0,0.0,5.072481100782021,6.708934674322213,4.975612734728784
2024-03-05,40.07474340760368,0.0,15.379741854767195,11.523419773820795,16.243095581383958,0.0,0.0,5.0955873982852715,6.708282745642838,4.975129238496267
2024-03-06,40.07140580740289,0.0,15.403446276803583,11.547445367254857,16.204264813745578,0.0,0.0,5.0923868694073855,6.706335977448755,4.974714887936953
2024-03-07,40.05305893917498,0.0,15.414430428895932,11.574069381034674,16.20100793274838,0.0,0.0,5.081730672935604,6.703265452220323,4.97243719299011
2024-03-08,39.93973545197028,0.0,15.44052831220358,11.674544025400415,16.20553765796901,0.0,0.0,5.0965830555313705,6.6845312264856975,4.958540270439643
2024-03-11,39.93034362829444,0.0,15.434131004867313,11.711912559547793,16.204493396945775,0.0,0.0,5.092618125597306,6.669127014417213,4.957374270330163
2024-03-12,39.92371676461192,0.0,15.435718562200297,11.704436823629855,16.219783154258423,0.0,0.0,5.0917729516509045,6.668020202113835,4.956551541534776
2024-03-13,39.92868670613596,0.0,15.41827561217834,11.705893861483526,16.24254994640128,0.0,0.0,5.078575034378392,6.668850276895726,4.957168562526775
2024-03-14,39.79629565187843,0.0,15.516578762163274,11.76123238183084,16.25818747469261,0.0,0.0,5.079833719695973,6.646968711141183,4.940903298597686
2024-03-15,39.78725236374925,0.0,15.516650225909965,11.744369658541883,16.269090952832432,0.0,0.0,5.0964210595751975,6.64660632878204,4.939609410609231
2024-03-18,39.76642487679701,0.0,15.54296660898305,11.74510959843157,16.260574549728062,0.0,0.0,5.10477367873475,6.643127020753334,4.93702366657222
2024-03-19,39.731396248795335,0.0,15.610479664452177,11.737516494113226,16.2531329840945,0.0,0.0,5.097524405469086,6.63727536006473,4.932674843010946
2024-03-20,39.70951469709269,0.0,15.69926101062992,11.682340537781922,16.23430185457993,0.0,0.0,5.115705209623232,6.628576871154855,4.930299819137449
2024-03-21,39.60418598271728,0.0,15.751213485478996,11.677334197032417,16.32311332645062,0.0,0.0,5.118730987155472,6.609391888742662,4.916030132422552
2024-03-22,39.509344894093054,0.0,15.766861810375273,11.667159583509424,16.29907652760328,0.0,0.0,5.2597353662176,6.593564220370787,4.90425759783058
2024-03-25,39.487843102007666,0.0,15.782348148507033,11.66034179362539,16.29802194085338,0.0,0.0,5.27629731665349,6.592030714178769,4.903116984174267
2024-03-26,39.43281629168388,0.0,15.812270424655248,11.709670027005815,16.273944251606213,0.0,0.0,5.292169940846257,6.582844635748993,4.896284428453598
2024-03-27,39.39563256173436,0.0,15.821380085561533,11.789668106852533,16.228008456979424,0.0,0.0,5.297403448213625,6.576409403404907,4.891497937253621
2024-03-28,39.360713520509336,0.0,15.871447764054652,11.813309208160002,16.193169810273385,0.0,0.0,5.3036171462752035,6.570580282354236,4.887162268373182
2024-04-02,38.56746792218412,0.0,17.644086504725077,11.519270622766086,15.846326577500292,0.0,0.0,5.201070457552943,6.435263523909418,4.786514391362062
2024-04-03,38.419389050385355,0.0,17.954359143089864,11.497397859212047,15.75935426709025,0.0,0.0,5.192355735050667,6.409667636887027,4.767476308284787
2024-04-05,38.39538361819662,0.0,17.976376217304118,11.528767078415296,15.742860328377589,0.0,0.0,5.186452582388053,6.405662710061985,4.76449746525634
2024-04-08,38.3918109074617,0.0,17.97071562620803,11.548963012758904,15.733419687325402,0.0,0.0,5.185969980234589,6.405066659761874,4.764054126249498
2024-04-09,38.3918109074617,0.0,17.92286106873015,11.57687817128767,15.753359086274518,0.0,0.0,5.185969980234589,6.405066659761874,4.764054126249498
2024-04-10,35.84514261698341,0.0,15.684841096234505,10.794168279531592,14.682034150027832,0.0,7.725201677068035,4.84146285323864,5.979574201922331,4.447575124993658
2024-04-11,35.86120686860965,0.0,15.55666102645652,10.840323627450934,14.677832863287552,0.0,7.725015220772931,4.910387476349212,5.980390576821294,4.4481823402519165
2024-04-12,35.885258056541154,0.0,15.196981652904876,11.00905256848458,14.783310087536217,0.0,7.7301961895431495,4.95963435262302,5.984401470771237,4.451165621595765
2024-04-15,35.75027760613948,0.0,15.210346138566946,11.107459511702356,14.846485965535617,0.0,7.701119476155332,4.987997028730089,5.9618914694599345,4.434422803710248
2024-04-16,35.76399554748726,0.0,15.1988534922677,11.127812919702542,14.7853420023943,0.0,7.7040745162937645,5.022093604996676,5.961703555677021,4.436124361180732
2024-04-17,35.74903426916761,0.0,15.220082824442096,11.169865136618862,14.705359058213489,0.0,7.699785684829841,5.0613593377246255,5.960858902811656,4.433654786191825
2024-04-18,35.75876647312051,0.0,15.262586936590477,11.139495101026997,14.67471407413765,0.0,7.7018818501168305,5.065212106493333,5.9624816681747665,4.434861790339437
2024-04-19,35.74814978603249,0.0,15.249396003860335,11.141136104248913,14.690150353020053,0.0,7.699595180926129,5.0773160583048975,5.960711422487275,4.433545091119904
2024-04-22,35.54128432197635,0.0,15.70969332908775,11.080354921489445,14.616211410974906,0.0,7.655039579036795,5.063308846501224,5.926218299293543,4.40788929163999
2024-04-23,35.519636124794175,0.0,15.684975393165534,11.092120981010039,14.643892525668614,0.0,7.649582747638117,5.083051219574742,5.921993843788497,4.404747164360285
2024-04-24,35.53623276135917,0.0,15.719355693071638,11.108370306680584,14.569580549392589,0.0,7.653157033824226,5.081737452613609,5.924760909847964,4.406805293210219
2024-04-25,35.53273744384585,0.0,15.721498021100851,11.115884130752233,14.566918005514967,0.0,7.651174784236825,5.081237616684588,5.924178154756577,4.406371843108105
2024-04-26,35.42124919377091,0.0,15.727323412213668,11.293041222568485,14.55675590176176,0.0,7.627168300383445,5.076325318238535,5.905590331157289,4.392546319905905
2024-04-29,35.45166470635171,0.0,15.760455115525957,11.166576240523877,14.597469260749094,0.0,7.633717596037222,5.068417401595919,5.9106613425163665,4.41103833669986
2024-04-30,35.47080977845529,0.0,15.791058545680942,11.191016780258025,14.569759287061077,0.0,7.637840056153132,5.060108383291457,5.865986725728859,4.413420443371219
2024-05-02,35.47755899132012,0.0,15.844394031629017,11.170435895213817,14.538159268715479,0.0,7.639293347146162,5.061071196060922,5.854827062404233,4.414260207510249
2024-05-03,35.45666653684458,0.0,15.832609675925497,11.195756036157901,14.557815608274908,0.0,7.634794627588834,5.059317629736014,5.851379200957696,4.411660684514567
2024-05-06,35.49193684183909,0.0,15.860639858492881,11.231454526228411,14.438436300068988,0.0,7.642389293455285,5.061894197472409,5.857199825094537,4.4160491573483975
2024-05-07,35.390669132054406,0.0,15.727215939836437,11.337785238786328,14.424180341632772,0.0,7.620583572779063,5.253179888950279,5.84293686329795,4.403449022662762
2024-05-08,35.382719371993296,0.0,15.400626517808716,11.55114014614815,14.42239077991668,0.0,7.618344556662329,5.381403248896827,5.841220140466813,4.402155238107183
2024-05-09,35.43983413918872,0.0,14.973211689598138,11.797041229857824,14.458159017016254,0.0,7.630114092207016,5.442439523388646,5.850244206988908,4.408956101754499
2024-05-10,35.46723069688271,0.0,14.896438736981516,11.813523189549386,14.485287518170296,0.0,7.636012507535877,5.4343762269967435,5.85476670425318,4.412364419630299
2024-05-13,35.49118298091384,0.0,14.872118110403337,11.726954296484257,14.5368179685098,0.0,7.641169378733659,5.457692381766707,5.858720636722134,4.415344246466262
2024-05-14,35.401887162883355,0.0,14.824618302680811,11.734172393660732,14.700787714669739,0.0,7.624318192372787,5.462808901168846,5.845800311521589,4.405607021042143
2024-05-16,35.35619363660671,0.0,14.777652046587026,11.776534979198614,14.78245912771091,0.0,7.615268056922375,5.4526533347061035,5.838861293067683,4.400377525200587
2024-05-17,35.40836570268104,0.0,14.866076260617556,11.810663632517706,14.51048718198716,0.0,7.628617532688957,5.495310152572072,5.871162335499441,4.409317201436075
2024-05-20,27.948613630931906,21.148700097721658,11.796203345704946,9.041189508169193,11.706153043150762,0.0,6.023923850785827,4.209555880635948,4.645529096462249,3.48013154643751
2024-05-21,27.909458677499245,21.11907156664592,11.835715800927453,9.01306424860835,11.752554921622272,0.0,6.015484560702456,4.238440963379537,4.640953247197953,3.475256013416813
2024-05-22,27.86256691569871,21.08358859706221,11.865022592445994,9.088589461498701,11.835232955505846,0.0,6.005377712253882,4.150296959301728,4.633155802012445,3.476169004220479
2024-05-23,27.800511820377512,21.032262921501143,11.891946649411556,9.17423174984063,11.79006382296824,0.0,5.9907582812845375,4.230641206950893,4.621876894229588,3.4677066534359016
2024-05-24,27.66116745593539,20.923946204007148,11.897710589094524,9.337580101583034,11.874847294047653,0.0,5.959905715645234,4.29692066400961,4.598074104405555,3.4498478712718446
2024-05-27,27.656931502384214,20.920741969610003,11.918859186101084,9.40027637052141,11.788803356874476,0.0,5.958993032410836,4.308705042604872,4.597369968242026,3.44931957125108
2024-05-28,27.441823007523723,20.758025823169117,11.869841879917049,9.317666807128203,12.460642390638386,0.0,5.9230918148936,4.244803817411044,4.561612807904116,3.422491651414757
2024-05-29,27.4660806899312,20.776375245424575,11.921206055736953,9.392438518342555,12.263497082659791,0.0,5.928327636146314,4.260912622787377,4.56564512582737,3.4255170231438687
2024-05-30,27.53779951976431,20.830626062554146,11.967582204176672,9.45413025296141,11.974363405249246,0.0,5.943807555750846,4.278709517828229,4.5775668386321255,3.4354146430830137
2024-05-31,27.48619748473316,20.791592344735506,11.97274137710553,9.557216786500614,11.98046107010873,0.0,5.932669680863996,4.281154995436338,4.568989110255717,3.428977150260406
2024-06-03,27.486102893593156,20.79080129718818,11.97418818161989,9.596802004320638,11.943861069893002,0.0,5.932443963481589,4.278138624098911,4.568815276161171,3.428846689643462
2024-06-04,27.46624799036172,20.775782822235307,11.997854662305683,9.66685817484563,11.895313305112316,0.0,5.928158594206911,4.277899688430266,4.565514939786034,3.426369822716133
2024-06-05,27.45398364862939,20.76650593445733,11.995347484866539,9.623589587118733,11.902352427679341,0.0,5.9255115285112865,4.344393195405901,4.563476327325197,3.424839866006287
2024-06-06,27.438586157708745,20.752704640904902,11.985476610110737,9.64757524427909,11.897290456290817,0.0,5.921573469585467,4.374735634033422,4.559494048827297,3.422563738259521
