date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE BANK OF EAST ASIA LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-07,0.0,0.0,5.881478456197672,0.0,0.0,0.0,0.0,0.0,0.0,5.881478456197672
2024-03-12,0.0,0.0,5.881478456197672,0.0,0.0,0.0,0.0,0.6746171125178682,0.0,6.5560955687155404
2024-03-13,0.0,0.0,5.881478456197672,4.547108678782928,0.0,0.0,0.0,0.6746171125178682,0.0,11.10320424749847
2024-03-20,27.9995192975291,0.0,5.881478456197672,4.547108678782928,1.7966101694915255,0.0,0.0,0.6746171125178682,0.0,40.899333714519095
2024-03-22,27.99290300183786,0.0,5.881478456197672,4.547272044108638,1.7966101694915255,0.0,0.6869511946089443,0.6746171125178682,0.0,41.57983197876251
2024-03-25,27.99151439656933,0.0,5.881478456197672,4.547272044108638,1.7966101694915255,0.0,0.6869511946089443,0.6746171125178682,0.0,41.578443373493975
2024-03-26,27.989063916683683,0.0,5.881478456197672,4.551356177251378,1.7966101694915255,0.0,0.6869511946089443,0.6746171125178682,0.0,41.58007702675107
2024-04-02,27.989063916683683,0.0,5.881315090871962,4.551356177251378,1.7966101694915255,0.0,0.6869511946089443,0.6746171125178682,0.0,41.57991366142536
2024-04-09,27.989063916683683,0.0,5.881315090871962,4.551356177251378,1.7966101694915255,0.0,0.6869511946089443,0.6745354298550132,0.0,41.57983197876251
2024-04-10,27.990779252603637,0.0,5.881315090871962,4.551356177251378,1.7966101694915255,2.896794118848274,0.6865427812946703,0.6745354298550132,0.0,44.47793302021646
2024-04-11,27.990779252603637,0.0,5.880661629569124,4.559524443536859,1.7966101694915255,2.896794118848274,0.6947110475801511,0.6745354298550132,0.0,44.49361609148458
2024-04-12,27.992086175209312,0.0,5.880661629569124,4.559524443536859,1.795058198897284,2.896794118848274,0.6930773943230549,0.6745354298550132,0.0,44.491737390238924
2024-04-16,27.998865836226262,0.0,5.880661629569124,4.559524443536859,1.795058198897284,2.896794118848274,0.6924239330202164,0.6745354298550132,0.0,44.497863589953035
2024-04-17,28.006462323871755,0.0,5.880661629569124,4.569408045742291,1.795058198897284,2.896794118848274,0.6924239330202164,0.6745354298550132,0.0,44.51534367980396
2024-04-18,28.006053910557483,7.067220829079028,5.880661629569124,4.569408045742291,1.795058198897284,2.896794118848274,0.6924239330202164,0.6745354298550132,0.0,51.58215609556872
2024-04-19,28.006053910557483,7.0316071880743305,5.880661629569124,4.569408045742291,1.795058198897284,2.896794118848274,0.6924239330202164,0.6745354298550132,0.0,51.54654245456401
2024-04-22,28.008831121094545,7.0316071880743305,5.880661629569124,4.569408045742291,1.795058198897284,2.896794118848274,0.6907902797631202,0.6745354298550132,0.0,51.547686011843986
2024-04-23,28.008831121094545,7.0316071880743305,5.880661629569124,4.569408045742291,1.795058198897284,2.896794118848274,0.6891566265060242,0.6745354298550132,0.0,51.54605235858689
2024-04-24,28.011118235654482,7.0316071880743305,5.880661629569124,4.5699798243822745,1.795058198897284,2.896794118848274,0.6891566265060242,0.6745354298550132,0.0,51.54891125178681
2024-04-25,28.010546457014502,7.0316071880743305,5.880661629569124,4.570714968347968,1.795058198897284,2.89450700428834,0.6887482131917501,0.6745354298550132,0.0,51.546379089238314
2024-04-26,28.010546457014502,7.067220829079028,5.880661629569124,4.585417847661834,1.795058198897284,2.89450700428834,0.7132530120481928,0.6745354298550132,0.0,51.621200408413316
