date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,98.63522146424782,0.018592352508172833,0.0,0.5996810167205756,0.0,0.27172984639508674,0.17808006065927012,0.17782450918685921,0.04261812247591319,0.0762526278063041
2024-03-04,98.6385346809518,0.014464099605474876,0.0,0.6048069483034052,0.0,0.27162942151189434,0.17807866040499715,0.17754790382800908,0.04261778736704204,0.07232049802737438
2024-03-05,98.39946502408667,0.028666707848830082,0.22350540613947614,0.6045541589572676,0.0,0.2701942131216178,0.1762792699775165,0.17933851640275764,0.04584947527060113,0.07214722819527013
2024-03-06,98.39151612562887,0.03270661666739226,0.22370243293457068,0.6124597344641609,0.0,0.26766555395924985,0.17961380384737122,0.17677026180589628,0.04734007233186528,0.06822539836062937
2024-03-07,98.37832559146464,0.021590165708933975,0.25855252940262896,0.6111722930520846,0.0,0.2584348718238337,0.1797023420133251,0.1738979014594246,0.04951423107634722,0.06881007399877322
2024-03-08,98.37942939394802,0.027003626957738443,0.25826998332128925,0.6103760995349375,0.0,0.25570101082204183,0.17986729590150832,0.17306246035006662,0.049516454661067216,0.06677367450334015
2024-03-11,98.37869967301407,0.02949423274008874,0.24042506209673403,0.6103776556085518,0.0,0.2622319682183954,0.1797500912870036,0.17265108048121097,0.06004743394292003,0.06632280261102401
2024-03-12,98.37772041921,0.028101863273159132,0.24042487350239428,0.6103575663041206,0.0,0.26081980567551744,0.18171100145784544,0.17082716746161145,0.06449897299750201,0.0655383301178631
2024-03-13,98.361039256971,0.016923390380650778,0.22112184233165494,0.656090234027153,0.0,0.26151834775939603,0.18115675589391877,0.17150865848107963,0.06530114712348446,0.06534036703166674
2024-03-14,98.36025550191364,0.009224518786622801,0.23582137142944548,0.6588941990444858,0.0,0.26196927395938346,0.17780338401001047,0.16890046834434985,0.0653207314588447,0.06181055105322081
2024-03-15,98.3592630499528,0.01944213963158773,0.23583154564617856,0.6589226262067256,0.0,0.26045093448367623,0.17547737081243395,0.16714278402261673,0.06538238201706022,0.058087167226914316
2024-03-18,98.35294625190949,0.018397773912497816,0.2841987398838717,0.6213905987414526,0.0,0.26004357264296907,0.17468276488225384,0.16477989148019523,0.065378574103888,0.05818183244338204
2024-03-19,98.50666945297051,0.019777781793127936,0.1044863943787891,0.6476585227509304,0.0,0.2603910933597718,0.17356132840702243,0.16368225766030609,0.0655003994836958,0.058272769195839715
2024-03-20,98.49852503724966,0.025628471995150035,0.10434028483542691,0.6537322419728385,0.0,0.25817003283390216,0.17354697856026116,0.1639043887138101,0.06498437841528848,0.05716818542366417
2024-03-21,98.49823488101354,0.03087190750682246,0.09648453026782362,0.6577169556685692,0.0,0.25649998978791866,0.173625021798866,0.16441450995363713,0.06498418698478085,0.05716801701804081
2024-03-22,98.57720645031189,0.03331447805941888,0.0965825045333241,0.5753872243005826,0.0,0.2541924157772651,0.1733728678242678,0.16810544592460747,0.06503693681334341,0.05680167645529236
2024-03-25,98.5597119463197,0.024441406655326056,0.12857040665847042,0.5749439520046788,0.0,0.24930745744911662,0.17315528989312362,0.1680457251022699,0.06502903804974987,0.05679477786756637
2024-03-26,98.54271050697727,0.024692595168763192,0.12854807461812637,0.5986583827499616,0.0,0.24729927810460214,0.1731055649214639,0.16864529667660894,0.05953573912735932,0.0568045616558402
2024-03-27,98.53764514989408,0.026028639166077536,0.12839053136778172,0.6039422375237602,0.0,0.24729859782913252,0.17212265350255845,0.16721047731812472,0.05935873701269739,0.058002976385793666
2024-03-28,98.53805219942537,0.028720235200590714,0.12846788931519618,0.6021680565044151,0.0,0.24631379111623805,0.17153154087785244,0.1673857040937486,0.05935816552027403,0.058002417946325366
2024-04-02,98.538255172281,0.02856253637366407,0.12852453682399997,0.6005068440450541,0.0,0.2464862205459282,0.17349329034838948,0.1677953227152034,0.05935710420639689,0.05701897266036537
2024-04-03,98.54229467596144,0.032494537903384114,0.12853390626317138,0.6110435055823521,0.0,0.22870165486937633,0.1731129460777735,0.16753246064234922,0.05914528577685564,0.05714102692328778
