date,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,YUNFENG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS
2024-03-01,51.87107819142256,29.52851009922,8.917501138381619,0.5570697256631725,1.2097782271029571,0.20403090387332892,5.241104086354245,0.6341490774930231,1.0731849361062447,0.7635936143828533
2024-03-04,51.788418902326306,29.647827176913218,8.958823523576907,0.637865079361177,1.1601551807244175,0.20011888158653132,5.108224453167056,0.629323717865028,1.092430812961029,0.7768122715183312
2024-03-05,51.78986628399388,29.70129880843777,8.989288226963518,0.6928191967363916,1.1227617092851057,0.2002039090311972,4.975833285257398,0.6267044489096689,1.0922744477255815,0.8089496836594943
2024-03-06,51.827873804020584,29.68990499135739,9.035756513346263,0.6935900358977782,1.1209622108930664,0.21157742272678506,4.900241458468013,0.614546530787892,1.093041384927796,0.8125056475744347
2024-03-07,51.866216534241914,29.715176106145286,9.034166206444379,0.6977975169023731,1.1208871205806281,0.22684891542394306,4.809886525159899,0.6087235030961345,1.0946899869478282,0.8256075850576132
2024-03-08,51.86695346111262,29.759371834373926,8.99935941108692,0.6858910501296337,1.119319766289634,0.2620805978949894,4.762993925559207,0.6104059119912782,1.095051313751433,0.8385727278103617
2024-03-11,51.915801521406124,29.750162206545973,9.099064196597912,0.6836815895929274,1.1088206790424449,0.24351778337328034,4.675193598916843,0.602959489739879,1.0949805047890047,0.8258184299956112
2024-03-12,51.814727414425356,29.884562305510098,9.195805467205949,0.6899226649650153,1.1050898572726253,0.27557253407920335,4.519521545743995,0.5978884093163698,1.0980671286465267,0.8188426728348596
2024-03-13,51.690406577749116,29.831794696169705,9.495371793638183,0.6904679980290981,1.0872991874390954,0.30000054273886256,4.415054567412067,0.587284432170963,1.093907111356476,0.8084130932964319
2024-03-14,51.717822269586456,29.788853457791838,9.567808904710477,0.7655932119247911,0.9984241387703173,0.36242429117350256,4.328217448609715,0.5612718576282866,1.0938520056472052,0.8157324141574089
2024-03-15,51.61527266152777,29.66070730203405,9.878285759776537,0.7885196393343797,0.9856602087953227,0.3567137695795964,4.249368627429599,0.5591608436628297,1.0925742813004935,0.8137369065594292
2024-03-18,51.623707594544,29.70803025482483,9.871397142398248,0.7636536919718987,0.9875721732400169,0.403920230887967,4.169354446443725,0.5708600927880665,1.0925510696728686,0.8089533032283807
2024-03-19,51.41429137811927,29.711938679622723,10.138802925534609,0.7595221789831987,0.9846679185483903,0.40737625293179064,4.107585845313244,0.5704967548018225,1.0761550162218048,0.8291630499231524
2024-03-20,51.367846129029324,29.712149881918076,10.270781871474858,0.7676942897776703,0.9796996044323815,0.4123318654892078,4.031408826559437,0.5691831114145471,1.07410521523739,0.8147992046671042
2024-03-21,51.35251325129182,29.71241620147308,10.323585798997009,0.753022165644704,0.9790406635234052,0.4230927293305739,3.996380513237995,0.5698858078003679,1.0746277123926566,0.8154351563083926
2024-03-22,51.296019340546714,29.704016505498426,10.353147475379108,0.8041641641218799,0.9775265055272958,0.43899837025829413,3.962974041697629,0.5694709342611212,1.0746483656126729,0.8190342970968538
2024-03-25,51.39469061473131,29.704225006914214,11.256561084208519,0.855891331237988,0.9728324343578395,0.439964328132211,2.9143846980787496,0.5685057567773519,1.0758302974629488,0.8171144480988681
2024-03-26,51.43175751850389,29.740559999369403,11.252157785432994,0.857777262617067,0.9701096366870335,0.44190472374404083,2.814372821234681,0.565754591443662,1.0760570474836575,0.8495486134835648
2024-03-27,51.43352483731323,29.663395800557396,11.249243341862536,0.8655416588567487,0.9619940811678803,0.47723025622994786,2.779042809265383,0.5680589405719719,1.0761682999363078,0.9257999742386065
2024-03-28,51.435630695225186,29.658178843954712,11.316102012799572,0.8704313788001815,0.9577866622844229,0.47595097503682904,2.7519504139479984,0.5683432310307481,1.0761683091144827,0.8894574778058648
2024-04-02,51.40323650284909,29.696471813822,11.364104707993846,0.8605478368879541,0.9568651384141538,0.45990673269899907,2.721289390947014,0.5685607638188753,1.0756117724905778,0.893405340077488
2024-04-03,51.36269827967199,29.6711982271047,11.420378322098435,0.8731737691967905,0.9550151729498172,0.46103593189209385,2.7080490671278428,0.567760325838863,1.0750645674659944,0.9056263366534698
2024-04-05,51.36502893248041,29.652673383304336,11.44047358174902,0.881254878429954,0.9497885995239103,0.46916139779865423,2.705414333115411,0.5661660723160968,1.0712347352829112,0.8988040859992963
2024-04-08,51.39331719611485,29.668240014330244,11.35814297734037,0.8977011858933693,0.942971530750796,0.4872345608214781,2.7386982341665234,0.5631003783512731,1.0682865814346016,0.8823073407964972
2024-04-09,51.38244543350711,29.700963542223413,11.296287298985524,0.8979281490906807,0.9433517286920429,0.48735774692783773,2.7791199777250344,0.5646039214580653,1.068556673244635,0.8793855281456572
2024-04-10,51.322735566278155,29.67809521405747,11.217649549564657,0.9213693350974038,0.9156956552305733,0.5925339593191429,2.8267605079335545,0.5509018454431621,1.0656196700053457,0.908638697070536
2024-04-11,51.22324606169464,29.651476487436057,11.229036180759248,0.9342180670731287,0.8848601389538021,0.6819328929133878,2.884910057188639,0.5316965510121913,1.0640501889931537,0.9145733739757566
2024-04-12,51.21221316671427,29.64485875049715,11.213877041742583,0.9004263579216099,0.8840221157959252,0.6955092781084976,2.9385837693244987,0.5310414567882382,1.0649496908346978,0.914518372272535
2024-04-15,51.15541242802762,29.639688108030228,11.209486913794434,0.8785575313440499,0.882343368398041,0.7281935905942786,2.9875177641844597,0.5315162432173497,1.063915848413964,0.9233682039955912
2024-04-16,50.9100300090909,29.70448016401309,11.293499699783895,0.8416854151078843,0.8834025928273981,0.7517476213171458,3.0188756888068156,0.5329358123635898,1.0650564289268214,0.9982865677624556
2024-04-17,50.8747921361284,29.721573551632602,11.339147333943911,0.8515990934317699,0.8822916862601689,0.751937372928262,3.071145356545724,0.5360578296705187,1.064843797386363,0.906611842072286
2024-04-18,50.890949661505005,29.61794624253117,11.375175700219748,0.8278477915758291,0.8840130862361986,0.7563827059917461,3.1351293077656313,0.5391160488037396,1.0645636426442104,0.9088758127267199
2024-04-19,50.813413819173306,29.56724704385092,11.392590015451836,0.8313825944512094,0.8854967574330547,0.7686149256705079,3.1842039505849455,0.5423027976889088,1.0654290411716947,0.9493190545236235
