date,THE HONGKONG AND SHANGHAI BANKING,OCBC BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,SHANGHAI COMMERCIAL BANK LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-07-10,32.18638179080909,29.025264400766176,14.44269789100063,6.914763861644099,5.847345455280293,0.0,3.9752133754238277,3.8590170512692827,3.749316173806606
2024-07-11,32.17128973710104,29.011654581182423,14.482815335916829,6.911521559099605,5.8446036605599625,0.0,3.9733494152510827,3.8572075750449417,3.747558135844113
2024-07-12,32.171057662204255,29.01144529903062,14.486317724271162,6.911471701270915,5.84456149918557,0.0,3.973320752593695,3.854294259460442,3.747531101983342
2024-07-16,32.16108160810456,29.00244902197774,14.512835009764357,6.909328494904361,5.842749135342358,0.0,3.9720886494033216,3.8530990656793653,3.7463690148239386
2024-07-17,32.14948932219127,28.991995247899325,14.543648390687267,6.90683806524911,5.8406431483820365,0.0,3.970656931780827,3.8517102372013357,3.745018656608823
2024-07-18,32.15760304465016,28.99931209827332,14.547318841729243,6.883343692719923,5.842117179804821,0.0,3.971659025717718,3.8526823119843443,3.7459638051204696
2024-07-22,32.13628430562942,28.980087134100906,14.543439505500286,6.878780410824459,5.838244174366203,0.0,3.969026032141328,3.8501281934878575,3.8040102439495413
2024-07-23,32.13975825816736,28.98321989974027,14.534201597583158,6.879524011311649,5.838875292232033,0.0,3.9694550863507825,3.8505443947662,3.804421459848544
2024-07-24,32.15389340627807,28.995966794185378,14.496613520251827,6.882549643615725,5.841443244560508,0.0,3.9712008628782125,3.852237874066501,3.806094654163777
2024-07-25,32.15969009241846,29.00119417106068,14.48119901697223,6.883790425863322,5.842496336721625,0.0,3.9719167887759457,3.852932353382331,3.806780814805413
2024-08-02,32.16432894638149,29.00537742979627,14.46886341212922,6.884783373817917,5.843339083875211,0.0,3.9724897153770264,3.8534881171495003,3.8073299214733693
2024-08-14,32.15273431980136,28.994921544934666,14.463647663074356,6.882301540839602,5.841232671682638,0.0,3.97105770866798,3.8520990082449194,3.8420055427544777
2024-08-19,32.12957012642323,28.974032373800103,14.45322743790507,6.877343238936167,5.837024399943518,0.0,3.9681967902849777,3.8493237927546544,3.9112818399522777
2024-08-20,32.141148049492045,28.984473195650416,14.422400571949122,6.879821496523333,5.839127777585591,0.0,3.9696267340090636,3.850710900473934,3.912691274316486
2024-08-22,32.16619597700901,28.988860585039134,14.389263950938712,6.8808628974011885,5.840011648307607,0.0,3.9702276177336833,3.851293783869112,3.9132835397015557
2024-08-27,32.17597363941288,28.984682088840135,14.387189861667457,6.879871079893278,5.83916986060081,0.0,3.9696553433953667,3.8507386528252447,3.912719473364824
2024-08-30,32.17782890289064,28.98635334276073,14.38225343544902,6.880267772583581,5.839506546561092,0.0,3.969884233332324,3.8509606860375105,3.9129450803851107
2024-09-02,32.17666933814584,28.985308786475784,14.381735154551798,6.8800198342914145,5.8392961132860925,0.0,3.97334478802101,3.850821912279387,3.9128040729486786
2024-09-12,32.17411858985908,28.983011027626,14.38852239036153,6.879474432944221,5.838833213462611,0.0,3.973029808173213,3.850516645214852,3.9124938923584938
2024-09-23,32.17110459049848,28.98029596407386,14.387174505813785,6.878829979189126,5.838286244645956,0.0,3.9820253996437365,3.8501559374405505,3.9121273786945068
2024-09-24,30.590584307910728,27.55653553838606,13.68035323234455,6.540882916414286,5.55145960494328,4.912856747401051,3.786394196114115,3.66100329168254,3.7199301648033902
2024-10-03,30.610509802630947,27.57448477393681,13.624128034139513,6.545143388417853,5.555075605799439,4.916056787655144,3.7888605032890275,3.6633879241898795,3.7223531799413916
2024-10-04,30.592902073634743,27.581481857410523,13.627585185266467,6.546804232310735,5.556485217911332,4.9173042473986985,3.7898219346060262,3.664317516576185,3.7232977348852905
2024-10-07,30.59709887263738,27.585265543419514,13.615736434746584,6.5477023367601435,5.557247468304072,4.917978813594199,3.7903418303935204,3.664820195402204,3.7238085047423852
2024-10-09,30.507964720894808,27.62069330227204,13.633223126192442,6.5561115514207655,5.564384641694012,4.9242949741972435,3.795209766724403,3.6695269242867328,3.728590992317551
2024-10-10,30.220147776660554,27.735364745183876,13.68982349282013,6.583330229940705,5.5874860174921,4.944049279116374,3.8109661481932045,3.684761514621117,3.7440707959719344
2024-10-17,30.220356189173085,27.735556021450797,13.689917904354159,6.583375631717167,5.5875245514532255,4.943393728069208,3.810992430428354,3.684786926489087,3.7440966168649172
2024-10-21,30.237664454390256,27.751441153861546,13.640485072309557,6.587146163432438,5.590724724086487,4.946224984232527,3.813175120377923,3.68689733408962,3.746240993219642
2024-10-28,30.238081765650037,27.751824152650563,13.639293221066461,6.587237072909521,5.590801881910009,4.94629324728844,3.813227746165725,3.6869482171124632,3.746292695246783
2024-11-06,30.24016849474075,27.753739305180027,13.633333471353271,6.587691657936906,5.591187702975572,4.946634590832992,3.8134908968949652,3.687202653295295,3.746551226790222
2024-11-08,30.235354038673094,27.75565472205697,13.634274372207491,6.588146305710417,5.59157357729581,4.94697598149301,3.813754083946759,3.6874571245978163,3.746809794018631
2024-11-11,30.407436044437475,27.91362372515731,13.212138542969504,6.625642193111164,5.623397553801242,4.975131284330696,3.8354597484948982,3.7084439804937093,3.6987269272040013
2024-11-18,30.463904084508602,27.890974356698216,13.201418093452135,6.620266086705651,5.618834677822039,4.971094417505354,3.832347621531053,3.7054349152805672,3.695725746496377
2024-12-12,30.46749611240659,27.89426300800546,13.191183590124888,6.621046688574984,5.619497199961714,4.9716805639750135,3.832799497283193,3.705871826634835,3.696161513033322
2024-12-19,30.470666252316846,27.897165403269664,13.182151141496764,6.621735607817893,5.620081908080932,4.972197866838326,3.8331982996859084,3.706257422226168,3.6965460982674996
2025-02-04,30.48368595020688,27.89194152658393,13.179682721102779,6.620495656383375,5.619029521057837,4.971266799178299,3.8324805151031356,3.705563407925453,3.6958539024583086
2025-02-18,30.555928906058394,27.86295557806436,13.165986091038711,6.613615484700558,5.613190096065779,4.966100544137189,3.8284977130164766,3.7017125010219023,3.6920130858966345
2025-02-20,30.54957934065995,27.857165616345934,13.184030322383123,6.612241166015324,5.612023667196329,4.965068581395124,3.827702145757457,3.7009432799098976,3.69124588033686
2025-03-17,30.54909827412799,27.857358576301056,13.184121645022845,6.612286967435907,5.612062540348388,4.965102973243304,3.8277286593390762,3.7009689154630268,3.6912714487184104
2025-03-19,30.506354856515962,27.81901213696663,13.165973329939282,6.603184968035494,5.60433737806658,4.958268369042365,3.9608042244889208,3.6958744274265287,3.6861903095182424
2025-03-21,30.506776901122407,27.81939700313908,13.164772011958666,6.603276320759025,5.604414912087745,4.95833696492779,3.960859020811457,3.695925558539227,3.686241306654603
2025-03-25,30.49412064061024,27.807855648347513,13.200797098142363,6.600536838131273,5.602089824276091,4.956279913652311,3.959215790398037,3.69439224032426,3.684712006117908
2025-03-27,30.493640042150798,27.808047925788042,13.20088837506465,6.600582477548615,5.602128559930744,4.956314183853811,3.959243166398845,3.6944177852024156,3.6847374840620755
2025-03-28,30.532982129601933,27.847713852051275,13.219718372275954,6.609997673413767,5.610119542216461,4.963383964281362,3.8264034300528467,3.6996875727058196,3.689993463400583
2025-04-02,30.53250111136808,27.84790668108791,13.219809911049008,6.610043443759235,5.610158388994063,4.963418332795538,3.826429925645667,3.69971319086587,3.6900190144346285
