date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),GF SECURITIES (HONG KONG) BROKERAGE LTD,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FIRST SHANGHAI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL
2024-03-01,74.34110010366483,13.281948327512302,0.0,12.376951568822877,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,74.19338250838472,13.410962113117856,0.0,12.395655378497437,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,73.97828972968024,13.60725811989288,0.0,12.414452150426882,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,54.20448065515957,10.004145247799547,0.0,9.12690981245384,0.0,0.0,15.276605862684983,0.0,11.387858421902058,0.0
2024-03-13,53.64942981652744,10.124430774997977,0.0,9.238591005712484,0.0,0.0,15.463537650852613,0.0,11.524010751909486,0.0
2024-03-14,53.61929952066633,10.132077844298614,0.0,9.24459657326516,0.0,0.0,15.473589759438013,0.0,11.530436302331875,0.0
2024-03-15,53.56205758036291,10.132941705584319,0.0,9.299738038550323,0.0,0.0,15.47384328779737,0.0,11.531419387705078,0.0
2024-03-18,53.01849945114324,10.105771930869576,0.0,9.334819643115464,0.0,0.0,16.031935805032465,0.0,11.508973169839257,0.0
2024-03-20,42.39193309106747,8.365147741347162,19.76933703537354,7.448314346766839,0.0,0.0,12.821206429572769,0.0,9.204061355872225,0.0
2024-03-21,42.38472215607161,8.36372481646039,19.782984398282654,7.4470473766933605,0.0,0.0,12.819025522041763,0.0,9.202495730450226,0.0
2024-03-22,42.157128974465394,8.478631777961091,19.948285196552117,7.305484535941617,0.0,0.0,12.870803509365194,0.0,9.239666005714588,0.0
2024-03-26,42.15640899084418,8.469947688329698,19.958191652334897,7.3053597686878025,0.0,0.0,12.870583694402841,0.0,9.239508205400586,0.0
2024-03-27,42.1542491875285,8.39095633403295,20.023772156178968,7.322063190899636,0.0,0.0,12.869924294562974,0.0,9.239034836796975,0.0
2024-03-28,42.06323056673285,8.388062708169373,20.127833706921425,7.319538173418852,0.0,0.0,12.865486094157857,0.0,9.235848750599647,0.0
2024-04-02,42.051967380433034,8.385986830652016,20.14845384754551,7.31772673432257,0.0,0.0,12.86230214402993,0.0,9.233563063016934,0.0
2024-04-03,42.07390157285773,8.400999215195458,20.18452310727885,7.1914769200781725,0.0,0.0,12.899006427190143,0.0,9.250092757399647,0.0
2024-04-05,30.44233128452308,5.973807611112149,14.679320716647673,5.057883560321582,6.04479982065126,0.0,9.371096206898699,11.340071365852747,6.738655258094046,10.352034175898767
2024-04-08,30.555270373477235,5.598277222020508,14.656258216373901,5.124513277660228,6.063402236105721,0.0,9.422193286674762,11.39963190644915,6.7740481526461425,10.406405328592355
2024-04-09,30.534065510500852,5.645756734636668,14.649508558613803,5.122153281657109,6.060609852855416,0.0,9.41785407682354,11.388750534991578,6.77155421623421,10.409747233686824
2024-04-10,30.597807395208605,5.515277188525351,14.693640341518154,5.13758381679926,6.078867497282466,0.0,9.320704224291369,11.423059253550367,6.791953587271143,10.441106695553284
2024-04-11,30.61010249159298,5.466636864324839,14.699544677142692,5.139648248651988,6.0813101645239955,0.0,9.33512314813187,11.427649373774107,6.7946827934170315,10.4453022384405
2024-04-12,30.5958022849594,5.476820144210122,14.699913855674348,5.139777330731423,6.0814628964083095,0.0,9.33598547350497,11.427936378773836,6.796737063910048,10.445564571827541
2024-04-15,30.586258809702883,5.476235618509259,14.698344974969332,5.139228776667675,6.080813838877079,0.0,9.334989069878695,11.426716707076515,6.79601166716682,10.46140053715174
2024-04-16,30.57992337318664,5.493303941309686,14.695300456446745,5.138164270614169,6.079554299085601,0.0,9.333055481629149,11.42434985211929,6.797114694170638,10.459233631438083
2024-04-17,30.48139115549644,5.760276689486375,14.647950418124964,5.121608482875208,6.059965238630918,0.0,9.315496338043678,11.387539212901498,6.775213567194678,10.450558897246244
2024-04-18,30.405728459914638,5.970765979279773,14.625873693750602,5.109524588260702,6.045667390297521,0.0,9.293517407712098,11.360671516116911,6.762349058052338,10.425901906615417
2024-04-19,30.399566551563133,5.971026868310076,14.626512762509705,5.109747845866135,6.045931552099953,0.0,9.295171893765183,11.361167913829652,6.764517151924176,10.426357460131982
2024-04-22,30.3888999167294,5.978005076135795,14.626786666217232,5.109843533669662,6.046044771367898,0.0,9.295345960002646,11.361380668986259,6.767140697350696,10.426552709540413
2024-04-23,30.384158336745188,5.992051207797006,14.624504448727293,5.109046244794839,6.045101407016108,0.0,9.293895607193857,11.359607952786572,6.766708940394045,10.424925854545092
2024-04-24,30.380745315257517,6.001362924946769,14.622861693072299,5.108472350845837,6.044422366946324,0.0,9.292851633388166,11.358331939621925,6.767196942654809,10.423754833266353
2024-04-25,30.36880577593187,6.0252042024470605,14.617114953470411,5.1064647369478235,6.042046927575035,0.0,9.301675664008844,11.353868150157261,6.765161259736032,10.419658329725664
2024-04-26,30.38903646070521,6.001175306584088,14.617844447799294,5.106719584575287,6.042348467173138,0.0,9.30213988144625,11.354434786080478,6.766122723467329,10.420178342168928
2024-04-30,15.011024600547007,2.959474961489409,7.2219917511207985,2.5204018292761856,2.985241151193905,0.0,4.595751290929254,5.609694004922698,3.342824085346497,5.148121687919663
2024-05-02,30.3984031916195,5.974425101548126,14.61881068233849,5.1039947671820425,6.0453277876115035,0.0,9.306726517854246,11.360033354221331,6.766962344182609,10.42531625344215
2024-05-03,30.388919670355452,6.000014974767517,14.614249988768924,5.102402451868601,6.043441800566046,0.0,9.303823058147023,11.356489315503376,6.764851225684722,10.42580751433834
2024-05-07,30.38873006028554,5.965036631796474,14.614158803922866,5.105490339463382,6.043404092828005,0.0,9.303765007431181,11.356418457284118,6.764809016750421,10.45818759023801
2024-05-08,30.384180128338695,5.980987506753191,14.611970708932178,5.105349774727284,6.042499248259143,0.0,9.302372007541116,11.35471812525188,6.761300754984884,10.45662174521163
2024-05-09,30.389678134297064,6.048833935666793,14.614614739532374,5.106897550066889,6.0435926362238686,0.0,9.192365672982849,11.35677275722301,6.762524209811713,10.484720364195436
2024-05-10,30.396468072730542,6.0283417940982265,14.617880069749823,5.108038579590064,6.0449429506870755,0.0,9.193920232066695,11.359310190738551,6.764035154509336,10.48706295582969
2024-05-13,30.399883154674,6.017783958484955,14.61952240721345,5.108612474237228,6.045622107734886,0.0,9.194953180727012,11.360586423721598,6.764795102483088,10.48824119072378
2024-05-14,30.397606348120565,6.009219604078795,14.618427474569945,5.124457165539701,6.045169319414469,0.0,9.194264522499154,11.359735569871642,6.7636643245260695,10.487455671379657
2024-05-16,30.409088866812105,6.007658091667458,14.616146891583586,5.123657712257439,6.044226228215126,0.0,9.192830149118121,11.35796336696437,6.762609142782973,10.48581955059882
2024-05-17,30.8968916258593,6.477754861707077,12.804534086141045,5.254738112411567,6.139042096976811,0.0,9.371264430469445,11.536135911032124,6.868060476454266,10.651578398948368
2024-05-20,31.41944108210259,6.622116174174894,11.267948782402556,5.399684691826867,6.242869794224679,0.0,9.500753465360575,11.73124296647498,6.984217833345579,10.831725210087285
2024-05-21,31.438021776359342,6.535101700011743,11.280629054675774,5.390274843620342,6.249895144648764,0.0,9.524350316243739,11.744444602175571,6.992077452292428,10.845205109972293
2024-05-22,31.02881471868002,6.468812013805264,11.367106122119894,5.431596578333433,6.297806710690238,0.0,9.597363787448861,11.834477269949103,7.0456785724503295,10.928344226522857
2024-05-23,31.250499327463206,6.560213325789396,10.68868553436879,5.470402487403851,6.342801236891427,0.0,9.665931918583102,11.919028403710675,7.09601625089879,11.006421514890762
2024-05-24,30.759584096060262,6.927442674013358,10.716827616273726,5.48546200897676,6.3595011043673075,0.0,9.683502249442563,11.916924264827543,7.1146992470342285,11.036056739004257
2024-05-27,30.716425034618773,6.924934958667282,10.70179073475725,5.477109647098318,6.3505780286181865,0.0,9.803013931433846,11.900203516428181,7.1047165456758,11.021227602702362
2024-05-28,30.877983448501322,7.154476260278776,10.018560457262174,5.526349785526534,6.383980005325586,0.0,9.854574599065122,11.962794719760824,7.142085045913404,11.079195678366258
2024-05-29,30.847993981418153,7.146276791632909,10.035485432296214,5.652021801576195,6.369621944675344,0.0,9.832410904996896,11.935889476951566,7.1260219488841425,11.054277717568576
2024-05-30,30.167108891734472,7.414662604351066,10.609521286346418,5.760031684991242,6.480035645615148,0.0,9.73189519868015,12.142791196175322,6.448056283677012,11.245897208429172
2024-05-31,13.879592992829231,3.3911511014429685,4.943101719122643,2.6871423631294458,2.985241151193905,0.0,4.399484429639501,5.5908933162627195,2.9714334323091993,5.180791737066513
2024-06-03,30.14260435656711,7.454671517409938,10.733607994624563,5.991551354433531,6.482247403968936,0.0,9.552510902125814,12.140243233186364,6.252827592484025,11.249735645199719
2024-06-04,30.086390116767593,7.593567028818525,10.712401196396916,6.0966014365846855,6.469440180822115,0.0,9.62180445402702,12.116257292130044,6.07602918054292,11.227509113910186
2024-06-05,29.918471547393562,7.719036322532828,10.651430666280588,6.196720266289088,6.432618819285238,0.0,9.90043380893811,12.047296597269634,5.970385168144132,11.163606803866823
2024-06-06,29.976204925101406,7.886976055873178,10.67198462635877,6.20867801590597,6.44503177999936,0.0,9.569532722220448,12.070544145985712,5.985898623399023,11.185149105156132
2024-06-07,27.764612109086627,9.051857874971915,10.804749269795757,6.395037820835162,6.476751152813293,0.0,9.98173152021569,12.129949607882997,6.155113569495116,11.240197074903442
2024-06-11,27.7349777108651,9.064470838437503,10.792697018719668,6.376549452222968,6.469526604690805,0.0,9.970597311410675,12.116419150621653,6.247102813226801,11.227659099804828
2024-06-12,27.50130319829653,9.307850948956169,10.826395226207083,6.385738655474572,6.489726509264433,0.0,9.800721214728219,12.154250436521178,6.271298414319235,11.262715396232585
2024-06-13,27.583404423657065,9.613205846181172,10.870899075063308,6.3931505706512235,6.516403699746766,0.0,9.516056545736868,12.204212673543365,6.081788408285409,11.220878757134823
2024-06-14,27.327929546944446,9.934697942938472,10.786788983966215,6.342350473510009,6.465985118447598,0.0,9.964471728922362,12.109786496586695,6.317116188528146,10.750873520156052
2024-06-17,27.434888031943768,10.20144465398942,10.851123433606634,6.459659464842687,6.491292266986212,0.0,10.184421917242691,12.157182857701985,6.347202172476512,9.872785201210089
2024-06-18,27.54106986438989,10.66187579551269,10.8404658299818,6.4343176890240965,6.483315052363523,0.0,10.132413767953869,12.543860505202712,6.208876268631766,9.153805226939655
2024-06-19,27.51884096304461,10.79094258005789,10.957430590928388,6.663776215424509,6.4812326699896285,0.0,10.105070003776804,12.539831530240727,6.2737968229045356,8.66907862363291
2024-06-20,27.595102257859537,11.04093560690551,10.987796253705795,6.699018190831084,6.547505879892178,0.0,10.278010060122206,12.574582404761262,6.291183015504837,7.985866330417592
2024-06-21,27.539800788886925,12.019862151789097,10.96630967138212,6.891513160408719,6.5347022638754,0.0,9.580854748806802,12.434806168976452,6.061901038363908,7.970250007510575
