date,CMB WING LUNG BANK LTD,KGI ASIA LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,DAH SING SECURITIES LTD,HANG SENG SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,PRUDENTIAL BROKERAGE LTD,TOTAL_CCASS_PCT
2024-03-01,68.81988689079256,0.0,4.3427711166676,4.7487874577480556,2.5415977407637627,0.0,0.0,0.0,0.0,0.0,80.45304320597198
2024-03-04,68.81988689079256,0.0,4.344582763171945,4.7487874577480556,2.5415977407637627,0.0,0.0,0.0,0.0,0.0,80.45485485247632
2024-03-05,68.82351018380125,0.0,4.389873925780582,4.754222397261092,2.5415977407637627,0.0,0.0,0.0,0.9939166468400074,0.6307076104284054,82.1338285048751
2024-03-06,68.83256841632297,0.0,4.380815693258855,4.7216127601828735,2.5850772568680536,0.0,0.0,0.0,0.9902933538313164,0.6307076104284054,82.14107509089249
2024-03-07,68.85430817437512,0.0,4.429730148876182,4.6582051325307825,2.5850772568680536,0.0,0.8414388753078204,0.0,0.9975399398486983,0.6397658429501327,83.00606537075679
2024-03-08,68.88329451844464,0.0,4.444223320910946,4.640088667487328,2.583265610363708,0.0,0.8414388753078204,0.0,0.9884817073269708,0.6397658429501327,83.02055854279156
2024-03-11,68.89597604397507,0.0,4.444223320910946,4.6328420814699465,2.583265610363708,0.0,0.8414388753078204,0.0,0.9848584143182799,0.6397658429501327,83.0223701892959
2024-03-12,68.92496238804459,0.0,4.480456250997856,4.545883049261365,2.583265610363708,0.0,0.8414388753078204,0.0,0.9884817073269708,0.6615056010022782,83.0259934823046
2024-03-13,68.92858568105329,0.0,4.484079544006546,4.558564574791783,2.583265610363708,0.0,0.8414388753078204,0.0,0.9884817073269708,0.6615056010022782,83.04592159385238
2024-03-14,68.9811234296793,0.0,4.522124120597801,4.565811160809164,2.5470326802767986,0.0,0.8414388753078204,0.0,0.9939166468400074,0.6615056010022782,83.11295251451317
2024-03-15,69.01010977374882,0.0,4.522124120597801,4.536824816739637,2.5470326802767986,0.0,0.8450621683165114,0.0,0.9939166468400074,0.6615056010022782,83.11657580752187
2024-03-18,69.01373306675752,0.0,4.522124120597801,4.540448109748327,2.545221033772453,0.0,0.8450621683165114,0.0,0.9939166468400074,0.6615056010022782,83.1220107470349
2024-03-19,69.01554471326186,0.0,4.522124120597801,4.542259756252673,2.545221033772453,0.0,0.8450621683165114,0.0,0.9939166468400074,0.6615056010022782,83.1256340400436
2024-03-21,69.05902422936616,0.0,4.514877534580418,4.524143291209218,2.5615258523115627,0.0,0.8450621683165114,0.8180761537347571,0.9939166468400074,0.6615056010022782,83.9781314773609
