date,EVERBRIGHT SECURITIES INVESTMENT,EAST ASIA SECURITIES CO LTD,BOCI SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-03-18,100.0,0.0,0.0,0.0,0.0
2024-03-20,100.0,0.0,0.0,0.0,0.0
2024-04-02,67.39543726235742,32.60456273764258,0.0,0.0,0.0
2024-04-22,68.87477313974591,31.125226860254084,0.0,0.0,0.0
2024-04-23,61.30856219709209,27.705977382875606,10.98546042003231,0.0,0.0
2024-04-26,62.07442596991291,27.157561361836898,10.768012668250197,0.0,0.0
2024-05-03,58.8134135855546,29.492691315563196,11.693895098882201,0.0,0.0
2024-05-07,58.31202046035806,29.241261722080136,12.446717817561808,0.0,0.0
2024-05-08,59.067357512953365,29.620034542314333,11.312607944732298,0.0,0.0
2024-05-22,59.417808219178085,29.36643835616438,11.215753424657535,0.0,0.0
2024-05-31,58.76375952582558,29.043183742591022,11.09229466553768,1.100762066045724,0.0
2024-06-13,59.827586206896555,29.56896551724138,9.482758620689655,1.1206896551724137,0.0
2024-07-09,59.47826086956521,29.826086956521742,9.565217391304348,1.1304347826086958,0.0
2024-07-19,61.18067978533095,30.67978533094812,6.976744186046512,1.1627906976744187,0.0
2024-07-31,61.73285198555957,30.956678700361014,7.039711191335741,0.2707581227436823,0.0
2024-08-02,73.70689655172413,17.564655172413794,8.405172413793103,0.3232758620689655,0.0
2024-08-08,73.2749178532311,17.853231106243154,8.543263964950713,0.32858707557502737,0.0
2024-08-26,73.2749178532311,17.853231106243154,8.543263964950713,0.32858707557502737,0.0
