date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG BANK LTD,BNP PARIBAS,OCBC BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-01,49.09061011342713,27.158762220901973,20.324464326701356,0.0,0.0,0.6156578318024382,0.0,1.206556820636607,0.8384379501365805,0.7655107363939162
2024-03-04,46.88570408584894,25.961181408922545,19.42386077040579,0.4150710032923291,4.020248869287817,0.5587259696585628,0.0,1.2072624964684713,0.8012550694459376,0.7266903266696092
2024-03-05,46.8527526991557,26.004701573963324,19.429551975925268,0.4093989276887593,4.021263123855669,0.5564191239877456,0.0,1.1978445746303528,0.8014417148906461,0.7266262859025321
2024-03-06,46.86639757405426,25.993287257090074,19.40358170109395,0.4088517095809564,4.015965819687057,0.5609103972439294,0.0,1.2249807906874208,0.8003704775495701,0.7256542730127784
2024-03-07,46.893412688950235,25.999401927046556,19.402675346437896,0.4088326118362037,4.015778231159573,0.5597968902093674,0.0,1.194122973101912,0.800333091693697,0.7256462395645611
2024-03-08,46.872228320394576,26.010592371288904,19.40311750575084,0.4088468381274926,4.015917969598274,0.5557776620373923,0.0,1.2078780348076201,0.8003609411640205,0.7252803568308781
2024-03-11,46.9090985321768,25.990610737852098,19.402021340161035,0.4088368326576246,4.015819690383444,0.5549874052800812,0.0,1.1930207229668603,0.8003413543981865,0.7252633841238664
2024-03-12,46.929347137970865,25.97395536272023,19.40108038787661,0.40880882280444214,4.015544562237078,0.5541926611870802,0.0,1.1917261679759408,0.8002088619146012,0.7251360353131515
2024-03-13,46.921480962785694,25.977367462962913,19.39893605001139,0.4110237627242762,4.015181098727644,0.5540351821954549,0.0,1.196804291446502,0.8001364317082559,0.725034757437869
2024-03-14,46.933429452876844,25.974467164913325,19.397063213128597,0.40942921832892,4.014774351575232,0.5552718520045158,0.0,1.1932977157143347,0.8000553760330233,0.7222116554252046
2024-03-15,46.085810189108564,25.45104235970958,19.02450055730579,0.4365916708282006,3.9377775631984635,0.5444944431865022,1.860320682711171,1.1683886315195857,0.7847419795669374,0.7063319228652073
2024-03-18,46.11198058053578,25.437407004814332,19.019709358547885,0.433260288926432,3.9371641306904737,0.5463490930183215,1.8600308793477898,1.1650084313573952,0.7846197313614649,0.7044705014001289
2024-03-19,46.15861626667089,25.415497522558443,18.96071528787317,0.47432624321350403,3.938363017902146,0.5445530787204018,1.8605972685458378,1.1642621380483744,0.7848586522016257,0.6982105242656005
2024-03-20,46.202275385687365,25.40679168671286,18.953291176805063,0.4114912786381447,3.936884205190484,0.5466116943103899,1.8598986343977157,1.2002436382240513,0.7845639462675972,0.6979483537663329
2024-03-21,46.18220341975029,25.400123916276506,18.950379537733227,0.4098774473991127,3.935501789749756,0.5472464372224748,1.8592095828055384,1.2333042186055008,0.784273282558112,0.6978803678994864
2024-03-22,46.21245803625712,25.403191267936037,18.946051343066312,0.4084140995250953,3.934602936097557,0.5471975445172456,1.8587849464026127,1.2074846940013784,0.7840941575209478,0.6977209746757004
2024-03-25,46.25434532522855,25.40305464582373,18.94630036098292,0.408419467526392,3.934654650653171,0.5470098514333663,1.858809377390706,1.1646585448716937,0.7841044632828185,0.6986433128066494
2024-03-26,46.21989709029919,25.4206884746772,18.956806063842095,0.4094933384588023,3.936855146494065,0.5419964644716534,1.859884906224122,1.170468238919391,0.7845581552906856,0.6993521213227948
2024-03-27,46.202975225856925,25.42422143508699,18.954747509293597,0.4112744124428127,3.9364118252573106,0.5420122493070278,1.8601140691937659,1.1677737301052522,0.7844698077953455,0.7159997356609733
2024-03-28,46.219503648978645,25.372993681793876,18.961198623012766,0.40970983502287867,3.9365656980548636,0.5621294633706172,1.8601867803246894,1.177184073218164,0.7845004724130938,0.7160277238104007
2024-04-02,46.24272109898072,25.373829070603133,18.95579503184234,0.409672465116679,3.9362066412827046,0.5517511685866285,1.860017111452838,1.1698444664541066,0.7844289176039054,0.7157340280769539
2024-04-03,46.25202173690618,25.365275047688236,18.966953517336627,0.40858959360761116,3.936217491952247,0.5445965636012122,1.8600222388338066,1.1657856001245155,0.7844310799850355,0.7161071299645336
2024-04-05,46.28049897109578,25.337665857068725,18.957720666889873,0.40942464362955383,3.9347278093141274,0.5496413710904539,1.8593183034335463,1.1733435213830015,0.7841342078322531,0.7135246482626855
2024-04-08,46.306698533571286,25.322571991740677,18.949094591217367,0.41114493895541965,3.9329087401961607,0.5416391106978071,1.8584946640689701,1.1798218705051653,0.7837868526755329,0.7138387063716193
2024-04-09,46.33647760195883,25.287266966056478,18.949099488057968,0.41705144556336665,3.932657169589996,0.5424215182960582,1.858375784466091,1.1801090643342977,0.7837367173312731,0.7128042443456366
2024-04-10,46.33893489064802,25.2644096952979,18.94751119811943,0.44272493580252503,3.9323433235707195,0.5415416193458277,1.8582274766382987,1.1779613860128564,0.783978393326425,0.7123670812379959
2024-04-11,46.39088579300286,25.271448642719974,18.94872275623318,0.40821070495088163,3.9324913450935832,0.5415152281718821,1.8582974241577004,1.1607706642782543,0.7762873673686317,0.7113700740230512
2024-04-12,46.390867017085824,25.275377225920575,18.94627457154428,0.40825580407014017,3.9319990478740694,0.5394989129671534,1.8580647892769944,1.1628039231057394,0.7761901861979786,0.7106685219572434
2024-04-15,46.44945646163708,25.205748149338564,18.951970307609468,0.4102803298658617,3.933181107634719,0.5328893455624516,1.8586233712077995,1.1704633779287685,0.7764235288754678,0.7109640203398229
2024-04-16,46.401628367592274,25.22190705974331,18.95346152618869,0.41089488694330994,3.9335063752104826,0.5631994636997518,1.858777076288157,1.1691146906271785,0.7764877378178205,0.711022815889029
2024-04-17,46.44239850438583,25.198308957623805,18.95228449014259,0.4071479788177787,3.933246311240654,0.5531977289344228,1.8586541831492178,1.1675017848457943,0.7764364002923769,0.7108236605675344
2024-04-18,46.486580148855545,25.21577002636936,18.924959261780387,0.41152485606286876,3.927575393113853,0.5326176125575325,1.855993687435542,1.1599392340801473,0.7753169414768578,0.7097228382679068
2024-04-19,46.47585053461409,25.221227585015743,18.928685191389487,0.41114999218434245,3.928348508847053,0.5338044612618209,1.8563590268057275,1.1592426004477927,0.7754695571915614,0.7098625422423839
2024-04-22,46.51368950775232,25.194664454452937,18.9246930036568,0.4085821850895948,3.927488464307173,0.5319556684535653,1.8559526088309817,1.160094122036891,0.7752997814303214,0.7075802039894186
