date,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,FOUNDER SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,22.862757249070633,0.0,4.3144981412639405,0.0,0.0,0.0,27.17725539033457
2024-03-04,0.0,0.0,0.0,0.0,22.862385501858736,0.0,4.3144981412639405,0.0,0.0,0.0,27.17688364312268
2024-03-05,0.0,0.0,0.0,0.0,22.893240520446096,0.0,4.2921933085501855,0.0,0.0,0.0,27.18543382899628
2024-03-06,18.74231189591078,0.0,0.0,5.21453531598513,22.83747843866171,3.0388479553903345,4.2921933085501855,0.0,0.0,0.0,54.125366914498144
2024-03-07,18.74231189591078,0.0,0.0,5.21453531598513,22.844541635687733,3.0433089219330856,4.2921933085501855,0.0,0.0,0.0,54.13689107806692
2024-03-08,18.74231189591078,0.0,0.0,5.21453531598513,22.844169888475836,3.0433089219330856,4.2921933085501855,0.0,0.0,0.0,54.136519330855016
2024-03-11,18.760155762081784,0.0,0.0,5.21453531598513,22.84268289962825,3.0388479553903345,4.271747211895911,0.0,0.0,0.0,54.127969144981414
2024-03-12,18.760155762081784,0.0,0.0,5.21453531598513,22.825210780669146,3.0388479553903345,4.271747211895911,0.0,0.0,0.0,54.11049702602231
2024-03-13,18.760155762081784,0.0,0.0,5.21453531598513,22.751604832713753,3.0388479553903345,4.276208178438662,0.0,0.0,0.0,54.04135204460967
2024-03-14,18.760155762081784,0.0,0.0,5.21453531598513,22.73301747211896,3.0306695167286244,4.2847583643122675,0.0,0.0,0.0,54.02313643122677
2024-03-15,18.760155762081784,0.0,0.0,5.22271375464684,22.734876208178438,3.0306695167286244,4.2847583643122675,0.0,0.0,0.0,54.03317360594796
2024-03-18,18.760155762081784,0.0,0.0,5.21453531598513,22.736363197026023,3.0306695167286244,4.2847583643122675,0.0,0.0,0.0,54.026482156133824
2024-03-19,18.760155762081784,0.0,0.0,5.21453531598513,22.734876208178438,3.0306695167286244,4.280297397769517,0.0,0.0,0.0,54.0205342007435
2024-03-20,18.760155762081784,0.0,0.0,5.215278810408922,22.739708921933087,3.0306695167286244,4.280297397769517,0.0,0.0,0.0,54.02611040892194
2024-03-21,18.760155762081784,0.0,0.0,5.215278810408922,22.740824163568774,3.025836802973978,4.280297397769517,0.0,0.0,1.5516728624535316,55.5740657992565
2024-03-25,18.760155762081784,0.0,0.0,5.215278810408922,22.740824163568774,3.0184018587360595,4.280297397769517,0.0,0.0,1.5516728624535316,55.56663085501859
2024-03-26,18.760155762081784,0.0,0.0,5.215278810408922,22.737106691449817,3.0184018587360595,4.280297397769517,0.0,0.0,1.5516728624535316,55.56291338289962
2024-03-27,18.760155762081784,0.0,0.0,5.215278810408922,22.735991449814126,3.01654312267658,4.280297397769517,0.0,0.0,1.5516728624535316,55.55993940520446
2024-03-28,18.760155762081784,0.0,0.0,5.233866171003718,22.71480185873606,3.0187736059479553,4.275836431226765,0.0345724907063197,0.0,1.5516728624535316,55.58967918215614
2024-04-02,18.760155762081784,0.0,0.0,5.236096654275093,22.71480185873606,3.0187736059479553,4.275836431226765,0.0345724907063197,0.0,1.5516728624535316,55.59190966542751
2024-04-03,18.760155762081784,0.0,0.0,5.237583643122677,22.710340892193308,3.0187736059479553,4.275836431226765,0.0345724907063197,0.0,1.5516728624535316,55.588935687732345
2024-04-05,18.760155762081784,0.0,0.0,5.237583643122677,22.7107126394052,3.058178810408922,4.230111524163569,0.0345724907063197,0.0,1.5535315985130111,55.58484646840148
2024-04-08,18.760155762081784,0.0,0.0,5.237583643122677,22.710340892193308,3.061896282527881,4.209293680297398,0.0345724907063197,0.0,1.5535315985130111,55.567374349442375
2024-04-09,18.760155762081784,0.0,0.0,5.237583643122677,22.710340892193308,3.0674724907063196,4.203717472118959,0.0345724907063197,0.0,1.5535315985130111,55.567374349442375
2024-04-11,18.760155762081784,0.0,0.0,5.237583643122677,22.72818475836431,3.048885130111524,4.196282527881041,0.03828996282527881,0.0,1.5535315985130111,55.56291338289962
2024-04-12,18.760155762081784,0.0,0.0,5.235724907063196,22.731158736059477,3.0414501858736056,4.1992565055762086,0.03977695167286245,0.0,1.5535315985130111,55.56105464684015
2024-04-15,18.760155762081784,0.0,0.0,5.237583643122677,22.73004349442379,3.0414501858736056,4.1992565055762086,0.04275092936802974,0.0,1.5535315985130111,55.564772118959105
2024-04-16,18.760155762081784,0.0,0.0,5.230148698884758,22.73004349442379,3.0414501858736056,4.1717472118959105,0.04275092936802974,0.0,1.5535315985130111,55.529827881040895
2024-04-18,18.760155762081784,0.0,0.0,5.230148698884758,22.70848215613383,3.0414501858736056,4.1717472118959105,0.04275092936802974,0.0,1.5535315985130111,55.50826654275093
2024-04-19,18.760155762081784,0.0,0.0,5.230148698884758,22.704392936802975,3.0414501858736056,4.1717472118959105,0.04275092936802974,0.0,1.5535315985130111,55.50417732342008
2024-04-22,18.760155762081784,0.0,0.0,5.230148698884758,22.704392936802975,3.0414501858736056,4.168773234200743,0.04275092936802974,0.0,1.5535315985130111,55.5012033457249
2024-04-23,18.760155762081784,0.0,0.0,5.230148698884758,22.704392936802975,3.0414501858736056,4.165055762081785,0.04275092936802974,0.0,1.5535315985130111,55.497485873605946
2024-04-24,18.760155762081784,0.0,0.0,5.230148698884758,22.709597397769514,3.0414501858736056,4.162453531598513,0.04275092936802974,0.0,1.5535315985130111,55.500088104089215
2024-04-25,18.760155762081784,0.0,0.0,5.230148698884758,22.71368661710037,3.0414501858736056,4.158364312267658,0.04275092936802974,0.0,1.5535315985130111,55.500088104089215
2024-04-26,18.760155762081784,0.0,0.0,5.230148698884758,22.715917100371747,3.0414501858736056,4.158364312267658,0.04275092936802974,0.0,1.5535315985130111,55.5023185873606
2024-04-29,18.760155762081784,0.0,0.0,5.230148698884758,22.70922565055762,3.0414501858736056,4.158364312267658,0.04275092936802974,0.0,1.5617100371747212,55.50380557620818
2024-04-30,18.760155762081784,0.0,0.0,5.230148698884758,22.688036059479554,3.066728996282528,4.158364312267658,0.04275092936802974,0.0,1.5617100371747212,55.50789479553904
2024-05-02,18.760155762081784,0.0,0.0,5.230148698884758,22.686920817843866,3.104275464684015,4.1371747211895915,0.04275092936802974,0.0,1.5617100371747212,55.52313643122676
2024-05-03,18.760155762081784,0.0,0.0,5.230148698884758,22.688036059479554,3.111338661710037,4.1371747211895915,0.04275092936802974,0.0,1.5617100371747212,55.53131486988847
2024-05-06,18.760155762081784,0.022304832713754646,0.0,5.230148698884758,22.651976579925652,3.079740148698885,4.128996282527881,0.04275092936802974,0.0,1.6546468401486987,55.570720074349445
2024-05-07,18.760155762081784,0.022304832713754646,0.0,5.230148698884758,22.645285130111525,3.078996654275093,4.128996282527881,0.04275092936802974,0.0,1.6546468401486987,55.56328513011153
2024-05-08,18.760155762081784,0.022304832713754646,0.0,5.237583643122677,22.668705204460966,3.04925687732342,4.128996282527881,0.04275092936802974,0.0,1.6527881040892194,55.56254163568774
2024-05-10,18.760155762081784,0.022304832713754646,0.0,5.237583643122677,22.663872490706318,3.04925687732342,4.119702602230483,0.04275092936802974,0.0,1.6527881040892194,55.54841524163569
2024-05-13,18.760155762081784,0.022304832713754646,0.0,5.237583643122677,22.667259107806693,3.052602602230483,4.119702602230483,0.04275092936802974,0.0,1.6527881040892194,55.55514758364313
2024-05-14,18.760155762081784,0.022304832713754646,0.0,5.237583643122677,22.665400371747214,3.0262085501858738,4.123048327137546,0.04275092936802974,0.0,1.6527881040892194,55.53024052044609
2024-05-16,18.760155762081784,0.022304832713754646,0.0,5.237583643122677,22.67023308550186,3.0262085501858738,4.1271375464684015,0.04275092936802974,0.0,1.6527881040892194,55.539162453531596
2024-05-17,18.760155762081784,0.022304832713754646,0.0,5.237583643122677,22.674322304832714,3.0150561338289963,4.1271375464684015,0.04275092936802974,0.0,1.6527881040892194,55.532099256505575
2024-05-20,18.760155762081784,0.022304832713754646,0.0,5.241301115241636,22.660567657992566,3.0150561338289963,4.1271375464684015,0.04275092936802974,0.0,1.7014869888475836,55.57076096654276
2024-05-21,18.760155762081784,0.025650557620817842,0.0,5.241301115241636,22.698857620817844,3.0150561338289963,4.1271375464684015,0.04275092936802974,0.0,1.7014869888475836,55.612396654275095
