date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,INTERACTIVE BROKERS HONG KONG LTD,IFAST SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD
2024-03-12,0.0,0.0,19.023588508993264,0.0,0.0,80.97641149100674
2024-03-28,0.0,0.0,0.08796499918979606,0.0,0.0,99.9120350008102
2024-04-08,98.4534441914924,0.0,0.0013604278044234668,0.0,0.0,1.5451953807031908
2024-04-18,98.45273925547183,0.0,0.001360418063631049,0.004296057043045418,0.0,1.5416042694214893
2024-04-26,98.45273925547183,0.0,0.31282455368442386,0.01861624718653014,0.027208361272620978,1.1886115823845909
2024-05-02,98.45273925547183,0.0,0.025704741307555082,0.025776342258272505,0.027208361272620978,1.4685712996897173
2024-05-13,98.45273925547183,0.0,0.025704741307555082,0.03293643733001487,0.027208361272620978,1.461411204617975
2024-05-17,99.27287451471992,0.0,0.022484865775059273,0.028810691522360075,0.023800136474993103,0.6520297915076729
2024-05-20,99.27287451471992,0.0,0.1327170768171326,0.028810691522360075,0.023800136474993103,0.5417975804655996
2024-06-04,99.27287451471992,0.0,0.30057067090392603,0.028810691522360075,0.023800136474993103,0.3739439863788061
2024-06-07,99.27287451471992,0.0,0.30057067090392603,0.04446867604538185,0.023800136474993103,0.35828600185578435
2024-06-24,99.27287451471992,0.0,0.2723862987624869,0.07265304818682104,0.023800136474993103,0.35828600185578435
2024-07-05,99.27287451471992,0.0,0.2535967173348607,0.09144262961444719,0.023800136474993103,0.35828600185578435
2024-07-11,99.27287451471992,0.0,0.22228074828881716,0.12275859866049074,0.023800136474993103,0.35828600185578435
2024-07-15,99.29103777676661,0.0,0.2041174862421119,0.12275859866049074,0.023800136474993103,0.35828600185578435
2024-07-24,99.29103777676661,0.0,0.2041174862421119,0.11023221104207331,0.023800136474993103,0.37081238947420175
2024-07-25,99.29103777676661,0.0,0.18845950171909012,0.11023221104207331,0.03945812099801488,0.37081238947420175
2024-08-02,99.29103777676661,0.0,0.18845950171909012,0.12902179246969944,0.03945812099801488,0.35202280804657565
2024-08-09,99.29103777676661,0.0,0.2924285189519547,0.12902179246969944,0.03945812099801488,0.24805379081371098
2024-08-12,97.97457265385562,0.0,0.39424840278136036,0.13538118181857017,0.04140298278917437,1.4543947787552751
2024-08-14,97.97457265385562,0.0,1.051438605784128,0.13538118181857017,0.04140298278917437,0.7972045757525075
2024-08-19,97.97457265385562,0.0,0.929858418228616,0.13538118181857017,0.04140298278917437,0.9187847633080195
2024-08-23,97.97457265385562,0.0,0.929858418228616,0.14523903486361167,0.04140298278917437,0.908926910262978
2024-09-16,98.064607711667,0.0,0.8398233604172369,0.14523903486361167,0.04140298278917437,0.908926910262978
2024-09-20,98.064607711667,0.0,1.255824758917989,0.14523903486361167,0.04140298278917437,0.492925511762226
2024-09-27,98.064607711667,0.0,1.255824758917989,0.21095805516388846,0.04140298278917437,0.4272064914619492
2024-10-02,98.064607711667,0.0,0.9962346287318957,0.22738781023895765,0.04140298278917437,0.6703668665729733
2024-10-09,98.064607711667,0.0,1.035008850709059,0.24381756531402682,0.04140298278917437,0.6151628895207407
2024-10-15,98.064607711667,0.0,0.684069282305581,0.24381756531402682,0.04140298278917437,0.9661024579242188
2024-10-24,98.064607711667,0.0,0.6183502620053042,0.30953658561430364,0.04140298278917437,0.9661024579242188
2024-10-25,98.064607711667,0.0,0.5526312417050274,0.3752556059145804,0.04140298278917437,0.9661024579242188
2024-10-30,98.064607711667,0.0,0.519771731554889,0.40811511606471884,0.04140298278917437,0.9661024579242188
2024-11-04,98.064607711667,0.0,0.870711299958367,0.40811511606471884,0.04140298278917437,0.6151628895207407
