date,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF COMMUNICATIONS TRUSTEE LTD,INTERACTIVE BROKERS HONG KONG LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,PRUDENTIAL BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.
2024-03-18,0.0,22.087801430826477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.91219856917351
2024-04-24,0.0,8.763701886260401,0.0,0.0,0.0,0.0,60.32333994985357,0.0,0.0,30.912958163886028
2024-05-16,0.0,12.154233584127228,0.0,0.0,0.0,0.0,83.66144511085079,0.0,0.0,4.184321305021989
2024-07-04,0.0,26.85727682122843,0.0,0.0,0.0,0.0,63.89660536968973,0.0,0.0,9.24611780908184
2024-07-09,0.0,1.328846381766791,0.0,0.0,0.0,0.0,98.2136734992408,0.0,0.0,0.45748011899241803
2024-07-22,0.0,28.749553289034896,0.0,0.0,0.0,0.0,62.243535351798016,0.0,0.0,9.006911359167082
2024-07-24,0.0,89.31911991025152,0.0,0.0,0.0,0.0,9.330688692401747,0.0,0.0,1.3501913973467359
2024-08-02,32.882788467112555,46.07811634101349,0.0,15.529022590460437,0.0,0.0,4.813533312265885,0.0,0.0,0.6965392891476295
2024-08-05,33.3879539676944,45.74389485666045,0.0,15.435641618165086,0.0,0.0,4.741022523364002,0.0,0.0,0.6914870341160599
2024-08-06,33.43179550104142,45.805218928286614,0.0,15.481126413368996,0.0,0.0,4.589445118598834,0.0,0.0,0.6924140387041383
2024-08-07,33.435476807227445,45.809004559908296,0.0,15.473222949472884,0.0,0.0,4.589824419232549,0.0,0.0,0.6924712641588254
2024-08-08,33.45014373797922,45.79891093247041,0.0,15.469813555419998,0.0,0.0,4.588813090168797,0.0,0.0,0.6923186839615694
2024-08-09,33.45991810152516,45.79218431831066,0.0,15.467541460630141,0.0,0.0,4.588139118354176,0.0,0.0,0.692217001179866
2024-08-12,33.45562533092142,45.788821752143846,0.0,15.47558453926321,0.0,0.0,4.5878022066825075,0.0,0.0,0.6921661709890176
2024-08-14,33.456236127862915,45.78840146609532,0.0,15.475442492099173,0.0,0.0,4.587760096202547,0.0,0.0,0.6921598177400413
2024-08-15,35.588757177856024,44.32102534713087,0.0,14.97950260303952,0.0,0.0,4.440736627613226,0.0,0.0,0.6699782443603595
2024-08-16,35.585067214056245,44.324175781799916,0.0,14.979678851465666,0.0,0.0,4.441052284810191,0.0,0.0,0.6700258678679838
2024-08-19,35.568954541146226,44.32181291381167,0.0,14.978880302975863,0.0,0.0,4.460362092463662,0.0,0.0,0.6699901496025776
2024-08-20,35.468675599875574,44.39201862384226,0.0,15.000827061082669,0.0,0.0,4.46742730182917,0.0,0.0,0.6710514133703261
2024-08-21,33.4060460222767,41.78949547542531,0.0,14.20348593336346,0.0,0.0,4.187090478023241,0.0,0.0,6.413882090911291
2024-08-22,37.077665182171856,43.28164194298852,0.0,14.710639253149651,0.0,0.0,4.336595806935957,0.0,0.0,0.5934578147540173
2024-08-23,34.96262260879064,40.81270235616472,0.0,13.871491800115724,0.0,0.0,4.089220878926028,0.0,0.0,6.2639623560028905
2024-08-26,37.10992988162028,43.26362430373404,0.0,14.694108180378187,0.0,0.0,4.339126869032367,0.0,0.0,0.5932107652351225
2024-08-27,37.07870826239738,43.26362430373404,0.0,14.72532979960109,0.0,0.0,4.339126869032367,0.0,0.0,0.5932107652351225
2024-08-28,37.07841594353935,43.26024766628373,0.0,14.729383714780578,0.0,0.0,4.338788209048987,0.0,0.0,0.5931644663473603
2024-08-29,38.54326963458948,42.782021599187765,0.0,14.596572268581252,0.0,0.0,3.491529245484655,0.0,0.0,0.5866072521568494
2024-08-30,38.46852440960635,42.7761519381477,0.0,14.67774667185074,0.0,0.0,3.4910502103101497,0.0,0.0,0.5865267700850562
2024-09-02,36.219992824369285,40.36130459257842,0.0,13.930050740110708,0.0,0.0,8.935236340459404,0.0,0.0,0.5534155024821819
2024-09-03,36.92071367047859,39.91179832602309,0.0,13.78451184442321,0.0,0.0,8.835724078189074,0.0,0.0,0.5472520808860338
2024-09-04,36.913432070456956,39.8900960484104,0.0,13.826594182080068,0.0,0.0,8.822923189738903,0.0,0.0,0.5469545093136757
2024-09-05,36.9093858605697,39.88658760340369,0.0,13.834972943804633,0.0,0.0,8.82214718908019,0.0,0.0,0.5469064031417886
2024-09-09,33.78522790583216,36.500938722046996,0.0,12.659902611383325,8.465506097057975,0.0,5.994046084825972,0.0,0.0,2.5943785788535663
2024-09-10,33.780778764318306,36.4961319514011,0.0,12.686036444568408,8.464391283367293,0.0,5.993256735133073,0.0,0.0,2.5794048212118255
2024-09-11,33.7827165610218,36.49506395206698,0.0,12.685665208556507,8.464143586864376,0.0,5.993081352322345,0.0,0.0,2.5793293391679977
2024-09-12,34.53140583422183,35.765258225442395,0.0,12.667746311286157,8.462928072704713,0.0,5.993256735133073,0.0,0.0,2.5794048212118255
2024-09-13,34.53140583422183,35.765258225442395,0.0,12.667746311286157,8.462928072704713,0.0,2.9712087403308662,0.0,0.0,5.601452816014033
2024-09-16,35.166618506144744,35.12850270495623,0.0,12.667468283666249,8.462742331082511,0.0,8.074261110562176,0.0,0.0,0.5004070635880863
2024-09-19,35.24500530442758,35.175338403491615,0.0,12.684357410160576,8.290884262560617,0.0,8.096014732403134,0.0,0.0,0.5083998869564793
2024-09-20,35.259792160529315,35.16889753046249,0.0,12.682034807472355,8.289366138350356,0.0,8.091602568129993,0.0,0.0,0.5083067950554904
2024-09-23,35.30899523989846,35.171215973007506,0.0,12.682870846447694,8.423506481902887,0.0,7.912395942776351,0.0,0.0,0.5010155159670935
2024-09-24,35.2928810137338,35.16245901574758,0.0,12.862787168039583,8.421409190575304,0.0,7.759572839177345,0.0,0.0,0.500890772726392
2024-09-25,34.55057078926085,34.26222599413272,0.0,12.540608201873152,8.205803375336629,0.0,7.27620572899508,2.6765189965989302,0.0,0.4880669138026308
2024-09-26,34.521505518924926,34.212912624005924,0.0,12.531821371127466,8.550253380346238,0.0,4.537205494181916,2.6726667024732276,0.0,2.9736349089403
2024-09-27,34.571373843739885,34.21925192828617,0.0,12.534143390001754,8.551837655220664,0.0,4.538046192152466,2.6745872266702624,0.0,2.910759763928802
2024-09-30,28.00870698595599,27.652744140667856,19.206789925909394,10.107594074829414,6.910781659048086,0.0,3.667793127916415,2.1555879791514156,0.0,2.2900021065214293
2024-10-02,28.308418053623303,27.627128362860244,19.188997953415203,10.098231029965826,6.904379941860288,0.0,3.6643955130782246,2.1524404468749445,0.0,2.056008698321967
2024-10-03,28.351645034673517,27.638418909781343,19.19684003815584,10.080485130527519,6.9072015968897515,0.0,3.6486250599329253,2.1515932974311576,0.0,2.0251909326079423
2024-10-04,28.552700621779664,27.62855904837711,19.18999166586677,10.067682653523761,6.904737488842951,0.0,3.6444464580704814,2.14507177986721,0.0,1.8668102836720484
2024-10-07,28.65901505406821,27.612353284052688,19.178735614410012,10.061202312066131,6.900687456835482,0.0,3.6423087772638545,2.143813569923556,0.0,1.8018839313800699
2024-10-08,28.72335419855888,27.600132108069957,19.170247141853586,10.102733464220522,6.897633225457798,0.0,3.6383974871278384,2.142864722042223,0.0,1.7246376526691962
2024-10-09,28.992950705387415,27.590299540118195,19.16226853081119,10.107753327700971,6.89517593840098,0.0,3.634228315295113,2.142101324863238,0.0,1.475222317422895
2024-10-10,29.07162338119137,27.58316738541592,19.157315041146838,10.130990676352084,6.893393519858529,0.0,3.6390333536730566,2.1616533179356368,0.0,1.362823324426571
2024-10-14,29.074903057327695,27.58300893497004,19.157204992686207,10.130932479265164,6.893353921024153,0.0,3.6361402185852656,2.1616409004011574,0.0,1.3628154957403151
2024-10-15,29.083457981729964,27.57968189607411,19.154894267039914,10.129710494872889,6.892522450582596,0.0,3.6357016304686893,2.161380165128526,0.0,1.3626511141033082
2024-10-16,29.091144250716315,27.58697074232287,19.159956583557918,10.105959288278022,6.894344028387507,0.0,3.6366624852853158,2.1619513815685156,0.0,1.3630112398835412
2024-10-17,29.095071841952542,27.586336776668794,19.159516275902504,10.105727047081622,6.894185592096616,0.0,3.6365789125316175,2.161901698588297,0.0,1.3606818551780027
