date,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,CMB WING LUNG BANK LTD
2024-09-26,73.9143833834761,6.8028941158292975,6.853233501327019,4.76270907475756,2.381458722934351,1.8886431874321454,1.9066622272860836,1.4900157869574338
2024-09-30,73.9143833834761,6.8028941158292975,6.8522785466471765,4.76270907475756,2.3824136776141933,1.8886431874321454,1.9066622272860836,1.4900157869574338
2024-10-03,73.91777161332854,6.803205959991029,6.848008662004065,4.762927396988321,2.3825228872804827,1.8887297626957862,1.9067496285411747,1.4900840891706009
2024-10-04,73.92137194792423,6.803537325740358,6.855982569734019,4.763159386290891,2.382638933521987,1.888726253113622,1.9068425011549335,1.4777410825199606
2024-10-07,73.91890109230982,6.807607473111944,6.855753405385763,4.763000175513253,2.3825592927275747,1.8877081085286338,1.906778764073551,1.47769168834945
2024-10-08,73.90626701288745,6.816947277660768,6.854581632919669,4.762186092489601,2.401249066547172,1.8869080401031155,1.906452861036706,1.4654080163555232
2024-10-09,73.9049262188852,6.816823605847904,6.854457278351202,4.762099697778996,2.40120550352503,1.8868738081619663,1.9064182745169835,1.4671956129327262
2024-10-10,73.89991631393671,6.816361503521804,6.852083089356354,4.76177688212838,2.401042729377894,1.8867458997949287,1.9149774279580385,1.4670961539258953
2024-10-15,73.89600747872845,6.812490875822368,6.851455100700232,4.7708872712368535,2.400822675479357,1.8865729808436253,1.914801921606787,1.4669616955823392
2024-10-16,73.89763009673779,6.810444652545764,6.851605545830031,4.77099203099142,2.4008753930515696,1.8866144064550907,1.914843967072954,1.466993907315388
2024-10-17,73.90101797987137,6.808099770108042,6.851358239067238,4.770686874089997,2.400721830922166,1.8864937369166148,1.9147214919466273,1.4669000770779332
2024-10-18,73.90537655890266,6.807041625472444,6.848770280017143,4.770413632382655,2.400584329268998,1.8863856877439966,1.9146118260256912,1.4668160601864164
2024-10-21,73.8954021302836,6.804523024984703,6.847580618619957,4.769584990638951,2.4001673372557675,1.8860580142871337,1.9142792495649703,1.4824046343649113
2024-10-22,73.89681270171823,6.802744039095616,6.847711330427979,4.769676036091699,2.400213153468775,1.8860940167917866,1.914315790777949,1.482432931627955
2024-10-23,73.89138229711934,6.800335394986229,6.847208117342851,4.769325530166819,2.4000367706442605,1.8859554146890938,1.9141751147610284,1.4915813602903818
2024-10-24,73.90153850842933,6.787525301869521,6.848149251347404,4.769981063686218,2.4003666505279035,1.8862146351978641,1.9144382140067786,1.4917863749349887
2024-10-25,73.90139743082004,6.781212663622746,6.848136178270119,4.769971957819974,2.4003620682418605,1.8862110344250425,1.9056531859791899,1.5070554808210306
2024-10-28,73.90146796955736,6.78112368647507,6.848142714802523,4.769976510748751,2.400364359382695,1.886212834809735,1.9056550049213774,1.5070569193024987
2024-10-29,73.90139743082004,6.781117213912136,6.848231627980729,4.769971957819974,2.4003620682418605,1.8862110344250425,1.9056531859791899,1.5070554808210306
2024-10-30,73.90132689221738,6.781110741361557,6.8483205409892,4.769967404899891,2.4003597771053995,1.886209234043787,1.9056513670404749,1.5070540423423084
2024-11-13,73.90356869721181,6.780528262403145,6.847732288891907,4.769557677680909,2.4001535927329405,1.886047213803756,1.9054876767741296,1.5069245905014028
2024-11-15,73.91054834360425,6.773250382364059,6.847899623372079,4.769607751676278,2.4001787911450387,1.8860670147844407,1.9055076818537515,1.5069404112001061
2024-11-18,73.8966212067428,6.791066700455516,6.846520846960383,4.768647424711408,2.3996955320315743,1.885687268460183,1.9051240212879517,1.506636999350186
2024-11-20,73.89879523709371,6.788947955228395,6.846501247507418,4.768633773561723,2.399688662452008,1.8856818703258966,1.9051185675123068,1.5066326863185509
2024-12-05,73.89562213544963,6.788179353972175,6.84620726917807,4.768429015694989,2.3995856234780213,1.8856009020202058,1.9050367646244606,1.5113389355824511
2024-12-12,73.88857177397374,6.787531695601818,6.855095047541967,4.76797406116235,2.3993566796576844,1.8854209973442004,1.90485500557802,1.5111947391402194
2024-12-17,73.88997478460458,6.786884567392939,6.854826900492066,4.767787554896624,2.3992628253185613,1.885347246349538,1.904780494393756,1.5111356265519449
2024-12-23,73.89059753301444,6.786722693877404,6.8546634064886325,4.767673838724621,2.399205600666459,1.8853022790624507,1.9047350636056104,1.5110995845603814
2024-12-30,73.8957995212513,6.781981558550817,6.854499920283981,4.76756012797696,2.399148378744014,1.8852573139203355,1.9046896349845461,1.5110635442880471
2025-01-02,73.89962603824625,6.781079058594779,6.853394958050509,4.766791585567085,2.398761630128967,1.8853349500865157,1.9043825943342259,1.51062918499167
2025-01-03,73.88059865243906,6.779333092960662,6.851630372802292,4.7655642507695575,2.3981440063946833,1.910597129143839,1.90389226137465,1.5102402341152534
2025-01-06,73.865102099557,6.7779111189147505,6.850193234306705,4.76456466739081,2.3976409925305333,1.9311715105982767,1.9034929174650412,1.5099234592368762
2025-01-10,73.54256578049882,7.147000783502105,6.8202814620647505,4.7437599151322445,2.425141629314228,1.9227389364490002,1.8951812035229818,1.5033302895158693
2025-01-13,73.52909483683665,7.145691652607823,6.819032177023352,4.742890990831258,2.4430146176442626,1.92238674438696,1.894834059267797,1.5030549214018964
2025-01-14,73.51228053374605,7.15221781277963,6.807984221101517,4.741806407826089,2.4381860854117083,1.9504129724529806,1.8944007571273367,1.5027112095546837
2025-01-17,73.51046700209714,7.152041369153214,6.8078162696414255,4.7416894285141815,2.4381259359019976,1.9528318340084339,1.8943540226810125,1.502674138002585
2025-01-22,73.51158301098403,7.152149948816122,6.807919623405414,4.741761415099995,2.438162950633678,1.9535256776005414,1.8943827820674022,1.5005145913928213
2025-01-23,73.50956026982685,7.151953150604587,6.807732297018837,4.741630941022591,2.4380958622600346,1.9562235196385565,1.8943306563225362,1.5004733033060105
2025-01-24,73.50607304647295,7.151613868775648,6.807409344698538,4.741406002577953,2.437980201320169,1.9608746227847553,1.894240791084865,1.5004021222851203
2025-01-27,73.50600330538064,7.151607083467411,6.807497763965096,4.741401504026746,2.4379778882133034,1.9608727623461224,1.8942389938670794,1.5004006987335883
2025-02-06,73.4948464348665,7.178790952664597,6.8064645099768155,4.7406818457640565,2.4377975748392053,1.9710101335924897,1.8939514829397117,1.4764570653566176
2025-02-07,73.49414924291128,7.178722852715509,6.806399942016881,4.74063687437619,2.43777444923326,1.980477706035658,1.8939335164046205,1.4679054163066039
2025-02-10,73.49275489868256,7.178586656693346,6.806270809772,4.740546934160075,2.4377281993375988,1.9823373500565649,1.8938975843570307,1.4678775669408162
2025-02-11,73.4905240579609,7.17836875380673,6.806064208371549,4.740403036912539,2.4376542031546697,1.9853126337234266,1.8938400959167119,1.4678330101534802
2025-02-13,73.49017550133196,7.178334707675665,6.80603192803572,4.740380553756737,2.437642641656879,2.0004804289324265,1.893831113663176,1.4531231249474366
2025-02-18,73.49253561444225,7.177349800347982,6.805547759740092,4.740043332010262,2.4374692323494234,2.00033811852161,1.8936963900838273,1.4530197525045534
2025-02-19,73.48549575311839,7.1854825624347685,6.804895855270327,4.7395892825282635,2.433726602530467,2.0044143839849986,1.8935149926144892,1.45288056751831
2025-02-20,73.54213460169618,7.184049294303704,6.804256980995461,4.739144308537415,2.3801072284891927,2.0042262005339464,1.8933372208978339,1.4527441645462764
2025-02-21,73.54143718741504,7.183981166575275,6.804192454910969,4.739099366315667,2.3800846574721723,2.0051555134034773,1.8933192660149085,1.452730387892489
2025-02-24,73.54171615154019,7.183629088339052,6.804218265197906,4.7391173431020786,2.3800936858276094,2.005163119543295,1.8933264479272138,1.4527358985226488
2025-02-25,73.54039109079442,7.183120332729644,6.804095668078874,4.739031954581256,2.3800508017493014,2.007308094335755,1.8932923343290227,1.4527097234017263
2025-02-28,73.54053056862433,7.182944294816829,6.804108572830728,4.7390409427017035,2.3800553157900346,2.007311901426971,1.8932959251762056,1.4527124786331944
2025-03-03,73.55528413849784,7.181249432003048,6.803850487093921,4.738861186770363,2.3799650382285815,1.995382366432879,1.892749974983882,1.4526573759894899
2025-03-05,73.55612115273068,7.181141493745138,6.802979628295332,4.738915112117906,2.379992120777905,1.9954050726661596,1.8927715133231986,1.452673906343677
2025-03-06,73.54656637280489,7.180208679106283,6.815085718249995,4.738299537366632,2.379682964985256,1.9951458738933951,1.892525646426247,1.4524852071672996
2025-03-11,73.54938091333878,7.18521517193675,6.806803988135385,4.738474757691139,2.37977096466068,1.9952196535488826,1.892595631228873,1.4525389194595122
2025-03-13,73.54945065251208,7.185221984923613,6.806715622790002,4.738479250690376,2.3797732211481946,1.9952215454066717,1.8925974257790523,1.4525402967500096
2025-03-14,73.54950081298722,7.1852083589628055,6.8067027146236985,4.738470264700423,2.379768708177445,1.9952177616946807,1.8925938366820967,1.4525375421716267
2025-03-17,73.55005873045721,7.196072350413107,6.795186299773616,4.7385062088647265,2.3797867601631437,1.9952328966287507,1.8926081931515955,1.4525485605478445
2025-03-18,73.55047717411442,7.19544954634424,6.795319779797013,4.738533167345822,2.379800299332146,1.9952442479799892,1.8926189606466552,1.4525568244397087
2025-03-19,73.54322482463765,7.204600418762536,6.794649736097188,4.738065930424224,2.379565642207967,1.99504750950685,1.8924323414069664,1.4524135969566188
2025-03-20,73.53994778975013,7.208735317151266,6.794346971236295,4.737854805505641,2.379459610419923,1.9949586115790463,1.8923480159395984,1.4523488784181036
2025-03-21,73.53172162734711,7.219114927632414,6.793586957076814,4.7373248301080055,2.37919344459067,1.994735455947048,1.8921363383062852,1.4521864189916454
2025-03-25,73.52489112852948,7.2250794638489655,6.793903764290538,4.736884771165624,2.380678613999485,1.9945501612487624,1.8919605742314667,1.4520515226856918
2025-03-26,73.46034290477496,7.220157061703005,6.790780461572083,4.732726213520511,2.462117876481466,1.9927991260806472,1.8902996034689705,1.4507767523983675
2025-03-27,73.45499224391133,7.224148704515724,6.79025957691271,4.732363191258846,2.499807876077142,1.992646269056354,1.8901546086380177,1.4156275296298755
2025-03-28,73.44372528864854,7.22038950925616,6.803420439340148,4.731637313782934,2.503211745509272,1.992340625346074,1.8898646856965713,1.4154103924203016
2025-04-02,73.44365575027567,7.220382672809126,6.803413997689953,4.731632833749296,2.5033040579292756,1.9923387389476817,1.8898628963249853,1.4154090522740161
2025-04-03,73.42551073616158,7.243304836047104,6.801733143955876,4.7304638349613946,2.502685590792816,1.9918465110735522,1.889395986166753,1.4150593608409254
2025-04-14,73.39917818576332,7.276570118449525,6.7992938421517355,4.728767351326588,2.501788054040401,1.9911321762584102,1.8887183931268248,1.4145518788831934
2025-04-15,73.39771967848671,7.27841261587985,6.799158734105709,4.728673386492623,2.5017383412756047,1.9910926106823428,1.8886808626041685,1.4145237704729972
2025-04-16,73.39251119706674,7.284992366139617,6.7986762491989134,4.7283378282820605,2.5015608118138553,1.9909513178885938,1.8885468371981444,1.4144233924120861
2025-04-17,73.39251119706674,7.285086982728847,6.802366296178916,4.724553164712827,2.5015608118138553,1.9909513178885938,1.8885468371981444,1.4144233924120861
2025-04-22,73.39049744908705,7.284887094089614,6.804923458258809,4.724423532149025,2.5014921738431872,1.99089669005084,1.8884950191404724,1.4143845833809956
2025-04-23,73.38438744194895,7.285226663761679,6.804356925364913,4.724030207910762,2.501283916159027,1.9907309411676701,1.8883377955427545,1.4216461081442533
2025-04-24,73.38445686813348,7.285233556038202,6.804268756503118,4.7240346771364985,2.501286282528834,1.9907328245226792,1.888339582027494,1.4216474531096948
2025-04-29,73.37404440822559,7.28419986027265,6.817492221751404,4.723364387762175,2.500931377086366,1.9904503610882232,1.8880716470855523,1.4214457367280464
