date,HANG SENG BANK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GF SECURITIES (HONG KONG) BROKERAGE LTD,PHILLIP SECURITIES (HONG KONG) LTD,CCB INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL,FORTHRIGHT SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3.7423876233111932,0.0,0.0,2.8131695216668997,6.555557144978093
2024-03-04,0.0,8.34774108740343,3.3143794695735758,0.0,1.5283381395303473,0.0,3.7409788169711313,0.0,3.090921110096048,2.8131695216668997,22.835528145241433
2024-03-05,0.0,8.34774108740343,3.313404142107379,0.0,1.537007717007652,0.0,3.7409788169711313,0.0,3.090921110096048,2.8131695216668997,22.84322239525254
2024-03-06,0.0,8.345573693034103,3.3153547970397725,0.0,1.537007717007652,0.0,3.7348017430185516,0.0,3.090921110096048,2.815987134347024,22.83964619454315
2024-03-07,0.0,8.345573693034103,3.3213151315554197,0.0,1.537007717007652,0.0,3.7323092394938264,0.0,3.090921110096048,2.815987134347024,22.84311402553407
2024-03-08,0.0,8.345465323315636,3.3183891491568294,0.0,1.537007717007652,0.0,3.7323092394938264,0.0,3.090921110096048,2.815987134347024,22.840079673417016
2024-03-11,0.0,8.340480316266188,3.3270587266341343,0.0,1.537007717007652,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.841596849475547
2024-03-12,0.0,8.337445964149131,3.327275466071067,0.0,1.537007717007652,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.83877923679542
2024-03-13,0.0,8.336470636682932,3.3273838357895333,0.0,1.537007717007652,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.83791227904769
2024-03-14,0.0,8.339721728236922,3.3261917688864036,0.0,1.5435099001156305,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.84647348680653
2024-03-15,0.0,8.339288249363056,3.3261917688864036,0.0,1.5435099001156305,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.846040007932665
2024-03-18,0.0,8.332569326818145,3.325975029449471,0.0,1.550012083223609,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.8456065290588
2024-03-19,0.0,8.331919108507348,3.329767969595792,0.0,1.5597653578855766,0.0,3.7323092394938264,0.0,3.088753715726722,2.815987134347024,22.85850252555629
2024-03-20,0.0,8.330618671885752,3.341905378064018,0.0,1.5597653578855766,0.0,3.7323092394938264,4.472851759978413,3.088753715726722,2.815987134347024,27.34219125738133
2024-03-21,0.0,8.32920986554569,3.3634709520388135,0.0,1.5597653578855766,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.815987134347024,27.35367844753876
2024-03-22,0.0,8.326825731739431,3.3722488992345845,0.0,1.5597653578855766,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.8203219230856758,27.364407049666926
2024-03-25,0.0,8.328884756390291,3.4014003535020216,0.0,1.5597653578855766,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.833326289301633,27.40862189480118
2024-03-26,0.0,8.328884756390291,3.407685797173068,0.0,1.5597653578855766,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.833326289301633,27.414907338472226
2024-03-27,0.0,8.333219545128943,3.40085850490969,0.0,1.5712525480430055,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.833326289301633,27.42390202510493
2024-03-28,0.0,8.333219545128943,3.4126708042225182,0.0,1.5712525480430055,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.833326289301633,27.43571432441776
2024-04-02,0.0,8.333219545128943,3.41494656831031,0.0,1.5712525480430055,0.0,3.7236396620165224,4.472851759978413,3.088753715726722,2.833326289301633,27.437990088505547
2024-04-03,0.0,8.344056516975575,3.414513089436445,0.0,1.5784049494617818,0.0,3.679424816882268,4.472851759978413,3.088753715726722,2.833326289301633,27.41133113776284
2024-04-05,0.0,8.344056516975575,3.4419306282084206,0.0,1.5784049494617818,0.0,3.679424816882268,4.472851759978413,3.088753715726722,2.833326289301633,27.438748676534814
2024-04-08,0.0,8.324549967651638,3.472924367689785,0.0,1.5784049494617818,0.0,3.679424816882268,4.472851759978413,3.088753715726722,2.833326289301633,27.45023586669224
2024-04-09,0.0,8.339288249363056,3.494056462790715,0.0,1.5879414846868172,0.0,3.6671790386955756,4.473393608570745,3.088753715726722,2.833326289301633,27.483938849135264
2024-04-10,0.0,8.332786066255078,3.5150801881731795,0.0,1.5879414846868172,0.0,3.6671790386955756,4.473393608570745,3.088753715726722,2.833326289301633,27.49846039140975
2024-04-11,0.0,8.332786066255078,3.5408721811681607,0.0,1.5879414846868172,0.0,3.6671790386955756,4.473393608570745,3.088753715726722,2.833326289301633,27.52425238440473
2024-04-12,0.0,8.334628351469005,3.576959297417441,0.0,1.5879414846868172,0.0,3.6671790386955756,4.473393608570745,3.107176567865994,2.833326289301633,27.580604638007213
2024-04-15,0.0,8.334628351469005,3.616189135502245,0.0,1.5879414846868172,0.0,3.6671790386955756,4.473393608570745,3.107176567865994,2.833326289301633,27.619834476092013
2024-04-16,0.0,8.334628351469005,3.619656966493167,0.0,1.5879414846868172,0.0,3.6643614260154513,4.473393608570745,3.111511356604647,2.833326289301633,27.624819483141465
2024-04-17,0.0,8.334628351469005,3.6386216672247707,0.0,1.5879414846868172,0.0,3.6643614260154513,4.473393608570745,3.1384954165027574,2.832350961835436,27.66979291630498
2024-04-18,0.0,8.333111175410478,3.664630399656685,0.0,1.5879414846868172,0.0,3.6643614260154513,4.473393608570745,3.1603860996329516,2.832350961835436,27.716175155808564
2024-04-19,0.0,8.32509181624397,3.6675563820552752,0.0,1.5879414846868172,0.0,3.6643614260154513,4.473393608570745,3.1603860996329516,2.832350961835436,27.711081779040647
2024-04-22,0.0,8.3166389782036,3.692156308147127,0.0,1.5879414846868172,0.0,3.6591596795290684,4.473393608570745,3.1718732897903807,2.832350961835436,27.733514310763173
2024-04-23,0.0,8.3166389782036,3.6971413151965775,0.0,1.5879414846868172,0.0,3.6591596795290684,4.473393608570745,3.1848776560063374,2.832350961835436,27.751503684028577
2024-04-24,0.0,8.3166389782036,3.718056670860575,0.0,1.5879414846868172,0.0,3.6140778766470842,4.473393608570745,3.1996159377177555,2.832350961835436,27.742075518522007
2024-04-25,0.0,8.3166389782036,3.745582579351017,0.0,1.5879414846868172,0.0,3.6165703801718094,4.473393608570745,3.1996159377177555,2.832350961835436,27.772093930537178
2024-04-26,0.0,8.313821365523474,3.7526266110513276,0.0,1.5879414846868172,0.0,3.6165703801718094,4.473393608570745,3.2078520363211944,2.832350961835436,27.784556448160803
2024-04-29,0.0,8.297782647190461,3.761404558247098,0.0,1.5983449776595826,0.0,3.6165703801718094,4.473393608570745,3.227792064518996,2.832350961835436,27.807639198194128
2024-04-30,0.0,8.295181773947268,3.789038836456007,0.0,1.6091819495062134,0.0,3.6140778766470842,4.473393608570745,3.226383258178934,2.832350961835436,27.839608265141685
2024-05-02,0.0,8.295181773947268,3.8073533188768125,0.0,1.6091819495062134,0.0,3.6140778766470842,4.473393608570745,3.226383258178934,2.832350961835436,27.857922747562498
2024-05-03,0.0,8.295073404228804,3.8124466956447294,0.0,1.6091819495062134,0.0,3.6140778766470842,4.473393608570745,3.226383258178934,2.832350961835436,27.862907754611943
2024-05-06,0.0,8.29073861549015,3.8224167097436297,0.0,1.6156841326141917,0.0,3.6088761301607013,4.473393608570745,3.2252995609942707,2.832350961835436,27.868759719409127
2024-05-07,0.0,8.29073861549015,3.8282686745408108,0.0,1.6221863157221703,0.0,3.611043524530028,4.473393608570745,3.2198810750709552,2.832350961835436,27.877862775760292
2024-05-08,0.0,8.300925369025984,3.857853607682113,0.0,1.6221863157221703,0.0,3.611043524530028,4.473393608570745,3.1931137546097768,2.832350961835436,27.89086714197625
2024-05-09,0.0,8.313929735241942,3.8982755126700455,0.0,1.6221863157221703,0.0,3.613210918899354,4.473393608570745,3.1935472334836423,2.832350961835436,27.946894286423333
2024-05-10,0.0,8.313929735241942,3.913013794381463,0.0,1.629121977704014,0.0,3.5991228554987336,4.473393608570745,3.1935472334836423,2.832350961835436,27.95448016671597
2024-05-13,0.0,8.308511249318626,3.9376137204733155,0.0,1.629121977704014,0.0,3.59424621816775,4.473393608570745,3.1935472334836423,2.832350961835436,27.96878496955353
2024-05-14,0.0,8.294314816199538,3.949751128941542,0.0,1.629121977704014,0.0,3.59424621816775,4.473393608570745,3.227141846208198,2.832350961835436,28.000320557627223
2024-05-16,0.0,8.326392252865567,3.961238319098971,0.0,1.629121977704014,0.0,3.5661784610849763,4.473393608570745,3.228225543392861,2.832350961835436,28.016901124552568
2024-05-17,0.0,8.338421291615326,3.979227692364378,4.9665841973109135,1.629121977704014,0.0,3.5661784610849763,4.473393608570745,3.228225543392861,2.832350961835436,33.01350373387865
