date,GRANSING SECURITIES CO LTD,ASTRUM CAPITAL MANAGEMENT LTD,SUNCORP SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BLACK MARBLE SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD
2024-07-02,0.0,0.0,30.23660134239032,20.374004483610587,0.0,11.339461832086764,3.252469015288708,14.037370153694939,9.443352340431261,11.316740832497425
2024-07-03,0.0,0.0,30.64927221733167,20.65207006912741,0.0,10.129417705625048,3.29685889955712,14.228952989265803,9.572235756545949,11.471192362547
2024-07-11,44.349583759751035,18.477603661110294,12.482178954690552,7.0315823167151335,5.789883830439153,4.960701250349151,1.0439160546281792,2.8827831591756543,1.4245198581059275,1.5572471550349145
2024-07-16,44.48867927352326,17.838590619846943,12.521327351304706,6.972323171331742,5.808042893000801,5.266661856445543,1.3143601066860813,2.68273501227707,1.5451484990823612,1.5621312165014956
2024-07-17,44.54874737487423,17.737630121611765,12.450460797164105,7.036815221263243,5.775171299232837,5.340807382923547,1.3184716076148568,2.6675516231156475,1.5710544995581042,1.5532900726416639
2024-07-18,44.54874737487423,17.737630121611765,12.450460797164105,7.025264878664777,5.775171299232837,5.352357725522014,1.3184716076148568,2.6675516231156475,1.5710544995581042,1.5532900726416639
2024-07-19,44.54874737487423,17.737630121611765,12.450460797164105,7.025264878664777,5.775171299232837,5.38700875331741,1.3184716076148568,2.6675516231156475,1.536403471762707,1.5532900726416639
2024-07-25,44.54885028577086,17.73767109684738,12.450489558648089,7.0252811075455055,5.77518464030507,5.387021197705494,1.3184746533816476,2.667557785356912,1.5361760135825875,1.5532936608564518
2024-08-01,44.543705323314754,17.73562256694668,12.4490516472109,7.0244697553487585,5.774517662190913,5.397948084048821,1.3183223822781853,2.6672497081659827,1.535998600072134,1.553114270422868
2024-08-13,44.52827756379921,17.72947981528659,12.444739904987937,7.0220368228092855,5.7725176518827475,5.43071360492417,1.3178657799248312,2.6663259034046405,1.535466605330203,1.5525763476503835
2024-08-15,44.53856154910847,17.733574510162228,12.447614067865162,7.000563187184601,5.773850838118041,5.431967850136145,1.318170146342349,2.6669417021267234,1.5358212275360468,1.5529349214202286
2024-08-16,44.57845690002228,17.749459333412727,12.458763999834327,7.079071715805783,5.7790227565028935,5.540855936955069,1.3771411228746393,2.345705336864524,1.5371969371387435,1.554325960589018
2024-08-19,44.57845690002228,17.749459333412727,12.458763999834327,7.079071715805783,5.7790227565028935,5.529297891442063,1.3771411228746393,2.35726338237753,1.5371969371387435,1.554325960589018
2024-08-21,44.56300506280091,17.74330699491877,12.454445528386637,7.076617959632116,5.777019624830293,5.5620434374452214,1.3766637765970589,2.356446304968277,1.536664112126359,1.5537871982943559
2024-08-29,44.57227487944218,17.746997886101283,12.457036251930843,7.112759337191093,5.778221337160503,5.516974660598402,1.376950144645348,2.347691329288313,1.5369837627993452,1.554110410842689
2024-08-30,44.57278998233444,17.74720298063516,12.457180212619855,7.1128415363365605,5.778288113615844,5.517038417936611,1.3769660574746556,2.3465628029393946,1.53700152506936,1.5541283710381175
2024-09-11,44.59340386517443,17.755410650900476,12.462941369898124,7.150816823406521,5.780960438014585,5.450218395146764,1.3776028723788758,2.3360861130016937,1.5377123526701275,1.5548471194084028
2024-09-12,44.54190486720021,17.734905693263542,12.44854845667038,7.142558653605982,5.774284256245943,5.559409858217243,1.3760119382634084,2.333388267948986,1.5359365150243962,1.553051493559909
2024-09-13,44.60371795833065,17.759517333584622,12.465823947300787,7.187164534588048,5.782297527344442,5.567124937067642,1.1928879798911582,2.336626430799889,1.549632608138201,1.555206742954561
2024-09-16,44.536761508784124,17.732857802031052,12.447110993529467,7.280300705241024,5.773617486074915,5.604956839986449,1.191097287377255,2.333118826122873,1.5473063917981331,1.552872159054709
2024-09-20,44.56763948910421,17.745152248588912,12.455740755444785,7.308458724595955,5.777620418508059,5.516400910860347,1.1919230923382127,2.334736411119107,1.5483791616784859,1.5539487877619278
2024-09-23,44.552195148761356,17.73900289506908,12.451424379220812,7.28282359950195,5.775618258709198,5.572245455898052,1.1915100467717075,2.333927338344387,1.5478425908610303,1.5534102868624258
2024-09-25,44.55734207273005,17.741052205970075,12.452862838860518,7.283664952867793,5.776285491108197,5.561336622527431,1.191647696815621,2.3341969669568225,1.5480214064750324,1.5535897456884606
2024-09-27,44.48128883223106,17.710770675534,12.431607518674701,7.294298445549688,5.766426168060403,5.655639858591776,1.2242122754792237,2.327906244045985,1.5569119996716367,1.5509379821615261
2024-10-02,44.46077844852723,17.702604214719074,12.42587528728129,7.337045172551831,5.763767260991572,5.653032035243224,1.2236477895085107,2.326832843262298,1.5561941053986803,1.5502228425162932
2024-10-03,44.44540806925137,17.696484309705138,12.421579581657936,7.334508708481667,5.761774689292411,5.685648393565073,1.2232247665367788,2.3260284420673463,1.5556561190101938,1.5496869204320867
2024-10-04,44.15560915116906,17.58109731632165,12.3405867304273,7.538550323538419,5.724205992238503,5.991502370410874,1.2953878160435732,2.2994135470822066,1.53406430909595,1.5395824436724679
2024-10-07,44.10511579754172,17.56099276831484,12.326474874159732,7.747200836553148,5.71766017930651,5.790250449410949,1.293906498577063,2.4111372976135548,1.5094394166962013,1.5378218818262788
2024-10-08,44.08999030263016,17.55497036701386,12.322247608691425,7.744543996304275,5.715699353711013,5.822558925688123,1.2934627637448024,2.410310417459934,1.5089217665822927,1.5372944981741141
2024-10-09,44.06480418534981,17.544942205531353,12.31520860570458,7.751544845025599,5.712434298008489,5.8649323015412635,1.2927238816393212,2.4089335434701797,1.508059804937049,1.5364163287923631
2024-10-10,43.98941818698957,17.514926345736008,12.29413976600543,7.738283514179366,5.702661474309755,6.025978428724926,1.2905122916362977,2.4048123437164235,1.505479818571878,1.5337878301303518
2024-10-14,43.96945904895245,17.50697937014387,12.288561596464879,7.723372306525494,5.7000740291414465,6.091645174632541,1.2899267527947094,2.3920930670694993,1.5047967433972251,1.5330919108778833
2024-10-15,43.96444703689724,17.50498377607582,12.287160841936737,7.72249193101157,5.6994242863343345,6.113748494368838,1.2897797159974598,2.391820396003067,1.4932263653224502,1.5329171560524826
2024-10-16,44.03974739866363,17.534965538611058,12.308205747965083,7.735718673876211,5.709186008351694,5.952944272327077,1.2919887936899883,2.395917000264872,1.4957838974441104,1.5355426688062717
2024-10-21,44.00959632207701,17.522960517689558,12.299779140727956,7.719011988830117,5.7052773096249085,6.0287425709159415,1.2911042551681169,2.394276675757189,1.4947598340124875,1.5344913851967155
2024-10-24,43.999555135535076,17.518962496120867,12.296972835124224,7.717250826588772,5.703975599122496,6.050182961291715,1.2908096780814207,2.3937303999277466,1.4944187910676974,1.5341412771399865
2024-10-25,43.86943543710919,17.46715374237989,12.260607049335508,7.694428633338421,5.68710725619266,5.9754197082311515,1.6395930219603438,2.386651431133812,1.489999352693452,1.5296043676255777
2024-10-28,43.8345345991385,17.453257545711352,12.250852981251716,7.688307241432339,5.68258281208043,5.970665893805097,1.717844784091914,2.3847527029176736,1.4888139664338245,1.5283874731371525
2024-10-29,43.74008307431322,17.41565051273071,12.224455718110422,7.569674935036917,5.670338388443787,5.957800729316656,2.0316822445794087,2.3796142080943197,1.4856059764187184,1.525094212955841
2024-10-30,43.74008307431322,17.41565051273071,12.224455718110422,7.399564783383604,5.670338388443787,5.957800729316656,2.2017923962327224,2.3796142080943197,1.4856059764187184,1.525094212955841
2024-11-01,43.601630913435585,17.36052408687366,12.185761180039933,7.330923538664195,5.652389849081078,5.882418375901312,2.613099827230182,2.372081924065365,1.480903530899846,1.5202667738088467
2024-11-04,43.601926659540766,17.360641841812523,12.185843835007928,7.330973263686827,5.652428188754338,5.882458275838247,2.6131175516611305,2.3714197223099953,1.4809135757408816,1.5202770856473666
2024-11-11,43.63645793182273,17.148114702432274,12.19549461706483,7.336779150106408,5.656904723435116,6.0341965094884005,2.6151870536440542,2.3732978076699687,1.4820864099211066,1.5214810944151087
2024-11-13,43.685883307748945,17.167537727484344,12.209307995478728,7.3450892441142255,5.663312086813953,6.041031217093679,2.5048829359978115,2.375985952901926,1.4837651134969085,1.5232044188694809
2024-11-18,43.65171842905468,17.154111723486512,12.199759612911574,7.3393449609723245,5.658883050342589,6.0363067824916286,2.5029239731665274,2.3741277949407302,1.5608104874132915,1.5220131852201428
2024-11-21,43.58266225621015,17.12697425108444,12.180459829562604,7.327734259436845,5.649930806992386,6.128456216635252,2.4876645343187476,2.4268712788355096,1.5696411770753969,1.519605389848672
2024-11-22,43.57970758822059,17.12581313517371,12.17963406048625,7.338536574364393,5.649547772344332,6.128040740561253,2.4874958841632093,2.426706750132784,1.5650151257037372,1.5195023688497313
2024-12-05,43.580150762879185,17.125987292523757,12.179757918709843,7.338611202066617,5.649605224230628,6.127086129440659,2.487521180228746,2.426731428016024,1.5650310407954715,1.5195178211090696
2024-12-09,43.54079263655173,17.11052046279641,12.168758129989268,7.343272557954059,5.644502950093822,6.200575673824675,2.48527464892631,2.4245397971833005,1.5636176292231903,1.5181455134572344
2024-12-12,43.53096421031551,17.106658119507536,12.166011286525361,7.364187882545312,5.643228821224644,6.199176023130646,2.4847136499852107,2.423992507868834,1.563264675140366,1.5178028237565804
2024-12-16,43.53194685326402,17.10704427536874,12.166285915066654,7.364354117486934,5.643356208226255,6.199315959764631,2.48476973848202,2.4240472256815053,1.5610426208947137,1.5178370857645336
2024-12-19,43.52212241967393,17.103183501097085,12.163540187465415,7.385260436106581,5.642082596952221,6.197916877657047,2.484208967438063,2.423500158694857,1.5606903196385358,1.5174945352762694
2024-12-23,43.51721186559922,17.101253767371745,12.162167788361018,7.395710057160372,5.641446006865482,6.19721757338864,2.4839286768228717,2.423226717788999,1.5605142286351021,1.51732331800654
2025-01-02,43.468167201941796,17.081980353400937,12.14846081121442,7.409915313756234,5.635087997928632,6.280394608081827,2.4811292454879763,2.420495698630264,1.5587555016350265,1.5156132679228849
2025-01-03,43.42412142775573,17.064671386915155,12.13615092110304,7.514994495763043,5.62937803062492,6.262772003243107,2.478615146884152,2.418043039274628,1.5571760333193427,1.5140775151168784
2025-01-06,43.40945933235452,17.058909523885145,12.1320531662894,7.546221931789371,5.62747727880725,6.260657386814071,2.477778245858832,2.4172265903388666,1.5566502549545465,1.5135662889079982
2025-01-07,43.42901099416338,17.06659287297469,12.137517454585144,7.54962075733141,5.6300118999309525,6.218437097661756,2.4788942395395983,2.4183153114963414,1.5573513717113003,1.5142480006054289
2025-01-09,43.38992526686904,17.051233089742095,12.12659379580498,7.587825724670938,5.624944938820231,6.25784011856754,2.4766632565625475,2.4161388490208418,1.5559497691966968,1.512885190745089
2025-01-13,43.39480713488433,17.053151550512194,12.127958177744384,7.588679442751414,5.62557781012885,6.359804598480065,2.476941909799733,2.3038991363601697,1.556124831526602,1.5130554078122556
2025-01-16,43.399690101556374,17.05507044302888,12.129322866735803,7.589533352959807,5.6262108238641675,6.349267808861731,2.477220625747393,2.304158380805331,1.5562999332540106,1.5132256631865064
2025-01-17,43.40945933235452,17.058909523885145,12.1320531662894,7.647516522807901,5.62747727880725,6.3506970232749875,2.477778245858832,2.22589236285942,1.5566502549545465,1.5135662889079982
2025-01-20,43.399690101556374,17.05507044302888,12.129322866735803,7.645795461198449,5.6262108238641675,6.371772652157187,2.477220625747393,2.2253914292712325,1.5562999332540106,1.5132256631865064
2025-01-21,43.35090982993446,17.035900928988692,12.115689781738084,7.637201759757492,5.619887089949294,6.477008665382582,2.474436285704674,2.222890139558544,1.5545506872734138,1.511524831712762
2025-02-07,43.34603783316608,17.03398634738941,12.114328158609645,7.636343451997886,5.619255498320691,6.4875192570481115,2.4741581959106003,2.2226403198057665,1.5543759789234763,1.511354958828333
2025-02-13,43.34116693135442,17.032072196082698,12.112966841499144,7.6354853371386255,5.618624048639125,6.498027486511117,2.4738801686158065,2.2223905561987194,1.5542013098383602,1.511185124121979
2025-02-19,43.27794468115651,17.007227319813556,12.095297519823859,7.624347368354082,5.610428098217815,6.634419870906518,2.470271491645304,2.219148729969074,1.551934178816619,1.5089807412966636
2025-02-20,43.268234548401686,17.003411463116027,12.092583736960743,7.622636718145043,5.609169304574853,6.655368004753076,2.4697172448043077,2.2186508267315377,1.5515859763542776,1.5086421761584525
2025-02-21,43.42901099416338,17.06659287297469,12.137517454585144,7.650960971530167,5.6300118999309525,6.308517288060651,2.4788942395395983,2.2268949068986887,1.5573513717113003,1.5142480006054289
2025-02-25,43.47796728880754,17.08583155997527,12.151199734405772,7.659585683239202,5.636358452963445,6.202901531949827,2.4816886268398046,2.229405222485161,1.5591069298249363,1.515954969509048
2025-02-28,43.47326269568742,17.083982764122542,12.149884897162073,7.65875686725825,5.635748563061642,6.213501835602758,2.481420092316041,2.228713126748357,1.5589382245198593,1.5157909335210595
2025-03-04,43.43409731144568,17.068591677559294,12.13893897589959,7.741947776897804,5.630671275453689,6.207904045793844,2.479184562582259,2.2267052625909156,1.5575337655308976,1.5144253462460242
2025-03-06,43.551805744212764,17.114848358376218,12.171836067602973,7.762928817043494,5.645930657650763,5.908555638935914,2.485903268563631,2.232739737874571,1.6069222000579295,1.518529509681749
2025-03-07,43.55239588934996,17.115080271711612,12.172001001059654,7.763034007967577,5.646007162366598,5.90863570232981,2.4859369535900133,2.232769992429495,1.6055889328051638,1.5185500863901202
2025-03-10,43.66382576474781,17.1588696252743,12.203143364807827,7.816858636954634,5.660452610469988,5.640730461484588,2.4922972843899354,2.2316900462038975,1.6096968715550133,1.5224353341120078
2025-03-12,43.70340673478594,17.17442402740538,12.214205433773014,7.823944567747063,5.665583773423606,5.45321389814384,2.494556535438414,2.335693566431616,1.6111560511511112,1.523815411700013
2025-03-17,43.688555464530495,17.16858782305041,12.210054808469286,7.821285838738946,5.6636584975226985,5.485342740654995,2.4937088364592443,2.3348998521887077,1.610608548891515,1.523297589493705
2025-03-19,43.619382783901486,17.141404565794417,12.190722463585175,7.8089022911100825,5.654691150438885,5.634989075532526,2.489760513538241,2.3312029736799347,1.6080584505972082,1.5208857318220426
2025-03-20,43.57010768343325,17.122040595507844,12.176951084078281,7.800080881443481,5.648303268337592,5.673809876236751,2.486947929049042,2.3285695054048556,1.6740215294568224,1.5191676470520787
2025-03-25,43.579953795251484,17.125909888819773,12.179702870299469,7.801843568584581,5.649579689914684,5.618596264979253,2.487509937469435,2.3290957229642273,1.7082973083176423,1.5195109533994533
2025-04-02,43.584878520140975,17.127845191346275,12.181079229855834,7.8027252109421354,5.650218117065039,5.6079307546333,2.4877910369437366,2.3293589209412326,1.708490353365658,1.5196826647658126
2025-04-08,43.62925118152374,17.145282616909842,12.193480478231306,7.720173440560428,5.655970461083422,5.613640046958582,2.4903237940150307,2.3317303822862514,1.6989177832183942,1.5212298152129973
2025-04-09,43.644259700658445,17.151180616422945,12.1976750513702,7.722829190262017,5.657916122276122,5.581623649700126,2.4911804686381767,2.3320798672797722,1.6995022131448125,1.5217531202473857
2025-04-14,43.65908086570927,17.157004990131565,12.201817262886966,7.725451787755325,5.659837495425012,5.583519114669202,2.4920264492356328,2.3328718188642816,1.6661203225532333,1.522269892769511
2025-04-15,43.67885808480894,17.16477697799882,12.207344589817287,7.728951356450328,5.662401357146238,5.586048404766206,2.4931553175514884,2.288629380531366,1.6668750619112809,1.5229594690180521
