date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HAITONG INTERNATIONAL SECURITIES CO LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,BOCI SECURITIES LTD,REALINK FINANCIAL TRADE LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-04-12,29.504014508396125,24.02144249006166,13.7582712492901,9.049802007073808,6.404325720117917,4.885681757764212,4.452744852691442,4.33161224712704,3.592105167477697
2024-04-15,29.734460227204178,24.03546071738547,13.766300183190925,9.055083212889118,6.409559438554166,4.888532902009212,4.4553433473316275,4.061058554041322,3.594201417393978
2024-04-16,29.789520670321036,24.018928128650597,13.756831149832022,9.048854750348747,6.398421792405568,4.885170365924045,4.45227877702444,4.058265189200447,3.591729176293099
2024-04-17,29.90144519103563,24.01874855154828,13.756728297120958,9.048787096742117,6.399121602992299,4.885133842031975,4.452245489638875,3.9460876060980663,3.5917023227917984
2024-04-18,29.906587901086247,24.022879504376483,13.75909429864447,9.050343385679023,6.4009699563259055,4.8859740297469,4.453011225458034,3.9288196437542418,3.592320054928697
2024-04-19,29.906140638684985,24.02252023467953,13.758888527074156,9.050208034955354,6.401621993493578,4.885900958472964,4.452944629278619,3.928760887024327,3.5930140963364847
2024-04-22,29.906364268213366,24.02269986818475,13.758991412089964,9.050275709811132,6.401669862983813,4.885937493836729,4.452977927119333,3.9280424938972045,3.5930409638637104
2024-04-25,29.906364268213366,24.02195209691235,13.758991412089964,9.050275709811132,6.402417634256209,4.885937493836729,4.452977927119333,3.9280424938972045,3.5930409638637104
2024-04-29,29.89518688724477,24.043621154488743,13.753849045489416,9.046893206389043,6.400024756928283,4.884111394740644,4.451313644885298,3.9333018302915934,3.591698079542209
2024-04-30,29.895410352984523,24.043053382544326,13.753951855151152,9.046960831679044,6.400072596945878,4.884147903345524,4.451346918338322,3.933331231619857,3.5917249273913745
2024-05-02,29.896527731797185,24.042456971461334,13.754465926515683,9.047298973294527,6.398069231796072,4.8843304545572535,4.451513293065266,3.9334782448546477,3.591859172658035
2024-05-06,29.896751217583017,24.042636696258736,13.754568745399997,9.047366604650879,6.397369528431152,4.884366966437152,4.451546569503098,3.933507648820369,3.5918860229155976
2024-05-16,29.883794562698352,24.032217097690193,13.748607790009743,9.043445656656951,6.506678078011133,4.882250179343677,4.449617358125436,3.863059906214694,3.5903293712498265
2024-05-17,29.883794562698352,24.032217097690193,13.748607790009743,9.043445656656951,6.491733939108949,4.882250179343677,4.449617358125436,3.8780040451168785,3.5903293712498265
2024-05-21,29.926789049094165,24.022344783117326,13.742959930701124,9.039730654417157,6.489067167278879,4.880244575391367,4.447789477572021,3.876410980453197,3.5746633819747595
2024-05-22,29.92656552757737,24.022165361565147,13.742857285300577,9.039663137173527,6.4890187007984474,4.880208125117064,4.4477562572807035,3.8763820277559784,3.575383577431188
2024-05-23,29.92634200939948,24.021985942693124,13.742754641433327,9.039595620938453,6.488970235041997,4.880171675387247,4.4477230374856225,3.876353075491248,3.5761037621294984
2024-05-27,29.867582114253207,24.004774200672454,13.732907963972687,9.033118754780512,6.580600517301477,4.8766750345976915,4.444536245948768,3.8862636830655313,3.5735414854076755
2024-05-29,29.867359198114617,24.004595041490706,13.732805468671824,9.03305133626821,6.5812977512363116,4.876638637625092,4.444503074235908,3.8862346780094663,3.5735148143478632
2024-05-31,29.866612849991327,24.004595041490706,13.732805468671824,9.03305133626821,6.582044099359609,4.876638637625092,4.444503074235908,3.8862346780094663,3.5735148143478632
2024-06-07,29.866612849991327,24.004595041490706,13.732805468671824,9.03305133626821,6.582790447482906,4.876638637625092,4.444503074235908,3.885488329886169,3.5735148143478632
2024-06-11,29.84043111870837,24.01355627782153,13.737932108595441,9.036423495126664,6.585247891185424,4.878459152041446,4.446162266667709,3.886938834638471,3.574848855214944
2024-06-12,29.84043111870837,24.050887615073147,13.737932108595441,8.999092157875047,6.585247891185424,4.878459152041446,4.446162266667709,3.886938834638471,3.574848855214944
2024-06-13,29.8290728151013,24.041733012632427,13.773751815314997,8.995666791113068,6.5797559471046885,4.876602241195784,4.444469903018197,3.885459330833372,3.5734881436861667
2024-06-17,29.8317445791504,24.043886409700427,13.77498551825808,8.99647252514574,6.571388377282261,4.8770390342074394,4.444867990313024,3.8858073480385564,3.573808217904074
2024-06-18,29.82551120739273,24.071697567808926,13.772107221768781,8.994592703548042,6.55807522432425,4.876019972204671,4.443939230866057,3.884995404851166,3.5730614672353793
2024-06-24,29.825288635150514,24.071517933278464,13.772004447711932,8.994525581591542,6.558772532697923,4.87598358500947,4.443906068064186,3.884966413155693,3.573034803340273
2024-06-26,29.82506606623016,24.07133830142902,13.771901675188971,8.994458460636828,6.5594698306643755,4.875947198357341,4.4438729057572655,3.8849374218929174,3.573008139843121
2024-07-04,29.82506606623016,24.067607089921246,13.771901675188971,8.994458460636828,6.563201042172148,4.875947198357341,4.4438729057572655,3.8849374218929174,3.573008139843121
2024-07-05,29.830747611985302,24.054977388062735,13.774810538991137,8.99392152906068,6.563555444256015,4.875656124689495,4.443607625118755,3.8899288916446806,3.5727948461912002
2024-07-08,29.830747611985302,24.054977388062735,13.774810538991137,8.99392152906068,6.564301642010023,4.875656124689495,4.443607625118755,3.889182693890672,3.5727948461912002
2024-07-09,29.830224006692845,24.05515688710315,13.774913327085,8.956678475893892,6.566589235013434,4.875692506997475,4.443640783466477,3.924283271242688,3.572821506505037
2024-07-11,29.828665929220005,24.053900450073275,13.785386307843197,8.956210655103755,6.564007759139194,4.871707020509241,4.443408685423883,3.924078300024215,3.5726348926632325
2024-07-12,29.828665929220005,24.053900450073275,13.796578773045775,8.956210655103755,6.5610231017518394,4.871707020509241,4.443408685423883,3.91587049220899,3.5726348926632325
2024-07-15,29.83334064999943,24.057670154978183,13.798740960038261,8.957614264107045,6.546379432204199,4.872470509902098,4.444105052300045,3.9164841837901996,3.5731947926805403
2024-07-23,29.8342312391365,24.05838832797646,13.79915288202006,8.957881668084736,6.546574855656029,4.872615963586208,4.444237718357461,3.9166010992342493,3.5703162459482947
2024-08-01,29.825563276994522,24.04213335474939,13.794108531769897,8.954607069055385,6.5508959987815825,4.870834754133351,4.4426131047425494,3.9502328110179343,3.569011098755391
2024-08-02,29.825118267888666,24.041774636687048,13.793902718258625,8.954473462804664,6.551544276460099,4.870762079367797,4.442546819212012,3.950919891611556,3.568957847709532
2024-08-05,29.824673272062043,24.041415929328974,13.793696910888894,8.9543398605408,6.552938543280046,4.8706894067708815,4.442480535659457,3.950860943216203,3.568904598252703
2024-08-06,29.82445077912825,24.0419825825849,13.793594009507023,8.954273060903883,6.552889658167101,4.870653071285633,4.442447394624896,3.9508314696781612,3.5688779741201513
2024-08-07,29.82489576831549,24.04234129572159,13.793799813806082,8.954406661174387,6.5514954010192,4.870725742798265,4.442513677188492,3.9508904171939974,3.5689312227824934
2024-08-12,29.82341691355869,24.040547837072168,13.792770853719366,8.95373869968597,6.557720312333529,4.870362406919077,4.442182284148124,3.950595697203773,3.5686649953593
2024-08-14,29.820525080297898,24.038216740804945,13.791433435085246,8.952870498719752,6.566780960653894,4.8698901513072785,4.441751547102902,3.9502126269449143,3.56831895908317
2024-08-16,29.818968171589145,24.036961722360907,13.790713394014087,8.952403075627426,6.571659043518557,4.869635897756516,4.441519646368517,3.950006389112959,3.5681326596518876
2024-08-20,29.82163725748871,24.031654123907074,13.791947796172241,8.953204402242045,6.570755442751827,4.870071777242216,4.441917205311287,3.9503599528679394,3.568452042016658
2024-08-21,29.821192376657475,24.031295618363924,13.791742047133484,8.953070837844415,6.571403322620119,4.869999125242537,4.441850940545153,3.951046923940836,3.5683988076520596
2024-08-22,29.821192376657475,24.03054971560313,13.791742047133484,8.953070837844415,6.5833377667928685,4.869999125242537,4.441850940545153,3.9398583825288838,3.5683988076520596
2024-08-23,29.82141481541389,24.028491236500248,13.791844920885513,8.953137619545096,6.584878689106399,4.870035450971418,4.441884072681083,3.939887770260534,3.568425424635819
2024-08-26,29.818968171589145,24.013840461397443,13.790713394014087,8.952403075627426,6.604476317144119,4.869635897756516,4.441519646368517,3.940310376450862,3.5681326596518876
2024-08-27,29.81941298605974,24.014198679819703,13.790919112362296,8.952536620101927,6.603083120700022,4.8697085389190615,4.441585901250269,3.940369154711196,3.568185886075783
2024-08-28,29.81941298605974,24.014198679819703,13.790919112362296,8.952536620101927,6.603828978953801,4.8697085389190615,4.441585901250269,3.9396232964574174,3.568185886075783
2024-09-04,29.819635398271604,24.006919154869912,13.79102197383797,8.95260339383327,6.603878234524682,4.869744860313039,4.441619029432402,3.9463654550338934,3.5682124998832254
2024-09-17,29.83455267460891,24.006919154869912,13.79102197383797,8.95260339383327,6.603878234524682,4.869744860313039,4.441619029432402,3.9314481786965896,3.5682124998832254
2024-10-03,29.83611774255028,23.99618042523662,13.784852999993868,8.948598732229659,6.619562454675259,4.8675665352601385,4.439632212815765,3.940872523416311,3.566616373822102
2024-10-04,29.827092960168244,23.996717133540844,13.785161317607189,8.948798880218447,6.627165979027058,4.867675405227547,4.439731511430548,3.940960666569584,3.566696146210535
2024-10-07,29.825000210157288,23.99743278196076,13.785572429213014,8.949065758131088,6.627363619430746,4.867820572759967,4.4398639164934295,3.9410781969075175,3.5668025149461906
2024-10-08,29.834342506836165,24.004949668297755,13.789890581991369,8.951868937568545,6.598115845261095,4.869345354776725,4.441254646606739,3.9423126888267372,3.567919769834868
2024-10-09,29.879660469871656,23.95055390176358,13.8015219107651,8.959419550833612,6.573823876046957,4.873452490826681,4.445000701925698,3.9456379026665394,3.570929195300175
2024-10-15,29.87039310781774,24.02063075656527,13.735573378913541,8.960222134081478,6.57665225370806,4.873889053854701,4.445398884316855,3.9459913522248353,3.5712490785175204
2024-10-16,29.898436084818037,23.884376224188504,13.72891178060572,8.955876527315787,6.648076302456358,4.871525272585584,4.443242915951472,4.000037829121047,3.5695170629574875
2024-10-30,29.898213003335037,23.92150456260004,13.728809344946837,8.95580970474983,6.648026699101973,4.871488924628147,4.443209763541218,3.9634475674107392,3.569490429686178
2024-11-05,29.898213003335037,23.92896587202664,13.728809344946837,8.958048097577812,6.642057651560693,4.871488924628147,4.443209763541218,3.9597169126974383,3.569490429686178
2024-11-06,29.897028413461214,23.93428420824866,13.72758023626098,8.95724610416029,6.6414630034345254,4.871052791442823,4.442811973202943,3.959362408360708,3.5691708614278554
2024-11-11,29.897028413461214,23.96114251740656,13.72758023626098,8.95724610416029,6.614604694276623,4.871052791442823,4.442811973202943,3.959362408360708,3.5691708614278554
2024-11-12,29.903498292533232,23.96931274096441,13.730550959064994,8.959184500789908,6.609320100241231,4.872106913681269,4.425864007511656,3.960219235856408,3.569943249356898
2024-11-14,29.906113585140126,23.968418448597788,13.730038673750645,8.958850234622297,6.609073507250514,4.871925135919454,4.425698879022558,3.9600714805214494,3.5698100551751675
2024-11-18,29.870896024213028,24.05795354810335,13.713870124395422,8.948300256168014,6.601290635422297,4.8661879370748755,4.420487158032024,3.95540808424818,3.5656062323428097
2024-11-20,29.8440877800559,24.09088310178201,13.711826187400833,8.946966587279043,6.601051976521553,4.865462672692393,4.419828321601866,3.9548185639421853,3.5650748087242166
2024-11-29,29.843198204519688,24.0894198287552,13.711417473111323,8.946699901205138,6.594148544541419,4.875750246009098,4.419696577881699,3.9547006809674885,3.5649685430089444
2024-12-02,29.843198204519688,24.087929457290734,13.711417473111323,8.946699901205138,6.594893730273653,4.875750246009098,4.419696577881699,3.9554458666997228,3.5649685430089444
2024-12-03,29.843198204519688,24.0871842715585,13.711417473111323,8.946699901205138,6.595638916005887,4.875750246009098,4.419696577881699,3.9554458666997228,3.5649685430089444
2024-12-06,29.8782219339347,24.05141535641125,13.711417473111323,8.946699901205138,6.5963841017381215,4.875750246009098,4.419696577881699,3.9554458666997228,3.5649685430089444
2024-12-09,29.884928605524813,24.044708684821142,13.711417473111323,8.946699901205138,6.5963841017381215,4.875750246009098,4.419696577881699,3.9554458666997228,3.5649685430089444
2024-12-10,29.887378486807258,24.038482086492863,13.71254149604163,8.947433326167165,6.596924854508723,4.876149946119587,4.420058892012115,3.9557701228798354,3.565260788970824
2024-12-12,29.934547244910586,23.995734379189155,13.71366570327544,8.939968484282005,6.597465695945337,4.876549711768,4.4204212655503605,3.956094432227502,3.5655530828516144
2024-12-13,29.953523153208668,23.947554262654116,13.722358978663465,8.945635649405883,6.601647917343967,4.879641021597558,4.423223429481142,3.9586022531927,3.5678133344525014
2024-12-16,29.953523153208668,23.947554262654116,13.722358978663465,8.944889869026609,6.602393697723243,4.879641021597558,4.423223429481142,3.9586022531927,3.5678133344525014
2024-12-27,29.954640132352612,23.944718235810118,13.722870691048902,8.945223427632637,6.602639903687822,4.8798229854094,4.4233883732940775,3.9587498710917157,3.567946379672714
2025-01-02,29.920250642701923,23.94480238110418,13.72420132187554,8.946090796444306,6.604771886152603,4.880296154838677,4.423817284784991,3.9874771884101436,3.56829234368764
2025-01-09,29.920696987994482,23.945159585659432,13.7244060572144,8.946224252729866,6.603378631767341,4.8803689582800995,4.423883278551012,3.987536672927619,3.568345574875744
2025-01-14,29.901826661932528,23.9636281338007,13.724303688781426,8.946157524089369,6.604075264156018,4.880332556287873,4.423850281421881,3.987506930447038,3.56831895908317
2025-01-15,29.900711535721587,23.962734460308997,13.723791869522243,8.945823895817922,6.607558270222692,4.880150554471959,4.423685303159588,3.9873582246992343,3.568185886075783
2025-01-17,29.88956484640032,23.989589239920683,13.718675775743119,8.942488981209944,6.606586198307596,4.878331282646045,4.422036197061545,3.9858717770175383,3.5668557016932105
2025-01-21,29.88956484640032,23.94485442760848,13.718675775743119,8.942488981209944,6.607331778512799,4.922320514753047,4.422036197061545,3.9858717770175383,3.5668557016932105
2025-01-22,29.890679141334715,23.945001493359623,13.719187213464009,8.942822360776486,6.608323710485409,4.922504020830946,4.422201052339949,3.991239627917002,3.5580413794918617
2025-01-27,29.890679141334715,23.944255885358892,13.719187213464009,8.942822360776486,6.609069318486141,4.922504020830946,4.422201052339949,3.991239627917002,3.5580413794918617
2025-02-10,29.87063453564767,23.9654543343519,13.709987164955903,8.93682532915658,6.604637295117886,4.956458403330797,4.419235536703992,3.9811120338238797,3.5556553669113895
2025-02-11,29.868631553584024,23.96012203529068,13.709067838707528,8.936226068340112,6.593763607204435,4.976987671878602,4.41893920387904,3.980845079468169,3.5554169416474086
2025-02-13,29.870411968819027,23.955589435363787,13.70988501150615,8.936758740652435,6.594156649555948,4.977284341133755,4.419202608871902,3.9810823704607263,3.555628873636269
2025-02-19,29.870411968819027,23.925785337512686,13.698708474811989,8.936758740652435,6.594156649555948,5.018264975679018,4.419202608871902,3.9810823704607263,3.555628873636269
2025-02-21,29.870411968819027,23.878098780950925,13.698708474811989,8.936758740652435,6.594156649555948,5.065951532240779,4.419202608871902,3.9810823704607263,3.555628873636269
2025-02-26,29.86929918442448,23.877209232600453,13.69819814676455,8.93642581301572,6.593910992595392,5.065762806627804,4.4190379770715555,3.9846594337175314,3.5554964131825093
2025-03-05,29.879243767021524,23.86952817121863,13.694218892573435,8.933829828530094,6.5927403545372565,5.06429122929599,4.4177542698859416,3.9939299266782022,3.5544635602589296
2025-03-10,29.903299383750433,23.877563529648622,13.705244033760074,8.941022406359442,6.567484358848315,5.068368462634472,4.421310979833071,3.982236259360692,3.5334705858048823
2025-03-12,29.903522301928625,23.87774152816623,13.705346201350096,8.94108905841681,6.566787853559587,5.068406245470727,4.421343939092055,3.982265945477956,3.5334969265379095
2025-03-20,29.901293269695127,23.881924925756906,13.70432459399075,8.940422582557794,6.567789175830975,5.0680284424554305,4.421014368613497,3.9819691042207546,3.533233536878768
2025-03-21,29.907535397539043,23.866780248299868,13.707185478480213,8.941543401871808,6.569160252971942,5.069086432863039,4.421937289794188,3.9828003712831817,3.5339711268967204
2025-03-24,29.90708944483614,23.866424369588373,13.706981089976377,8.941410074086848,6.569062299906547,5.069010847470731,4.421871354073968,3.9842320883782305,3.5339184316827863
2025-03-25,29.946260995386247,23.85308657492071,13.699320918663718,8.936413150804134,6.5653911674923044,5.066178021539006,4.419400183225157,3.9820054930290407,3.531943494939681
2025-03-26,29.946260995386247,23.85308657492071,13.699320918663718,8.936413150804134,6.5653911674923044,5.078100193673824,4.419400183225157,3.9820054930290407,3.520021322804863
2025-03-27,29.946037856749946,23.85290883836753,13.69921884088551,8.936346562890396,6.566087376985756,5.07806235521538,4.419367252939459,3.9819758219032995,3.5199950940627223
2025-04-01,29.975073789537486,23.779075971678708,13.712501719889689,8.94501132045891,6.572453911105137,5.082986087628405,4.423652308983723,3.9858367794990754,3.523408111218868
2025-04-07,30.01550062394296,23.78081329668999,13.713933720300982,8.945945450506919,6.573140274315597,5.083516905295142,4.424114272238517,3.939259394990998,3.5237760617188933
2025-04-14,30.017963668819704,23.774558819056203,13.71505907331818,8.946679546712263,6.573679660270862,5.083934054101898,4.424477311060655,3.9395826470597397,3.524065219600494
2025-04-17,29.923720381958894,23.89911615659673,13.70606141713332,8.940810148255638,6.569367049648017,5.080598779318116,4.42157466766482,3.9369981149785724,3.5217532844458956
2025-04-24,29.923497301571718,23.89893798944313,13.705959238879792,8.940743494799312,6.5700635720558935,5.080560903615218,4.421541704965789,3.9369687647823866,3.5217270298867627
2025-04-25,29.92327422451062,23.898759824945977,13.705857062149725,8.940676842336776,6.571505575352179,5.08052302847704,4.4215087427582285,3.93619392375037,3.521700775719081
2025-04-28,29.92327422451062,23.89801433367254,13.705857062149725,8.940676842336776,6.5722510666256175,5.08052302847704,4.4215087427582285,3.93619392375037,3.521700775719081
2025-04-30,29.92327422451062,23.8972688423991,13.705857062149725,8.940676842336776,6.572996557899055,5.08052302847704,4.4215087427582285,3.93619392375037,3.521700775719081
2025-05-02,29.920885113668184,23.897592277915624,13.706470145382706,8.941076772019297,6.574036102365227,5.117280994174974,4.384430292357666,3.9363699955192106,3.521858306597112
