date,CITIBANK N.A.,HUNG SING SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SILVERBRICKS SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,FOUNDER SECURITIES (HONG KONG) LTD,SUNHIGH FINANCIAL HOLDINGS LTD
2024-10-28,70.30757495176326,0.27658427250612566,1.171069579334447,16.61057743587254,0.0,2.1449993048613365,9.489194455662291,0.0
2024-10-29,70.34276079457682,0.2767226907454659,1.174599506462137,16.618890297852236,0.0,2.101914906300667,9.485111804062672,0.0
2024-10-30,70.34690262099787,0.27673898435320726,1.1776126993753502,16.61986882866545,0.0,2.102038668385,9.47683819822313,0.0
2024-10-31,33.187152777777776,0.13055555555555554,0.5333333333333333,7.840659722222222,0.0,0.9916666666666667,4.470833333333333,0.0
2024-11-01,70.39042126434538,0.27691018315104643,1.1253158506776566,16.630150363702377,0.0,2.1033390507430543,9.473863287380482,0.0
2024-11-04,70.3614028552688,0.27679602709361967,1.1248519398910926,16.643907064261583,0.0,2.1230844205797847,9.469957692905114,0.0
2024-11-05,70.3676190714587,0.276820481181729,1.122006418406795,16.645377502887843,0.0,2.1262168873745564,9.461959638690374,0.0
2024-11-06,70.37176382582548,0.2768367863077703,1.122072506204899,16.646357939656944,0.0,2.129287196814021,9.453681745190881,0.0
2024-11-07,70.31557221306288,0.03822177597482067,1.7993636074300192,15.986331304884082,0.0,2.422672569480941,9.437838529167259,0.0
2024-11-08,70.24994102911361,0.03527230587555784,1.769494011423818,16.11731274998328,0.0,2.3926380818920063,9.43534182171172,0.0
2024-11-11,70.49217446073808,0.035401336842982536,1.63436171758436,16.123170101210945,0.0,2.2538851123365546,9.461007271287082,0.0
2024-11-12,70.46722811994742,0.03538880873159874,1.654426808202241,16.11746430338236,0.0,2.2678328262166194,9.457659133519764,0.0
2024-11-13,70.4402228345743,0.03537524661337288,1.6420010303040578,16.16140251061073,0.0,2.266963720473645,9.454034657423902,0.0
2024-11-14,70.3572593212566,0.035333582140640904,1.6547894302533492,16.174756952802433,0.0,2.343794281995847,9.434066431551122,0.0
2024-11-15,70.3614028552688,0.03533566303322804,1.6489976082173083,16.175709529071312,0.0,2.3439323145374598,9.434622029871885,0.0
2024-11-18,70.33861945584509,0.03532422115611761,1.6219704880850665,16.21757070915582,0.0,2.363779132363536,9.42273599339437,0.0
2024-11-19,70.29516482174863,0.03530239813603338,1.691573244018266,16.207551624241272,0.0,2.3623188086029003,9.408089103252895,0.0
2024-11-21,70.31585080641898,0.03531278668649088,1.6920710287276879,16.212321072684748,0.0,2.333586653532272,9.410857651949819,0.0
2024-11-22,70.31998946439857,0.035314865130322885,1.7127709588206599,16.19561786667314,0.0,2.3337240040288374,9.402582840948469,0.0
2024-11-25,70.20429089472111,0.035256761034815315,1.9009270324604592,16.17190902874234,0.0,2.3093178477804033,9.378298435260875,0.0
2024-11-26,70.20222830873145,0.03525572519924993,1.9038091607594965,16.17143390175845,0.0,2.3092500005508705,9.378022903000483,0.0
2024-11-27,70.20429089472111,0.035256761034815315,1.9009270324604592,16.17190902874234,0.0,2.3093178477804033,9.378298435260875,0.0
2024-11-29,70.2084164303223,0.03525883288855785,1.90691521205617,16.172859366472228,0.0,2.309453554200539,9.367096604060201,0.0
2024-12-02,70.20429089472111,0.035256761034815315,1.965564427690954,16.113147760350984,0.0,2.315193974619539,9.366546181582603,0.0
2024-12-03,70.19397917659647,0.03525158246556912,1.9006478212686015,16.116656299274183,0.0,2.3971076076587003,9.35635751273647,0.0
2024-12-04,70.23524423499879,0.03527230587555784,1.7753727290697443,16.129070185275136,0.0,2.4720007701120115,9.353039774668753,0.0
2024-12-05,70.2373087615309,0.03527334268566822,1.7871826960738566,16.129544290458337,0.0,2.457376207101553,9.35331470214969,0.0
2024-12-06,70.2435030694189,0.035276453481749216,1.78734030974196,16.13096677325545,0.0,2.457592925895195,9.34532046820673,0.0
2024-12-10,70.24556808151452,0.03527749053571074,1.7873928538093442,16.13732057170113,0.0,2.457665173987848,9.336775828451444,0.0
2024-12-11,70.26622488220838,0.03528786442990617,1.7820371537102617,16.142066001539433,0.0,2.434862645663526,9.3395214524485,0.0
2024-12-13,70.05814784490877,0.03518336764933324,2.0552950601818836,16.111856721599143,0.0,2.4276523678039936,9.311864637856864,0.0
2024-12-16,70.08486091037945,0.03519678301403252,2.0560787410697325,16.079870299854594,0.0,2.4285780279682436,9.315415237713939,0.0
2024-12-17,70.07047442122341,0.03518955808513088,2.058589147980156,16.079502009103834,0.0,2.4427418237428347,9.313503039864637,0.0
2024-12-18,70.06225622177377,0.035185430885917836,2.0700761837881663,16.077616128415094,0.0,2.4424553273307965,9.312410707806254,0.0
2024-12-19,69.8860300327352,0.03509692967672072,2.3163973586635676,16.037176422760066,0.0,2.4363118683923632,9.288987387772083,0.0
2024-12-20,69.84109122183729,0.03507436129953432,2.3149078457692647,16.021018311008746,0.0,2.504893969475076,9.283014290610083,0.0
2024-12-23,69.83292673749398,0.035070261076174794,2.3146372310275365,16.030835527051227,0.0,2.50460114519015,9.28192909816093,0.0
2024-12-27,69.47758964469234,0.03489180994721887,2.62560869852822,15.960895004001655,0.0,2.6663158101333084,9.234699032697261,0.0
2024-12-30,69.45739385980913,0.0348816675762546,2.648099930163995,15.962069093316455,0.0,2.665540763952122,9.23201468518205,0.0
2025-01-02,69.55444085518363,0.03493040480700588,2.5120782790371723,15.984371554715931,0.0,2.669265100668699,9.244913805587556,0.0
2025-01-03,69.59293025125218,0.03494973427280161,2.4668687440885804,15.999041794785354,0.0,2.656179804732922,9.250029670868159,0.0
2025-01-06,69.64769904417408,0.03497723929022437,2.3901113514986654,16.01163284683394,0.0,2.6582701860570523,9.25730933214605,0.0
2025-01-07,69.68425948945794,0.03499560003237093,2.338872602163457,16.020037897318534,0.0,2.6596656024601906,9.262168808567505,0.0
2025-01-08,69.7962101678033,0.03505182192798165,2.3075782769254585,16.045774758452783,0.0,2.5383361046180046,9.277048870272477,0.0
2025-01-16,69.75545923554282,0.035031356713358115,2.35293945924722,16.04808345636881,0.0,2.5368540819923497,9.271632410135448,0.0
2025-01-17,69.74935069958062,0.03502828899214126,2.361490482886856,16.04667811410611,0.0,2.5366319278475626,9.27082048658672,0.0
2025-01-20,69.80436606850073,0.03505591784061389,2.284477312613338,16.059335062271725,0.0,2.538632716957789,9.278132921815809,0.0
2025-01-22,71.43985121436538,0.03927469457788295,1.849183536375322,17.74651621185752,0.0,2.539763582703097,6.385410760120802,0.0
2025-01-23,62.51724970336407,0.0377429406940455,11.064972113471006,17.09527183173568,0.0,3.186133243589008,6.098630167146186,0.0
2025-01-24,62.33985088283123,0.03776313232594933,11.165299457705686,16.903014048671956,0.0,3.452179680130535,6.101892798334646,0.0
2025-01-27,61.96576965995371,0.03801435200181202,9.788695640466596,16.505435656353427,1.3811881227325034,4.3368039908733875,5.984092577618575,0.0
2025-02-03,60.76916752278294,0.03986442772537728,9.052547129304424,17.640922828281486,1.4484075406887078,4.773765220113929,6.27532533110314,0.0
2025-02-04,59.71058938850176,0.040352377133316686,8.675761083663087,19.736599858262274,1.466136369177173,4.10249167522053,6.268069248041859,0.0
2025-02-05,59.834898180481375,0.04037953396970357,8.483067094801893,19.702772980371343,1.4671230675658964,4.199471532849172,6.272287609960621,0.0
2025-02-06,58.62576646569634,0.04174199792855335,9.051056550841318,19.96058859695579,1.5166259247374385,4.372474283015964,6.431746180824597,0.0
2025-02-07,58.532140883407536,0.04217329534222311,9.105917352641674,20.022738435072014,1.5322963974341064,4.266531712121571,6.498201923980878,0.0
2025-02-10,58.229631575110176,0.042162922804080315,9.24070724789427,20.042408873187103,1.5319195285482514,4.416566163727413,6.496603688728708,0.0
2025-02-11,57.391607079232024,0.043517639603227916,9.508604253305302,20.233073224774955,1.5811409055839478,4.536713928636511,6.705342968864035,0.0
2025-02-12,57.293615849055925,0.04349555665704025,9.724881542569918,20.26267691591131,1.580338558539129,4.393051222361065,6.701940354905619,0.0
2025-02-13,57.167907454834975,0.04370147883983499,9.552414916407265,20.471502538782786,1.587820397847338,4.44298368204989,6.733669531237909,0.0
2025-02-14,56.92278479967637,0.04403019370533343,9.517860205969576,20.596132130942127,1.599763704627115,4.535109951649344,6.784319013430126,0.0
2025-02-17,56.85918340934813,0.044057675168268196,9.564186984444888,20.6053157420827,1.6007621977804112,4.537940542331624,6.788553448843991,0.0
2025-02-18,55.66485254938658,0.04377960253593348,10.426842003974823,20.650382478673404,1.5906588921389162,4.877777382545255,6.745707090745083,0.0
2025-02-19,55.02091993967315,0.0430137975716919,11.438085670939072,20.292744737306673,1.5628346451048059,5.014691900233081,6.627709309171527,0.0
2025-02-20,54.76104555943483,0.04298144365714777,11.784079136001345,20.080482753248006,1.5616591195430356,5.1470278779434455,6.622724110172186,0.0
2025-02-21,54.8856185761446,0.043212060486081665,11.389978943123026,20.09819940745462,1.5700381976609672,5.35469449523362,6.658258319897083,0.0
2025-02-24,54.3365863260302,0.04275175215384218,12.344568434421928,19.837792727036295,1.5533136615895993,5.29765462106361,6.587332477704516,0.0
2025-02-25,54.23495842993793,0.04278681203486056,12.276249486335407,19.9966840220673,1.5545875039332668,5.301999124653137,6.5927346210380975,0.0
2025-02-26,53.119071045918695,0.04183221620980948,14.121858988828183,19.550547697005772,1.5199038556230777,5.201138882086312,6.445647314328144,0.0
2025-02-27,49.59636051802532,0.039617002627102486,15.437425357027601,18.52185661781395,5.189827344150426,5.110593338896221,6.104319821459375,0.0
2025-02-28,20.926041666666666,0.016666666666666666,6.4736111111111105,7.792048611111111,2.183333333333333,2.166666666666667,2.5680555555555555,0.0
2025-03-03,49.85619117331736,0.03943344005008047,15.224593979335236,18.357170026313607,5.165780646560542,5.280794846706609,6.076035887716565,0.0
2025-03-04,46.27366070984235,0.03675004076957648,12.335763684987839,17.034486085133,13.468889942049781,5.187880755305213,5.662568781912243,0.0
2025-03-05,46.37969160775027,0.036715184252857476,12.27205033651761,17.015269692150827,13.456115028672263,5.18296017702838,5.657197973627789,0.0
2025-03-06,46.37805099130206,0.03671630762452374,12.272425823497061,17.01579030704777,13.45652674438795,5.183118759661935,5.657371066478699,0.0
2025-03-07,46.32908038027666,0.03676242512527945,12.33073009410415,17.037162982382373,13.47342880841492,5.128358304976484,5.664477004720142,0.0
2025-03-10,46.17447260822752,0.03673204204900513,12.335844121457558,17.02308226217342,13.462293410960383,5.307780076081242,5.659795479050874,0.0
2025-03-11,33.30023655602808,27.71924397425215,8.978817508139755,12.336782161668609,9.752738799900875,3.8119504313391555,4.100230568671378,0.0
2025-03-12,33.26997093011982,27.70142955997387,8.995208206714715,12.328853642821091,9.746470976381207,3.8604712234779592,4.097595460511335,0.0
2025-03-13,33.262599557650795,27.69529196653744,8.966627727086161,12.332768903283055,9.744311525506532,3.901712732245795,4.0966875876902185,0.0
2025-03-14,33.26481062639282,27.69713295897888,8.996028785076343,12.298136370711722,9.74495926028713,3.9019720912609452,4.096959907292157,0.0
2025-03-17,33.27218297899926,27.70327136850282,8.975859923394914,12.289780651037958,9.747118998294033,3.9139181789420787,4.097867900828938,0.0
2025-03-18,33.30170509654561,27.727852239384532,9.037061601860206,12.20530145443676,9.755767531905054,3.87080817261808,4.1015039032497596,0.0
2025-03-19,33.29801196712285,27.72477724527722,9.078201061193573,12.172896146865908,9.754685625978338,3.8703789034407,4.101049050121406,0.0
2025-03-20,33.27292039399358,27.703885359106074,9.066927600328235,12.165939624368558,9.74733502474788,3.945033275136705,4.09795872231897,0.0
2025-03-24,33.27365784167544,27.704499376925806,9.067128556080279,12.163992905431801,9.747551060777576,3.9451207112742352,4.098049547834866,0.0
2025-03-25,33.292104663533586,27.71985867307254,9.096548822155485,12.170736588716576,9.752955075533842,3.8807802142301555,4.087015962757815,0.0
2025-03-26,33.30096640512488,27.727237185995975,9.14777009240379,12.158448960533605,9.755551131520821,3.841885984491602,4.068140239929329,0.0
2025-03-27,33.283144156608,27.691984708870375,9.161792614471034,12.183751258663465,9.770505314850535,3.8455535925434914,4.063268353993094,0.0
2025-03-28,33.25211782703483,27.58404861610886,9.321934678762247,12.159076595784821,9.76139731361818,3.861944366915788,4.059480601775274,0.0
2025-03-31,20.81215277777778,15.808333333333332,6.018055555555556,7.611493055555556,6.108333333333333,2.4166666666666665,2.533333333333333,0.0
2025-04-01,35.008019405065234,23.091751985901006,10.26070388152987,12.971796846332351,10.102210806126791,4.375787081780704,4.189729993264044,0.0
2025-04-02,35.08999108520507,22.371588680915373,10.49286902733199,13.232974266802719,10.124536634972815,4.500561419138666,4.187478885633367,0.0
2025-04-03,35.2208785051367,21.953683982131903,10.751788454291916,13.199159107656955,10.151645689561152,4.535694356522888,4.187149904698483,0.0
2025-04-07,35.246666639731586,21.8774403902662,10.788653328800544,13.20421041452509,10.153755048162806,4.552797852427707,4.176476326086066,0.0
2025-04-08,35.413843746321874,21.976887856064835,10.452705104187867,13.312935831360551,10.199910594235241,4.459851767329324,4.183865100500313,0.0
2025-04-09,35.51707214552644,22.066961211074698,10.225414381366505,13.320925131034226,10.241715429116349,4.438542430171842,4.189369271709939,0.0
2025-04-10,35.51894279589369,22.062337278330375,10.258195235154458,13.306492685564548,10.239569369997573,4.4376123736278705,4.176850261431479,0.0
2025-04-11,35.56075090234204,21.98120938587157,10.306822503772741,13.3547786997771,10.246248953795778,4.382263365641168,4.167926188799601,0.0
2025-04-14,35.671280865108166,21.684960455152808,10.40896797793411,13.391614050237175,10.278096355400587,4.395884321170647,4.169195974996509,0.0
2025-04-15,35.7468515956671,20.73251683787018,11.413268844984279,14.65393104523723,8.19282604094033,4.66939772270712,4.346864755989516,0.24434315660424488
2025-04-16,35.50387600286648,20.48939104728682,12.133409532504682,14.544736533984992,8.139920400657903,4.639244821251791,4.306656364678533,0.2427652967688012
2025-04-17,35.07718994857573,20.35449180344632,12.44421536798377,14.846901543514395,8.086328319544492,4.48088220033214,4.169776816132545,0.5402140004706132
2025-04-22,35.09761223435083,20.539836337752018,12.603990479984192,14.856491196592767,8.109994258182114,4.336778915872511,4.155374332107627,0.2999222451579428
2025-04-23,34.92973160156125,20.634590078243868,12.788720001753386,14.809923670582537,8.084573560686104,4.3231853248762855,4.130293620475782,0.2989821418207805
2025-04-24,34.59991341590647,21.039555004341842,12.630021408515127,14.896931273636923,8.109625006271779,4.377697960438985,4.082626606199451,0.2636293246894196
2025-04-25,34.62729928599158,20.631797109954437,13.033162520540362,14.821886440371227,8.13480899690466,4.403423301336701,4.083174333966759,0.2644480109342702
2025-04-28,33.762765438924454,20.621001157642258,13.539533117204883,15.247255434968887,8.165117723379133,4.312682221325512,4.0862116134298185,0.26543329312505975
2025-04-29,33.1451597400201,20.49718681243851,14.12267414765916,15.277015776784413,8.195452824005047,4.311595222649836,4.101392734470763,0.3495227419721806
2025-04-30,18.600911805555555,11.597222222222223,9.752777777777778,8.67954861111111,4.656944444444444,2.45,2.3166666666666664,0.21944444444444447
2025-05-02,30.77135411855717,18.925203870508078,16.50812620226384,14.708817586993728,7.837970427101482,4.23105471907357,3.875739626643082,3.1417334488590485
